year,en_ADP arc_NOUN,en_ADP mark_NOUN
1800,1.3991532341606217e-06,0.0
1801,8.738940096009173e-07,0.0
1802,1.3359905324250576e-06,0.0
1803,1.92108404917235e-06,0.0
1804,1.16177000109019e-06,0.0
1805,1.9274709757155506e-06,5.685755422035754e-09
1806,1.3976094805911998e-06,0.0
1807,9.480360745328653e-07,0.0
1808,9.245582077710424e-07,0.0
1809,1.3328279919733177e-06,0.0
1810,2.6654042812879197e-06,0.0
1811,1.9379704099264927e-06,0.0
1812,1.0722177421484957e-06,0.0
1813,9.432432648281974e-07,2.8757416448144113e-09
1814,1.3750978951065917e-06,0.0
1815,4.612252268998418e-07,0.0
1816,1.5296185438273824e-06,0.0
1817,1.591124600963667e-06,0.0
1818,8.154085548994772e-07,0.0
1819,8.767339636506222e-07,0.0
1820,7.606414555993979e-07,1.1866481131050932e-09
1821,5.19700449785887e-07,0.0
1822,7.138238515835837e-07,1.0025615893027862e-09
1823,6.176679221425729e-07,0.0
1824,6.80425898735848e-07,0.0
1825,1.376290697407967e-06,0.0
1826,8.305929100060894e-07,0.0
1827,8.949971856964112e-07,9.217273055917019e-10
1828,1.3143907153789769e-06,0.0
1829,2.284751417391817e-06,0.0
1830,1.2837308531743474e-06,0.0
1831,1.6308401882270118e-06,0.0
1832,1.6682452042005025e-06,0.0
1833,1.1884802688655327e-06,0.0
1834,1.2050879831804195e-06,9.334530925997342e-10
1835,9.642936902309884e-07,1.5126175867408165e-09
1836,7.117274094525783e-07,6.720750067579218e-10
1837,8.72519535732863e-07,6.957890930081589e-10
1838,7.833393169676128e-07,0.0
1839,1.3150964832675527e-06,0.0
1840,9.802951126403059e-07,6.369688665408546e-10
1841,8.76404897098837e-07,0.0
1842,1.0022148444477352e-06,6.708265054555795e-10
1843,8.169258194357099e-07,5.906911071384968e-10
1844,1.1169222489115782e-06,5.488561272137815e-10
1845,1.0167175332753686e-06,5.580227946389016e-10
1846,1.256375981029123e-06,0.0
1847,9.227805435330083e-07,0.0
1848,1.247813884219795e-06,0.0
1849,8.371035278287309e-07,0.0
1850,2.290607199029182e-06,0.0
1851,1.2640899740290479e-06,6.449438760824933e-10
1852,1.2942964531248435e-06,0.0
1853,1.756345113790303e-06,0.0
1854,1.1669462764984928e-06,1.0391328908454511e-09
1855,1.162219177786028e-06,0.0
1856,1.0509694448046503e-06,5.177189232874468e-10
1857,1.2413677268341416e-06,4.881508974818871e-09
1858,8.975001719591091e-07,9.787352039936081e-10
1859,1.358591816824628e-06,1.018434669930457e-09
1860,1.0078958894155221e-06,0.0
1861,7.30031160856015e-07,2.357981809808507e-09
1862,1.0432030421725358e-06,4.517986262886353e-10
1863,1.5333486089730286e-06,4.994620828036034e-10
1864,1.4566383015335305e-06,4.31525504218655e-09
1865,9.145398394139193e-07,1.882737743486018e-09
1866,1.4553048686138936e-06,0.0
1867,1.3854777307642507e-06,1.455843445796745e-09
1868,1.1169055369464331e-06,9.87974813071446e-10
1869,1.3532231832869002e-06,3.906815315701806e-09
1870,1.3698642078452394e-06,5.734048791339319e-10
1871,2.2102669845480705e-06,0.0
1872,1.2330524441495072e-06,6.047339295989218e-10
1873,1.2666384918702533e-06,1.1972008939764578e-09
1874,1.344287056781468e-06,5.974609251779839e-09
1875,1.1477383168312372e-06,5.149374260327022e-09
1876,1.5248049294314114e-06,3.627608879952504e-09
1877,1.3235505775810452e-06,1.36065949618569e-08
1878,1.1836614248750266e-06,7.2469064082980594e-09
1879,1.1057878737119609e-06,6.10932526790009e-10
1880,1.1404513315937947e-06,6.417846254436199e-10
1881,1.1553445347090019e-06,5.5780060570498335e-09
1882,1.1054594324377831e-06,6.655385131892899e-10
1883,1.1431684470153414e-06,0.0
1884,1.1262494581387728e-06,6.601696966868076e-10
1885,1.3336019719645265e-06,1.933690763067375e-09
1886,1.3778145557807875e-06,3.872078213618124e-09
1887,1.5636774151062127e-06,2.6115699047757346e-09
1888,1.262416390090948e-06,3.1703073499755874e-09
1889,1.1991471637884388e-06,3.759081934617825e-09
1890,1.2060071412633988e-06,7.865263995654459e-09
1891,1.3615333500638371e-06,4.461953806433883e-09
1892,1.3408348422672134e-06,5.641661138255927e-09
1893,1.1214476671739249e-06,3.6950498771837204e-09
1894,1.429819235454488e-06,2.835692614056029e-08
1895,1.5696546142862644e-06,9.629783193076946e-09
1896,1.458924998587463e-06,1.0614652268259306e-08
1897,1.6798414890217828e-06,2.7385553380554484e-08
1898,1.7603142623556778e-06,7.355861253444118e-09
1899,1.6361632333428133e-06,1.492446166651007e-08
1900,1.8127157090930268e-06,1.3496738060503333e-08
1901,1.4307171340988134e-06,1.397184767881754e-08
1902,2.3166719529399415e-06,2.406038995816928e-08
1903,1.915998154800036e-06,1.1340463013098656e-08
1904,1.37375423037156e-06,1.5586413049106795e-08
1905,1.4687519751532818e-06,1.2901897772366056e-08
1906,1.4635204479418462e-06,1.9547901075611662e-08
1907,1.2702822687060689e-06,1.54285304532209e-08
1908,1.3525965414373786e-06,9.822778146428846e-09
1909,1.9000397060153773e-06,2.1453836041018803e-08
1910,1.5455283346454962e-06,1.4963621897123858e-08
1911,1.448205807719205e-06,1.2236860968961594e-08
1912,1.3633055004902417e-06,1.5628263128064646e-08
1913,2.285588607264799e-06,2.2802856491921375e-08
1914,1.51480344356969e-06,4.68772043404897e-09
1915,1.4808417745371116e-06,1.8849219074468238e-08
1916,1.167967184301233e-06,4.8344833913915863e-08
1917,1.0955458265016205e-06,3.618920152437255e-08
1918,1.5678903082516626e-06,1.4932290071101306e-08
1919,1.602165639269515e-06,4.603924314006136e-08
1920,1.3978340120957e-06,4.164727585020955e-08
1921,1.5607432715114555e-06,7.724202477632502e-08
1922,1.4158258636598475e-06,1.2837607926696748e-07
1923,1.414044277225912e-06,1.4119211044771873e-07
1924,1.6024289379856782e-06,1.6114530465571875e-07
1925,1.2911860949316178e-06,7.038833560457647e-08
1926,1.4612587619922124e-06,7.690835568396892e-08
1927,1.3579756341641769e-06,2.2298449309232637e-08
1928,1.5859345694479998e-06,5.027458216400049e-08
1929,1.2031638334519812e-06,1.7824650200282122e-08
1930,1.3413101669357275e-06,2.5208648724017735e-08
1931,1.4952422588976333e-06,2.6232321204133768e-08
1932,1.5562542330371798e-06,1.53433514782364e-08
1933,1.2652139957936015e-06,5.735331098932761e-09
1934,1.5192644013950485e-06,2.7557634396657704e-08
1935,1.3081335055176169e-06,1.555876938397205e-08
1936,1.3822174196320702e-06,2.0612014317578087e-08
1937,1.6330679954990046e-06,1.5109341999774983e-08
1938,1.2744806099362904e-06,1.2965214679638848e-08
1939,1.605875354471209e-06,2.9058696782158222e-08
1940,1.7496902273705928e-06,7.607348750937604e-09
1941,1.8122226492778282e-06,5.9030051957620344e-09
1942,2.378822046011919e-06,6.068423541449874e-09
1943,2.0003290046588518e-06,1.4516175816936538e-08
1944,1.8925666154245846e-06,9.639558484764166e-09
1945,1.8865845277105109e-06,2.832055301382752e-08
1946,1.1638043133643805e-06,0.0
