year,son_DET être_NOUN,son_DET etre_NOUN,son_DET mètre_NOUN
1931,3.8014052918811103e-06,2.3951248984133144e-08,5.1324104965999595e-08
1932,4.085715467283535e-06,1.8631212350683768e-08,4.7126007984843454e-08
1933,3.366639390378623e-06,2.0647191734113335e-08,3.326492103994383e-08
1934,3.4459025641808694e-06,3.1152108448395666e-08,2.875579241390369e-08
1935,4.097940689007373e-06,2.2739739868882225e-08,1.795242710045386e-08
1936,4.038742222434166e-06,4.7286385473910286e-08,2.3036958562983045e-08
1937,4.351490247245238e-06,2.0145788925951535e-08,2.392312481447334e-08
1938,3.791028731825463e-06,2.852347247284115e-08,4.40817279345751e-08
1939,4.248687439201149e-06,1.988226561167039e-08,3.5176316970364496e-08
1940,3.418235412055992e-06,3.803674486491104e-08,1.0143131667916805e-08
1941,5.861684130081812e-06,5.312704809412594e-08,2.9515025090631752e-08
1942,4.70606248015315e-06,8.192371847570712e-08,4.5513175450651033e-08
1943,8.46583371583165e-06,9.00002921078169e-08,5.2258233296242906e-08
1944,6.423158964707909e-06,2.2492303131116387e-08,5.462416652335378e-08
1945,6.589974603343762e-06,7.1890633890348e-08,3.703456741277478e-08
1946,6.533174030209921e-06,3.480276067335808e-08,6.682130226920435e-08
1947,6.198852751992945e-06,5.125974378294984e-08,3.2186353138285995e-08
1948,5.662079139767684e-06,3.479004173634337e-08,4.783630713767195e-08
1949,5.816577349548879e-06,3.043272556180199e-08,1.9634015746561317e-08
1950,5.001810357896375e-06,2.5524867108828175e-08,6.168509769644004e-08
1951,4.9340968359956605e-06,6.07699891519431e-08,3.944718607318265e-08
1952,4.831629212276312e-06,6.010538156075995e-08,3.796129277588989e-08
1953,5.2856396521860916e-06,4.4172691504584805e-08,2.8011951869189033e-08
1954,5.048491956927137e-06,5.081718890131981e-08,5.863521579385633e-08
1955,4.799799867782895e-06,3.566531026066855e-08,4.223523575319632e-08
1956,5.18995118170551e-06,4.360570882155912e-08,3.9245136917998025e-08
1957,4.739997869762647e-06,3.5340150916773894e-08,5.1243219445495924e-08
1958,4.146875426158658e-06,4.467011455178138e-08,2.8125627715702706e-08
1959,4.6078194273491135e-06,4.1078963008978064e-08,3.8753737996444215e-08
1960,5.4335461570076404e-06,3.5296249922822653e-08,3.6680416704015784e-08
1961,5.535598710082468e-06,3.196153253171019e-08,3.68252436322436e-08
1962,5.46803470768964e-06,5.162352332277464e-07,4.566208533507421e-08
1963,5.2672468981995735e-06,4.6555581501017684e-08,4.5908977730491074e-08
1964,5.145212192303461e-06,5.962289040262192e-08,3.5895412642261704e-08
1965,5.9940761332200054e-06,6.292849930034095e-08,5.0342800705927004e-08
1966,5.712447844530288e-06,3.600398501557578e-08,4.708213552362395e-08
1967,5.4179459141323605e-06,3.549841642858098e-08,4.634515426982233e-08
1968,5.4112580301080015e-06,4.0871882656112746e-08,3.997360076279932e-08
1969,4.976858249960969e-06,5.5409445365306453e-08,2.6796370400372638e-08
1970,4.887524994501291e-06,5.4724827697194556e-08,3.8629289655922605e-08
1971,5.061321544985731e-06,7.450676475784235e-08,4.7787097057216954e-08
1972,4.558648711849855e-06,2.9241837840032758e-08,3.796308545300775e-08
1973,4.488850521511267e-06,6.67097666551264e-08,3.914374846480939e-08
1974,4.673162571577905e-06,7.256987188952735e-08,3.825388716904854e-08
1975,3.841541605709153e-06,6.625316917308055e-08,3.998036302022001e-08
1976,4.4914036649856826e-06,8.113207872195716e-08,4.113739382471948e-08
1977,4.75314097059254e-06,8.756404668019968e-08,5.1128001832267955e-08
1978,4.593265288121984e-06,4.217819871144002e-08,4.277225884585789e-08
1979,4.7202018365055665e-06,5.0912169147210307e-08,5.617894283105329e-08
1980,5.060352847863214e-06,1.097234083591303e-07,4.548120458025551e-08
1981,5.068662755292053e-06,5.439972428078477e-08,6.262294072190144e-08
1982,5.957340093232233e-06,9.000878309350924e-08,6.828252796520218e-08
1983,5.753884487091909e-06,7.262613510583549e-08,7.136307078603465e-08
1984,5.735219176017381e-06,6.842830002629086e-08,6.204938896026135e-08
1985,5.202254751424107e-06,7.158513959382162e-08,7.09835842327422e-08
1986,5.323102939769342e-06,7.013548009027204e-08,8.272389639962796e-08
1987,5.446571016420876e-06,5.0108696414419285e-08,1.0143955808672445e-07
1988,5.30095368134198e-06,4.437449852012776e-08,8.275244289812633e-08
1989,5.575932036094855e-06,4.6100225192802213e-08,6.860152845789003e-08
1990,5.851851049953893e-06,5.06724524562685e-08,6.37492184596411e-08
1991,5.5291199885232345e-06,5.099474675862581e-08,6.857914325308911e-08
1992,5.520412877046965e-06,3.746762033962625e-08,7.383325195675638e-08
1993,5.472182905918999e-06,5.040678718870595e-08,8.031851034262516e-08
1994,5.67107368709685e-06,4.6419354360338616e-08,8.28163491117806e-08
1995,5.348163398366523e-06,3.524593084058836e-08,7.971002746742784e-08
1996,5.919410391186375e-06,5.8719012985264385e-08,9.128137778979806e-08
1997,5.912584555289868e-06,3.740017695541553e-08,8.678758955937838e-08
1998,5.9754194126071525e-06,5.7694364619109706e-08,9.440895865076016e-08
1999,6.297737222382693e-06,3.3819489347886034e-08,7.540831925556546e-08
2000,6.2576997450491945e-06,4.1529496508374564e-08,7.068850227387458e-08
2001,5.688127352243555e-06,7.404247748254988e-08,8.10524158900705e-08
2002,7.19922299197151e-06,5.8708366168502835e-08,7.973822890861015e-08
2003,5.907446819719553e-06,4.0419152136372816e-08,1.0083953294603987e-07
2004,5.993599373255165e-06,4.008360021678925e-08,8.985774047065576e-08
2005,6.33317260678723e-06,3.693074601684998e-08,1.0088399338137322e-07
2006,6.48650022583297e-06,4.735573400083126e-08,1.4124362390788292e-07
2007,6.460671258423645e-06,2.7561907645079486e-08,1.8055047523724e-07
2008,6.288238417084813e-06,3.405951776169758e-08,1.9626796576854844e-07
2009,7.115096877896576e-06,1.8119131528493426e-08,2.2219777529031148e-07
2010,7.0016059439126366e-06,4.7237928679777497e-08,3.070465393051336e-07
2011,7.1420323735083e-06,4.321088309389154e-08,3.5868857661824904e-07
2012,6.846973576557502e-06,6.876590652460379e-08,3.8331886553777395e-07
2013,7.52896418276805e-06,1.3108887642054867e-08,3.9912379179440904e-07
2014,7.846706722602903e-06,1.9055917954702295e-08,4.712008765395126e-07
2015,7.425527762450201e-06,1.329945220618356e-08,4.180461168346028e-07
2016,7.961816649526554e-06,1.1806638222644494e-08,4.2752458995209963e-07
2017,8.007945666577143e-06,4.679036941235282e-08,5.209831304142654e-07
2018,7.983443872205953e-06,1.2391039749815036e-08,5.364288035991649e-07
2019,7.101439507550822e-06,8.163160869489872e-09,4.908100486034073e-07
