year,son_DET être_NOUN,son_DET etre_NOUN,son_DET mètre_NOUN
1800,2.867477943091501e-06,7.545995117652637e-08,2.2009152278457123e-08
1801,2.0144803585253612e-06,2.6193008650921e-08,2.3811825844433088e-09
1802,1.873072136504561e-06,2.4616241489638924e-08,3.1329761895904085e-08
1803,1.8937793759832289e-06,2.1453731902099094e-08,1.5602713787643552e-08
1804,1.530075767419703e-06,1.4831105232815389e-08,2.4718509461507665e-09
1805,1.4640819718803044e-06,1.9900143755080535e-08,8.528632911009026e-09
1806,1.7923981499023967e-06,3.515636342044104e-07,4.3225035994964855e-08
1807,1.7224078767696938e-06,1.679703558465917e-07,8.540865792383556e-09
1808,1.796996627945191e-06,1.427626554750816e-07,2.945896238060186e-08
1809,1.5451768966556756e-06,1.3554183553310395e-08,0.0
1810,1.946985539458268e-06,4.680253518074551e-09,2.3401267590372754e-09
1811,9.802670319913886e-07,6.016984377410495e-08,1.0028307073639553e-08
1812,1.5789872818139372e-06,5.3344164641089264e-09,3.200649700829672e-08
1813,1.6017880604124457e-06,8.627224934443234e-09,1.1502966579257645e-08
1814,1.4411780813183839e-06,3.1466771410748606e-09,1.5733386149463513e-08
1815,1.623728625110843e-06,8.091670666843243e-09,8.091670444798638e-09
1816,2.1576891171548596e-06,1.3905623319487859e-08,0.0
1817,2.6030923017117402e-06,2.6466847935502358e-08,1.556873407970727e-09
1818,2.3592010522932583e-06,2.5034472272977837e-08,3.5763532135746345e-09
1819,2.595008318451164e-06,2.6912730377581795e-08,1.6561680027393777e-08
1820,2.8337156896540705e-06,1.7799721696576398e-08,4.746592452420373e-09
1821,2.7444521686348367e-06,1.6764529986446064e-08,9.861488514673056e-09
1822,2.259773722812497e-06,2.0051231786055723e-08,4.010246357211145e-09
1823,1.91131161297875e-06,7.906149623870817e-09,4.941343334508019e-09
1824,1.8854871157714115e-06,2.189489212156559e-08,0.0
1825,2.019088100269073e-06,4.75493933116411e-08,1.7610886082763955e-09
1826,2.0733996195509974e-06,1.3211976401805714e-08,2.3781558056157337e-08
1827,1.618553163496017e-06,6.452091028119611e-09,1.8434546111834038e-09
1828,1.9619551541727454e-06,3.393751529801037e-08,1.9261832406858304e-08
1829,1.9135328970243393e-06,5.143905579263475e-09,1.714635211591542e-09
1830,2.5173648454668296e-06,8.349468672008697e-09,2.0873671680021744e-09
1831,1.82884849753151e-06,4.677361831184612e-09,3.1182412207897414e-09
1832,2.0579083283012167e-06,1.3529969367098715e-09,3.6530916958099624e-08
1833,2.807871473109458e-06,2.085053130151948e-08,4.6334514003376626e-09
1834,2.544593034059517e-06,1.9602515166639023e-08,1.0267983796552471e-08
1835,2.2636321332925036e-06,5.294161553592858e-09,1.8907719834260206e-08
1836,2.7192155229727177e-06,9.409050205633207e-09,9.409050427677812e-09
1837,2.5772027427706234e-06,9.045258542172974e-09,1.3219992989199625e-08
1838,2.148659874023906e-06,6.312161904276081e-09,8.837027110075724e-09
1839,2.3001953906032213e-06,1.1885507356090841e-08,9.088918062616358e-09
1840,2.7370552100336454e-06,1.465028409697311e-08,2.4204817705708592e-08
1841,3.1030512013252576e-06,1.6051371343195342e-08,1.6693427085101575e-08
1842,3.671433542962177e-06,1.2745703603656011e-08,2.683306021822318e-09
1843,3.5896298520299297e-06,2.362764500718484e-08,2.1855571574747046e-08
1844,3.7333194384814306e-06,3.3480223482484917e-08,1.756339607084101e-08
1845,3.526704007050796e-06,1.8414751945527996e-08,1.5066614622583074e-08
1846,2.923737900673018e-06,2.1661655358329313e-08,1.8734404250153602e-08
1847,2.533197039689128e-06,1.833696039454935e-08,1.6179670936367074e-08
1848,2.6082608322042233e-06,4.827132860096839e-09,9.65426583121598e-09
1849,2.88838421980131e-06,2.6814126918850434e-08,2.513824481908955e-09
1850,2.19420352109978e-06,6.1100964288129944e-09,9.504594444820214e-09
1851,3.0067283898205233e-06,4.514607132577453e-09,3.998652076120379e-08
1852,3.2025373233324217e-06,4.622487348449056e-08,1.0416872919805087e-08
1853,3.41952806337531e-06,1.6721409146214228e-08,1.6124216628554677e-08
1854,3.5834497289499723e-06,2.415983999526361e-07,1.3508727469968562e-08
1855,3.292423880196793e-06,1.8574279891936385e-08,3.661786607267459e-08
1856,4.303797435767365e-06,8.801221740295517e-08,8.801221973442352e-09
1857,3.1973885175062833e-06,3.3194262449853795e-08,3.221796163188628e-08
1858,3.34678512103892e-06,4.0128143419249085e-08,1.2723557318849998e-08
1859,3.622572215533637e-06,1.1202781147190422e-08,1.171199848215565e-08
1860,3.4681322791385583e-06,1.4646988066857602e-08,5.034902356149118e-09
1861,4.184003154605875e-06,1.0375120318428799e-08,2.0750239748679178e-08
1862,3.098435012560685e-06,2.033093893238913e-08,1.355395884417021e-08
1863,3.0307359004666523e-06,1.3485476291208442e-08,1.748117206545885e-08
1864,3.6909816465424683e-06,3.5001514575583315e-08,9.109983323263293e-09
1865,3.1526442718643466e-06,1.9298062703398955e-08,1.3179164426446732e-08
1866,3.129562220038906e-06,4.087114890971577e-08,8.271541673821048e-09
1867,2.438052471021024e-06,1.844068364675877e-08,2.620518202434141e-08
1868,2.949598789214747e-06,9.385761057245645e-09,3.1121207277884366e-08
1869,4.002043841211389e-06,1.904572488609091e-08,2.344089256034465e-08
1870,3.167488596744761e-06,1.77755516972411e-08,2.064257564882155e-08
1871,2.1263595897380583e-06,1.805600113868877e-08,1.4869648623516696e-08
1872,2.900303977426688e-06,3.08414298544335e-08,2.6003558306619823e-08
1873,1.9975297931296154e-06,1.735941257408058e-08,2.1549615425442425e-08
1874,2.2028384396577394e-06,5.974609251779839e-09,1.1351757756017378e-08
1875,2.3595578220181324e-06,1.258735993214799e-08,7.437985338754061e-09
1876,2.3821299439674704e-06,1.571963825774958e-08,1.1487428563938806e-08
1877,2.2611687224838306e-06,1.2369631985365004e-08,2.288381928394756e-08
1878,2.026114211517438e-06,4.831270938865373e-09,2.1740719446938783e-08
1879,2.3789712280120057e-06,4.887460214320072e-09,1.2829583395657096e-08
1880,2.109546072048829e-06,5.776061628992579e-09,2.1820677709172287e-08
1881,2.060376086632232e-06,1.1853263093275501e-08,3.625703803855629e-08
1882,2.420563621541305e-06,3.3276925659464496e-09,1.0648616211028639e-08
1883,2.143519775010816e-06,1.0110942305630033e-08,2.0221884611260066e-08
1884,2.316535489654825e-06,8.582206056928499e-09,2.3105939384038265e-08
1885,2.5370023095661054e-06,1.2891271217174705e-08,3.0294486919046903e-08
1886,2.086404853329782e-06,8.38950281467632e-09,3.1621972096385065e-08
1887,2.3458426348099692e-06,7.181817029966453e-09,2.350412819929204e-08
1888,2.7093446526293974e-06,1.9021844099853524e-09,6.974675947901687e-09
1889,2.376366314393863e-06,1.0650732462647028e-08,1.6915869593958632e-08
1890,2.610612224174247e-06,1.573052765824201e-08,2.1629475099871343e-08
1891,2.38842033084552e-06,1.2748439970344805e-08,1.9122660788184476e-08
1892,2.8283527377936934e-06,1.379072767093703e-08,2.5700900296854456e-08
1893,2.8464202177502784e-06,1.7243566352576067e-08,1.785940839660327e-08
1894,2.8741319901826046e-06,1.386338599473902e-08,2.1425233365235385e-08
1895,3.288570916026856e-06,2.2268872967856623e-08,3.009307270041006e-08
1896,3.3365389384698574e-06,2.1229303870384797e-08,3.656157904208257e-08
1897,2.679122893312069e-06,1.2818770045441852e-08,2.097616802476665e-08
1898,3.074750136278226e-06,1.0750874190890158e-08,2.2067583760332354e-08
1899,2.883737678871512e-06,1.1607914629507832e-08,1.6029977345510815e-08
1900,2.948518185164062e-06,1.7649580130729703e-08,1.7130474816440255e-08
1901,2.9983583722525964e-06,3.185581254339098e-08,2.8502569193733507e-08
1902,2.6996741446794204e-06,1.4239823542538943e-08,2.553347577816112e-08
1903,3.2282516002624106e-06,1.2420506845245427e-08,1.674068350610014e-08
1904,2.8888609975297186e-06,1.7198799717732527e-08,1.9348650681649815e-08
1905,2.8306762729357615e-06,9.805442513499685e-09,1.2385821979155054e-08
1906,3.380758073490142e-06,1.9033482789865275e-08,2.1091157265118454e-08
1907,3.178791430968886e-06,7.199980667227379e-09,1.2342823652033985e-08
1908,3.5032937333312475e-06,3.388858571540254e-08,2.1610111700098855e-08
1909,3.213674695246027e-06,3.905698164885507e-08,1.870334465081669e-08
1910,3.32887147180827e-06,1.9773357839980577e-08,2.4583092894658876e-08
1911,3.4220646796256915e-06,2.1281496787040055e-08,1.9685384433643094e-08
1912,3.232445962453312e-06,1.927485909769544e-08,3.125652625612929e-08
1913,3.1717180490886676e-06,3.075734100743688e-08,3.499973133536116e-08
1914,3.1534967277480064e-06,2.8795997586428257e-08,1.1384464038144415e-08
1915,2.667164472391903e-06,1.0602685618366081e-08,1.4136913861761968e-08
1916,3.138019209814047e-06,1.6481192854911342e-08,1.8678685265172135e-08
1917,3.106787985984738e-06,1.3159709322252411e-08,1.2063066656686772e-08
1918,2.9083505594940107e-06,1.378365155346728e-08,1.722956355365568e-08
1919,3.1978857393255566e-06,2.4861191438851904e-08,3.6831394822911534e-08
1920,3.3408685755631495e-06,1.9687802943479937e-08,3.331781872617512e-08
1921,3.837868328915306e-06,9.844571602357632e-09,3.862101216611791e-08
1922,3.856446873840014e-06,1.5493664295984644e-08,3.2462917132214386e-08
1923,4.493731019294955e-06,2.3355086753440446e-08,2.9724654737606215e-08
1924,4.096958367227899e-06,2.4494086536819282e-08,2.836157397823058e-08
1925,3.6997871681876404e-06,2.969508017258704e-08,2.6395627239494956e-08
1926,3.9423892559398155e-06,5.127223634548983e-08,2.7865345586519652e-08
1927,5.0717823043555654e-06,1.5608915049369898e-08,1.2264147031260109e-08
1928,4.443587641844715e-06,2.0566874314731365e-08,3.656333102952658e-08
1929,3.8868877183517725e-06,2.6736975300423182e-08,2.7851015937940815e-08
1930,3.409469631066031e-06,8.82302675364599e-08,2.520864939015155e-08
