year,non_ADV orale_ADJ,non_ADV morale_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,8.00162425207418e-09
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,1.556873407970727e-09
1818,0.0,7.152706427149269e-09
1819,0.0,6.210630232317271e-09
1820,0.0,1.1866481131050932e-09
1821,0.0,5.9168927535324656e-09
1822,2.0051231786055723e-09,2.0051231786055723e-09
1823,0.0,2.9648061783404955e-09
1824,0.0,0.0
1825,0.0,2.641632912414593e-09
1826,0.0,0.0
1827,0.0,1.1060727445055818e-08
1828,9.172301251858528e-10,1.8344602503717056e-09
1829,0.0,8.57317605795771e-10
1830,0.0,1.0436835840010872e-09
1831,0.0,6.236482441579483e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,8.108539617524002e-09
1834,0.0,5.600718555598405e-09
1835,0.0,1.0588323107185715e-08
1836,0.0,1.008112526790228e-08
1837,0.0,1.0436836284100082e-08
1838,1.2624323808552163e-09,2.5248647617104325e-09
1839,0.0,2.7965900706306e-09
1840,0.0,2.5478754661634184e-09
1841,2.5682194149112547e-09,6.420548537278137e-09
1842,0.0,1.542900918138912e-08
1843,0.0,1.063243981747064e-08
1844,0.0,6.037417232818143e-09
1845,0.0,9.48638767539478e-09
1846,5.854501328173001e-10,5.854501328173001e-09
1847,0.0,4.314578916364553e-09
1848,0.0,2.413566457803995e-09
1849,0.0,0.0
1850,0.0,6.788996032014438e-09
1851,0.0,2.579775504329973e-09
1852,0.0,6.510545436100301e-10
1853,0.0,8.360704129017904e-09
1854,0.0,1.1430461910322265e-08
1855,0.0,5.306937111981824e-09
1856,0.0,5.177189232874468e-10
1857,0.0,1.4644527812635033e-09
1858,0.0,1.468102750479261e-09
1859,0.0,3.055304009791371e-09
1860,0.0,4.577183909670879e-10
1861,0.0,1.1789909493131745e-08
1862,4.517986262886353e-10,4.517986262886353e-10
1863,4.994620828036034e-10,2.9967726078439227e-09
1864,9.589455896019672e-10,4.794728170054441e-09
1865,0.0,8.943004559114343e-09
1866,0.0,5.838735717134114e-09
1867,0.0,4.85281148598915e-10
1868,0.0,3.457911734727759e-09
1869,0.0,2.441759683335931e-09
1870,0.0,1.204150201772336e-08
1871,0.0,0.0
1872,0.0,9.675742873582749e-09
1873,0.0,7.781805422268917e-09
1874,0.0,5.974609251779839e-09
1875,0.0,1.0870901512305409e-08
1876,2.418405919968336e-09,1.5115036333668286e-08
1877,6.184815992682502e-10,9.27722432209066e-09
1878,6.039088673581716e-10,1.0870359723469392e-08
1879,0.0,2.443730107160036e-09
1880,0.0,2.5671385017744797e-09
1881,0.0,6.2752567586699115e-09
1882,6.655385131892899e-10,4.6587693702804245e-09
1883,0.0,8.847074184359371e-09
1884,0.0,1.0562715146988921e-08
1885,0.0,6.445635580831777e-09
1886,0.0,1.2906927970846027e-08
1887,0.0,5.876032105334161e-09
1888,2.53624587998047e-09,3.1703073499755874e-09
1889,0.0,4.385595886446936e-09
1890,0.0,6.554386366985909e-09
1891,0.0,2.5496880162734215e-09
1892,0.0,0.0
1893,0.0,6.774258043407144e-09
1894,6.301539290376468e-10,1.0082462864602348e-08
1895,3.0093072478365457e-09,6.6204757231957956e-09
1896,0.0,1.0024948871034667e-08
1897,5.826713556089658e-10,1.1653426668090106e-08
1898,0.0,6.224190496340043e-09
1899,0.0,9.39688327150634e-09
1900,0.0,5.710158568206225e-09
1901,5.588738916095792e-10,1.620734302321125e-08
1902,0.0,8.838511256215043e-09
1903,0.0,3.7801539676252105e-09
1904,5.374625189347171e-10,4.837162670412454e-09
1905,0.0,2.5287718585786934e-08
1906,0.0,9.259531807970234e-09
1907,0.0,8.228549397415463e-09
1908,2.4556945366072114e-09,2.2101250607420297e-08
1909,0.0,1.265226234892225e-08
1910,0.0,5.34415089958884e-09
1911,1.5961122423746588e-09,6.916486494645824e-09
1912,3.646594803896619e-09,7.814131564032323e-09
1913,0.0,8.484783542428431e-09
1914,0.0,1.875088173619588e-08
1915,0.0,5.890381071793627e-09
1916,0.0,1.0987462051303964e-09
1917,0.0,7.676496771580332e-09
1918,0.0,0.0
1919,0.0,1.1049418269237776e-08
1920,0.0,7.572231730534895e-09
1921,1.5145494858259667e-09,1.5902768879527684e-08
1922,2.2133805899215986e-09,7.377935484775833e-10
1923,0.0,9.554353752605493e-09
1924,0.0,1.675911143195208e-08
1925,0.0,1.0998178368026856e-08
1926,3.343841648018042e-09,5.57306911730393e-09
1927,1.1149224876660924e-09,7.804457524684949e-09
1928,0.0,1.3711249025050165e-08
1929,0.0,8.912325100141061e-09
1930,0.0,2.100720708497761e-09
1931,1.1405356659111021e-09,1.9389105432310316e-08
1932,2.1919073223131136e-09,1.0959536389520963e-08
1933,1.1470662197865522e-09,1.261772819560747e-08
1934,0.0,0.0
1935,0.0,1.196828414151696e-09
1936,0.0,1.2124714565686645e-08
1937,5.0364472592434595e-09,8.813782592653752e-09
1938,2.5930428915188486e-09,1.4261735792331365e-08
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,0.0
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,1.9606536838523425e-08
1946,1.3921104269343232e-09,4.315542412314244e-08
1947,0.0,9.536696765621855e-09
1948,0.0,7.610321262063735e-09
1949,9.817008317369869e-10,1.1780409536754632e-08
1950,1.0635361480382244e-09,1.1698897850465073e-08
1951,0.0,7.462981344019681e-09
1952,1.0544803918932644e-09,1.0544804140977249e-08
1953,0.0,2.3702419582605216e-08
1954,9.772536113672459e-10,9.772536557761669e-09
1955,0.0,1.8771215692936494e-08
1956,0.0,2.1802854632824165e-08
1957,0.0,7.951533653738352e-09
1958,1.6544486891589827e-09,1.4890038535497752e-08
1959,2.325224457422337e-09,9.300897829689347e-09
1960,2.7683333403416555e-09,1.1765417085030094e-08
1961,8.33779090214648e-09,1.80652133252579e-08
1962,6.341956404476434e-10,1.0781326054143392e-08
1963,6.466053470433053e-09,1.8104948651398445e-08
1964,6.083968440151466e-09,1.764350798794112e-08
1965,2.188817349590977e-09,2.2435377999840966e-08
1966,7.200797291773142e-09,9.416426749453422e-09
1967,4.930335584241163e-10,1.824224149515885e-08
1968,1.3474247273492779e-09,1.661823922916028e-08
1969,1.8167031212712459e-09,1.589615195030092e-08
1970,1.3796175313274261e-09,7.817832603507213e-09
1971,3.083038491169532e-09,1.1304474689666222e-08
1972,5.643161493651405e-09,9.747279428040656e-09
1973,4.9618833486420044e-09,1.8193572870472963e-08
1974,2.2502286700643026e-09,1.406392957647995e-08
1975,1.7134440533084216e-09,1.4278700888326057e-08
1976,6.2848797277581525e-09,1.2569759455516305e-08
1977,6.464460078348111e-09,7.052138428775834e-09
1978,5.940591130126904e-09,7.128709622605811e-09
1979,3.5111840102075575e-09,1.521513048885481e-08
1980,3.97960553399912e-09,1.1370301145063877e-08
1981,3.1627747087981106e-09,2.4037088763861902e-08
1982,2.483000915987077e-09,1.6139505731871395e-08
1983,5.68378455412244e-09,1.1999100379966876e-08
1984,1.1598016991243298e-09,1.275781880138993e-08
1985,2.4062232206745193e-09,2.1656008541981464e-08
1986,3.5966913891627428e-09,1.019062523255343e-08
1987,1.2221633705067347e-09,1.4665960890170027e-08
1988,5.99655392008458e-09,1.0194141530917022e-08
1989,2.359892548042808e-08,1.2622680678475717e-08
1990,6.538381391862913e-09,1.471135746555774e-08
1991,1.2895223555631219e-08,1.641210189973208e-08
1992,1.597883780846132e-08,1.3774860363469088e-08
1993,8.862731881720265e-09,2.5480353826878854e-08
1994,2.637463358823311e-09,1.6879765141197822e-08
1995,1.5182862966867106e-08,1.626735190995987e-08
1996,1.4946657245218375e-08,1.868332333287981e-08
1997,3.3564262480467733e-09,1.006927874414032e-08
1998,3.814503379828693e-09,3.433052953027982e-08
1999,5.0272213059088244e-09,2.0565904534919355e-08
2000,2.0322945104567225e-08,1.9439339027371716e-08
2001,1.8839211080035057e-08,2.3220422917802352e-08
2002,1.927737436346888e-08,1.9715496790695397e-08
2003,6.667076668520622e-09,1.1667384391955693e-08
2004,8.369103632333008e-09,2.5988267537968568e-08
2005,1.3511248786457486e-09,2.432024714948966e-08
2006,1.6471559671771274e-09,2.9237018139838256e-08
2007,4.7933754743212376e-09,1.677681460421354e-08
2008,4.257439734089985e-09,1.8732734474724566e-08
2009,6.675469510497578e-09,1.668867355419934e-08
2010,4.723792912386671e-09,2.0784689525044087e-08
2011,1.0324724186716594e-08,1.4913490886669933e-08
2012,6.468080293586809e-09,1.5319137958158535e-08
2013,5.020424964641279e-09,1.1993237514218436e-08
2014,1.2992671383216248e-09,1.3209215943277286e-08
2015,1.7732603163622684e-09,1.329945220618356e-08
2016,3.1070099826280284e-09,1.532791671365885e-08
2017,7.798394818792076e-09,1.4842107098900215e-08
2018,3.0977600484760615e-09,1.4714360396794746e-08
2019,4.3366790158927415e-09,6.12237061048404e-09
