year,en_ADP arène_NOUN,en_ADP marraine_NOUN
1800,2.5153315874604232e-08,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,2.25903047379461e-08,0.0
1810,2.106114038724627e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,1.4378708002027452e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,5.394447111228828e-09,0.0
1816,9.270415546325239e-09,0.0
1817,6.227493631882908e-09,0.0
1818,1.4305412854298538e-08,0.0
1819,2.070210003424222e-09,0.0
1820,1.6613073583471305e-08,0.0
1821,3.94459531705138e-09,0.0
1822,2.0051231786055723e-09,0.0
1823,6.917880934764753e-09,0.0
1824,1.0105335235266466e-08,0.0
1825,1.0566531649658373e-08,0.0
1826,1.4973572604048968e-08,0.0
1827,9.217273055917019e-10,0.0
1828,5.503380862137419e-09,0.0
1829,9.430493719264632e-09,0.0
1830,1.0436835395921662e-08,0.0
1831,3.741889287312006e-08,0.0
1832,6.764984572527055e-09,0.0
1833,1.1583628278799551e-08,0.0
1834,6.534171426153534e-09,0.0
1835,1.5126175867408165e-08,0.0
1836,1.344150035720304e-08,0.0
1837,4.87052354003481e-09,0.0
1838,1.3255539776935166e-08,0.0
1839,9.788065469251706e-09,0.0
1840,2.293087852933695e-08,0.0
1841,7.0626033910059505e-09,0.0
1842,4.024959032733477e-09,0.0
1843,9.451057714215949e-09,0.0
1844,8.781698035420504e-09,0.0
1845,4.464182357111213e-09,0.0
1846,1.4636253098387897e-08,0.0
1847,1.6179670936367074e-08,0.0
1848,8.045221711050488e-10,0.0
1849,1.005529792763582e-08,0.0
1850,2.647708541303473e-08,0.0
1851,5.8044946626978344e-09,0.0
1852,3.1250618093281446e-08,0.0
1853,8.957897534855874e-08,0.0
1854,1.1430461910322265e-08,0.0
1855,1.9104973603134567e-08,0.0
1856,2.6403665032148638e-08,0.0
1857,2.147863931156735e-08,0.0
1858,2.0553439838977283e-08,0.0
1859,4.582956236731661e-09,0.0
1860,1.5104706818647173e-08,0.0
1861,1.3676294763342867e-08,0.0
1862,2.2589931703009825e-08,4.517986262886353e-10
1863,9.989241434027463e-09,0.0
1864,1.965838514195184e-08,0.0
1865,1.3179164426446732e-08,0.0
1866,1.2650593461671633e-08,0.0
1867,2.0867089389753346e-08,0.0
1868,4.544684273355415e-08,0.0
1869,1.3185501579471293e-08,0.0
1870,1.548193218070537e-08,0.0
1871,3.504988654867702e-08,0.0
1872,3.628403577593531e-09,6.047339295989218e-10
1873,2.3944017879529156e-09,9.577607151811662e-09
1874,1.5533982988813477e-08,0.0
1875,9.7265964171811e-09,1.1443054281912168e-09
1876,7.859819461941697e-09,0.0
1877,4.9478527941460015e-09,0.0
1878,5.435179861734696e-09,0.0
1879,1.8327975581655664e-08,0.0
1880,1.0268554007097919e-08,0.0
1881,3.5559789779426865e-08,1.3945015142624584e-09
1882,1.4641846846075168e-08,4.6587693702804245e-09
1883,2.0853818227806187e-08,1.2638677882037541e-09
1884,1.5183903911974994e-08,6.601696966868076e-10
1885,2.3848851782304337e-08,5.80107206715752e-09
1886,5.162771188338411e-08,6.453463874400711e-10
1887,2.2198344495905076e-08,0.0
1888,3.297119732792453e-08,0.0
1889,1.50363277384713e-08,6.265136742733546e-10
1890,1.3764211992395303e-08,3.9326319978272295e-09
1891,6.3742202627281586e-09,1.2748440081367107e-09
1892,7.522214851007902e-09,6.268512375839919e-10
1893,3.202376674948937e-08,0.0
1894,1.449354058991048e-08,6.301539290376468e-10
1895,7.824199066419624e-09,0.0
1896,1.2973464080801023e-08,5.89702897624278e-10
1897,5.2440420894583895e-09,5.2440420894583895e-09
1898,1.1882545614128048e-08,5.6583548957434e-10
1899,9.39688327150634e-09,0.0
1900,3.218453059616877e-08,0.0
1901,1.0618603774048552e-08,0.0
1902,8.838511256215043e-09,0.0
1903,1.9980815224585058e-08,3.2401321625741275e-09
1904,1.827372564378038e-08,0.0
1905,7.2250627702885595e-09,0.0
1906,1.4918134283448126e-08,5.144184522798412e-10
1907,1.7485668024619372e-08,3.599990305858114e-09
1908,2.2592390180875555e-08,0.0
1909,6.0510818578052294e-09,0.0
1910,5.878565634276356e-09,1.068830135508847e-09
1911,2.4473720827700163e-08,4.788336838146279e-09
1912,2.0837685354990754e-08,0.0
1913,2.227255713194154e-08,0.0
1914,1.0714789944188396e-08,6.696743715117748e-10
1915,1.0602685840410686e-08,0.0
1916,9.888715624128963e-09,1.0987462051303964e-09
1917,0.0,0.0
1918,4.594550517822427e-09,5.743188147278033e-09
1919,1.8415696745321952e-09,0.0
1920,1.665890891899835e-08,7.572231730534895e-10
1921,1.060184651180407e-08,0.0
1922,1.4755870969551665e-09,0.0
1923,7.431163684401554e-09,6.369568872344189e-09
1924,1.675911143195208e-08,1.289162443462999e-09
1925,1.9796720707176974e-08,0.0
1926,6.687683296036084e-09,0.0
1927,8.919379901328739e-09,0.0
1928,1.9424270192303084e-08,0.0
1929,2.0052731031228177e-08,0.0
1930,1.2604324695075775e-08,0.0
1931,9.124285327288817e-09,0.0
1932,2.7398842306070037e-08,1.0959536611565568e-09
1933,1.4911860191091364e-08,1.1470662197865522e-09
1934,2.7557634396657704e-08,2.3963160344919743e-09
1935,1.6755597798123745e-08,1.196828414151696e-09
1936,2.3036957230715416e-08,0.0
1937,1.888667711114067e-08,0.0
1938,5.186085783037697e-09,0.0
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,1.7750480196809804e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,0.0,0.0
1943,1.4516175816936538e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,0.0,0.0
1946,1.6705325123211878e-08,0.0
1947,9.536696765621855e-09,0.0
1948,1.195907639583993e-08,0.0
1949,1.9634017078828947e-08,0.0
1950,2.7651939404904624e-08,1.0635361480382244e-09
1951,2.7719645245838365e-08,0.0
1952,3.374337254058446e-08,1.0544803918932644e-09
1953,1.723812381726475e-08,0.0
1954,1.3681550115052232e-08,0.0
1955,2.1586897602787758e-08,0.0
1956,1.3081712602058815e-08,0.0
1957,1.6786572132332367e-08,0.0
1958,2.8125628048769613e-08,0.0
1959,2.5577467255288866e-08,0.0
1960,2.145458388724819e-08,0.0
1961,1.459113452284555e-08,0.0
1962,1.2683912586908264e-08,0.0
1963,2.5217607557692645e-08,3.2330267352165265e-09
1964,2.5552667537454e-08,0.0
1965,1.641613067704384e-08,1.6416130677043839e-09
1966,4.0989153404780154e-08,5.539074754423723e-10
1967,2.3665609916179164e-08,4.930335584241163e-10
1968,1.527081394669949e-08,4.4914158503495116e-10
1969,1.1354394757745467e-08,0.0
1970,1.4715920038099739e-08,4.5987250119061684e-10
1971,2.4664307929356255e-08,1.541519245584766e-09
1972,1.6929485369132635e-08,0.0
1973,1.3783009400469837e-08,0.0
1974,1.8564387360697765e-08,0.0
1975,1.1422960355389478e-08,0.0
1976,1.314111219841152e-08,0.0
1977,1.5279633558407113e-08,0.0
1978,1.485147826940647e-08,5.940591352171509e-10
1979,8.192762912528906e-09,5.851973350345929e-10
1980,1.4781392110307934e-08,2.2740602734216964e-09
1981,1.0753434587229549e-08,0.0
1982,8.690503427999374e-09,6.207502289967692e-10
1983,8.841442245000053e-09,0.0
1984,1.275781880138993e-08,5.799008495621649e-10
1985,1.2632671797518924e-08,0.0
1986,1.3787316177626963e-08,0.0
1987,2.0776777631681398e-08,0.0
1988,2.398621568033832e-08,0.0
1989,1.2073869015694072e-08,1.0976244357863152e-09
1990,1.198703181159999e-08,5.44865097484859e-10
1991,2.4618154625954958e-08,0.0
1992,1.7631821336294706e-08,0.0
1993,1.550978012687665e-08,0.0
1994,2.0572214154412904e-08,0.0
1995,1.5182862966867106e-08,3.253470381991974e-09
1996,9.60856638698715e-09,2.6690460952494277e-09
1997,1.2466725429760572e-08,4.79489448146353e-10
1998,2.3840646790063147e-08,0.0
1999,1.0511462811280126e-08,0.0
2000,1.1486881668076876e-08,3.97622823555821e-09
2001,1.840108865280854e-08,2.190605918883648e-09
2002,1.0076809608960957e-08,3.066854992184176e-09
2003,2.1251306492331423e-08,8.333845835650777e-10
2004,9.690540814233373e-09,8.809582507929292e-10
2005,1.6213498099659773e-08,9.007499190971657e-10
2006,1.4824403926638752e-08,8.235779835885637e-10
2007,1.1583990655594789e-08,1.5977917877663117e-09
2008,1.9158479247494142e-08,0.0
2009,1.0013204487790972e-08,9.53638501499654e-10
2010,1.2281861749841028e-08,4.2514138876015295e-09
2011,1.6825476123472072e-08,1.1471915639660324e-09
2012,9.872333173177594e-09,2.0425516833455504e-09
2013,8.925200134513034e-09,2.5102124823206395e-09
2014,1.3642305063399363e-08,2.165445156521173e-09
2015,1.4851055496478693e-08,1.5516027351836215e-09
2016,1.532791671365885e-08,1.4499380585064614e-09
2017,1.33327402451755e-08,2.5156112748447867e-09
2018,1.7295826992835828e-08,1.8070267504555204e-09
2019,9.94885240857002e-09,1.53059265262101e-09
