year,en_ADP eau_NOUN,en_ADP mots_NOUN
1893,3.2183885432246484e-06,2.7035449168266723e-07
1894,3.520670052381547e-06,2.463901904725674e-07
1895,3.2428293863517865e-06,2.443557605147362e-07
1896,3.2221366303986088e-06,2.5711047468846004e-07
1897,3.4051314283800593e-06,2.79682243142787e-07
1898,3.4408455000800586e-06,2.5236261835814844e-07
1899,3.4834797926208694e-06,2.7029858706839605e-07
1900,3.6404855165983463e-06,3.114631983436311e-07
1901,4.084809301474479e-06,2.8223132009230767e-07
1902,4.2861866802468285e-06,2.970721748596361e-07
1903,4.779194757276173e-06,3.0241232273908736e-07
1904,4.806527314826781e-06,3.611748038423457e-07
1905,4.8232454261665225e-06,3.354493260943059e-07
1906,5.007863460804174e-06,2.577236504208713e-07
1907,4.5509021333600685e-06,3.3274196553634283e-07
1908,4.656979236017378e-06,3.212048531597844e-07
1909,4.872221001761545e-06,3.3886057959620075e-07
1910,5.38262861482508e-06,3.6340224029984824e-07
1911,4.311099131015794e-06,3.5327285052844104e-07
1912,4.8046492082676195e-06,3.474684096005376e-07
1913,5.361322720887074e-06,3.452246196689046e-07
1914,5.214084865201585e-06,3.247920776772162e-07
1915,4.38362137167303e-06,2.3443716123949798e-07
1916,4.108212152686974e-06,3.08747683863686e-07
1917,4.176014220647062e-06,2.9390018174701993e-07
1918,4.414214593850829e-06,3.331049107657691e-07
1919,5.395798947205321e-06,3.5818530208509003e-07
1920,4.749303581519371e-06,5.027962046710854e-07
1921,5.319854864183071e-06,4.134719953086119e-07
1922,5.671419106789699e-06,4.29395846879288e-07
1923,5.074423363282676e-06,5.605220430027202e-07
1924,5.249469680279617e-06,4.6280932464171087e-07
1925,5.724551691344004e-06,3.27745698136539e-07
1926,6.046779901680566e-06,4.1240712889134556e-07
1927,5.221181787362639e-06,5.19553895017566e-07
1928,5.745013311297953e-06,4.124800812022045e-07
1929,6.141706258233626e-06,3.9994057754455525e-07
1930,6.183471313647715e-06,3.917844222378619e-07
1931,7.438573604190424e-06,3.912037191966533e-07
1932,7.076572863695674e-06,4.230381209779921e-07
1933,7.257488171319437e-06,3.659141345480066e-07
1934,6.84747317336587e-06,3.4387134029145727e-07
1935,8.338303565835758e-06,4.0213434182589936e-07
1936,8.8195175464989e-06,4.0011557400632114e-07
1937,8.696685426912154e-06,3.1477794681933347e-07
1938,7.62354610372995e-06,3.6432251349083344e-07
1939,8.986784109765722e-06,4.129393751384214e-07
1940,8.90566941080806e-06,2.890792467624692e-07
1941,8.515085184512827e-06,3.984528493816697e-07
1942,9.093532824522299e-06,3.671396107129965e-07
1943,9.513901794377944e-06,4.296788223001613e-07
1944,8.685242278261285e-06,3.9522188721718976e-07
1945,7.61169307139653e-06,5.119484454141343e-07
1946,6.964728676450704e-06,5.0672817497599e-07
1947,7.451736657060337e-06,4.923319796290571e-07
1948,8.904076075566536e-06,4.0117266664196904e-07
1949,1.0255828883032336e-05,4.3194835797066844e-07
1950,1.000255775096548e-05,4.53066391514767e-07
1951,9.75518294410449e-06,4.09397820533286e-07
1952,1.1146911987225394e-05,3.9332119605717253e-07
1953,1.0788910842052246e-05,5.020603492944531e-07
1954,1.1238416121273076e-05,4.0849199933745695e-07
1955,1.0398314707060763e-05,4.2329092408976976e-07
1956,1.0689503376681841e-05,3.9419560060593994e-07
1957,1.202006853873172e-05,4.12596253385189e-07
1958,1.2178396730178065e-05,4.3677445127343617e-07
1959,1.144552912535346e-05,4.975980028021354e-07
1960,1.12657321125198e-05,4.5677498716756304e-07
1961,1.199738642299053e-05,4.6483184590329074e-07
1962,1.1731351079902197e-05,5.225771930739143e-07
1963,1.2621735876905404e-05,5.224571069106787e-07
1964,1.2107096566182918e-05,5.414731552022545e-07
1965,1.113451425283074e-05,5.340714483992315e-07
1966,1.1951107566687824e-05,5.228886381658526e-07
1967,1.2112848139622656e-05,5.102897500108838e-07
1968,1.1193955401722633e-05,5.852314988175067e-07
1969,1.2181448965975505e-05,5.204854702789419e-07
1970,1.1858732534619776e-05,6.125501927911614e-07
1971,1.1779776514231344e-05,6.289398255532319e-07
1972,1.1121132260427657e-05,5.956100324056024e-07
1973,1.302163599348205e-05,5.772324103148208e-07
1974,1.202128431998517e-05,5.411800017007806e-07
1975,1.197583124223911e-05,5.517290118106644e-07
1976,1.2197808473501937e-05,6.541988257779963e-07
1977,1.330797223886293e-05,6.482090175730093e-07
1978,1.1307915684710679e-05,6.190096302205461e-07
1979,1.2330693010653704e-05,7.519785469867202e-07
1980,1.1343581405753866e-05,7.811396907086987e-07
1981,1.1329692057415741e-05,7.527403713680769e-07
1982,1.2385828924266207e-05,7.970433193449367e-07
1983,1.1197686518471528e-05,8.083604416952994e-07
1984,1.1788224739461839e-05,8.054822706604625e-07
1985,1.2007053783236188e-05,7.976630134187701e-07
1986,1.1037047073614303e-05,9.812972208145254e-07
1987,1.193320315451274e-05,1.0492272357609522e-06
1988,1.1320294731831382e-05,1.0080207455409607e-06
1989,1.021778618337521e-05,8.698673741314167e-07
1990,1.128688012386192e-05,9.73673906834449e-07
1991,1.1207707771632158e-05,9.167331755932651e-07
1992,1.0600581731523562e-05,9.091408159633829e-07
1993,1.0196573356324734e-05,1.0757141160055994e-06
1994,1.0445936752034868e-05,1.11617451548085e-06
1995,1.04306267019183e-05,1.2916277292163159e-06
1996,9.974224809639054e-06,1.264060268901801e-06
1997,1.0570824201749929e-05,1.3133216505423206e-06
1998,1.0249570138398667e-05,1.2821499653092872e-06
1999,9.188846185281818e-06,1.4711477867024314e-06
2000,9.242522168051437e-06,1.4455798655887975e-06
2001,9.386308008174638e-06,1.3945397170367357e-06
2002,8.724764299472554e-06,1.4979396438796755e-06
2003,1.0066451999080073e-05,1.7351066796678083e-06
2004,8.588902609574234e-06,1.5742723387113244e-06
2005,9.093971073070861e-06,1.604235611019078e-06
2006,9.61403758381607e-06,1.6800990980669894e-06
2007,8.219840257339683e-06,1.6664968640611733e-06
2008,9.740596006224678e-06,1.6067577623957163e-06
2009,9.427669930062166e-06,1.5825630783616873e-06
2010,8.433387488793187e-06,1.7761461288401392e-06
2011,8.046019292606843e-06,1.7204049340691085e-06
2012,7.813440756621048e-06,1.6200838439672793e-06
2013,6.205802995040699e-06,1.7864345824847305e-06
2014,4.880263917428351e-06,1.508232594815695e-06
2015,4.7656369064341675e-06,1.4201598812491056e-06
2016,4.501021731329047e-06,1.2448754125315986e-06
2017,4.617656377270407e-06,1.512133965597684e-06
2018,5.414368375866729e-06,1.4306488713700105e-06
2019,4.471881438483649e-06,1.4058492965318692e-06
