year,en_ADP are_NOUN,en_ADP mare_NOUN
1925,1.0998178145982251e-08,1.429763130111894e-08
1926,1.560459372829115e-08,2.0063049888108253e-08
1927,1.5608915049369898e-08,2.787306230267461e-08
1928,2.8565102283550914e-08,1.4853853147478446e-08
1929,1.2254446790649354e-08,2.1166771890790415e-08
1930,2.2057568216382606e-08,1.8906486376479847e-08
1931,1.1405356659111021e-08,1.2545892325022123e-08
1932,2.4110979879310435e-08,1.9727165900818022e-08
1933,9.176529758292418e-09,9.176529758292418e-09
1934,1.4377896206951846e-08,1.9170528275935794e-08
1935,1.555876849579363e-08,1.555876938397205e-08
1936,8.487299751891442e-09,1.6974599503782883e-08
1937,8.813782481631449e-09,1.510934188875268e-08
1938,2.593042824905467e-08,1.5558257571157696e-08
1939,1.988226472349197e-08,2.9058696782158222e-08
1940,7.607348528892999e-09,2.5357829613881222e-08
1941,1.4757512545315876e-08,8.854507793643052e-09
1942,6.068423541449874e-09,3.944475324146879e-08
1943,8.709705845433291e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,4.357008087652048e-09,1.742803190651898e-08
1946,1.8097434661967782e-08,1.9489545088902105e-08
1947,1.4305045148432782e-08,2.145756705651536e-08
1948,6.523132700664291e-09,1.9569398546082084e-08
1949,4.908504269707237e-09,2.1597418964347526e-08
1950,3.190608444114673e-09,2.0207187478860078e-08
1951,1.2793681780642885e-08,9.595261918349252e-09
1952,1.1599284199803606e-08,1.4762725264461096e-08
1953,5.386913581872932e-09,1.616074141175261e-08
1954,8.795282724349818e-09,1.661331139324318e-08
1955,1.0324168187025862e-08,4.6928039232341234e-09
1956,1.22095984433912e-08,1.4825940475304833e-08
1957,7.951533653738352e-09,1.7670074847764283e-08
1958,9.099467845885556e-09,1.0753916701577992e-08
1959,5.425523585955716e-09,3.10029915073784e-08
1960,4.844583401109048e-09,8.997083078554624e-09
1961,6.25334317660986e-09,2.2234108942864594e-08
1962,5.7077609305622445e-09,1.0781325887609938e-08
1963,7.1126584622049904e-09,2.0691370394843034e-08
1964,1.3384730601639916e-08,1.520992043424485e-08
1965,8.755269065297e-09,5.472043540510896e-09
1966,3.046491048319666e-08,1.4401594139457075e-08
1967,1.2818872185960117e-08,1.6763140986419955e-08
1968,8.982831700699023e-09,1.0779398124105555e-08
1969,4.541757636644661e-09,1.2262745763269578e-08
1970,1.241655755990223e-08,8.737577605888447e-09
1971,4.624557625731995e-09,1.1818314327172175e-08
1972,1.0773308800615666e-08,1.3851396363229185e-08
1973,8.269805840122046e-09,1.8193573092517568e-08
1974,8.438357568252286e-09,1.743927241504295e-08
1975,3.998036124386317e-09,1.884788369821422e-08
1976,5.713526873840635e-09,1.4855170149541408e-08
1977,5.876781727920388e-09,2.350712730025961e-08
1978,5.346532105932056e-09,1.7821774500603738e-08
1979,3.511183899185255e-09,1.2289143924704149e-08
1980,6.253665585376211e-09,1.0801786354264209e-08
1981,5.060439622894819e-09,1.581387387705746e-08
1982,5.586751949948621e-09,1.3656504593839713e-08
1983,3.78918940668882e-09,1.4525227021167098e-08
1984,1.7397025486864948e-09,1.797692716909438e-08
1985,3.007779025843149e-09,1.7445118460912568e-08
1986,5.3950369172106605e-09,1.3187867797803676e-08
1987,4.277571852284723e-09,7.33298027855156e-09
1988,4.797243047249822e-09,7.795520118314414e-09
1989,3.292873196336643e-09,1.5366742545097622e-08
1990,4.90378582185258e-09,8.717841171179685e-09
1991,2.9307326565586322e-09,1.4067516873605967e-08
1992,1.65298330578878e-09,1.542784416885823e-08
1993,2.2156829704300662e-09,1.218625611532076e-08
1994,8.439882570598911e-09,1.002236066360851e-08
1995,3.795715741716776e-09,1.138714633697191e-08
1996,2.135236876199542e-09,1.014237538399243e-08
1997,3.835915585170824e-09,1.198723642570343e-08
1998,1.43043876743576e-09,1.096669710598519e-08
1999,2.2851006253876704e-08,1.1882523326400829e-08
2000,4.859834423776022e-09,1.8113928690333125e-08
2001,3.5049693702937645e-09,7.448059946568719e-09
2002,3.9430991805033955e-09,1.3143664545633982e-08
2003,6.667076501987168e-09,1.500092217110449e-08
2004,1.761916529341434e-09,1.2333415178034102e-08
2005,4.9541245550344115e-09,9.007499190971657e-09
2006,1.6471559671771274e-09,1.4412614990355621e-08
2007,7.589511019645556e-09,9.9861987290506e-09
2008,2.5544638071473003e-09,1.3623807137985722e-08
2009,1.430457752249481e-09,1.0013204043701762e-08
2010,7.085689812669216e-09,1.6533275637442557e-08
2011,5.735957819830162e-09,1.9502257309067517e-08
2012,3.063827413996023e-09,2.0085090535193473e-08
2013,2.2313000336282585e-09,1.8966049897262138e-08
2014,2.3819897165822113e-09,2.1654451481945003e-08
2015,2.881548027966474e-09,2.1279123019191104e-08
2016,1.86420612280358e-09,1.6777854328076103e-08
2017,2.515611413622665e-09,2.1382696474558927e-08
2018,3.0977600484760615e-09,1.961914775083784e-08
2019,3.826481576041374e-09,1.7091617954267946e-08
