year,en_ADP are_NOUN,en_ADP mare_NOUN
1800,5.65949598296811e-08,9.432493897065797e-09
1801,5.9529563944948904e-08,2.3811825844433088e-09
1802,6.713520406265161e-09,0.0
1803,4.4857801695386e-08,1.950339223455444e-09
1804,2.719036085174764e-08,0.0
1805,8.528633133053631e-09,2.842877711017877e-09
1806,2.881669125542885e-08,1.4408345627714425e-08
1807,1.1387820464392462e-08,2.8469551160981155e-09
1808,5.211970233176544e-08,0.0
1809,1.355418288717658e-08,0.0
1810,5.8503168531842675e-08,0.0
1811,1.7549536934780008e-08,2.5070767684098882e-09
1812,3.467370746079723e-08,0.0
1813,1.150296680130225e-08,2.8757416448144113e-09
1814,1.2586708564299443e-08,3.1466771410748606e-09
1815,2.9669458667669346e-08,2.697223555614414e-09
1816,1.1819780176836048e-07,0.0
1817,2.8023721343473085e-08,3.113746815941454e-09
1818,1.9073883805731384e-08,1.1921177378582115e-09
1819,5.175525008560555e-08,4.140420006848444e-09
1820,1.542642635854463e-08,1.1866481131050932e-09
1821,3.94459531705138e-09,1.97229765852569e-09
1822,1.303330066093622e-08,2.0051231786055723e-09
1823,3.162459771832715e-08,2.9648061783404955e-09
1824,1.0105335235266466e-08,8.421112696055388e-10
1825,1.0566531427613768e-08,0.0
1826,1.0569580766173203e-08,1.7615968683770689e-09
1827,3.2260455640198415e-08,2.7651818612639545e-09
1828,1.1923991571904935e-08,2.7516904310687096e-09
1829,1.0287811491593857e-08,2.571952817387313e-09
1830,1.2524202563923836e-08,2.0873671680021744e-09
1831,1.4032085715598441e-08,1.5591206103948707e-09
1832,1.3529969256076413e-08,1.3529969367098715e-09
1833,9.266902800675325e-09,3.475088550253247e-09
1834,1.773560875939495e-08,1.0267983796552471e-08
1835,1.5882484660778573e-08,2.2689263801112247e-09
1836,7.392825018825988e-09,1.3441500135158435e-09
1837,1.3219993100221927e-08,6.957890930081589e-10
1838,8.2058102535143e-09,1.8936485712828244e-09
1839,1.3982950020086093e-08,6.9914751765765e-10
1840,2.611572358368619e-08,5.732719632334238e-09
1841,2.3756030032018316e-08,1.0272877659645019e-08
1842,1.341653010911159e-08,2.683306021822318e-09
1843,1.1223130869097986e-08,7.088293507706567e-09
1844,1.152597856046711e-08,5.488561272137815e-10
1845,1.1718478631905782e-08,2.2320911785556063e-09
1846,7.025401593807601e-09,2.3418005312692003e-09
1847,9.707802561820245e-09,4.853901280910122e-09
1848,2.735375304041554e-08,1.6090443422100975e-09
1849,1.3407064125559032e-08,2.513824481908955e-09
1850,3.4623880651452055e-08,1.4935791270431764e-08
1851,1.3543821175687754e-08,5.8044946626978344e-09
1852,2.7344290387532055e-08,1.9531636308300904e-09
1853,4.478948767427937e-08,3.5831591027601917e-09
1854,1.2989161413123895e-08,2.0782658372020535e-09
1855,2.4942604426314574e-08,0.0
1856,1.6049286344355096e-08,4.6594703095870216e-09
1857,2.0990488902583593e-08,3.417056471111124e-09
1858,2.6425850618849722e-08,1.9574704079872163e-09
1859,1.680417205385254e-08,7.1290429115578036e-09
1860,1.5562426014525954e-08,5.492620663849479e-09
1861,2.075024119196911e-08,3.7727710400226044e-09
1862,2.25899317307654e-08,5.4215836819970775e-09
1863,1.498386242859695e-08,4.4951587452324304e-09
1864,2.1096803859421698e-08,2.397363974004918e-09
1865,1.1767110841276462e-08,5.648213119435752e-09
1866,2.578774882522339e-08,3.8924903300596725e-09
1867,2.6690463172940326e-08,5.338092634588065e-09
1868,4.2482916740027576e-08,5.433861693937558e-09
1869,2.0510780074367574e-08,3.4184635122613827e-09
1870,3.2110673231500186e-08,1.1468097582678638e-09
1871,3.611200227737754e-08,1.0621177271019633e-09
1872,3.9912439575573444e-08,6.652073447632745e-09
1873,3.890902905423488e-08,7.781805422268917e-09
1874,6.870800672853505e-08,5.377148060148329e-09
1875,2.0025345548457807e-08,8.010138330405425e-09
1876,4.897271921322499e-08,1.209202959984168e-08
1877,2.535774612510977e-08,1.5462040314773162e-08
1878,4.5293163830617544e-08,3.623453259660181e-09
1879,3.42122213892182e-08,7.331190321480108e-09
1880,3.850707597230496e-08,1.1552123480029763e-08
1881,1.4642266066289267e-08,1.743126887276958e-08
1882,3.0614771162618126e-08,5.324308105514319e-09
1883,3.5388296737437486e-08,8.847074184359371e-09
1884,2.3105939384038265e-08,9.902545450302114e-09
1885,3.7384687345820566e-08,1.1602144245337342e-08
1886,2.8395241713496944e-08,7.098810428374236e-09
1887,5.4842967500690065e-08,1.0446279397058333e-08
1888,2.980088953385973e-08,2.1558090423923204e-08
1889,3.5084767091575486e-08,1.7542383545787743e-08
1890,5.112421624930974e-08,1.4419650029573461e-08
1891,3.250852154135231e-08,2.5496880162734215e-09
1892,3.19694137829174e-08,3.761107425503951e-09
1893,1.9091091374434654e-08,5.542574843531156e-09
1894,4.6631390526741257e-08,8.822155006527055e-09
1895,2.5278181325916194e-08,5.416753268150387e-09
1896,2.7716035688740703e-08,7.076434549446731e-09
1897,2.3306854779470143e-08,1.5149455578900017e-08
1898,3.112095303681173e-08,7.355861253444118e-09
1899,2.984892333302014e-08,8.844125432005967e-09
1900,1.8168686111152965e-08,1.505405378132707e-08
1901,2.514932445629725e-08,1.229522550438844e-08
1902,2.1114220150053598e-08,7.856454264931756e-09
1903,2.8081145186931167e-08,1.566063789759653e-08
1904,3.6009990544982884e-08,1.9348649793471395e-08
1905,3.3028859480754846e-08,1.5998353308788182e-08
1906,2.777859631208912e-08,1.9033483289465636e-08
1907,1.851423608867364e-08,1.131425531042396e-08
1908,2.2101251717643322e-08,2.1118972570732808e-08
1909,2.53045246978445e-08,1.9253443006572724e-08
1910,2.618633831996675e-08,1.2825961515083861e-08
1911,1.54290848985994e-08,1.5429085564733214e-08
1912,1.8753916974922902e-08,1.3544494747996794e-08
1913,2.969674284258872e-08,1.696956736241262e-08
1914,2.678697441638178e-08,1.808120764223986e-08
1915,1.0602685840410686e-08,2.2383447761953335e-08
1916,3.40611328031315e-08,1.8678685709261345e-08
1917,2.52227767560953e-08,1.2063066656686772e-08
1918,4.020231614276781e-08,2.2972752589112133e-09
1919,2.4861191438851904e-08,6.445493971884986e-09
1920,3.028892692213958e-08,1.3630017114962811e-08
1921,1.5145495135815423e-08,2.1960968432654937e-08
1922,1.6231458566107193e-08,1.1066902949607993e-08
1923,1.8047112249064412e-08,1.2739137744688378e-08
1924,1.6759112098085893e-08,2.0626598762341075e-08
