year,mon_DET arrêt_NOUN,mon_DET marais_NOUN
1940,2.2822046474857416e-08,0.0
1941,3.5418032950929046e-08,1.1806010391524069e-08
1942,3.6410540360520827e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,4.177142187700156e-08,6.4263723231761105e-09
1945,5.010559434026618e-08,0.0
1946,3.619487021211398e-08,2.7842208538686464e-09
1947,6.318061940291386e-08,0.0
1948,4.783630558335972e-08,6.523132700664291e-09
1949,4.417653798327592e-08,2.945102384188658e-09
1950,4.5732054587688253e-08,1.0635361480382244e-09
1951,5.1174728676883774e-08,0.0
1952,3.479785126714319e-08,4.2179215675730575e-09
1953,2.0470271810957286e-08,5.386913581872932e-09
1954,3.224936762080688e-08,0.0
1955,3.472674947602172e-08,0.0
1956,4.447782231409292e-08,8.72114158667614e-10
1957,2.0320587545974433e-08,0.0
1958,3.308897444931347e-08,8.272243445794913e-10
1959,4.1854038457245224e-08,1.5501495642666896e-09
1960,5.052208251754564e-08,1.3841666701708277e-09
1961,4.9331931595286704e-08,1.3896318540318475e-09
1962,3.868593356770589e-08,6.341956404476434e-10
1963,4.84954010282479e-08,1.939815863494232e-09
1964,4.928014418759119e-08,1.2167936658258327e-09
1965,3.119064589940379e-08,2.188817349590977e-09
1966,3.7665707330880593e-08,1.6617224263271169e-09
1967,6.212222936063938e-08,0.0
1968,4.536329956117413e-08,0.0
1969,4.178417298272841e-08,4.087581939593576e-09
1970,2.8052221878738237e-08,0.0
1971,3.751030075438422e-08,2.5691987426412766e-09
1972,6.104874827883577e-08,1.5390440033513642e-09
1973,3.748978688600246e-08,5.513203782392395e-10
1974,1.8564387360697765e-08,5.625571564138454e-09
1975,3.0270844941782116e-08,2.2845920710778955e-09
1976,3.085304589589555e-08,1.142705374768127e-09
1977,3.7023727028628883e-08,1.1753563677885381e-09
1978,4.930690800097892e-08,1.1881182704343018e-09
1979,3.6867433106380076e-08,1.1703946700691858e-09
1980,3.183684427199296e-08,0.0
1981,1.8344094243616382e-08,1.897664858585557e-09
1982,2.8554509756695268e-08,3.1037510339615437e-09
1983,2.210360550147783e-08,2.526126308133314e-09
1984,2.4355835237521717e-08,2.3196033982486597e-09
1985,2.8273123287014812e-08,1.2031116103372597e-09
1986,2.3378492974845955e-08,5.994485463567401e-10
1987,2.2610021965796534e-08,6.110816852533674e-10
1988,1.499138491123375e-08,5.996553809062277e-10
1989,2.853823599657801e-08,1.0976244357863152e-09
1990,2.9422715597249294e-08,1.089730194969718e-09
1991,3.106576618172596e-08,1.7584395606284886e-09
1992,2.7549721226538537e-08,3.856960972825618e-09
1993,4.3205819366676224e-08,5.539207426075166e-10
1994,4.325439906249784e-08,5.274926606624319e-10
1995,2.8738989577004048e-08,3.253470381991974e-09
1996,2.6156651511399787e-08,2.6690460952494277e-09
1997,3.4523239378358994e-08,9.58978896292706e-10
1998,3.671459547494038e-08,1.9072516899143466e-09
1999,4.43309527975444e-08,0.0
2000,4.373851181238564e-08,8.836062992401139e-10
2001,4.074527049091614e-08,8.762423564512289e-10
2002,5.651775669690551e-08,2.1906108038649563e-09
2003,4.916968876500505e-08,2.0834615144238455e-09
2004,5.065510011448282e-08,2.6428747523787877e-09
2005,5.044199413717365e-08,3.1526248278623825e-09
2006,5.229720079213962e-08,2.0589450144825605e-09
2007,4.913209894485959e-08,7.988958938831558e-10
2008,5.4069483113039496e-08,2.9802077194940324e-09
2009,6.484742032242252e-08,1.430457752249481e-09
2010,8.833493092552658e-08,3.7790344187271785e-09
2011,1.0515923132281557e-07,1.529588788962144e-09
2012,1.3514883168141978e-07,4.425528499218956e-09
2013,1.5312297119152163e-07,1.1156500168141292e-09
2014,1.4703373185653845e-07,3.4647122532094343e-09
2015,2.021516762873432e-07,3.546520632724537e-09
2016,1.8869907858487522e-07,3.5212780746807226e-09
2017,2.57347034349209e-07,3.018733707449428e-09
2018,2.421415778997016e-07,2.0651733656507076e-09
2019,2.691292184664462e-07,3.826481798085979e-09
