year,rien_PRON hériter_VERB,rien_PRON mériter_VERB
1800,0.0,9.432493897065797e-09
1801,0.0,5.476719877606229e-08
1802,0.0,2.4616241489638924e-08
1803,0.0,3.900678446910888e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,4.264316544322355e-08
1806,0.0,4.610670600868616e-08
1807,0.0,3.4163463169534225e-08
1808,0.0,0.0
1809,0.0,1.129515236897305e-08
1810,0.0,1.4040760554223652e-08
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,5.394447111228828e-09
1816,0.0,6.952811659743929e-09
1817,0.0,1.401186100480345e-08
1818,0.0,1.1921176934492905e-08
1819,0.0,1.0351049795076506e-08
1820,0.0,2.8479554714522237e-08
1821,0.0,2.5639868894700157e-08
1822,0.0,7.017931125119503e-09
1823,0.0,4.644862983127496e-08
1824,0.0,1.2631669044083083e-08
1825,0.0,8.805443485471187e-09
1826,0.0,7.927186018719112e-09
1827,0.0,1.3825909306319772e-08
1828,0.0,6.420610709767516e-09
1829,0.0,6.258418494553553e-08
1830,0.0,2.1917355041978226e-08
1831,0.0,1.870944643656003e-08
1832,1.352996914505411e-08,4.058990921151917e-09
1833,0.0,1.1583628278799551e-08
1834,0.0,8.401078055442213e-09
1835,0.0,2.7227116561334697e-08
1836,1.3441500135158435e-09,1.4113575197427508e-08
1837,0.0,2.1569462660409044e-08
1838,0.0,2.5248647617104325e-08
1839,0.0,1.3982949909063791e-08
1840,3.1848443882154243e-09,1.2102408852854296e-08
1841,0.0,2.760835826620678e-08
1842,0.0,4.293289634915709e-08
1843,1.1813822142769936e-09,2.008349753168659e-08
1844,0.0,2.5247381074677833e-08
1845,0.0,1.8414752389617206e-08
1846,0.0,1.6978054517835517e-08
1847,5.393223645455691e-10,1.0247124926365814e-08
1848,8.045221711050488e-10,9.65426583121598e-09
1849,0.0,1.1731181359664333e-08
1850,0.0,1.2899092460827433e-08
1851,0.0,2.5152811389261842e-08
1852,0.0,2.2135854038651814e-08
1853,0.0,1.6721408258035808e-08
1854,0.0,4.676098086520142e-08
1855,1.5920811335945473e-09,3.078023524949458e-08
1856,0.0,2.0708757375587084e-08
1857,0.0,2.0502337605421417e-08
1858,4.893676019968041e-10,2.6425849952715907e-08
1859,5.092173349652285e-10,3.360834455179429e-08
1860,0.0,8.696649622663699e-09
1861,4.715963730639317e-10,1.3204698667834691e-08
1862,0.0,1.0843167252971853e-08
1863,0.0,1.1987090431375691e-08
1864,0.0,1.342523781033833e-08
1865,0.0,5.177528628053096e-09
1866,1.9462451650298362e-09,1.5083399418358567e-08
1867,0.0,3.88224918879132e-09
1868,9.87974813071446e-10,3.457911734727759e-09
1869,0.0,9.278686263769487e-09
1870,0.0,1.3761717099214366e-08
1871,0.0,2.2304472935275044e-08
1872,0.0,6.652073114565837e-09
1873,0.0,1.1972009161809183e-08
1874,0.0,1.1351757756017378e-08
1875,5.721527140956084e-10,8.58229043387837e-09
1876,0.0,4.232210137899983e-09
1877,8.040260901509555e-09,1.8554447978047506e-09
1878,0.0,2.4156354694326865e-09
1879,0.0,4.27652757650776e-09
1880,6.417846254436199e-10,1.9253539207397807e-08
1881,0.0,1.1156012114099667e-08
1882,0.0,1.0648616211028639e-08
1883,5.687405213450347e-09,1.0742875922176154e-08
1884,0.0,1.5183903911974994e-08
1885,0.0,1.2246707647989297e-08
1886,0.0,1.2261581083805595e-08
1887,0.0,7.1818169189441505e-09
1888,0.0,4.4384300679212174e-09
1889,0.0,3.132568426877924e-09
1890,0.0,6.554386366985909e-09
1891,0.0,6.3742202627281586e-09
1892,0.0,8.775916882086676e-09
1893,1.847525021858587e-09,1.2316833108982905e-09
1894,0.0,1.071261657159539e-08
1895,6.018614495673091e-10,7.824199066419624e-09
1896,1.7691086373616827e-09,5.89702897624278e-10
1897,0.0,2.9133566670225264e-09
1898,5.6583548957434e-10,1.6975064687230201e-09
1899,4.4220627160029835e-09,9.39688327150634e-09
1900,0.0,1.5573159428683425e-09
1901,0.0,1.1177477832191585e-09
1902,0.0,8.838511256215043e-09
1903,0.0,2.1600881083827517e-09
1904,0.0,4.299700151477737e-09
1905,0.0,6.192911072844254e-09
1906,0.0,1.5432553013283723e-09
1907,0.0,5.142843373384665e-10
1908,0.0,3.437972351250096e-09
1909,0.0,1.0451868703853506e-08
1910,5.344150677544235e-10,2.137660271017694e-09
1911,1.0640748282497725e-09,3.1922244847493175e-09
1912,2.0837684910901544e-09,1.40654377034366e-08
1913,1.060597942803554e-09,7.954484182448596e-09
1914,1.3393487430235496e-09,9.37544086809794e-09
1915,4.712304768617059e-09,5.890381071793627e-09
1916,0.0,4.394984820521586e-09
1917,0.0,4.386569774084137e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,3.6831393490643904e-09
1920,0.0,6.815008557481406e-09
1921,0.0,1.5145494858259667e-09
1922,0.0,1.696925089333945e-08
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,0.0,3.867487219366694e-09
1925,0.0,5.499089184013428e-09
1926,0.0,0.0
1927,0.0,2.2298449753321847e-09
1928,5.713020723163709e-09,5.713020723163709e-09
1929,2.2280812750352652e-09,6.684243825105796e-09
1930,4.201441416995522e-09,2.100720708497761e-09
1931,1.1405356659111021e-09,1.0264820993199919e-08
1932,0.0,3.287861094491973e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,0.0
1935,3.590485242455088e-09,0.0
1936,0.0,6.0623572828433225e-09
1937,0.0,0.0
1938,6.482607339819424e-09,5.186085783037697e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,0.0
1945,2.178504043826024e-09,8.714016175304096e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,7.152522574216391e-09
1948,1.0871887834440486e-09,9.784699273041042e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,3.190608444114673e-09,5.317680518146517e-09
1951,0.0,4.264560704569931e-09
1952,0.0,3.1634410646574906e-09
1953,0.0,9.69644453618912e-09
1954,5.863521668203475e-09,3.9090144454689835e-09
1955,0.0,7.508486277174597e-09
1956,0.0,4.360570571293465e-09
1957,0.0,8.835037590415595e-09
1958,0.0,2.4816730892496253e-09
1959,0.0,1.0851047171911432e-08
1960,2.076250060767393e-09,0.0
1961,0.0,6.94815938118154e-09
1962,6.341956404476434e-10,8.8787386332001e-09
1963,0.0,3.2330267352165265e-09
1964,1.8251904432275978e-09,4.258777774879263e-09
1965,0.0,1.6416130677043839e-09
1966,5.539074754423723e-10,6.092982118843793e-09
1967,0.0,8.381570104631919e-09
1968,2.245707841908029e-09,1.2126823101255013e-08
1969,4.5417578031781147e-10,8.175163657142548e-09
1970,2.2993624781975086e-09,4.5987250119061684e-10
1971,1.0276794970565106e-09,3.083038491169532e-09
1972,5.130146862875051e-10,2.0520587451500205e-09
