year,aucun_DET archer_NOUN,aucun_DET marché_NOUN
1863,4.994620717013731e-09,5.943598946345219e-08
1864,9.589455896019672e-10,2.6371003158942585e-08
1865,9.41368871743009e-10,6.260103013744356e-08
1866,5.838735717134114e-09,4.184427249143141e-08
1867,0.0,6.357182869010103e-08
1868,0.0,7.706203319912674e-08
1869,0.0,4.492837479830314e-08
1870,4.013834153937523e-09,4.759260363584872e-08
1871,0.0,7.859670847487621e-08
1872,0.0,6.470653257650838e-08
1873,0.0,1.4426270134038077e-07
1874,0.0,8.065722045813573e-08
1875,2.8607636259891933e-09,6.636971283668913e-08
1876,1.209202959984168e-09,5.8646344669455175e-08
1877,1.8554447978047506e-09,9.277224144454976e-08
1878,0.0,4.2877529971008244e-08
1879,0.0,6.842444477683784e-08
1880,0.0,6.738738234091102e-08
1881,0.0,9.622060659353338e-08
1882,0.0,6.056400359000236e-08
1883,3.791603475633565e-09,6.066565472195862e-08
1884,0.0,5.677459480324387e-08
1885,0.0,9.732909966864156e-08
1886,1.2906927748801422e-09,7.356948628078896e-08
1887,0.0,7.638841470480884e-08
1888,1.9021844099853524e-09,8.813454677181198e-08
1889,1.2530273485467092e-09,1.1465199811766524e-07
1890,0.0,9.045053195322339e-08
1891,0.0,1.0963658514384633e-07
1892,0.0,7.45953006031641e-08
1893,0.0,1.1208317918232069e-07
1894,0.0,5.545354397895608e-08
1895,0.0,8.365874126781137e-08
1896,1.7691086373616827e-09,7.78407827084493e-08
1897,5.826713334045053e-09,1.0954221352221793e-07
1898,5.6583548957434e-10,9.392869060320663e-08
1899,2.7637891975018647e-09,8.844125609641651e-08
1900,0.0,7.942311075481712e-08
1901,0.0,1.2127563131514307e-07
1902,0.0,8.93671643353855e-08
1903,0.0,7.992325912198339e-08
1904,0.0,8.760638792182363e-08
1905,0.0,8.515252680751928e-08
1906,0.0,8.333579248898104e-08
1907,5.142843373384665e-10,8.022835640275616e-08
1908,0.0,9.62632267231811e-08
1909,1.1001967115120692e-09,7.646367361502371e-08
1910,0.0,7.749018671177055e-08
1911,0.0,7.554931347186766e-08
1912,0.0,1.0991878696131607e-07
1913,0.0,8.219634306527723e-08
1914,0.0,9.509376397431879e-08
1915,2.3561523843085297e-09,1.272322291967498e-07
1916,0.0,7.471474106068854e-08
1917,0.0,8.66347527050948e-08
1918,0.0,1.1026921420409508e-07
1919,0.0,5.8930230917297877e-08
1920,0.0,6.133507524097581e-08
1921,0.0,5.906743028027961e-08
1922,0.0,7.673053303847155e-08
1923,0.0,4.352538685026275e-08
1924,0.0,6.187979817440237e-08
1925,0.0,5.169143735272996e-08
1926,0.0,3.232380141326985e-08
1927,0.0,4.6826743371752855e-08
1928,0.0,5.713020545528025e-08
1929,0.0,3.8991423867429376e-08
1930,0.0,5.776981792937619e-08
1931,1.1405356659111021e-09,4.1059284860978096e-08
1932,0.0,7.890866271509367e-08
1933,1.1470662197865522e-09,5.276504566609219e-08
1934,0.0,6.589869094852929e-08
1935,0.0,6.941604446808469e-08
1936,1.2124714565686645e-09,4.7286387694356335e-08
1937,0.0,7.680582125857427e-08
1938,2.5930428915188486e-09,8.816345697937322e-08
1939,0.0,5.047036655270176e-08
1940,0.0,9.128818190262677e-08
1941,0.0,4.7224042454274695e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,4.064529379732562e-08
1944,0.0,5.1410978585408884e-08
1945,0.0,3.92130714566008e-08
1946,0.0,5.290019533532586e-08
1947,0.0,5.125974555930668e-08
1948,1.0871887834440486e-09,3.152847516396662e-08
1949,0.0,3.239612711425366e-08
1950,1.0635361480382244e-09,4.2541445033350556e-08
1951,0.0,3.838104545295096e-08
1952,0.0,3.057993103183776e-08
1953,0.0,4.2017925361292896e-08
1954,0.0,4.006739984241392e-08
1955,0.0,5.068228237092853e-08
1956,0.0,4.360570748929149e-08
1957,0.0,6.979679945118278e-08
1958,0.0,5.12879088643281e-08
1959,0.0,3.79786646576008e-08
1960,0.0,4.706166656376354e-08
1961,6.948159270159238e-10,4.794229990778831e-08
1962,1.2683912808952869e-09,5.2638237768576346e-08
1963,1.939815863494232e-09,6.013429532103487e-08
1964,1.8251904432275978e-09,5.353891996406901e-08
1965,0.0,5.581484163741379e-08
1966,0.0,5.2621211388270694e-08
1967,0.0,6.01500946828537e-08
1968,0.0,6.377810635171954e-08
1969,4.5417578031781147e-10,9.265185951790045e-08
1970,1.3796175313274261e-09,6.484202330625521e-08
1971,2.0553589941130213e-09,8.170051657430122e-08
1972,0.0,7.438712934515479e-08
1973,0.0,7.001769120051904e-08
1974,0.0,4.0504117837514286e-08
1975,5.711480177694739e-10,5.88282453861666e-08
1976,5.713526873840635e-10,5.142174286376644e-08
1977,5.876781838942691e-10,5.406639136396052e-08
1978,0.0,6.594056500830447e-08
1979,0.0,5.559374827157626e-08
1980,2.8425752862659692e-09,6.367368854398592e-08
1981,0.0,7.211126806794255e-08
1982,0.0,6.145427144943483e-08
1983,0.0,5.431171867797957e-08
1984,5.799008495621649e-10,5.9149888098630754e-08
1985,1.2031116103372597e-09,5.594468932557106e-08
1986,5.994485463567401e-10,4.615753823600244e-08
1987,0.0,5.988600459971849e-08
1988,0.0,5.396898528076122e-08
1989,2.7440609784434855e-09,6.969915400389937e-08
1990,3.814055737905164e-09,5.557624138674555e-08
1991,2.344586080837985e-09,3.751337729340776e-08
1992,0.0,5.0691484787535046e-08
1993,0.0,4.929894581451322e-08
1994,5.274926606624319e-10,5.6969205797230416e-08
1995,2.1689803286761844e-09,4.825981392286849e-08
1996,1.067618438099771e-09,5.925282309249269e-08
1997,9.58978896292706e-10,5.370281996874837e-08
1998,0.0,6.866105994873806e-08
1999,0.0,4.7530092750491804e-08
2000,0.0,5.345818010482617e-08
2001,8.762423564512289e-10,5.476514841618041e-08
2002,8.76244299341522e-10,5.8708367944859674e-08
2003,0.0,4.458607527624281e-08
2004,4.404791253964646e-10,5.4619410327916285e-08
2005,4.5037495954858286e-10,4.548786947111694e-08
2006,2.8825228315376705e-09,3.25313296301033e-08
2007,3.994479469415779e-10,3.754810862233171e-08
2008,0.0,4.89605556097672e-08
2009,3.337734755248789e-09,3.9575999366547876e-08
2010,2.8342759250676863e-09,4.1569376829642124e-08
2011,2.6767803251726008e-09,4.3593280096843046e-08
2012,4.085103200157647e-09,3.6425504834625144e-08
2013,3.6258626101570712e-09,4.044231483035787e-08
2014,3.4647122948427977e-09,3.811183546531538e-08
2015,1.329945265027277e-09,3.5243549412200537e-08
2016,2.8998760059906203e-09,4.184106883187155e-08
2017,5.031222660711876e-09,3.823729111118723e-08
2018,4.130346731301415e-09,3.0977601372939034e-08
2019,2.0407902590058313e-09,3.36730374694838e-08
