year,en_ADP airs_NOUN,en_ADP mère_NOUN
1904,1.2361637935498493e-08,7.416982850116938e-08
1905,4.644683138099737e-09,9.39258126830822e-08
1906,2.0576738091193647e-09,7.870602047876929e-08
1907,8.742833790265081e-09,5.965698235410599e-08
1908,2.1118972570732808e-08,1.0166575226122632e-07
1909,9.351672325408344e-09,7.591357353842199e-08
1910,1.2825961404061559e-08,6.94739562545621e-08
1911,1.702519769608557e-08,6.012022790713445e-08
1912,6.772247651554153e-09,9.897900454802766e-08
1913,5.833288518886093e-09,5.727228785668004e-08
1914,7.36641797560722e-09,8.839701398644095e-08
1915,2.3561523843085297e-09,5.06572768177449e-08
1916,1.0987462051303964e-09,6.812226649444142e-08
1917,2.1932848870420685e-09,6.470190483387483e-08
1918,1.4932289182922887e-08,3.101321599530138e-08
1919,1.289098744416961e-08,6.261336787938276e-08
1920,1.2872794385998532e-08,5.6791736646744084e-08
1921,2.2718242898012164e-08,5.982470507870374e-08
1922,2.1396012073182646e-08,5.45967242526757e-08
1923,1.9108707505210987e-08,6.263409613183057e-08
1924,2.9650736976805092e-08,5.285566095913907e-08
1925,2.3096173862313663e-08,5.7190525870609576e-08
1926,1.8948435376309192e-08,9.920063259727385e-08
1927,2.0068604777989663e-08,9.253856481095113e-08
1928,6.8556245125250825e-09,6.0558018155632e-08
1929,1.2254447234738564e-08,6.015819353777374e-08
1930,1.68057662230936e-08,5.146765857944047e-08
1931,7.983749661377715e-09,5.7026782407376686e-08
1932,5.4797681947604815e-09,4.712600631950892e-08
1933,1.605892663292252e-08,5.5059177217486877e-08
1934,2.3963160344919743e-09,5.870974462141021e-08
1935,4.787313656606784e-09,6.223507842406661e-08
1936,1.2124714565686645e-08,3.6374143252970725e-08
1937,3.777335333410292e-09,5.917825340873151e-08
1938,1.0372171566075394e-08,4.278520893130633e-08
1939,0.0,7.494084730552686e-08
1940,2.5357829169792012e-09,4.310830958864642e-08
1941,0.0,7.083606057278757e-08
1942,6.068423541449874e-09,6.978686917236132e-08
1943,2.0322646676618206e-08,5.8064703711835364e-08
1944,6.4263723231761105e-09,4.819779242382083e-08
1945,1.5249527862692958e-08,4.7927088520083316e-08
1946,1.3921104269343232e-08,6.403707786262203e-08
1947,7.152522574216391e-09,6.556478893138262e-08
1948,1.6307831529616124e-08,7.066726781523869e-08
1949,8.835307596655184e-09,6.577395728069035e-08
1950,7.444753036267571e-09,3.935083614514667e-08
1951,1.3859821956785368e-08,4.051332702648125e-08
1952,1.0544803696888039e-08,5.6941939829968646e-08
1953,5.386913581872932e-09,6.787511175332384e-08
1954,7.818028890937967e-09,7.133951029913987e-08
1955,1.2201290200408721e-08,7.602342577683885e-08
1956,1.744228317335228e-09,5.930376278939775e-08
1957,8.835037590415595e-09,3.534015169393001e-08
1958,1.1581141212690937e-08,4.0533993328484286e-08
1959,5.425523585955716e-09,6.5881356370312e-08
1960,2.2838749558218296e-08,4.913791740168705e-08
1961,4.863711378089164e-09,5.2806009953609845e-08
1962,8.244543714397423e-09,7.8640259859597e-08
1963,1.6165133231993423e-08,5.043521644765292e-08
1964,6.083968384640315e-09,5.658090440618935e-08
1965,1.2038495811328431e-08,5.8550863379913665e-08
1966,6.092982229866095e-09,6.97923414616497e-08
1967,1.5284040255636455e-08,7.494109977024266e-08
1968,1.5719955531734442e-08,7.27609397177531e-08
1969,8.629339798282842e-09,5.132186398082439e-08
1970,1.6095537708205043e-08,6.116304210324053e-08
1971,9.762954888969944e-09,8.478355639773838e-08
1972,2.3598676068825597e-08,7.182205896683058e-08
1973,9.372446541089374e-09,5.45807168905732e-08
1974,9.563471792262135e-09,5.6818272808900616e-08
1975,3.4268881066168433e-09,7.710498151070055e-08
1976,6.8562320265641574e-09,7.199043894345891e-08
1977,7.639816335114347e-09,8.345030044765167e-08
1978,1.1287123569125868e-08,8.376233784357368e-08
1979,1.1118749476679568e-08,9.772795572793314e-08
1980,6.253665585376211e-09,8.072913826318029e-08
1981,1.2018544381930951e-08,7.527403722562553e-08
1982,7.449002747961231e-09,7.324852868695331e-08
1983,1.2630632317822688e-08,1.1114956244284713e-07
1984,1.0438215292118969e-08,8.118612049301532e-08
1985,7.82022557821449e-09,8.241314697343682e-08
1986,8.392279760016663e-09,9.830956149148307e-08
1987,1.2221634038134255e-08,9.716198734466275e-08
1988,1.4991384134077634e-08,9.594486183317485e-08
1989,4.939309850016116e-09,9.549332424807488e-08
1990,8.717841171179685e-09,8.445409238611035e-08
1991,1.1722930182145319e-08,1.1781545250499903e-07
1992,7.713921945651236e-09,1.0358695323731126e-07
1993,8.862731548653358e-09,1.0413710072043614e-07
1994,7.912389743403025e-09,1.0549853501906625e-07
1995,1.3556126887692699e-08,1.328500474073735e-07
1996,4.270473752399084e-09,1.0302518105298475e-07
1997,1.054876808126437e-08,1.2898266166239125e-07
1998,7.629006981701991e-09,1.0346840673136626e-07
1999,1.2339543165040823e-08,1.160831084590086e-07
2000,1.192868470667463e-08,1.201704575848339e-07
2001,7.0099388516098315e-09,1.1829272139607383e-07
2002,1.0076809608960957e-08,1.2135983595840116e-07
2003,1.2500768864498468e-08,1.3084138084096253e-07
2004,1.4535811221350059e-08,1.1496504970232024e-07
2005,1.1259373877692269e-08,1.2880723954111772e-07
2006,1.070651389767363e-08,1.2230132950818984e-07
2007,1.358123019601365e-08,1.6297475635695946e-07
2008,1.021785517307805e-08,1.3751529781558247e-07
2009,3.337734755248789e-09,1.7546948338775792e-07
2010,8.9752067999882e-09,1.8470031104556028e-07
2011,2.2943831279320648e-09,1.5066449199352405e-07
2012,4.425528637996834e-09,1.7497858717518966e-07
2013,6.693900156395927e-09,1.807353098293163e-07
2014,4.547434789836657e-09,1.8362975140462368e-07
2015,6.871383573248124e-09,1.7599608970186864e-07
2016,4.349813981230355e-09,1.6902134536422864e-07
2017,4.024978267347379e-09,1.6628191001899495e-07
2018,1.8070267504555204e-09,2.0135440514934544e-07
2019,7.652963041060445e-09,1.6224282184396088e-07
