year,en_ADP airs_NOUN,en_ADP mère_NOUN
1800,0.0,1.1004575384276905e-07
1801,2.3811825844433088e-09,1.0239085179719609e-07
1802,0.0,7.608656460433849e-08
1803,7.801356671777171e-09,1.3652374342143503e-07
1804,2.4718509905596875e-08,1.8291696335381857e-07
1805,3.1271653710973624e-08,1.1655798415333152e-07
1806,4.3225035994964855e-08,1.9019016406218725e-07
1807,1.4234775136401367e-08,3.9857372513552036e-08
1808,2.2660739951163578e-09,4.305540457494317e-08
1809,2.259030518203531e-09,5.421673421324158e-08
1810,9.360507036149102e-09,1.5678848797051614e-07
1811,1.2535384286138651e-08,9.27618373225414e-08
1812,2.9339290108509886e-08,8.268345474959915e-08
1813,4.3136125782439194e-08,1.1215392459185125e-07
1814,0.0,1.038403456554704e-07
1815,3.506390555685357e-08,5.3944472000466703e-08
1816,1.228330006597389e-07,4.1716871734820415e-08
1817,6.227493631882908e-09,9.808302525726731e-08
1818,5.960588467246453e-09,8.702459197706958e-08
1819,0.0,1.0247539816710116e-07
1820,2.0173018810965004e-08,9.493184816022904e-08
1821,1.676452932031225e-08,1.0453177323732632e-07
1822,1.0025615893027862e-09,1.1729970594842598e-07
1823,1.2847492847356534e-08,8.795591421861815e-08
1824,1.7684335773537896e-08,1.2800091919729084e-07
1825,4.4027217427355936e-09,6.339918856568261e-08
1826,7.0463874735082754e-09,5.2847904608022134e-08
1827,5.530363722527909e-09,4.4242910390845935e-08
1828,1.0089530988466322e-08,9.630916020242353e-08
1829,1.7146351893870815e-08,1.0545006229323306e-07
1830,1.982998831806526e-08,7.931995327226105e-08
1831,0.0,4.2096256702706114e-08
1832,2.976593194148336e-08,1.0959275442701255e-07
1833,2.085053074640797e-08,1.0425265295488373e-07
1834,1.8669061851994684e-09,6.627516913049192e-08
1835,6.050470346963266e-09,8.24376584773745e-08
1836,1.1425274948351216e-08,6.653542783396915e-08
1837,2.5048407792382932e-08,7.305785487687899e-08
1838,2.1461350030449466e-08,5.807188929729534e-08
1839,5.2436064379435265e-08,9.019003055499297e-08
1840,7.0066574764382494e-09,7.898413795226489e-08
1841,1.733548060656176e-08,7.38363050700741e-08
1842,6.708265054555795e-09,7.312008953874738e-08
1843,1.3585895075607368e-08,6.320394707604038e-08
1844,1.0977122322231025e-08,6.586273526565378e-08
1845,5.580227835366713e-09,8.258737499433622e-08
1846,9.952652035849496e-09,1.0128287364352673e-07
1847,9.168480197274675e-09,5.501088029546963e-08
1848,2.735375304041554e-08,5.953464110586282e-08
1849,6.703531951757213e-09,6.200767033170962e-08
1850,2.0366988096043315e-09,7.807345525634446e-08
1851,3.8696632564949596e-09,8.835731168943539e-08
1852,5.859490670445666e-09,8.528814410269092e-08
1853,1.1943863675867306e-09,7.703792315183478e-08
1854,7.27393034694046e-09,1.0599155508828062e-07
1855,1.2736649068756378e-08,1.294892655323565e-07
1856,1.0872097000458325e-08,9.940203593572505e-08
1857,7.322263684272912e-09,1.015353927602547e-07
1858,2.4468379322684086e-08,1.101077073961676e-07
1859,1.3748867822016564e-08,1.2272137794866467e-07
1860,1.373155189554609e-08,1.1671819111214177e-07
1861,1.2733101684148096e-08,9.47908747050974e-08
1862,1.0843167252971853e-08,9.849210225176819e-08
1863,9.489779628779615e-09,8.840478704641441e-08
1864,1.3904711160250827e-08,8.726404532310994e-08
1865,7.530950973944073e-09,8.943004581318803e-08
1866,1.0704348518686402e-08,5.936047853261073e-08
1867,2.426405742994575e-08,8.249779881452923e-08
1868,1.1855697756857353e-08,1.0818323925576578e-07
1869,1.5627261262807224e-08,7.911300992091697e-08
1870,8.027668307875047e-09,1.055064990929111e-07
1871,6.37270636261178e-09,2.7615060016472626e-08
1872,1.269941263259966e-08,7.680120739372853e-08
1873,1.496501056408306e-08,8.021245834211044e-08
1874,3.5847653734322193e-09,1.081404228386873e-07
1875,6.293679799540541e-09,8.296214087932796e-08
1876,2.0556450763820067e-08,6.408775821142854e-08
1877,7.421779191219002e-09,1.1751150452710135e-07
1878,2.8383716710322915e-08,6.461824786363479e-08
1879,5.498392852132383e-09,9.897107089429369e-08
1880,1.2193908105473383e-08,5.840239936105718e-08
1881,2.022027217885025e-08,9.13398505719698e-08
1882,9.983077475794744e-09,7.65369270183669e-08
1883,7.583206784733676e-09,8.910267723649667e-08
1884,1.9805090900604227e-08,8.846274113238906e-08
1885,1.6114089618213256e-08,8.572695731068336e-08
1886,1.5488312854472497e-08,1.2390650716564977e-07
1887,1.8933882017790893e-08,8.161155928831931e-08
1888,6.974675947901687e-09,8.433017528730602e-08
1889,8.771191772893872e-09,7.455512873733028e-08
1890,1.1797895993481688e-08,8.192982969834617e-08
1891,1.1473596073230397e-08,5.928024771062468e-08
1892,1.0656471260972467e-08,6.143142061709739e-08
1893,2.3401982574000613e-08,7.698020765278812e-08
1894,9.452309157609307e-09,7.372801213989533e-08
1895,9.027921299420427e-09,6.861220702703008e-08
1896,1.4152869098893461e-08,6.840553956610762e-08
1897,1.6897470089816125e-08,7.399926527096312e-08
1898,5.6583546736987955e-09,6.733442647899324e-08
1899,1.1055156790007459e-08,5.472302788689376e-08
1900,6.748368974740515e-09,6.644548045109389e-08
1901,2.235495566438317e-09,7.433022419789381e-08
1902,8.838511256215043e-09,5.352209431208621e-08
1903,1.1880484596105134e-08,7.128290824276462e-08
