year,certain_ADJ être_NOUN,certain_ADJ maître_NOUN
1872,1.0885210954825197e-08,9.675742762560446e-09
1873,6.584604861359367e-09,4.9683838376779477e-08
1874,2.3898436563030145e-09,2.2703515512034755e-08
1875,2.5174719198162165e-08,1.945319239027299e-08
1876,2.9625471853478302e-08,4.0508298049246605e-08
1877,4.9478527941460015e-09,3.154256189574767e-08
1878,2.5968081018845623e-08,1.7513356764808918e-08
1879,2.1382637882538802e-08,5.681672377022551e-08
1880,1.9895322722618403e-08,2.9522093214495726e-08
1881,1.2550513517339823e-08,1.5339516323820135e-08
1882,2.3293848627758962e-08,4.1263387373646765e-08
1883,1.3270612164717477e-08,2.401348808689363e-08
1884,6.601696966868076e-09,1.650424152899177e-08
1885,2.127059772760731e-08,2.320428826863008e-08
1886,1.2906927970846027e-08,3.291266503779866e-08
1887,2.6115698492645834e-09,3.133883869077536e-08
1888,1.3315291091942072e-08,2.4728397107764977e-08
1889,1.0024218788373673e-08,2.380751951136517e-08
1890,1.7041404731799048e-08,3.211649463041866e-08
1891,1.0198752065093686e-08,3.250852154135231e-08
1892,4.387958441043338e-09,3.2596265242545996e-08
1893,4.926733243593162e-09,9.23762488724833e-09
1894,5.041231432301174e-09,2.9617234886814003e-08
1895,1.8055843487019274e-09,4.8148915743340126e-08
1896,5.307326134129653e-09,2.1229304536518612e-08
1897,1.5149455023788505e-08,2.4472197490688075e-08
1898,9.619203211741478e-09,2.319925451743643e-08
1899,6.080336234504102e-09,2.432134493801641e-08
1900,9.863001082521805e-09,3.114631808021073e-08
1901,1.2295225337854987e-08,1.2854099340486869e-08
1902,7.856454153909453e-09,1.276673788908056e-08
1903,1.0260418292773466e-08,1.9440793863623185e-08
1904,9.13686282189019e-09,1.289910045443321e-08
1905,7.741138396966107e-09,2.580379465655369e-08
1906,1.0288369267641428e-08,2.263441234440222e-08
1907,1.1828539925318182e-08,2.725707071160599e-08
1908,2.3083527977973972e-08,2.4065806680795276e-08
1909,3.245580160182726e-08,3.630648981456375e-08
1910,1.1757131268552712e-08,1.7101281946096947e-08
1911,1.4897047151407605e-08,2.606983340314173e-08
1912,3.3861237369592345e-08,2.9172757987083742e-08
1913,4.030272293675807e-08,3.7651226136858895e-08
1914,1.7411533548283842e-08,4.3528835647066444e-08
1915,1.1780761921542648e-09,4.35888192207301e-08
1916,3.29623865980011e-08,4.2851102222130066e-08
1917,1.0966424213165737e-08,1.096642476827725e-08
1918,3.44591288836682e-09,1.722956355365568e-08
1919,2.1178051312631396e-08,2.7623545340027533e-08
1920,1.2872794385998532e-08,1.0601124422748853e-08
1921,1.6660044011018726e-08,7.572747762196741e-09
1922,1.475587119159627e-08,2.8036154731125862e-08
1923,2.7601466001669905e-08,2.9724654737606215e-08
1924,2.4494086758863887e-08,4.254235985712285e-08
1925,3.629398648286042e-08,3.849362273378176e-08
1926,2.229227646921572e-08,3.1209187234537694e-08
1927,2.4528294062520217e-08,3.6792441981958746e-08
1928,2.399468712610542e-08,1.5996457936040542e-08
1929,2.2280811862174232e-08,2.4508893359254103e-08
1930,2.520864939015155e-08,4.411513554458679e-08
1931,3.5356606531422585e-08,3.9918748306888574e-08
1932,3.287861094491973e-08,2.9590748074070916e-08
1933,2.523545639121494e-08,3.5559051703160094e-08
1934,2.6359476379411717e-08,3.834105655187159e-08
1935,4.308582379763948e-08,2.99207103537924e-08
1936,1.4549657478823974e-08,2.182448533005754e-08
1937,2.2664012888640173e-08,1.888667711114067e-08
1938,1.1668692678767911e-08,3.630260003717467e-08
1939,1.5294050470515685e-08,1.8352860564618823e-08
1940,2.282204625281281e-08,2.2822046030768206e-08
1941,4.7224041566096275e-08,2.066051862925633e-08
1942,2.7307905936524435e-08,1.8205270180260413e-08
1943,1.335488235554294e-07,2.6129116870166058e-08
1944,4.4984606262232774e-08,2.8918675454292497e-08
1945,4.574858536443571e-08,3.267756110147957e-08
1946,5.986074569364064e-08,2.5057988572996237e-08
1947,2.7418003867296648e-08,2.0265481293080256e-08
1948,4.67491183542279e-08,1.195907639583993e-08
1949,3.239612667016445e-08,2.650592179076483e-08
1950,2.4461330738745346e-08,4.1477908219178516e-08
1951,3.731490771929913e-08,3.3050345127350056e-08
1952,6.959570697517847e-08,1.5817206211465873e-08
1953,5.925604895651304e-08,2.1547654771580937e-08
1954,8.893007930055319e-08,3.322662323057557e-08
1955,3.003394466460918e-08,1.783265535237888e-08
1956,3.575668117150599e-08,3.8373022093196596e-08
1957,3.0922632010543794e-08,2.8272120644601273e-08
1958,2.0680609058576493e-08,2.3162281426181153e-08
1959,3.797866554577922e-08,2.5577467699378076e-08
1960,2.906750040665429e-08,2.2146666278644034e-08
1961,3.265634873628187e-08,1.737039800886464e-08
1962,2.980719671086263e-08,3.2343977718340966e-08
1963,2.5217607557692645e-08,3.4916686431074595e-08
1964,3.3461826975944575e-08,3.589541375248473e-08
1965,3.502107759345563e-08,3.502107670527721e-08
1966,2.215629990587331e-08,3.54500770960442e-08
1967,2.7116845657815247e-08,2.662381115570156e-08
1968,3.368561962702188e-08,1.796566362344265e-08
1969,3.3609008909252225e-08,3.1792305565936374e-08
1970,2.3913370839068193e-08,1.7015282738341853e-08
1971,2.363662865434435e-08,2.9802704748504993e-08
1972,3.231992451446786e-08,2.3598675014113724e-08
1973,1.5436970424165253e-08,1.929621307183993e-08
1974,1.518904291231138e-08,1.6314157580410438e-08
1975,1.5420996035686585e-08,1.1994108373158952e-08
1976,2.171140245366132e-08,2.171140200957211e-08
1977,2.2919448394720376e-08,3.761140199287638e-08
1978,4.63366136571608e-08,2.67326614178387e-08
1979,1.462993370893173e-08,3.160065609186802e-08
1980,3.6953479443102566e-08,2.2172088387506506e-08
1981,1.2651098835192442e-08,3.289285688268251e-08
1982,3.9107263205551135e-08,1.8001756418861703e-08
1983,3.978649232294629e-08,3.15765800174006e-08
1984,2.609553817478627e-08,1.681712502588084e-08
1985,3.549179083961462e-08,1.8648229627160617e-08
1986,4.375974427262008e-08,3.356911859597744e-08
1987,2.749867533680117e-08,1.5277042297867638e-08
1988,1.739000587974715e-08,2.338655979983173e-08
1989,2.0854864501984594e-08,1.0427432028947692e-08
1990,1.961514328741032e-08,2.1249739301509862e-08
1991,2.6962739596569918e-08,2.051512781875431e-08
1992,2.6447732115464362e-08,3.03046938654461e-08
1993,2.6588196533339215e-08,1.827938422849229e-08
1994,2.637463225596548e-08,2.32096768471024e-08
1995,1.3013881527967897e-08,3.253470381991974e-08
1996,1.3879040139386234e-08,2.4555223632205525e-08
1997,3.020783623242096e-08,1.917957792585412e-08
1998,2.8131962537258914e-08,2.765514928171342e-08
1999,4.021776947582545e-08,2.2851006420410158e-08
2000,2.2973763447176054e-08,2.1206550737673524e-08
2001,2.3220422917802352e-08,1.9715452825863622e-08
2002,3.943099508019188e-08,1.7524886208875046e-08
2003,3.7502307037584615e-08,2.6251614215766494e-08
2004,2.7750184372621334e-08,1.8940602419803554e-08
2005,3.107587176476301e-08,2.296912260391082e-08
2006,2.800165210814498e-08,2.3471971921651402e-08
2007,2.5964116190380082e-08,2.2768532836892064e-08
2008,2.2564430490756848e-08,1.7455502820951097e-08
2009,2.7655516543489966e-08,2.622505901328509e-08
2010,2.2674207067474583e-08,2.5508483325609177e-08
2011,2.370862617340208e-08,1.4913490442580724e-08
2012,1.838296548317686e-08,1.702126362079781e-08
2013,2.0639524478394122e-08,1.8966051174018617e-08
2014,2.4036441198527214e-08,1.7756650150246855e-08
2015,2.6155589361032128e-08,2.0392493915721843e-08
2016,2.1127668642373365e-08,1.719212239237322e-08
2017,2.264050280587071e-08,1.5848351297975682e-08
2018,1.8586561012501335e-08,1.652138648111645e-08
2019,2.4234383166898965e-08,1.7856914613645358e-08
