year,mon_DET archer_NOUN,mon_DET marché_NOUN
1862,0.0,2.394532752636458e-08
1863,0.0,3.4962344408473456e-08
1864,2.8768367688059016e-09,2.6371003492009493e-08
1865,4.706844358715045e-10,3.812543841741345e-08
1866,9.731225825149181e-10,2.4814625021463144e-08
1867,2.426405742994575e-09,2.620518202434141e-08
1868,0.0,1.72895588956834e-08
1869,4.395167341186834e-09,3.4184633235234685e-08
1870,1.1468097582678638e-09,3.03904590381876e-08
1871,0.0,1.805600113868877e-08
1872,0.0,3.265563108811875e-08
1873,0.0,5.028243821314504e-08
1874,3.5847653734322193e-09,6.094101134834773e-08
1875,1.1443054281912168e-09,1.94531928343622e-08
1876,6.04601479992084e-10,3.083467703390852e-08
1877,1.2369631985365004e-09,4.762308236649915e-08
1878,0.0,3.200716847118201e-08
1879,2.443730107160036e-09,4.7652736867576095e-08
1880,2.5671385017744797e-09,5.45516933847523e-08
1881,0.0,4.1835045205829147e-08
1882,0.0,2.928369524646257e-08
1883,5.0554711528150165e-09,2.906895935073095e-08
1884,6.601696966868076e-10,3.300848305798354e-08
1885,0.0,1.0313017106966527e-08
1886,6.453463874400711e-10,1.936039240035825e-08
1887,0.0,4.374379614091595e-08
1888,0.0,3.1703073943845084e-08
1889,1.2530273485467092e-09,2.2554492828952277e-08
1890,2.621754646714436e-09,1.8352282360467598e-08
1891,0.0,1.8485238229004608e-08
1892,0.0,1.4417578686476418e-08
1893,0.0,2.832871559554917e-08
1894,0.0,1.3863386216783624e-08
1895,6.018614495673091e-10,3.5509824414248214e-08
1896,1.769108692872834e-09,1.5921978790967017e-08
1897,0.0,1.981082586866023e-08
1898,2.8291773368493978e-09,3.395013004059422e-08
1899,3.3165470370022376e-09,3.040168117252051e-08
1900,1.038210628578895e-09,2.595526549242777e-08
1901,2.794369402536745e-09,1.676621685930968e-08
1902,0.0,2.0623192042990013e-08
1903,0.0,1.4580594287494364e-08
1904,0.0,1.3974025492302644e-08
1905,0.0,1.7030504506632127e-08
1906,0.0,1.9547901963790082e-08
1907,1.491424539423747e-08,2.5199932807140613e-08
1908,0.0,2.5539222958670393e-08
1909,5.500983557560346e-10,1.6502950117569526e-08
1910,5.344150677544235e-10,2.4583092561591968e-08
1911,5.320374141248863e-10,1.649316017093838e-08
1912,0.0,1.458637982620914e-08
1913,1.590896969716482e-09,2.8636145343874375e-08
1914,0.0,1.4732836561837104e-08
1915,0.0,2.3561523843085297e-09
1916,0.0,2.0876177675432928e-08
1917,0.0,1.4256352209862655e-08
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,0.0,2.301962098716359e-08
1920,2.2716695191604686e-09,3.104615053928228e-08
1921,0.0,1.2116395886607734e-08
1922,7.377935484775833e-10,2.7298360905092522e-08
1923,0.0,3.3971033097657255e-08
1924,0.0,2.7072411534767582e-08
1925,1.0998177923937646e-09,3.1894715091240755e-08
1926,0.0,2.8979960653430226e-08
1927,0.0,3.4562596784581956e-08
1928,3.4278122562625413e-09,3.085031208271971e-08
1929,0.0,2.8965055909324633e-08
1930,0.0,2.941009036305786e-08
1931,0.0,2.167017854048936e-08
1932,1.0959536611565568e-09,3.3974561830518724e-08
1933,0.0,2.2941325283909464e-08
1934,0.0,2.516131836216573e-08
1935,0.0,1.9149254626427137e-08
1936,0.0,1.9399543749187842e-08
1937,0.0,2.8959572406783707e-08
1938,0.0,3.630260181353151e-08
1939,0.0,1.988226472349197e-08
1940,2.5357829169792012e-09,5.325144059042941e-08
1941,0.0,4.132103725851266e-08
1942,0.0,2.7307905936524435e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,0.0,3.534504600111177e-08
1945,0.0,2.832055301382752e-08
1946,5.568441707737293e-09,4.315542501132086e-08
1947,2.3841741914054637e-09,2.3841742802233057e-08
1948,2.174377566888097e-09,1.3046265401328583e-08
1949,0.0,3.7304630495782476e-08
1950,3.190608444114673e-09,2.4461330738745346e-08
1951,1.0661401761424827e-09,2.4521224162299404e-08
1952,4.2179215675730575e-09,2.9525451195056007e-08
1953,1.0773827385790469e-09,2.693456935265459e-08
1954,1.9545072227344917e-09,4.6908173123583197e-08
1955,0.0,2.3464019172081407e-08
1956,2.616342476002842e-09,1.744228272926307e-08
1957,0.0,3.9757669878515145e-08
1958,0.0,2.4816730004317833e-08
1959,1.5501495642666896e-09,3.1778064624177205e-08
1960,1.3841666701708277e-09,3.114374891310945e-08
1961,1.3896318540318475e-09,2.0844477421899654e-08
1962,6.341956404476434e-10,3.741754356356708e-08
1963,1.9398159745165344e-09,2.9743845497698373e-08
1964,0.0,5.4147319072939126e-08
1965,2.188817349590977e-09,2.8454625877749606e-08
1966,2.7695373772118614e-09,2.658755837714466e-08
1967,2.9582012395223956e-09,3.401931469859676e-08
1968,0.0,3.2787334569572835e-08
1969,9.083515606356229e-10,3.4517359415175974e-08
1970,0.0,2.8512094379928854e-08
1971,0.0,3.288574401683064e-08
1972,0.0,1.5903454553267693e-08
1973,1.102640756478479e-09,2.8117339789801576e-08
1974,1.1251143350321513e-09,2.81278591529599e-08
1975,0.0,1.484984890609553e-08
1976,1.142705374768127e-09,2.571087143188322e-08
1977,0.0,2.291944989352146e-08
1978,5.940591352171509e-10,3.029701567403009e-08
1979,0.0,2.8089471859615855e-08
1980,0.0,4.150160037852402e-08
1981,0.0,2.9097527554089453e-08
1982,6.207502289967692e-10,3.41412621507331e-08
1983,0.0,3.599730069581142e-08
1984,0.0,3.073474497128359e-08
1985,0.0,3.4288681116656505e-08
1986,0.0,4.1961398355994106e-08
1987,0.0,2.2610021965796534e-08
1988,0.0,4.677312037681958e-08
1989,0.0,3.7319232149002346e-08
1990,1.634595292454577e-09,3.269190707033687e-08
1991,5.861465202094962e-10,2.6962739874125674e-08
1992,1.1019888335184191e-09,2.7549721726138898e-08
1993,1.1078414852150331e-09,3.15734827172065e-08
1994,0.0,3.4814515492698206e-08
1995,0.0,3.036572504555579e-08
1996,0.0,2.6690460952494277e-08
1997,0.0,3.06873251254558e-08
1998,0.0,3.1469652217452904e-08
1999,1.8280804647829996e-09,2.2851006420410158e-08
2000,0.0,2.960081069147691e-08
2001,1.3143635069212678e-09,2.7601633506568746e-08
2002,4.38122149670761e-10,3.855474917102697e-08
2003,4.1669229178253886e-10,4.333599967765167e-08
2004,0.0,6.298851396024929e-08
2005,1.8014998381943315e-09,2.6121748541996226e-08
2006,2.0589449589714093e-09,3.1707751979581644e-08
2007,1.1983438685803094e-09,3.355362637735837e-08
2008,2.980207747249608e-09,3.874270282366865e-08
2009,9.53638501499654e-10,3.7668719921057914e-08
2010,3.3066552274085836e-09,9.542062007206198e-08
2011,3.0591775224131368e-09,1.3651580133000607e-07
2012,6.808505426114664e-10,6.740420691042637e-08
2013,2.2312999781171072e-09,9.845611576020374e-08
2014,1.0827225921383743e-09,8.033801486562187e-08
2015,2.438232948875907e-09,8.223494418757582e-08
2016,4.142680226637552e-09,9.880292362041132e-08
2017,3.2702947017071438e-09,6.213559844425731e-08
2018,3.614053278866436e-09,7.770215093572119e-08
2019,3.3162841361900064e-09,8.494789494051247e-08
