year,en_ADP air_NOUN,en_ADP maire_NOUN
1941,4.574829119974311e-07,2.9515025978810172e-09
1942,4.247896423503761e-07,6.068423541449874e-09
1943,9.929064368474627e-07,5.806470415592457e-09
1944,4.6269882147953467e-07,0.0
1945,9.389352637612092e-07,2.178504043826024e-09
1946,4.134568101221703e-07,8.352662561605939e-09
1947,5.161737379744125e-07,7.152522574216391e-09
1948,4.435730192042797e-07,6.523132700664291e-09
1949,4.7317980900185574e-07,2.9451024952109606e-09
1950,5.221962715573625e-07,6.381216888229346e-09
1951,4.659032604159563e-07,5.330700769690111e-09
1952,5.388395063476992e-07,1.0544803918932644e-09
1953,5.289949411846351e-07,4.3095309543161875e-09
1954,6.74304979852991e-07,9.772536113672459e-10
1955,5.406109884198429e-07,3.754243138587299e-09
1956,5.843164938568179e-07,5.232684952005684e-09
1957,5.009466179650701e-07,1.7670075402875796e-09
1958,6.444077458311881e-07,9.099467679352102e-09
1959,4.7512084933032384e-07,7.750747821333448e-10
1960,5.294437523950535e-07,4.0832915715327545e-08
1961,4.3703921681625957e-07,2.08444772553662e-09
1962,4.7564672556177356e-07,5.707760764028791e-09
1963,4.4615768057809646e-07,4.526237051827309e-09
1964,4.7637472228023725e-07,7.057403195176448e-08
1965,4.5801002546141945e-07,8.20806533852192e-09
1966,5.383980679063427e-07,7.20079718075084e-09
1967,5.166991521310393e-07,3.451234797946512e-09
1968,4.051256959902716e-07,8.084548142051062e-09
1969,4.514507359054676e-07,8.175163657142548e-09
1970,3.7893495408169997e-07,5.978342543233595e-09
1971,4.3933299265219716e-07,2.569198631618974e-09
1972,3.729616903092037e-07,1.487742551375959e-08
1973,4.1018235097389777e-07,6.615844760915479e-09
1974,4.0672883683257055e-07,5.06301445213353e-09
1975,4.1065541767082436e-07,3.998036124386317e-09
1976,4.079458255645818e-07,1.7140580621521906e-09
1977,4.01384201875743e-07,1.116588582705802e-08
1978,3.386137139571588e-07,5.346532216954358e-09
1979,3.440960313350061e-07,7.0223681314374176e-09
1980,3.2234804003827833e-07,7.95921106799824e-09
1981,2.859148393596911e-07,5.06043967840597e-09
1982,3.0478835211233957e-07,5.586751949948621e-09
1983,2.7345319608684804e-07,3.1576580239445207e-09
1984,2.52836773739773e-07,6.3789091786503604e-09
1985,3.0739501566401373e-07,9.624892882698077e-09
1986,2.673540528963514e-07,1.2588419195935785e-08
1987,3.611492629396196e-07,4.277571630240118e-09
1988,2.5065594289053195e-07,8.395175166153734e-09
1989,1.909866496063728e-07,3.841685636274406e-09
1990,2.2557414969259781e-07,3.269190529398003e-09
1991,2.3035557727979494e-07,4.689171995142516e-09
1992,1.630943504693505e-07,1.1019888335184191e-09
1993,2.2046045700108152e-07,1.0524494165053966e-08
1994,1.524453796530878e-07,6.857404422078162e-09
1995,2.125600774283143e-07,6.506940986028553e-09
1996,2.0605035411236372e-07,1.1743802375008272e-08
1997,1.0980308384755944e-07,1.2466725984872085e-08
1998,1.316003657159115e-07,5.244942036242151e-09
1999,1.6955446535682483e-07,6.398281571229347e-09
2000,1.9483518709506598e-07,1.192868515076384e-08
2001,1.296838689768265e-07,3.943090742808408e-09
2002,1.305603966050839e-07,7.00995456126563e-09
2003,1.5042591949843143e-07,1.2917460878725251e-08
2004,1.700249482594618e-07,6.6071870752359985e-09
2005,1.5763123639711552e-07,4.954124332989807e-09
2006,2.2442499875152677e-07,3.7061009261485367e-09
2007,1.6417310089167358e-07,1.0785094428644726e-08
2008,1.4092124867026712e-07,8.514879357157668e-09
2009,2.5891284249901503e-07,6.675469510497578e-09
2010,2.116259318896141e-07,8.502827608669605e-09
2011,2.2255517517777434e-07,9.177532511728259e-09
2012,2.291062098924712e-07,8.170206733382201e-09
2013,1.5284404897286663e-07,6.693900211907078e-09
2014,1.4768336260850834e-07,1.0610681222544827e-08
2015,2.0569820136095984e-07,8.422986752520956e-09
2016,1.6715714334925025e-07,3.5212781579474495e-09
2017,1.4439609019589739e-07,3.018733707449428e-09
2018,1.3449441449431276e-07,3.872200171617379e-09
2019,1.9004859225235649e-07,5.6121731151215215e-09
