year,un_DET athée_NOUN,un_DET maté_NOUN
1982,2.1912482672803435e-07,8.690503427999374e-09
1983,2.1093155133655728e-07,8.209910418166544e-09
1984,2.0760450070156367e-07,8.69851302098823e-09
1985,2.1234920044577166e-07,9.624892882698077e-09
1986,2.074091991488558e-07,6.593933898901838e-09
1987,1.9676830564918646e-07,1.099947066762752e-08
1988,1.9728662303819533e-07,8.395175221664886e-09
1989,2.1897607771492744e-07,8.780995486290522e-09
1990,2.1631144564437932e-07,9.262707045820662e-09
1991,2.145296305045008e-07,3.5168792322792797e-09
1992,1.8513412447518363e-07,8.264915862810085e-09
1993,2.21568295710739e-07,4.431365774326679e-09
1994,2.025571874675336e-07,1.2132331528302842e-08
1995,1.946659891061131e-07,5.422450655157007e-09
1996,2.1565891916708324e-07,9.074756945892659e-09
1997,2.0138557355053877e-07,1.2466725429760572e-08
1998,2.5747896770234036e-07,1.2397135651376345e-08
1999,2.5456021024439224e-07,1.873782518035938e-08
2000,2.421081211068099e-07,1.0603275590881367e-08
2001,2.5191968289206557e-07,1.3143635069212678e-09
2002,2.361478417256535e-07,4.8193434798449175e-09
2003,2.2209699501729574e-07,9.58392298855415e-09
2004,2.7662087642710276e-07,1.101197835695622e-08
2005,2.5671373604652103e-07,6.305249322657858e-09
2006,2.676628438891271e-07,9.882935525507008e-09
2007,3.083738162601435e-07,4.7933754743212376e-09
2008,2.3373344326671486e-07,1.5326783397995314e-08
2009,2.8513792038609154e-07,1.4781396995289242e-08
2010,2.522505440083478e-07,2.8342758806587653e-08
2011,2.1031845862107268e-07,1.7972667687438104e-08
2012,2.2876578587016638e-07,2.382976976855744e-08
2013,2.3540215332573666e-07,3.068037479625474e-08
2014,3.116075681930397e-07,2.7068065455715384e-08
2015,2.7108715699997177e-07,2.127912368532492e-08
2016,2.769381670653104e-07,1.6363586180512257e-08
2017,2.5080645527086887e-07,2.364674611676776e-08
2018,2.2897610185701467e-07,2.0135441147761668e-08
2019,2.8596573753425503e-07,1.68365186237196e-08
