year,un_DET athée_NOUN,un_DET maté_NOUN
1800,8.206269654920106e-07,1.2576657937302116e-08
1801,3.3098437524081703e-07,0.0
1802,6.154060372409731e-07,0.0
1803,3.569120750057664e-07,0.0
1804,7.267242025932319e-07,2.4718509461507665e-09
1805,4.0937439615973403e-07,0.0
1806,5.331088095417158e-07,0.0
1807,2.2490945106312665e-07,0.0
1808,2.5153421034929124e-07,0.0
1809,2.3268014248678526e-07,0.0
1810,2.3401267590372754e-07,0.0
1811,2.1059444277327088e-07,0.0
1812,4.0541565793361656e-07,0.0
1813,2.415622994966782e-07,2.8757416448144113e-09
1814,1.6048053330663947e-07,0.0
1815,2.778140275605523e-07,0.0
1816,7.485860802347588e-07,4.6352077731626196e-09
1817,5.355644603355358e-07,0.0
1818,4.4108355456984327e-07,0.0
1819,5.682726715861008e-07,2.070210003424222e-09
1820,6.716428160302712e-07,0.0
1821,9.427582590149086e-07,9.86148829262845e-10
1822,4.792244254758771e-07,0.0
1823,3.794951766167287e-07,0.0
1824,3.461077380251254e-07,1.6842225392110777e-09
1825,4.314667005900219e-07,0.0
1826,3.8667051960317167e-07,0.0
1827,4.673157523171767e-07,2.7651818612639545e-09
1828,3.522163645186538e-07,1.8344602503717056e-09
1829,4.1151245044890317e-07,1.714635211591542e-09
1830,5.875938562382998e-07,2.0873671680021744e-09
1831,5.831111111742615e-07,0.0
1832,4.004870933771443e-07,0.0
1833,5.258967448185103e-07,0.0
1834,4.19120445682708e-07,0.0
1835,2.6848961454106757e-07,1.663879345414898e-08
1836,3.165473181354628e-07,6.720749901045764e-09
1837,2.3448092800748555e-07,0.0
1838,3.2570756580696525e-07,3.787297142565649e-09
1839,2.4749822324920956e-07,6.292327547896548e-09
1840,2.3440453755796398e-07,8.280594876453051e-09
1841,2.4141262899846083e-07,3.852329122366882e-09
1842,3.7499202720781e-07,2.683306021822318e-09
1843,5.333940791274472e-07,1.1813822142769936e-09
1844,3.578542016047237e-07,3.841992946007622e-09
1845,2.823595275924795e-07,7.254296274794569e-09
1846,2.903832552192398e-07,1.7563503984519002e-09
1847,3.41930377345534e-07,6.47186837454683e-09
1848,2.992822378811155e-07,3.218088684420195e-09
1849,2.279200934651726e-07,0.0
1850,3.496332841024241e-07,6.788996032014438e-09
1851,3.656831737419708e-07,3.2247193804124663e-09
1852,3.7761164706218153e-07,2.6042181744401205e-09
1853,3.624962694459555e-07,2.9859659189668264e-09
1854,3.2317033138440365e-07,3.117398783558656e-09
1855,4.601114547142515e-07,4.776243400783642e-09
1856,2.9820609803721254e-07,3.6240323519898254e-09
1857,3.9344963043141945e-07,2.4407544874094356e-09
1858,3.655575855354698e-07,5.872411001917044e-09
1859,3.859867268030115e-07,2.5460866748261424e-09
1860,3.107907922128561e-07,9.612086238064421e-09
1861,2.971057100897845e-07,7.073945873514731e-09
1862,2.435194597083523e-07,4.066187830886747e-09
1863,4.065621285187504e-07,2.4973103585068657e-09
1864,3.140546860347371e-07,5.274200631788517e-09
1865,3.1159309732409213e-07,1.4120533631256649e-09
1866,4.0871148154764114e-07,5.352174259343201e-09
1867,2.960215059744087e-07,1.4073153309368536e-08
1868,4.0408169788008763e-07,4.44588676984381e-09
1869,3.647988746635633e-07,5.860222973552709e-09
1870,3.5551103216846514e-07,1.1468097582678638e-09
1871,2.59156714754738e-07,2.1242354542039266e-09
1872,2.709208068996105e-07,2.4794090336399677e-08
1873,2.460247818802941e-07,7.781805422268917e-09
1874,1.911874946136649e-07,4.182226565063729e-09
1875,4.439904918163151e-07,8.58229043387837e-09
1876,3.7243451234125757e-07,1.209202959984168e-09
1877,3.259397906019146e-07,3.710889595609501e-09
1878,2.258619176132015e-07,7.850815109122777e-09
1879,4.417042038795671e-07,7.94212251520321e-09
1880,5.070098367809805e-07,5.776061406947974e-09
1881,3.0260682870597577e-07,5.5780060570498335e-09
1882,2.895092534593857e-07,1.5307385581309063e-08
1883,3.064879456893266e-07,3.791603475633565e-09
1884,2.7331026419830096e-07,3.9610181801208455e-09
1885,1.882125553742675e-07,6.445635580831777e-09
1886,2.52975779879705e-07,5.808117542471791e-09
1887,1.8280988633989637e-07,3.9173548849191775e-09
1888,2.1748308576263753e-07,8.242799109936527e-09
1889,1.9985785826293068e-07,8.14467782106476e-09
1890,2.3726878373153681e-07,6.554386366985909e-09
1891,2.26922228119264e-07,4.461953917456185e-09
1892,2.657849365039766e-07,9.402768563759878e-09
1893,2.407940806747888e-07,2.463366621796581e-09
1894,1.7644310212894254e-07,4.411077725308132e-09
1895,1.9921613714224407e-07,8.426059849853118e-09
1896,1.828079016497064e-07,5.307326134129653e-09
1897,1.3168372736682699e-07,8.157399200570126e-09
1898,1.8276485769241901e-07,1.1316709680464498e-08
1899,1.3708394597244933e-07,4.9748205555033564e-09
1900,1.6559459536935606e-07,8.305684695564253e-09
1901,1.9057600347816006e-07,1.2854099118442264e-08
1902,1.53691877891049e-07,5.4013122863239005e-09
1903,1.3392546849289033e-07,4.860198465905796e-09
1904,2.3325874032309457e-07,8.061937784020756e-09
1905,1.7959442111248336e-07,4.64468330463319e-09
1906,2.2119994014246913e-07,7.201858220895474e-09
1907,2.6279929765671284e-07,8.742834012309686e-09
1908,2.24941612003704e-07,1.0313916831705683e-08
1909,2.0463658145786212e-07,1.3752458727367411e-08
1910,2.5651923230007867e-07,1.068830179917768e-08
1911,2.4420518007772785e-07,1.4897047151407605e-08
1912,2.453637426569344e-07,7.293189607793238e-09
1913,2.3227095069522363e-07,8.484783542428431e-09
1914,2.0759905483558327e-07,9.375441145653696e-09
1915,1.3076645133391906e-07,1.295883844676382e-08
1916,1.395407744908539e-07,1.3184954461564757e-08
1917,1.6120643930861434e-07,1.7546279096336548e-08
1918,1.2290422457539307e-07,2.756730310693456e-08
1919,1.4916715063151287e-07,2.762354434082681e-08
1920,1.9536358086824634e-07,2.2716694303426266e-08
1921,1.7568773769127688e-07,1.817459427400081e-08
1922,1.9256412198132011e-07,1.5493664740073854e-08
1923,2.3567404738855657e-07,1.5923921736771263e-08
1924,1.9337436829580668e-07,3.867487219366694e-09
1925,2.4855882774232896e-07,1.0998178368026856e-08
1926,2.050889487126284e-07,6.687683296036084e-09
1927,1.6723837825693977e-07,6.689535148041159e-09
1928,2.2280780864747385e-07,6.8556245125250825e-09
1929,1.8715882998954214e-07,1.1140406597220931e-08
1930,2.6469080904867326e-07,7.352522590764465e-09
1931,1.7336141944213068e-07,3.4216069977333063e-09
1932,1.4466588560413385e-07,1.3151444377967891e-08
1933,2.1220724644166467e-07,6.882397318719313e-09
1934,1.7732739188147661e-07,5.990790086229936e-09
1935,2.321847150099643e-07,1.3165112555668657e-08
1936,1.9763285274976283e-07,2.424942913137329e-09
1937,1.5235252348588801e-07,1.510934133364117e-08
1938,1.426173517060647e-07,9.075650453382877e-09
1939,2.401165906107394e-07,1.988226472349197e-08
1940,1.5214697723919812e-07,2.5357829169792012e-09
1941,2.0070218376133653e-07,5.9030051957620344e-09
1942,2.3666852189130339e-07,1.5171058853624686e-08
1943,3.658076392909493e-07,0.0
1944,1.7993841971986058e-07,2.2492303131116387e-08
1945,2.2874293037489224e-07,2.3963544037997053e-08
1946,2.645009766766293e-07,1.5313215584455975e-08
1947,2.8014046593582975e-07,1.1920871401116528e-08
1948,2.3265839366182206e-07,9.784699273041042e-09
1949,2.621141135250582e-07,1.0798709482173763e-08
1950,2.5737575093387477e-07,6.381216888229346e-09
1951,2.1962487628535143e-07,9.595261474260042e-09
1952,2.2460432536064445e-07,1.2653764258629963e-08
1953,2.6826829213622005e-07,8.619061908632375e-09
1954,3.899241991511815e-07,5.863521668203475e-09
1955,2.74059749560962e-07,1.1262729415761896e-08
1956,2.6948326636855313e-07,8.721141364631535e-09
1957,1.802347733281806e-07,3.534015080575159e-09
1958,2.1590554677430873e-07,1.0753916868111446e-08
1959,2.759266255480952e-07,1.4726420971555854e-08
1960,2.519183461835439e-07,8.997083078554624e-09
1961,2.980760260840043e-07,7.64297514166401e-09
1962,2.7904607424744654e-07,4.43936931660005e-09
1963,3.4011438998504673e-07,1.2285501505004959e-08
1964,3.455694139731236e-07,8.517555549758526e-09
1965,3.3762506745915744e-07,4.377634699181954e-09
1966,3.9327429579572026e-07,4.985167390003653e-09
1967,3.470956215778642e-07,6.902469706915326e-09
1968,3.548218447946283e-07,5.3896989093971115e-09
1969,2.538842593935442e-07,8.175163657142548e-09
1970,3.094941911641058e-07,7.3579600190498695e-09
1971,3.2474673350435523e-07,1.4387512736746544e-08
1972,2.385518282910226e-07,1.4364411160538992e-08
1973,2.376190888497831e-07,1.3783009900070198e-08
1974,2.042082507536236e-07,1.0688586016271984e-08
1975,2.2845920311098666e-07,9.709516302081056e-09
1976,2.313978342272094e-07,5.713526984862938e-09
1977,1.8688166109059878e-07,9.402850942308305e-09
1978,2.0910881159963424e-07,1.544553818177974e-08
1979,2.680203854410479e-07,1.2289143924704149e-08
1980,2.450299927403421e-07,8.527726136353664e-09
1981,2.1823145690547108e-07,9.488323904349727e-09
