year,son_DET oral_NOUN,son_DET moral_ADJ
1800,0.0,1.0375742931501009e-07
1801,0.0,1.6668277424969347e-08
1802,0.0,6.713520406265161e-08
1803,0.0,5.655983770225248e-08
1804,0.0,5.6852570651244605e-08
1805,0.0,2.842877711017877e-09
1806,0.0,3.7461699520235925e-08
1807,0.0,6.263301344233696e-08
1808,0.0,5.6651850321998154e-08
1809,0.0,7.002994450999722e-08
1810,0.0,2.106114038724627e-08
1811,2.5070767684098882e-09,7.521229861140455e-09
1812,1.3336041604361526e-08,2.400487453257938e-08
1813,0.0,5.176335093892703e-08
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,0.0,4.315557688983063e-08
1816,2.3176038865813098e-09,5.7940097164532745e-08
1817,1.556873407970727e-09,1.2143612693193973e-07
1818,0.0,1.3113295338484932e-08
1819,3.1053151161586356e-09,3.001804671498576e-08
1820,0.0,2.3732961373923445e-08
1821,0.0,2.9584465099929957e-08
1822,7.017931125119503e-09,3.709477880420309e-08
1823,9.882686891060644e-10,7.313188499225021e-08
1824,4.210556348027694e-09,7.494790565942822e-08
1825,1.7610886082763955e-09,6.251864581585664e-08
1826,0.0,3.6112737245019844e-08
1827,0.0,4.885154802902747e-08
1828,9.172301251858528e-10,2.6599672908744765e-08
1829,0.0,5.143905729143583e-08
1830,0.0,3.235419265834594e-08
1831,0.0,3.430065276255334e-08
1832,0.0,2.4353944638733083e-08
1833,3.4750886612755494e-09,4.749287596528262e-08
1834,0.0,5.974099681615996e-08
1835,0.0,4.235329242874286e-08
1836,1.3441500135158435e-09,4.1668651085124964e-08
1837,0.0,4.1747345913556444e-08
1838,5.049729523420865e-09,4.102905282188374e-08
1839,2.0974426639952526e-09,4.6842883349995645e-08
1840,6.369688665408546e-10,4.076600601532476e-08
1841,0.0,5.906904654295886e-08
1842,0.0,5.0982813082356415e-08
1843,0.0,4.548321630437613e-08
1844,2.7442805805577564e-09,2.6893949733874933e-08
1845,0.0,5.524425761294083e-08
1846,5.854501328173001e-10,4.9177811156653206e-08
1847,5.9325460100012606e-09,2.9123408573639153e-08
1848,0.0,5.712107231659047e-08
1849,0.0,2.8490011017012762e-08
1850,0.0,3.937617609750532e-08
1851,1.2898877521649865e-09,3.4826967976187007e-08
1852,6.510545436100301e-10,4.557381672043448e-08
1853,1.1943863675867306e-09,5.1358612918050994e-08
1854,0.0,2.286092382064453e-08
1855,5.306937111981824e-10,5.890700194299825e-08
1856,0.0,3.416944921452725e-08
1857,1.4644527812635033e-09,5.0279545193987474e-08
1858,0.0,3.6702568761981524e-08
1859,0.0,4.8884862380305094e-08
1860,0.0,3.02094138038278e-08
1861,0.0,2.216502914542673e-08
1862,0.0,3.34330999551824e-08
1863,0.0,5.094513311210136e-08
1864,9.589455896019672e-10,4.6508859652405476e-08
1865,4.23615986733239e-09,2.635832907493807e-08
1866,0.0,4.379051726788319e-08
1867,0.0,3.34843974769683e-08
1868,4.93987406535723e-10,3.4579116792166076e-08
1869,0.0,3.662639258550371e-08
1870,0.0,4.4152174805134337e-08
1871,0.0,5.8416475212652585e-08
1872,0.0,2.8422494358082417e-08
1873,5.986004469882289e-10,3.23244258026989e-08
1874,0.0,5.0784177918483664e-08
1875,3.432916173551348e-09,4.920513418937844e-08
1876,0.0,3.023007355551499e-08
1877,0.0,2.2265338017746217e-08
1878,3.6234530931267273e-09,1.509772218355465e-08
1879,6.10932526790009e-10,2.4437301737734174e-08
1880,6.417846254436199e-10,2.0537108902374257e-08
1881,4.8807553554297556e-09,1.8128519130300447e-08
1882,0.0,2.3959386918903647e-08
1883,0.0,4.1707637010723886e-08
1884,0.0,2.8387296957532726e-08
1885,5.80107206715752e-09,1.99814709223034e-08
1886,2.5813855497602844e-09,2.8395241213896583e-08
1887,0.0,1.632231128034789e-08
1888,0.0,3.106901269589457e-08
1889,2.5060546970934183e-09,2.8819629349641218e-08
1890,3.2771931834929546e-09,2.0318598914492725e-08
1891,0.0,5.035633865446698e-08
1892,6.268512375839919e-10,2.38203474722809e-08
1893,4.310891643655168e-09,3.38712916048145e-08
1894,0.0,1.638400237702342e-08
1895,1.8055843487019274e-09,2.9491211250842753e-08
1896,0.0,3.597187830939319e-08
1897,5.826713556089658e-10,1.631479795705104e-08
1898,0.0,3.9042650223919395e-08
1899,1.1055156790007459e-09,1.9899282222013426e-08
1900,0.0,2.2840634161802598e-08
1901,1.1177477832191585e-09,3.017918981385037e-08
1902,1.9641135384773634e-09,2.798861853392509e-08
1903,5.400220270956879e-10,3.0241231741001684e-08
1904,2.6873125946735854e-09,2.5260737501753283e-08
1905,1.0321518084666081e-09,1.4966200723165457e-08
1906,0.0,3.240836177198503e-08
1907,0.0,2.4171364243485982e-08
1908,0.0,2.3083528866152392e-08
1909,0.0,2.2554033307642385e-08
1910,0.0,3.0996074928957285e-08
1911,0.0,4.0434844805758985e-08
1912,1.5628263128064646e-09,5.469892228049389e-08
1913,0.0,3.2878534672597937e-08
1914,0.0,6.094036786308266e-08
1915,4.712304768617059e-09,4.358881955379701e-08
1916,1.4283700444650549e-08,6.592477164168997e-08
1917,0.0,8.005489959828083e-08
1918,0.0,8.499918191517963e-08
1919,0.0,5.524709045801046e-08
1920,0.0,5.906340572181534e-08
1921,7.572747429129834e-10,2.423279099605935e-08
1922,0.0,3.46762982772475e-08
1923,1.4862327368803108e-08,3.1847844361720945e-08
1924,0.0,2.4494086314774677e-08
1925,6.598906754362588e-09,3.4094350676028284e-08
1926,8.916910765321973e-09,2.8979960653430226e-08
1927,3.3447675740205796e-09,4.0137208334734e-08
1928,3.4278122562625413e-09,3.427812300671462e-08
1929,1.1140406375176326e-09,2.7851016382030025e-08
1930,5.2518016602221e-09,4.3064774857271004e-08
1931,1.1405356659111021e-08,4.904303452235581e-08
1932,2.1919073223131136e-09,3.9454331801636044e-08
1933,0.0,3.6706120143392695e-08
1934,4.7926320689839486e-09,2.995395043114968e-08
1935,0.0,3.949533855518439e-08
1936,7.274828739411987e-09,4.849885870683579e-08
1937,2.5182236296217297e-09,2.5182236629284205e-08
1938,1.2965214457594243e-09,2.7226950249925608e-08
1939,0.0,3.8235127064467633e-08
1940,0.0,2.282204625281281e-08
1941,0.0,3.246652813260198e-08
1942,0.0,4.5513175450651033e-08
1943,0.0,3.774205858952939e-08
1944,9.639558484764166e-09,5.7837349132228155e-08
1945,4.357008087652048e-09,6.535512087069151e-08
1946,5.568441707737293e-09,6.542919006591319e-08
1947,2.3841741914054637e-09,4.7683482495841645e-08
1948,2.174377566888097e-09,5.218506071713591e-08
1949,6.8719057111366055e-09,5.2030145081261026e-08
1950,4.2541445921528975e-09,3.509669355139522e-08
1951,6.396841278899501e-09,3.731490538783078e-08
1952,5.272402070488624e-09,3.690681271706353e-08
1953,7.54167928107563e-09,3.878578014315792e-08
1954,2.247683283940205e-08,3.224936984125293e-08
1955,1.0324168187025862e-08,2.4402580400817442e-08
1956,8.72114114258693e-09,3.314033847345854e-08
1957,2.1204090927540165e-08,2.8272120644601273e-08
1958,1.0753916868111446e-08,3.391619873838181e-08
1959,3.8753737996444215e-09,4.262911179608864e-08
1960,3.460416619915918e-09,3.252791702657021e-08
1961,2.779263708063695e-09,5.350082599164807e-08
1962,6.341956293454132e-09,4.312530288430594e-08
1963,7.759263453976928e-09,2.651081887350415e-08
1964,4.867174663303331e-09,3.8937396862337437e-08
1965,3.830430195250756e-09,3.611548504700579e-08
1966,7.200797291773142e-09,4.375869133710353e-08
1967,4.930335695263466e-09,5.521976031985787e-08
1968,4.042274071025531e-09,4.760900829126058e-08
1969,5.904285060864822e-09,2.5433843364730535e-08
1970,2.7592350626548523e-09,3.678980098342777e-08
1971,1.0276794526475896e-08,4.7273257974822513e-08
1972,0.0,3.5911029261370686e-08
1973,5.513203671370093e-09,5.072147590823306e-08
1974,9.00091468025721e-09,4.2754345841444774e-08
1975,1.0851811893530794e-08,3.369773349248817e-08
1976,4.570821499072508e-09,3.256710234822435e-08
1977,3.526069214387917e-09,2.291944989352146e-08
1978,6.534650598410963e-09,3.029701556300779e-08
1979,3.5111840102075575e-09,3.6867433550469286e-08
1980,9.664756106531058e-09,3.638496304247951e-08
1981,4.427884725544118e-09,3.542307780435294e-08
1982,9.311253101884631e-09,3.041676110981939e-08
1983,5.052252838311233e-09,3.726036634787988e-08
1984,2.3196033982486597e-09,3.769355427785115e-08
1985,1.8046674155058895e-09,3.849957053159159e-08
1986,7.1933827783254856e-09,3.0571875031526474e-08
1987,1.8332451112712533e-09,3.238733015109574e-08
1988,7.795519785247507e-09,2.3386560021876335e-08
1989,5.488121956886971e-09,4.1709730336236817e-08
1990,8.717841559757744e-09,4.3589208464922535e-08
1991,4.68917216167597e-09,2.813503263698891e-08
1992,1.1019888335184191e-09,2.810071619840926e-08
1993,7.200969598386564e-09,3.600484932420045e-08
1994,7.384897138251745e-09,3.745197885152152e-08
1995,1.1929391696696712e-08,3.470368570290816e-08
1996,6.4057106285986265e-09,3.57652161220301e-08
1997,1.4384683666435194e-08,3.356426248046773e-08
1998,8.582632382569955e-09,4.005228415593365e-08
1999,1.0968483010742602e-08,4.341691184350793e-08
2000,9.277866475088103e-09,4.638932971090526e-08
2001,9.638665865452367e-09,3.242096746625123e-08
2002,1.2267419968736704e-08,2.5849206941597203e-08
2003,5.8336921959778465e-09,4.833630606881911e-08
2004,1.0571499231559756e-08,4.184551549712978e-08
2005,1.7114247796712334e-08,4.008337217697999e-08
2006,1.1530091548195287e-08,4.6943944731481224e-08
2007,1.078509459517818e-08,5.991719120856942e-08
2008,1.702975893635994e-08,6.726754619990061e-08
2009,1.8119131084404216e-08,8.582746424679044e-08
2010,1.9839930587295385e-08,8.73901733200455e-08
2011,2.1796640936599943e-08,8.795135286732148e-08
