year,bon_ADJ arbre_NOUN,bon_ADJ marbre_NOUN
1800,9.432493763839034e-08,3.144164484325529e-09
1801,1.381085894536227e-07,4.7623651688866175e-09
1802,8.280008501060365e-08,6.713520406265161e-09
1803,1.4237475909339992e-07,3.900678446910888e-09
1804,1.408955085935304e-07,0.0
1805,1.506725197941705e-07,0.0
1806,2.5935023018064385e-08,2.0171682990621775e-08
1807,5.693910054560547e-08,0.0
1808,4.758755522971114e-08,4.5321479902327155e-09
1809,3.162642769893864e-08,6.7770917766551975e-09
1810,3.978215445954447e-08,0.0
1811,3.5099075645916855e-08,0.0
1812,5.3344166417446104e-08,0.0
1813,2.5881674803329702e-08,0.0
1814,3.461344899591268e-08,0.0
1815,6.203614333344376e-08,0.0
1816,1.4369143741532753e-07,0.0
1817,4.047870949541732e-08,0.0
1818,2.8610825708597076e-08,1.1921177378582115e-09
1819,1.1386155307491208e-07,2.070210003424222e-09
1820,2.3732962262101864e-08,0.0
1821,9.368413600441272e-08,0.0
1822,4.511527151862538e-08,0.0
1823,7.115534828017189e-08,0.0
1824,1.0021123841852386e-07,0.0
1825,7.572680682521593e-08,1.7610886082763955e-09
1826,4.492072136486058e-08,0.0
1827,4.608636672287503e-08,0.0
1828,6.512333783348367e-08,9.172301251858528e-10
1829,7.630126930280312e-08,1.2859763920403111e-08
1830,4.905312778191728e-08,0.0
1831,6.860130952190957e-08,0.0
1832,1.0147476814381662e-07,0.0
1833,4.6334513115198206e-08,0.0
1834,7.560969805808782e-08,0.0
1835,6.579886502322552e-08,7.563087933704082e-10
1836,9.073012563476368e-08,0.0
1837,8.140732177253085e-08,0.0
1838,4.607878167917079e-08,1.2624323808552163e-09
1839,6.641901251214222e-08,2.7965900706306e-09
1840,5.159447979963261e-08,0.0
1841,4.55858959469424e-08,5.778493683550323e-09
1842,6.708265232191479e-08,1.341653010911159e-09
1843,5.316219997553162e-08,0.0
1844,1.0977122855138077e-07,1.097712254427563e-09
1845,9.095771247302764e-08,5.580227946389016e-10
1846,8.254846606270405e-08,5.854501328173001e-09
1847,8.14376752700241e-08,1.0786447290911383e-09
1848,7.723412664972784e-08,8.045221711050488e-10
1849,4.4410899846525353e-08,8.379414939696517e-10
1850,4.412847331991543e-08,0.0
1851,5.997978291816253e-08,0.0
1852,4.8829090104618444e-08,0.0
1853,1.0212003331844244e-07,3.5831591027601917e-09
1854,1.0391328619796525e-07,1.0391328908454511e-09
1855,7.588920425405377e-08,1.5920811335945473e-09
1856,9.629572317315649e-08,5.177189232874468e-10
1857,5.906625943907784e-08,1.4644527812635033e-09
1858,6.900083349137276e-08,0.0
1859,6.517981798737082e-08,5.092173349652285e-09
1860,6.59114505197067e-08,4.577183909670879e-10
1861,8.913171206659243e-08,0.0
1862,4.924605082057276e-08,1.3553959066214816e-09
1863,7.641769883548477e-08,4.994620828036034e-10
1864,8.822299690791624e-08,5.753673537611803e-09
1865,6.82492427017678e-08,0.0
1866,1.3039841917361628e-07,4.865612912574591e-10
1867,5.386620927083641e-08,9.7056229719783e-10
1868,7.903798859842937e-08,0.0
1869,8.204312251791634e-08,7.325278605918584e-09
1870,1.0321287913228616e-07,0.0
1871,1.0939812344901156e-07,0.0
1872,1.245751946044038e-07,0.0
1873,1.520445067626497e-07,1.7958012854535355e-09
1874,4.062734149101743e-08,0.0
1875,6.579756250957303e-08,2.2886108563824337e-09
1876,3.9903697679477546e-08,6.650616057868319e-09
1877,3.3398006138440905e-08,3.0924081073635534e-09
1878,4.8312710054787544e-08,3.0195443923020093e-09
1879,4.8874601143999996e-08,1.221865053580018e-09
1880,4.813384535395926e-08,0.0
1881,5.299105865219644e-08,0.0
1882,4.791877472598571e-08,4.6587693702804245e-09
1883,3.5388296737437486e-08,0.0
1884,4.357119909315088e-08,5.941527270181268e-09
1885,3.480643340214584e-08,0.0
1886,3.1621972595985426e-08,6.453463874400711e-10
1887,3.133883907935342e-08,0.0
1888,3.4873380627686856e-08,2.53624587998047e-09
1889,4.573549716724301e-08,6.265136742733546e-10
1890,3.604912635069013e-08,1.9663159989136147e-09
1891,3.378336543846672e-08,2.5496880162734215e-09
1892,2.0059239380643135e-08,1.2537024751679837e-09
1893,1.662772453059347e-08,6.158416554491453e-10
1894,2.3945848415252158e-08,1.2603078580752936e-09
1895,2.347259631108045e-08,1.2037228991346183e-09
1896,4.0689499325452516e-08,0.0
1897,2.4472196713531957e-08,6.992056267307589e-09
1898,1.867257104493092e-08,1.13167097914868e-09
1899,2.8743407654019393e-08,2.2110313580014918e-09
1900,2.803168719367477e-08,5.191053142894475e-10
1901,3.073806453812722e-08,1.1177477832191585e-09
1902,2.6024505217492333e-08,9.820567692386817e-10
1903,3.94216073118514e-08,5.400220270956879e-10
1904,2.418581246388385e-08,5.374625189347171e-10
1905,7.07023986024069e-08,4.64468330463319e-09
1906,2.674975946304059e-08,1.5432553013283723e-09
1907,2.828563872014911e-08,4.6285588695127444e-09
1908,3.290630679053663e-08,0.0
1909,2.4754425786976952e-08,7.701377313651392e-09
1910,3.366815093386322e-08,0.0
1911,3.458243114096149e-08,3.1922244847493175e-09
1912,2.917275843117295e-08,4.688478938419394e-09
1913,2.280285626987677e-08,5.30298971401777e-10
1914,2.9465672568562695e-08,0.0
1915,3.652036184575991e-08,0.0
1916,2.0876177675432928e-08,0.0
1917,3.289927263949721e-08,0.0
1918,1.8378202071289707e-08,1.1486376294556067e-09
1919,2.6702760891339494e-08,3.6831393490643904e-09
1920,6.815008557481406e-09,4.543339038320937e-09
1921,1.8931869405491852e-08,0.0
1922,3.0249535931670124e-08,0.0
1923,3.715581797791856e-08,2.1231896241147297e-09
1924,3.9964035636330664e-08,0.0
1925,2.3096173862313663e-08,0.0
1926,3.4553028882555736e-08,0.0
1927,4.6826745148109694e-08,3.3447675740205796e-09
1928,1.9424270192303084e-08,5.713020723163709e-09
1929,1.7824650200282122e-08,0.0
1930,2.2057568216382606e-08,0.0
1931,3.877821086462063e-08,0.0
1932,2.4110979879310435e-08,5.4797681947604815e-09
1933,2.408838994938378e-08,0.0
1934,1.7972370258689807e-08,2.3963160344919743e-09
1935,2.2739740757060645e-08,4.787313656606784e-09
1936,5.577368611398015e-08,1.2124714565686645e-09
1937,1.0072894518486919e-08,3.777335333410292e-09
1938,3.1116513810047763e-08,0.0
1939,3.976452944698394e-08,0.0
1940,2.028626333583361e-08,0.0
1941,2.066051774107791e-08,2.9515025978810172e-09
1942,3.034211815133858e-08,0.0
1943,4.3548528338988035e-08,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,4.574858669670334e-08,0.0
1946,4.1763314584386535e-08,1.3921104269343232e-09
1947,3.337843779149807e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,3.141442661558358e-08,0.0
1950,3.084254984742074e-08,0.0
1951,1.8124383771578323e-08,0.0
1952,2.6362009464264702e-08,0.0
1953,1.939288907237824e-08,0.0
1954,2.14995790059902e-08,0.0
1955,2.440258128899586e-08,0.0
1956,2.0058624983221307e-08,0.0
1957,2.6505112771246786e-08,0.0
1958,2.2335058080802384e-08,0.0
1959,3.1778064624177205e-08,7.750747821333448e-10
1960,2.2146666722733244e-08,6.920833350854139e-10
1961,2.431855783413539e-08,1.3896318540318475e-09
1962,1.4586500007851555e-08,0.0
1963,2.2631185814248056e-08,6.466053248388448e-10
1964,3.102823953327061e-08,6.083968329129164e-10
1965,1.91521518644322e-08,1.6416130677043839e-09
1966,2.3818022332200428e-08,1.6617224263271169e-09
1967,3.697751654874182e-08,9.860671168482327e-10
1968,2.784677910483424e-08,1.3474247273492779e-09
1969,2.9521425720657746e-08,1.3625273131978588e-09
1970,2.2533752641606952e-08,0.0
1971,2.363662865434435e-08,2.0553589941130213e-09
