year,bon_ADJ arbre_NOUN,bon_ADJ marbre_NOUN
1972,2.7189777540570503e-08,1.0260293725750103e-09
1973,1.6539610570021068e-08,2.205281512956958e-09
1974,2.1377172032543967e-08,2.812785782069227e-09
1975,1.9990180177842376e-08,2.2845920710778955e-09
1976,3.828062844490887e-08,0.0
1977,2.9971587878208084e-08,0.0
1978,1.8415833413776284e-08,0.0
1979,1.521513048885481e-08,0.0
1980,1.4212877097463661e-08,0.0
1981,1.8976647808699454e-08,0.0
1982,1.924325765401136e-08,6.207502289967692e-10
1983,2.0209011353244932e-08,2.5261264191556165e-09
1984,2.9574943938293075e-08,1.739702604197646e-09
1985,2.586689906713957e-08,1.2031116103372597e-09
1986,3.476801424540099e-08,5.994485463567401e-10
1987,3.11651664475221e-08,0.0
1988,2.1587593934668803e-08,0.0
1989,3.677041870986386e-08,0.0
1990,2.7243254763220648e-08,0.0
1991,4.396098773895574e-08,0.0
1992,2.2039776226279173e-08,2.2039776670368383e-09
1993,2.492643363938285e-08,1.1078414852150331e-09
1994,1.6879765141197822e-08,5.274926606624319e-10
1995,2.657000813810484e-08,1.626735190995987e-09
1996,2.882569738460461e-08,1.067618438099771e-09
1997,2.6371919759071716e-08,0.0
1998,2.765514928171342e-08,9.536258449571733e-10
1999,2.422206613061917e-08,4.570201161957499e-10
2000,3.755326716259333e-08,1.7672125984802278e-09
2001,3.504969470213837e-08,0.0
2002,3.7240382666503535e-08,1.752488598683044e-09
2003,1.6250998602362898e-08,0.0
2004,3.3476414001976096e-08,1.3214374039449694e-09
2005,2.9724746553050352e-08,0.0
2006,2.5119128110873135e-08,1.2353669198716943e-09
2007,3.914589896680809e-08,7.988958938831558e-10
2008,2.3415918093405708e-08,8.514879357157668e-10
2009,2.7178697958873954e-08,0.0
2010,3.0704654652158325e-08,4.723793023408973e-10
2011,2.8297391957421425e-08,1.1471915639660324e-09
2012,4.4255283881966534e-08,6.808505426114664e-10
2013,4.0442312609911824e-08,1.1156500168141292e-09
2014,2.793424336289263e-08,4.330890368553497e-10
2015,3.480023380575403e-08,1.10828768384863e-09
2016,3.500564516034643e-08,6.214020409345267e-10
2017,7.924175920992482e-08,0.0
2018,3.794755970565333e-08,0.0
2019,4.0050508132161156e-08,7.65296326310505e-10
