year,un_DET oral_NOUN,un_DET moral_NOUN
1929,0.0,2.4508894469477127e-08
1930,9.453243521306831e-09,1.8906485821368335e-08
1931,1.2545892325022123e-08,2.167017765231094e-08
1932,6.575722188983946e-09,2.4110979990332737e-08
1933,9.176529758292418e-09,6.882397540763918e-09
1934,7.188948103475923e-09,2.156684431042777e-08
1935,8.377798899061872e-09,1.4361940969820353e-08
1936,1.33371855781661e-08,1.9399543305098632e-08
1937,1.6368453259474336e-08,3.1477796369472344e-08
1938,5.186085783037697e-09,2.9819993585533666e-08
1939,6.117620188206274e-09,1.988226472349197e-08
1940,7.607348750937604e-09,2.2822046474857416e-08
1941,5.9030051957620344e-09,7.083605924051994e-08
1942,9.102635090130207e-09,1.2136847082899749e-08
1943,2.0322646676618206e-08,4.3548528338988035e-08
1944,9.639558484764166e-09,7.390327994016843e-08
1945,8.714016175304096e-09,7.189063211399116e-08
1946,1.1136883415474585e-08,2.7842208538686464e-08
1947,3.5762612871081956e-09,3.2186353138285995e-08
1948,2.174377655705939e-08,1.848220954059343e-08
1949,9.817008428392171e-09,3.1414426393538974e-08
1950,1.0635361036293034e-08,3.1906085995458966e-08
1951,1.2793682557799002e-08,3.3050344683260846e-08
1952,1.898064760919027e-08,2.952545175016752e-08
1953,2.8011951425099824e-08,2.5857185836919427e-08
1954,3.224936762080688e-08,1.5636057781875934e-08
1955,8.447047505910632e-09,2.627970197011109e-08
1956,1.8314396887930684e-08,2.093073914188892e-08
1957,1.501956425897788e-08,2.297109880089465e-08
1958,2.2335057803246627e-08,1.6544486669545222e-08
1959,1.860179499324488e-08,1.9376869886400527e-08
1960,3.5296249922822653e-08,2.837541629441276e-08
1961,3.265634729299194e-08,2.431855783413539e-08
1962,3.1709782188915625e-08,2.40994342814993e-08
1963,2.7157423421186877e-08,2.5864213881732212e-08
1964,1.7035111099517053e-08,2.1902286151398442e-08
1965,5.7456454705118176e-08,1.5868925951068036e-08
1966,2.99110034518435e-08,1.9386761307416123e-08
1967,1.9228308612007083e-08,2.0707408843190223e-08
1968,4.177016860174021e-08,2.9643344612306777e-08
1969,2.361714024345929e-08,2.906725035667357e-08
1970,2.0234390163409444e-08,2.9431840076199478e-08
1971,2.5691987315390463e-08,2.003974941544584e-08
1972,2.3598675014113724e-08,3.026786643545165e-08
1973,1.7090930948260308e-08,1.0475087464101307e-08
1974,3.037808854466917e-08,1.2938814464291681e-08
1975,2.7415104852934746e-08,2.4559364319998167e-08
1976,2.2282755085534234e-08,1.828328588526773e-08
1977,5.818013981695458e-08,1.586731068758951e-08
1978,3.3267311683182754e-08,1.663365545301332e-08
1979,4.681578791299046e-08,1.6385525825057812e-08
1980,2.8994268319593175e-08,2.0466542238750662e-08
1981,4.048351520680171e-08,1.9609204149340087e-08
1982,3.414126314993382e-08,2.1726258681020738e-08
1983,3.2839643893112225e-08,2.2735137661378246e-08
1984,4.3492564494318486e-08,1.5657322549600394e-08
1985,4.1507352221969995e-08,2.346067662362117e-08
1986,4.975423012476554e-08,2.0381250576129162e-08
1987,3.910922785621551e-08,1.5888123539031795e-08
1988,3.537966719591168e-08,2.0987938498251424e-08
1989,5.0490725267415826e-08,2.579417435200071e-08
1990,4.631353395234683e-08,2.0704873870958096e-08
1991,5.5097773898893365e-08,3.165191131415668e-08
1992,3.912060464461575e-08,2.5345743281945943e-08
1993,6.203912639168863e-08,2.1602909072715448e-08
1994,6.910153849126743e-08,1.9517228611043436e-08
1995,5.747798015320882e-08,1.8436333071303324e-08
1996,7.793614864581855e-08,1.3879039695297024e-08
1997,5.418230786258249e-08,2.4453961633419397e-08
1998,5.67407373308626e-08,2.3840646123929332e-08
1999,5.7584535917420965e-08,2.285100544896501e-08
2000,7.996636663953893e-08,2.6949992570912684e-08
2001,7.404248059117435e-08,1.1829271423513532e-08
2002,8.280508900782024e-08,1.8401129509015846e-08
2003,5.333661268203116e-08,2.1667999838825835e-08
2004,7.884576680439181e-08,2.5107310203109634e-08
2005,1.044869897270928e-07,2.6121747542795504e-08
2006,8.56521094050322e-08,2.264839404908514e-08
2007,1.0904929315103118e-07,2.1570189912001325e-08
2008,1.1665384835879422e-07,3.107931012547027e-08
2009,1.0108567805033886e-07,2.47946008169464e-08
2010,1.1998434068516417e-07,2.9287516412068726e-08
2011,1.2198470900059988e-07,3.212136420738254e-08
2012,1.2902117374480326e-07,2.7914871414402853e-08
2013,1.0766022739971959e-07,2.3707562357699885e-08
2014,1.2126492832109648e-07,3.334785506070581e-08
2015,8.799804307457748e-08,2.8372165422618778e-08
2016,1.0190993182668251e-07,2.4648946550520634e-08
2017,1.2930242476727472e-07,1.962176790493153e-08
2018,1.301059180391917e-07,2.8912427951777175e-08
2019,1.5305926570619022e-07,2.0663001143450543e-08
