year,en_ADP archer_NOUN,en_ADP marchés_NOUN
1800,0.0,3.144164395507687e-08
1801,0.0,2.1430643926123594e-08
1802,0.0,1.1189200677108602e-08
1803,0.0,9.751696339321825e-09
1804,0.0,0.0
1805,0.0,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,8.540865792383556e-09
1808,0.0,1.3596443970698147e-08
1809,0.0,9.036122072814123e-09
1810,0.0,9.360507036149102e-09
1811,0.0,5.264861258069686e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,2.5173417128598885e-08
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,6.227493631882908e-09
1818,0.0,4.768470951432846e-09
1819,0.0,3.2088255608186955e-08
1820,1.1866481131050932e-09,0.0
1821,0.0,2.9584465432996865e-08
1822,0.0,2.3058916553964082e-08
1823,0.0,2.9648061783404955e-09
1824,0.0,1.0105335235266466e-08
1825,0.0,1.3208164340028361e-08
1826,0.0,6.1655889282974385e-09
1827,0.0,1.6591091167583727e-08
1828,7.337841001486822e-09,1.1923991571904935e-08
1829,0.0,1.7146351893870815e-08
1830,1.0436835840010872e-09,3.757260902403914e-08
1831,0.0,1.2472964883158966e-08
1832,4.058990921151917e-09,2.1647950987357945e-08
1833,0.0,1.0425265983826648e-08
1834,9.334530925997342e-10,1.213489042584115e-08
1835,7.563087933704082e-10,2.0420337421001022e-08
1836,3.3603750337896088e-09,1.2769425516978572e-08
1837,1.3915781860163179e-09,1.948209416013924e-08
1838,7.574594285131298e-09,1.2624323808552163e-08
1839,0.0,7.690622361167243e-09
1840,6.369688665408546e-10,2.293087852933695e-08
1841,0.0,1.926164472365599e-08
1842,1.341653010911159e-09,8.720745015011744e-09
1843,1.7720733769266417e-09,7.678984559333912e-09
1844,0.0,1.6465683927435748e-08
1845,5.580227835366713e-09,6.696273757711424e-09
1846,2.3418005312692003e-09,1.1123552745573306e-08
1847,1.0786447290911383e-09,1.3483059113639229e-08
1848,0.0,1.045878850192139e-08
1849,0.0,1.1731181359664333e-08
1850,0.0,1.8330290174617403e-08
1851,0.0,1.2898877521649865e-08
1852,4.296959943417278e-08,3.1250618093281446e-08
1853,1.5527023222716707e-08,2.149895550473957e-08
1854,7.79349651480743e-09,1.4028294081924741e-08
1855,6.8990182455763716e-09,2.600399184871094e-08
1856,5.177189232874468e-10,3.986435714864456e-08
1857,6.345961978126979e-09,1.4156376515472857e-08
1858,8.31924928945682e-09,8.808616946964776e-09
1859,5.092173349652285e-10,3.2080691658720184e-08
1860,1.373155145145688e-09,2.1512764902809067e-08
1861,4.715963730639317e-10,1.7920662287451705e-08
1862,2.2589932147099034e-09,1.9879140111811466e-08
1863,0.0,1.548332484446746e-08
1864,4.794727948009836e-10,1.102787461348953e-08
1865,1.882737743486018e-09,8.47231973466478e-09
1866,3.8924903300596725e-09,1.4596838404656864e-08
1867,3.88224918879132e-09,1.649955905236311e-08
1868,6.915823469455518e-09,2.0253484223076157e-08
1869,2.441759683335931e-09,1.5138908793232986e-08
1870,1.1468097582678638e-09,1.0894693147633916e-08
1871,2.1242354542039266e-09,5.3105884134652115e-09
1872,0.0,6.652073114565837e-09
1873,0.0,1.3169209722718733e-08
1874,1.1949218281515073e-09,7.169530746864439e-09
1875,0.0,2.0025344937835143e-08
1876,2.418405919968336e-09,1.209202959984168e-08
1877,1.2369631985365004e-09,1.5462040536817767e-08
1878,0.0,7.850815109122777e-09
1879,1.832797580370027e-09,1.221865097988939e-08
1880,0.0,1.4119262203848848e-08
1881,2.091752326904839e-09,1.5339516323820135e-08
1882,1.3310770263785798e-09,1.8635077481121698e-08
1883,5.687405213450347e-09,8.847074184359371e-09
1884,6.601696966868076e-10,1.4523733327109767e-08
1885,0.0,1.0957580620640783e-08
1886,2.5813855497602844e-09,1.2906927970846027e-08
1887,3.9173546184656516e-08,1.566941953967671e-08
1888,6.340614699951175e-10,2.346027505595316e-08
1889,2.5060546970934183e-09,5.6386229019267375e-09
1890,5.243509293428872e-09,9.831579994568074e-09
1891,5.099376032546843e-09,1.8485238229004608e-08
1892,4.387958751905785e-08,2.6954603882245465e-08
1893,8.190693989718056e-08,3.1407925149551374e-08
1894,3.150769645188234e-09,2.3945849747519787e-08
1895,1.8055843487019274e-09,9.027921299420427e-09
1896,2.948514543632541e-09,2.6536630670648265e-08
1897,1.3401440845939305e-08,1.748014144542509e-08
1898,2.8291773368493978e-09,2.4330926606808134e-08
1899,3.8693048765026106e-09,1.2713430308508578e-08
1900,0.0,1.1939421895590385e-08
1901,5.588738916095792e-10,1.2854099118442264e-08
1902,2.9461704187383475e-09,1.2275709337927765e-08
1903,2.1600881083827517e-09,1.6200659924692218e-08
1904,4.837162670412454e-09,1.3974025492302644e-08
1905,2.0643036169332163e-09,2.3223415912543288e-08
1906,8.230695236477459e-09,1.18316245689698e-08
1907,4.6285588695127444e-09,1.1828539925318182e-08
1908,4.911389073214423e-09,1.1296195090437777e-08
1909,1.6502950117569526e-09,9.351672325408344e-09
1910,8.01622590529405e-09,1.7101282168141552e-08
1911,1.5961122423746588e-09,1.1704822888702893e-08
1912,3.125652625612929e-09,4.323819524643113e-08
1913,1.060597942803554e-09,1.9090762748419365e-08
