year,en_ADP auteur_NOUN,en_ADP moteurs_NOUN
1898,3.621347133275776e-08,2.772593887812036e-08
1899,3.537650172802387e-08,2.8743407654019393e-08
1900,3.5299160261459406e-08,1.6092265298084385e-08
1901,2.6267072072982955e-08,2.906144325187654e-08
1902,2.1605249145295602e-08,4.713872669981356e-08
1903,3.402138903929597e-08,4.158169519818955e-08
1904,2.956043942958786e-08,3.6009989656804464e-08
1905,3.199670733922133e-08,2.3739491816776592e-08
1906,2.2634411678268407e-08,2.983626945507467e-08
1907,2.6742784597910685e-08,5.5028425149927784e-08
1908,3.5362000438965424e-08,2.8486056624643652e-08
1909,3.080550925460557e-08,2.4204327431220918e-08
1910,2.0842188419578633e-08,4.595969449461279e-08
1911,3.617854260618003e-08,7.07609772998552e-08
1912,2.9172758597706405e-08,9.94999442838207e-08
1913,2.43937530730598e-08,6.257528145647839e-08
1914,2.4777952134513725e-08,4.754688132102558e-08
1915,1.4136913861761968e-08,3.7698438148936475e-08
1916,3.40611328031315e-08,3.625862632361532e-08
1917,6.250861872558744e-08,2.6319418644504822e-08
1918,1.033773866510046e-08,6.776961924970237e-08
1919,2.578197527691728e-08,8.931613060259025e-08
1920,2.3473917920568965e-08,7.875121177391975e-08
1921,5.225195898184154e-08,3.332008891021587e-08
1922,4.131644004701229e-08,7.746832331179121e-08
1923,4.352538729435196e-08,6.157249998750558e-08
1924,2.836157442231979e-08,6.316896161706609e-08
1925,7.808706636858176e-08,5.49908882874206e-08
1926,3.566764306128789e-08,4.904300965336006e-08
1927,4.682674359379746e-08,2.8987985345452216e-08
1928,4.9131976487259976e-08,6.055801859972121e-08
1929,5.013182802215965e-08,3.78773812315103e-08
1930,4.411513399027456e-08,3.991369368350206e-08
1931,2.6232321204133768e-08,1.0492927771110772e-07
1932,5.918149770245407e-08,5.918149881267709e-08
1933,3.211785326584504e-08,1.1355955420455643e-07
1934,3.834105655187159e-08,2.875579241390369e-08
1935,3.710167995052416e-08,3.7101681726881e-08
1936,3.758661648589623e-08,4.607391446143083e-08
1937,1.5109342110797286e-08,4.5328025777280345e-08
1938,6.093650739558143e-08,5.056433616257294e-08
1939,3.364691281149135e-08,3.8235125288110794e-08
1940,5.325144059042941e-08,3.803674530900025e-08
1941,4.132103725851266e-08,4.427253941230447e-08
1942,6.068423519245414e-08,1.2136847082899749e-08
1943,5.5161468504039135e-08,1.4516175816936538e-08
1944,6.105053707017305e-08,2.2492303131116387e-08
1945,2.178504132643866e-08,3.267756198965799e-08
1946,4.315542412314244e-08,3.897909195416105e-08
1947,6.914105021849082e-08,2.8610090296865565e-08
1948,2.174377655705939e-08,3.044128504825494e-08
1949,3.6322930885290816e-08,5.2030145525350235e-08
1950,3.4033156071089365e-08,5.104973599401319e-08
1951,5.863770891068043e-08,6.716683031982029e-08
1952,3.796129410815752e-08,4.007025466989944e-08
1953,3.555363137230927e-08,4.0940545176226806e-08
1954,6.938500418662841e-08,2.247683283940205e-08
1955,4.3173796537843145e-08,4.411235821066839e-08
1956,4.186147806173324e-08,2.7907653077363648e-08
1957,2.738861626383482e-08,3.268964121616591e-08
1958,3.226174849491059e-08,3.6397871050475317e-08
1959,3.64285146492449e-08,2.6352543258667538e-08
1960,4.498541728015226e-08,2.906750040665429e-08
1961,3.821487482014163e-08,2.779263752472616e-08
1962,3.488075900337506e-08,2.5367825173816527e-08
1963,3.7503108618608394e-08,2.3277792138287623e-08
1964,5.171373163026516e-08,1.1559539991878864e-08
1965,4.596516456345512e-08,2.5171399187229326e-08
1966,5.594465368741197e-08,1.8832853498906843e-08
1967,5.028942406948289e-08,2.563774548214326e-08
1968,4.760900626510356e-08,1.9313088017725022e-08
1969,4.814263407371122e-08,2.997560244466513e-08
1970,5.150572024437139e-08,2.2993624781975086e-08
1971,6.011925224314041e-08,3.5454942093338104e-08
1972,5.2327496224968684e-08,1.4364411160538992e-08
1973,4.686223298300263e-08,2.3706776597354207e-08
1974,4.9505029686702784e-08,1.5751600912494723e-08
1975,3.541117710170738e-08,1.8276736568623164e-08
1976,5.942067793363037e-08,1.314111219841152e-08
1977,5.112800216533486e-08,1.4104276857551667e-08
1978,6.594056367603685e-08,1.1287123347081263e-08
1979,5.734933750112248e-08,8.192762912528906e-09
1980,6.367368832194131e-08,1.762396628635088e-08
1981,4.238118328503404e-08,1.2651099334792804e-08
1982,7.635227783353571e-08,2.0484757556893385e-08
1983,5.368018829443599e-08,3.0945049189767815e-08
1984,5.5090580985961424e-08,1.6237223121606803e-08
1985,5.233535427251468e-08,1.4437339324047116e-08
1986,6.114375056265331e-08,8.392279760016663e-09
1987,6.477465896992385e-08,3.116516467116526e-08
1988,5.756691745517628e-08,1.8589316752581908e-08
1989,5.762528165753622e-08,2.250130037850795e-08
1990,8.281949792632304e-08,2.6153525567451652e-08
1991,8.088822289753494e-08,1.5239809691980355e-08
1992,8.430214887278353e-08,5.509944056569793e-09
1993,5.816167752970003e-08,9.416652346772025e-09
1994,8.281634733542376e-08,1.2659823411809157e-08
1995,6.77806371585099e-08,5.4224509327127635e-09
1996,8.807851803460665e-08,2.2419986978050588e-08
1997,1.0165176300702683e-07,1.678213046307775e-08
1998,8.77335801785506e-08,1.382757464085671e-08
1999,9.094700148537527e-08,8.683382013430219e-09
2000,9.71966915841449e-08,1.2812291672048559e-08
2001,1.0733968869303112e-07,1.3143635513301888e-08
2002,8.674818863241285e-08,1.5334276071143904e-08
2003,9.333906980657503e-08,8.333845613606172e-09
2004,1.0219116033938214e-07,9.690540814233373e-09
2005,1.1394486765237133e-07,7.656374201303606e-09
2006,9.882935708693807e-08,1.1530091548195287e-08
2007,1.254266543959659e-07,1.1583990655594789e-08
2008,8.898048586836182e-08,1.2346575317678798e-08
2009,7.343016794614243e-08,1.525821624603907e-08
2010,7.321879180732793e-08,9.447585824773341e-09
2011,4.894684099698843e-08,1.2236710311697152e-08
2012,5.14042176880114e-08,2.0765941854961056e-08
2013,4.295252592489973e-08,1.2829975304384789e-08
2014,6.258136681092097e-08,1.147685946278898e-08
2015,4.433150790905671e-08,9.531274436369586e-09
2016,3.914832724660755e-08,1.2220906064897008e-08
2017,3.999821865385833e-08,1.1571811953103861e-08
2018,5.9631881599298e-08,1.161660012627408e-08
2019,7.066235868657955e-08,1.0714148679369373e-08
