year,en_ADP être_NOUN,en_ADP maître_NOUN
1894,3.780923507612499e-08,1.429819235454488e-06
1895,4.1528441130367355e-08,1.410161416970368e-06
1896,3.3023361822870356e-08,1.496076265539159e-06
1897,4.3700350005337896e-08,1.3057665455562528e-06
1898,4.809601605870739e-08,1.5164390561039909e-06
1899,4.8089930260175606e-08,1.2575241044032737e-06
1900,5.087231969014283e-08,1.3574604054156225e-06
1901,2.794369535763508e-08,1.3284432043292327e-06
1902,3.1425816615637814e-08,1.067004632204771e-06
1903,4.644189388613995e-08,1.341954771305609e-06
1904,3.0635363579278874e-08,1.3183955616113963e-06
1905,3.973784501454247e-08,1.3577956679000636e-06
1906,3.9095802151223324e-08,1.2958200841239886e-06
1907,5.6056993713582415e-08,1.3124536053510383e-06
1908,6.090122184332358e-08,1.2312852959439624e-06
1909,5.225934529562437e-08,1.3488411241269205e-06
1910,5.1303846504424655e-08,1.34832919229666e-06
1911,4.9479478292369095e-08,1.4519300748361275e-06
1912,3.490312100451476e-08,1.3096484963170951e-06
1913,4.825720623102825e-08,1.2658236983043025e-06
1914,5.424362292671958e-08,1.395601429976523e-06
1915,2.9451904026700504e-08,1.2299115041969344e-06
1916,6.812226160946011e-08,1.1580784757825313e-06
1917,5.15421945124217e-08,1.2282395118745626e-06
1918,5.283732917860107e-08,1.1865427040902432e-06
1919,5.340552178267899e-08,1.2909403039884637e-06
1920,4.467616676606667e-08,1.3289267144500627e-06
1921,2.499006651612845e-08,1.1783195077441633e-06
1922,3.467629533515648e-08,1.4704224895467632e-06
1923,5.414133408265798e-08,1.2877145536549506e-06
1924,2.9650736976805092e-08,1.2569333875944722e-06
1925,2.859526304632709e-08,1.3186814840082661e-06
1926,4.4584552605364536e-08,1.3665165852216887e-06
1927,3.1217830098739796e-08,1.4828468692940078e-06
1928,4.4561559775502246e-08,1.2740035799652105e-06
1929,4.0105462062456354e-08,1.1931375638596364e-06
1930,2.2057568216382606e-08,1.282489961340616e-06
1931,3.42160717536899e-08,1.093773676075216e-06
1932,3.835837958376942e-08,1.2285640877962578e-06
1933,3.9000251916831985e-08,1.1539485740286182e-06
1934,3.354842448288764e-08,1.1430427093728213e-06
1935,3.231436807027421e-08,1.136986952587904e-06
1936,4.243650053581405e-08,1.1506353985168971e-06
1937,3.021868266728234e-08,1.0966864465444814e-06
1938,3.500607925754906e-08,1.0592580110824201e-06
1939,3.364691281149135e-08,9.528193345431646e-07
1940,1.5214697723919812e-08,9.86419536275207e-07
1941,3.836953510472085e-08,1.1097649803559761e-06
1942,5.158160121254696e-08,1.2622321037270012e-06
1943,5.516146828199453e-08,1.4806499848418753e-06
1944,4.819779064746399e-08,1.4202282727637794e-06
1945,3.92130714566008e-08,1.2548183576654992e-06
1946,5.150808579656996e-08,1.1791174756581313e-06
1947,5.245183154478639e-08,1.2946065908181481e-06
1948,3.696441708278542e-08,1.162204853244475e-06
1949,3.9268034157657894e-08,9.728655641083606e-07
1950,2.7651939848993834e-08,1.158190912065038e-06
1951,4.584402901741669e-08,1.0224284778814763e-06
1952,3.796129277588989e-08,8.551836003789504e-07
1953,3.44762476345295e-08,9.416324928679387e-07
1954,4.6908174455850826e-08,9.606402500139666e-07
1955,3.003394422051997e-08,8.86939915289986e-07
1956,3.8373022093196596e-08,8.53799747346784e-07
1957,3.35731449863097e-08,9.055913778865943e-07
1958,2.895285222681565e-08,7.99098700099421e-07
1959,3.1778064624177205e-08,8.50257038109703e-07
1960,3.8756667208872386e-08,9.163183563032362e-07
1961,3.682524463144432e-08,9.435600532015087e-07
1962,3.361237066457079e-08,9.715877240523696e-07
1963,1.7458344103715717e-08,9.142999033429078e-07
1964,3.10282390891814e-08,8.931265256251208e-07
1965,2.6265809083270142e-08,9.417386763743707e-07
1966,2.1602390987141007e-08,9.676763284005574e-07
1967,3.056808139945133e-08,1.0156491043744609e-06
1968,3.188905262074826e-08,1.0923123454631423e-06
1969,3.270065546123746e-08,9.147100286099885e-07
1970,2.8971967935831344e-08,9.606736739442567e-07
1971,4.4190219705697587e-08,8.956226906775555e-07
1972,2.8728821988011077e-08,1.0178210914091324e-06
1973,1.598829157956061e-08,8.22018705548544e-07
1974,2.5877628928583363e-08,8.556494321965147e-07
1975,2.341706917263764e-08,8.264511848210532e-07
1976,2.1140049599743804e-08,7.867526505833666e-07
1977,2.52701610747863e-08,8.033561016418389e-07
1978,3.029701645118621e-08,8.596035740993102e-07
1979,3.043026142179883e-08,9.064706887329521e-07
1980,2.5583178242527538e-08,9.317961939814268e-07
1981,3.0362638236969275e-08,9.621161325412686e-07
1982,3.47620137119975e-08,8.659465606797312e-07
1983,2.841892188243378e-08,8.380424674214737e-07
1984,2.667543874679268e-08,8.901478167899768e-07
1985,3.1280901091612634e-08,8.764667995819764e-07
1986,3.117132424401703e-08,9.794989637157414e-07
1987,3.3609493521602474e-08,9.740641644384596e-07
1988,1.8589316641559606e-08,9.690430715636467e-07
1989,2.1952487827547884e-08,9.236509868060239e-07
1990,2.0160008995517842e-08,9.954685538104968e-07
1991,2.8721180100887977e-08,1.0187226280322648e-06
1992,2.1488782808720686e-08,9.802190561458701e-07
1993,2.6588196533339215e-08,1.0513415418245131e-06
1994,2.848460300963751e-08,9.774438467502478e-07
1995,3.090796896199066e-08,1.1246163467149017e-06
1996,3.25623614738646e-08,1.0852340892597567e-06
1997,2.4933451858721867e-08,1.0136407126992708e-06
1998,3.0039213450017144e-08,1.1205103191969101e-06
1999,2.285100508814253e-08,1.0781104720081203e-06
2000,2.120655140380734e-08,1.1031825124518946e-06
2001,4.8193328439083416e-08,1.1132659665236133e-06
2002,3.9869115731061555e-08,1.0931147471637814e-06
2003,3.416876803719049e-08,1.1559044423847809e-06
2004,2.6869225788761497e-08,1.1351147577443044e-06
2005,2.8373621674404603e-08,1.0799991514431895e-06
2006,2.8413440822383507e-08,1.1698924708980485e-06
2007,4.234148387460834e-08,1.1448178156570066e-06
2008,3.448526281202291e-08,1.1631325378402835e-06
2009,4.052963742395832e-08,1.2373459412629018e-06
2010,3.7317963830219014e-08,1.2740069905703422e-06
2011,4.321088264980233e-08,1.2921201459903386e-06
2012,4.289358412901123e-08,1.3215309309089207e-06
2013,4.406817466495738e-08,1.2673783658101456e-06
2014,5.348649789738147e-08,1.4265953041103785e-06
2015,5.253283719142132e-08,1.412623532814905e-06
2016,4.515521290215929e-08,1.434402975064586e-06
2017,4.427476096857674e-08,1.1760482721001608e-06
2018,4.1561613706164735e-08,1.3116432455717586e-06
2019,4.056070679325785e-08,1.3295748431119137e-06
