year,en_ADP eau_NOUN,en_ADP maux_NOUN
1917,4.176014220647062e-06,1.973956464951243e-08
1918,4.414214593850829e-06,8.040463406189247e-09
1919,5.395798947205321e-06,1.1970203217526176e-08
1920,4.749303581519371e-06,1.438724073210551e-08
1921,5.319854864183071e-06,1.741731836535365e-08
1922,5.671419106789699e-06,1.2542490324118916e-08
1923,5.074423363282676e-06,1.0615948120573648e-08
1924,5.249469680279617e-06,1.1602462102189293e-08
1925,5.724551691344004e-06,7.698724324711748e-09
1926,6.046779901680566e-06,5.573069228326233e-09
1927,5.221181787362639e-06,5.574612327308159e-09
1928,5.745013311297953e-06,5.713020723163709e-09
1929,6.141706258233626e-06,5.570202965543558e-09
1930,6.183471313647715e-06,8.402882833991043e-09
1931,7.438573604190424e-06,6.843213995466613e-09
1932,7.076572863695674e-06,9.863582839386709e-09
1933,7.257488171319437e-06,3.4411986593596566e-09
1934,6.84747317336587e-06,7.188948103475923e-09
1935,8.338303565835758e-06,5.98414207075848e-09
1936,8.8195175464989e-06,1.2124715009775855e-08
1937,8.696685426912154e-06,2.5182236296217297e-09
1938,7.62354610372995e-06,6.482607339819424e-09
1939,8.986784109765722e-06,1.3764645423464117e-08
1940,8.90566941080806e-06,2.7893612752905028e-08
1941,8.515085184512827e-06,8.854508237732261e-09
1942,9.093532824522299e-06,1.2136847082899749e-08
1943,9.513901794377944e-06,1.4516175816936538e-08
1944,8.685242278261285e-06,9.639558484764166e-09
1945,7.61169307139653e-06,1.3071024262956144e-08
1946,6.964728676450704e-06,9.744772988540262e-09
1947,7.451736657060337e-06,1.0728783861324587e-08
1948,8.904076075566536e-06,1.848220954059343e-08
1949,1.0255828883032336e-05,4.908504269707237e-09
1950,1.000255775096548e-05,6.381216888229346e-09
1951,9.75518294410449e-06,4.264560704569931e-09
1952,1.1146911987225394e-05,4.2179215675730575e-09
1953,1.0788910842052246e-05,3.232148326759443e-09
1954,1.1238416121273076e-05,9.772536557761669e-09
1955,1.0398314707060763e-05,0.0
1956,1.0689503376681841e-05,2.616342476002842e-09
1957,1.202006853873172e-05,1.4136060322300636e-08
1958,1.2178396730178065e-05,1.0753916701577992e-08
1959,1.144552912535346e-05,5.425523585955716e-09
1960,1.12657321125198e-05,6.2287499602575735e-09
1961,1.199738642299053e-05,4.86371165564492e-09
1962,1.1731351079902197e-05,3.805173953708163e-09
1963,1.2621735876905404e-05,1.2932106940866106e-08
1964,1.2107096566182918e-05,1.1559539880856562e-08
1965,1.113451425283074e-05,1.9699356812452606e-08
1966,1.1951107566687824e-05,1.0524241922382771e-08
1967,1.2112848139622656e-05,9.860671390526932e-09
1968,1.1193955401722633e-05,8.084548142051062e-09
1969,1.2181448965975505e-05,8.62933943746036e-09
1970,1.1858732534619776e-05,6.898087434592526e-09
1971,1.1779776514231344e-05,9.24911525146399e-09
1972,1.1121132260427657e-05,7.182205663536223e-09
1973,1.302163599348205e-05,3.3079223804577396e-09
1974,1.202128431998517e-05,5.06301445213353e-09
1975,1.197583124223911e-05,3.998036124386317e-09
1976,1.2197808473501937e-05,6.856232415142216e-09
1977,1.330797223886293e-05,2.3507127355770763e-09
1978,1.1307915684710679e-05,4.752473081737207e-09
1979,1.2330693010653704e-05,2.925986564150662e-09
1980,1.1343581405753866e-05,3.97960553399912e-09
1981,1.1329692057415741e-05,3.795329828193417e-09
1982,1.2385828924266207e-05,7.449002747961231e-09
1983,1.1197686518471528e-05,3.78918940668882e-09
1984,1.1788224739461839e-05,9.858314442556804e-09
1985,1.2007053783236188e-05,7.218669662023558e-09
1986,1.1037047073614303e-05,9.591176741707841e-09
1987,1.193320315451274e-05,6.721898593298192e-09
1988,1.1320294731831382e-05,4.797243047249822e-09
1989,1.021778618337521e-05,1.0427432250992297e-08
1990,1.128688012386192e-05,6.538381391862913e-09
1991,1.1207707771632158e-05,7.033758464558559e-09
1992,1.0600581731523562e-05,7.162927584403178e-09
1993,1.0196573356324734e-05,1.2740176913439427e-08
1994,1.0445936752034868e-05,8.439882570598911e-09
1995,1.04306267019183e-05,1.1929392029763619e-08
1996,9.974224809639054e-06,6.939520069693117e-09
1997,1.0570824201749929e-05,9.110299181713799e-09
1998,1.0249570138398667e-05,9.536258005482523e-09
1999,9.188846185281818e-06,7.3123217758652714e-09
2000,9.242522168051437e-06,1.3254094710646314e-08
2001,9.386308008174638e-06,1.095302959441824e-08
2002,8.724764299472554e-06,1.0514931148009055e-08
2003,1.0066451999080073e-05,8.333845613606172e-09
2004,8.588902609574234e-06,1.189293641346012e-08
2005,9.093971073070861e-06,1.261049931144953e-08
2006,9.61403758381607e-06,6.58862386870851e-09
2007,8.219840257339683e-06,1.5977918377263478e-08
2008,9.740596006224678e-06,1.1495087548496485e-08
2009,9.427669930062166e-06,1.3827758493789588e-08
2010,8.433387488793187e-06,1.1337103700270745e-08
2011,8.046019292606843e-06,1.4531093633918246e-08
2012,7.813440756621048e-06,2.2808492872172792e-08
2013,6.205802995040699e-06,1.2272150518022329e-08
2014,4.880263917428351e-06,1.2343037619766406e-08
2015,4.7656369064341675e-06,1.3964425352175347e-08
2016,4.501021731329047e-06,1.9677729667932908e-08
2017,4.617656377270407e-06,1.3584300795344006e-08
2018,5.414368375866729e-06,1.368177360294709e-08
2019,4.471881438483649e-06,1.1224346230243043e-08
