year,en_ADP amie_NOUN,en_ADP mamie_NOUN
1800,4.7162465932615305e-08,3.144164484325529e-09
1801,1.4048977448055666e-07,0.0
1802,4.4756802708434407e-08,2.2378401354217203e-09
1803,4.095712213825209e-08,0.0
1804,1.087614407424553e-07,0.0
1805,6.538618890772341e-08,0.0
1806,5.4751712497136396e-08,0.0
1807,2.2775640928784924e-08,2.8469551160981155e-09
1808,3.6257183921861724e-08,0.0
1809,5.421673421324158e-08,2.259030518203531e-09
1810,5.616304221689461e-08,0.0
1811,4.512738271955641e-08,0.0
1812,5.067695596494559e-08,0.0
1813,4.3136125782439194e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,9.710004889029733e-08,2.697223555614414e-09
1816,1.622322720606917e-08,0.0
1817,9.963989811012652e-08,1.556873407970727e-09
1818,9.536941547594324e-08,0.0
1819,5.3825459644940565e-08,0.0
1820,6.526564533260171e-08,0.0
1821,8.283650032581136e-08,0.0
1822,7.318699601910339e-08,0.0
1823,5.138997138942614e-08,9.882686891060644e-10
1824,6.400046004273463e-08,0.0
1825,9.597932959515276e-08,0.0
1826,5.989429041619587e-08,0.0
1827,5.2538457140371975e-08,9.217273055917019e-10
1828,5.0447657884422625e-08,9.172301251858528e-10
1829,6.77280880267972e-08,8.57317605795771e-10
1830,3.026682549034376e-08,0.0
1831,5.3010101197514814e-08,0.0
1832,5.276687886635045e-08,0.0
1833,4.6334513115198206e-08,0.0
1834,4.29388435918554e-08,0.0
1835,5.52105419160398e-08,0.0
1836,5.8470526198561856e-08,0.0
1837,6.74915412446353e-08,0.0
1838,4.5447563934430946e-08,0.0
1839,4.754203297707704e-08,0.0
1840,4.904660355631307e-08,6.369688665408546e-10
1841,5.264849844976993e-08,0.0
1842,6.305769062464606e-08,0.0
1843,3.5441466650354414e-08,0.0
1844,4.610391357573462e-08,0.0
1845,3.961961747567244e-08,0.0
1846,5.620321319455002e-08,0.0
1847,4.260646591092154e-08,0.0
1848,4.82713313210148e-08,0.0
1849,7.373885324568619e-08,0.0
1850,7.264226020708975e-08,0.0
1851,7.02988798284565e-08,0.0
1852,5.729279850541502e-08,0.0
1853,4.1803523975758594e-08,5.971931837933653e-10
1854,1.0755025298125886e-07,5.195664454227256e-10
1855,5.73149208094037e-08,0.0
1856,4.970101485923806e-08,0.0
1857,9.030792114117503e-08,4.881509085841174e-10
1858,9.83628849482443e-08,1.468102750479261e-09
1859,5.8050776630125256e-08,0.0
1860,7.552353320505745e-08,0.0
1861,6.272231667381334e-08,0.0
1862,6.415540809712184e-08,0.0
1863,5.494082755408414e-08,0.0
1864,7.096197407463478e-08,0.0
1865,7.860430173423083e-08,0.0
1866,9.098695841203153e-08,0.0
1867,7.76449837758264e-08,0.0
1868,5.927848822917525e-08,0.0
1869,9.669368128406575e-08,0.0
1870,8.54373292114019e-08,0.0
1871,8.284518315804235e-08,0.0
1872,4.7169248063028135e-08,1.2094678591978436e-09
1873,3.5916027651961e-08,0.0
1874,7.408515151352546e-08,0.0
1875,7.609631091920477e-08,0.0
1876,5.985554629717171e-08,0.0
1877,7.792868350620097e-08,6.184815992682502e-10
1878,7.488470016303594e-08,0.0
1879,6.353698012162567e-08,0.0
1880,5.968596861194442e-08,0.0
1881,3.834879308550754e-08,0.0
1882,8.652000671460769e-08,6.655385131892899e-10
1883,7.140853242049161e-08,6.319338941018771e-10
1884,7.790002065632962e-08,0.0
1885,5.4143338923395845e-08,0.0
1886,1.0390077015420829e-07,0.0
1887,9.532229938713499e-08,0.0
