year,bon_ADJ hôtel_NOUN,bon_ADJ motel_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,7.801356893821776e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,2.881669125542885e-08,0.0
1807,1.9928686256776018e-08,0.0
1808,0.0,0.0
1809,1.8072244145628247e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,4.5342538612658245e-08,0.0
1813,5.751483289628823e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,1.668964877410417e-08,0.0
1819,6.210630232317271e-09,0.0
1820,0.0,0.0
1821,2.2681422962023134e-08,0.0
1822,5.012807946513931e-09,0.0
1823,2.9648061783404955e-09,0.0
1824,8.421112696055388e-10,0.0
1825,0.0,0.0
1826,4.403992281964975e-09,0.0
1827,7.373818444733615e-09,0.0
1828,1.1006761724274838e-08,0.0
1829,8.573175946935407e-09,0.0
1830,3.1310507520032616e-09,0.0
1831,3.5859775371349656e-08,0.0
1832,1.7588959622116818e-08,0.0
1833,1.3900354645102198e-08,0.0
1834,2.5203233278148218e-08,0.0
1835,1.5882484660778573e-08,0.0
1836,1.8146025126952736e-08,0.0
1837,2.7831563720326358e-09,0.0
1838,8.837027110075724e-09,0.0
1839,6.9914749545318955e-09,0.0
1840,3.630722389402763e-08,0.0
1841,2.8250413119934592e-08,0.0
1842,7.379091560011375e-09,0.0
1843,1.772073249250994e-08,0.0
1844,6.586273748609983e-09,0.0
1845,1.5066614622583074e-08,0.0
1846,2.2247104158878983e-08,0.0
1847,1.0786447290911383e-08,0.0
1848,2.574470947536156e-08,0.0
1849,7.54147322368226e-09,0.0
1850,1.2220192857625989e-08,0.0
1851,2.063820425668439e-08,0.0
1852,1.3672145415810633e-08,0.0
1853,1.0749477752369785e-08,0.0
1854,2.338049043260071e-08,0.0
1855,1.5920811335945473e-08,0.0
1856,2.3815070804289462e-08,0.0
1857,7.810414537345878e-09,0.0
1858,2.153217504297089e-08,0.0
1859,1.4258085379026397e-08,0.0
1860,1.51047069019139e-08,0.0
1861,1.131831339762357e-08,0.0
1862,9.939570055905733e-09,0.0
1863,1.4484400623349103e-08,0.0
1864,2.5412057458318316e-08,0.0
1865,2.400490611842443e-08,0.0
1866,2.5787748159089574e-08,0.0
1867,2.91168689159349e-08,0.0
1868,1.1855697756857353e-08,0.0
1869,1.1232093810598087e-08,0.0
1870,3.268407811063412e-08,0.0
1871,2.86771781876638e-08,0.0
1872,3.4469834986339265e-08,0.0
1873,2.0951015311521104e-08,0.0
1874,8.364453130127458e-09,0.0
1875,2.8607635371713513e-08,0.0
1876,3.6880689391338706e-08,0.0
1877,3.401648740464225e-08,0.0
1878,1.8117265798700544e-08,0.0
1879,1.649517855639715e-08,0.0
1880,2.4387815766857557e-08,0.0
1881,2.7192780249762905e-08,0.0
1882,2.1297231977968067e-08,0.0
1883,2.9068958795619437e-08,0.0
1884,2.970763635090634e-08,0.0
1885,2.5137978865164e-08,0.0
1886,4.0011474522483326e-08,0.0
1887,1.7628096316002484e-08,0.0
1888,3.106901047544852e-08,0.0
1889,2.5060547415023393e-08,0.0
1890,2.3595791986963377e-08,0.0
1891,1.72103943318902e-08,0.0
1892,2.1312942521944933e-08,0.0
1893,3.818218280438046e-08,0.0
1894,2.7726772211522643e-08,0.0
1895,2.9491211028798148e-08,0.0
1896,2.299841384001411e-08,0.0
1897,1.7480141112358183e-08,0.0
1898,2.9423445235821077e-08,0.0
1899,1.8241008703512307e-08,0.0
1900,2.28406342728249e-08,0.0
1901,2.179608138419553e-08,0.0
1902,1.8168049509270645e-08,0.0
1903,1.2960528428251905e-08,0.0
1904,2.2573425795258117e-08,5.374625189347171e-10
1905,2.6835946798087207e-08,0.0
1906,2.211999294843281e-08,0.0
1907,2.6228501592839848e-08,0.0
1908,2.357466755142923e-08,0.0
1909,2.6954818821423032e-08,0.0
1910,2.4583092894658876e-08,0.0
1911,2.1281496231928543e-08,0.0
1912,1.9795800554334164e-08,0.0
1913,1.5378670781274195e-08,0.0
1914,3.080502253283157e-08,0.0
1915,1.4136913861761968e-08,0.0
1916,1.648119329900055e-08,0.0
1917,2.8512703309502285e-08,0.0
1918,3.5607765624945387e-08,0.0
1919,3.6831394434333475e-08,0.0
1920,2.3473917920568965e-08,0.0
1921,2.1960967766521122e-08,0.0
1922,3.762747063928984e-08,0.0
1923,2.866305992554885e-08,0.0
1924,3.867487297082306e-08,0.0
1925,2.859526304632709e-08,0.0
1926,5.79599188643698e-08,0.0
1927,3.2332752919472796e-08,0.0
1928,3.0850310528407476e-08,0.0
1929,1.893869061575515e-08,0.0
1930,3.67626116215547e-08,0.0
1931,4.1059284860978096e-08,0.0
1932,4.164623890190455e-08,0.0
1933,4.01473165823063e-08,0.0
1934,3.5944740517379614e-08,0.0
1935,2.752705352548901e-08,0.0
1936,1.8187071404440758e-08,0.0
1937,4.5328023889901203e-08,0.0
1938,9.723910565639926e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,3.296517903095264e-08,0.0
1941,2.066051862925633e-08,0.0
1942,2.123948195098535e-08,0.0
1943,3.193558839598154e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,3.703456741277478e-08,0.0
1946,5.8468637043063154e-08,0.0
1947,5.2451833765232436e-08,0.0
1948,2.7179719142012004e-08,0.0
1949,2.552422173618396e-08,0.0
1950,2.552486688678357e-08,0.0
1951,3.944718685033877e-08,0.0
1952,3.374337254058446e-08,0.0
1953,4.632745742583211e-08,0.0
1954,3.0294862618518437e-08,0.0
1955,4.974372203037092e-08,0.0
1956,3.924513802822105e-08,0.0
1957,3.9757669878515145e-08,0.0
1958,3.060729980575161e-08,0.0
1959,5.348016118844612e-08,0.0
1960,4.983000123637282e-08,0.0
1961,4.0994138916783385e-08,0.0
1962,3.3612367666968623e-08,0.0
1963,2.8450633626775357e-08,0.0
1964,3.711220830648898e-08,6.083968329129164e-10
1965,3.720989499855776e-08,0.0
1966,3.711180085463894e-08,0.0
1967,2.9582013671980434e-08,0.0
1968,3.503304435437116e-08,0.0
1969,2.7250546597024083e-08,0.0
1970,3.678980178833946e-08,0.0
1971,3.802414039189017e-08,0.0
1972,1.7442499000708267e-08,0.0
1973,3.583582497412863e-08,0.0
1974,2.3627401424253236e-08,0.0
1975,3.369773216022054e-08,0.0
1976,3.485251370838327e-08,5.713526873840635e-10
1977,2.644551744257484e-08,1.1753563677885381e-09
1978,3.6237608025402324e-08,0.0
1979,3.8037826111114725e-08,0.0
1980,2.5014662341504845e-08,0.0
1981,3.0362638625547334e-08,0.0
1982,3.724501351776155e-08,0.0
1983,1.9577479193344516e-08,0.0
1984,3.2474448019570445e-08,0.0
1985,4.752291005161169e-08,0.0
1986,2.6975185196675966e-08,0.0
1987,2.933192111420624e-08,0.0
1988,3.6578977957724135e-08,0.0
1989,2.6342986458871565e-08,0.0
1990,2.7788120249283565e-08,0.0
1991,2.8721180378443734e-08,5.861465202094962e-10
1992,3.305966445044106e-08,0.0
1993,3.101956203011014e-08,0.0
1994,2.215469208088905e-08,5.274926606624319e-10
1995,3.307694890208879e-08,0.0
1996,2.348760630432878e-08,0.0
1997,2.157702416738516e-08,0.0
1998,2.6224711291433778e-08,0.0
1999,2.74212073048119e-08,0.0
2000,2.0764748365209584e-08,0.0
2001,2.278230204488807e-08,0.0
2002,2.1906106872915387e-08,0.0
2003,2.6668306507549033e-08,0.0
2004,1.3654852581979071e-08,0.0
2005,2.341949845163782e-08,0.0
2006,2.9237018139838256e-08,0.0
2007,4.793375452116777e-08,3.994479469415779e-10
2008,7.195072715404649e-08,0.0
2009,6.818514952655619e-08,1.430457752249481e-09
2010,1.0911961689785699e-07,0.0
2011,1.1165997859663435e-07,3.82397197240536e-10
2012,1.4434030859433733e-07,6.808505426114664e-10
2013,1.0821804874439067e-07,2.2313000336282585e-09
2014,1.3295833323212491e-07,8.661780737106994e-10
2015,1.0839053476985328e-07,1.7732603163622684e-09
2016,1.282159498572355e-07,2.4856081637381067e-09
2017,1.0112757564684216e-07,5.031222660711876e-10
2018,9.706314951785089e-08,2.581466596041082e-09
2019,9.540694101417557e-08,1.02039510174734e-09
