year,ton_DET autel_NOUN,ton_DET motel_NOUN
1900,3.529916270395006e-08,0.0
1901,3.241468649051171e-08,0.0
1902,3.731815567675767e-08,0.0
1903,4.050165358648883e-08,0.0
1904,2.741058935384899e-08,0.0
1905,4.799505826103001e-08,0.0
1906,3.600929332492342e-08,0.0
1907,4.422845145679588e-08,0.0
1908,4.174680867663483e-08,0.0
1909,4.070727699367893e-08,0.0
1910,7.481811248322146e-08,0.0
1911,6.22483780077232e-08,0.0
1912,5.8866461427609096e-08,0.0
1913,2.3863453435524207e-08,0.0
1914,2.1429579222242978e-08,0.0
1915,3.887651445211304e-08,0.0
1916,2.4172417179002537e-08,0.0
1917,4.8252267959014716e-08,0.0
1918,3.101321510712296e-08,0.0
1919,4.327688746252889e-08,0.0
1920,3.9375606775138294e-08,0.0
1921,4.0892835784234194e-08,0.0
1922,4.205423154157728e-08,0.0
1923,7.431163595583712e-08,0.0
1924,7.219309916539629e-08,0.0
1925,4.7292164850887275e-08,0.0
1926,4.346993842663238e-08,0.0
1927,3.4562596340492746e-08,0.0
1928,3.427812511613837e-08,0.0
1929,3.342121956961819e-08,0.0
1930,2.520864939015155e-08,0.0
1931,2.9653926425510235e-08,0.0
1932,1.53433514782364e-08,0.0
1933,3.326492148403304e-08,0.0
1934,4.073737258636356e-08,0.0
1935,6.462873081147791e-08,0.0
1936,6.547345776652946e-08,0.0
1937,3.273690818428321e-08,0.0
1938,5.963998483959898e-08,0.0
1939,2.5999884911698246e-08,0.0
1940,3.0429395447839624e-08,0.0
1941,2.066051907334554e-08,0.0
1942,3.034211815133858e-08,0.0
1943,5.225823351828751e-08,0.0
1944,4.819779064746399e-08,0.0
1945,2.178504132643866e-08,0.0
1946,3.2018538931311014e-08,0.0
1947,5.722018192599876e-08,0.0
1948,2.8266908147500658e-08,0.0
1949,2.552422173618396e-08,0.0
1950,5.955802540036359e-08,0.0
1951,3.6248766654978226e-08,0.0
1952,2.5307528628282228e-08,0.0
1953,2.1547655659759357e-08,0.0
1954,4.299915756789119e-08,0.0
1955,1.595553378308523e-08,0.0
1956,4.534993469640369e-08,0.0
1957,2.6505112771246786e-08,0.0
1958,3.8879544750347605e-08,0.0
1959,3.642851631457944e-08,0.0
1960,2.7683332959327345e-08,0.0
1961,4.377340301342514e-08,0.0
1962,5.200404284977367e-08,0.0
1963,3.42700832156595e-08,0.0
1964,3.224503331011874e-08,0.0
1965,4.815398207957955e-08,0.0
1966,5.4282932593352484e-08,0.0
1967,4.979638845714618e-08,0.0
1968,6.422724646570899e-08,0.0
1969,3.542571236359038e-08,4.5417578031781147e-10
1970,4.3228013890672656e-08,0.0
1971,4.727325775277791e-08,0.0
1972,3.385897073826527e-08,0.0
1973,3.1425261282080896e-08,0.0
1974,1.518904291231138e-08,0.0
1975,3.655347446951396e-08,0.0
1976,2.8567635146359294e-08,1.142705374768127e-09
1977,1.5867311020656416e-08,0.0
1978,3.4455429953617056e-08,5.940591352171509e-10
1979,2.8089471748593553e-08,0.0
1980,1.3075846294618998e-08,0.0
1981,2.719986375021577e-08,0.0
1982,2.6071508729685888e-08,0.0
1983,2.273513821648976e-08,0.0
1984,4.1752861612565084e-08,0.0
1985,1.985134090443097e-08,0.0
1986,3.596691411367203e-08,0.0
1987,2.2610021632729627e-08,0.0
1988,2.0987938498251424e-08,0.0
1989,3.018467198412367e-08,5.488122178931576e-10
1990,3.05124451260852e-08,0.0
1991,2.4618153737776538e-08,0.0
1992,2.589673708808249e-08,0.0
1993,4.043621437688216e-08,0.0
1994,1.8989735950381004e-08,0.0
1995,2.928123360446122e-08,0.0
1996,1.9750941993024185e-08,0.0
1997,4.890792260070498e-08,0.0
1998,2.7655150058869538e-08,0.0
1999,2.467908610803704e-08,0.0
2000,3.799507186652562e-08,0.0
2001,3.461157177531149e-08,8.762423564512289e-10
2002,3.242103868705826e-08,0.0
2003,3.083522903679636e-08,0.0
2004,3.876216403408961e-08,0.0
2005,3.0625497249303635e-08,0.0
2006,2.2236605001779708e-08,0.0
2007,2.356742823117486e-08,1.997239706952314e-09
2008,2.2564431073623936e-08,1.7029758714315335e-09
2009,2.717869818091856e-08,6.198650481792356e-09
2010,3.023227584941779e-08,2.8342759250676863e-09
2011,2.944458407649897e-08,4.971163480860241e-09
2012,2.6212745640741275e-08,3.744677901096338e-09
2013,3.876883725162372e-08,1.9523875849358774e-09
2014,2.38198977486892e-08,3.031623174720721e-09
2015,4.03416731131756e-08,4.654808538617772e-09
2016,6.607574798422888e-08,1.6570720351438695e-09
2017,1.2326495613113053e-07,2.264050280587071e-09
2018,2.9428721348701004e-08,3.614053500911041e-09
2019,3.622402561243021e-08,4.08158040698936e-09
