year,en_ADP an_NOUN,en_ADP man_NOUN
1844,3.485236398370617e-07,2.5247382018367404e-08
1845,3.5546052618018464e-07,3.682950283634412e-08
1846,3.2843752117983627e-07,4.742146231251354e-08
1847,4.0395245015645287e-07,3.128069891999985e-08
1848,3.1456817606301257e-07,3.620349786626065e-08
1849,4.725990050413742e-07,3.4355601474800324e-08
1850,3.91725066606341e-07,3.4623878875095215e-08
1851,4.456562066046388e-07,5.482023102132416e-08
1852,3.359441413941511e-07,4.166749079104193e-08
1853,5.482233342846143e-07,3.881755650247953e-08
1854,3.3044426805961535e-07,2.8576154442738755e-08
1855,4.1022623520348134e-07,2.9188154115900034e-08
1856,3.748285001270446e-07,3.054541508618058e-08
1857,3.656250328054611e-07,3.319426344905452e-08
1858,3.0976968945495287e-07,2.3979013274999517e-08
1859,3.5288760402707453e-07,3.411756210880412e-08
1860,3.748713676143822e-07,3.432887782373051e-08
1861,3.2870266553075567e-07,5.5176775703991154e-08
1862,3.6189069990699707e-07,3.2981301328893764e-08
1863,3.995696622460798e-07,3.745965782009364e-08
1864,3.452204173637341e-07,2.8288894005079612e-08
1865,3.8266645119300335e-07,3.0594488331647796e-08
1866,3.824371657135117e-07,3.308616608466153e-08
1867,3.663872796266787e-07,3.202855580752839e-08
1868,4.5249248004086695e-07,2.865127013418345e-08
1869,3.8775141508740063e-07,3.711474394485492e-08
1870,4.157185449216172e-07,5.5620273275991394e-08
1871,3.887350770170883e-07,4.8857414336467286e-08
1872,5.049528292166983e-07,6.8334931047076e-08
1873,5.453249966036466e-07,6.225444532104163e-08
1874,4.451083851497728e-07,4.361464744917498e-08
1875,3.804815484897972e-07,4.1194995303861504e-08
1876,4.885179869518197e-07,3.990369701334373e-08
1877,3.525345166899285e-07,6.926994122746777e-08
1878,5.398945350232331e-07,4.770880152049628e-08
1879,4.1909971393305767e-07,6.903537452807029e-08
1880,4.3577175246056754e-07,7.123809431242023e-08
1881,4.2741470163143447e-07,4.1835046982185986e-08
1882,4.199548004901743e-07,3.727015607246642e-08
1883,4.069654357952146e-07,2.970089296727707e-08
1884,3.366865382048445e-07,3.828984151965642e-08
1885,4.202554444443507e-07,3.738468762337632e-08
1886,4.491610913204269e-07,4.5819592453533176e-08
1887,3.3166937818407405e-07,3.721487118468758e-08
1888,4.7237579248182726e-07,2.9800888201592102e-08
1889,3.2265454574798014e-07,2.6940087494153886e-08
1890,3.454161583427151e-07,3.670456499849095e-08
1891,3.5823116739663874e-07,3.4420786221289745e-08
1892,3.2658949455921515e-07,3.447681873325337e-08
1893,2.7528121826492224e-07,3.756634125995362e-08
1894,3.610781962315457e-07,3.276800364382382e-08
1895,2.8167116128408054e-07,2.8889348913097024e-08
1896,2.954411550959435e-07,4.36380135915293e-08
1897,3.018237670904256e-07,2.8550896424839323e-08
1898,2.8744442459593955e-07,2.6028433075531154e-08
1899,2.802482299557596e-07,3.205995646737847e-08
1900,2.678583330695261e-07,3.166542383858939e-08
1901,2.732893396584224e-07,3.4091307887784694e-08
1902,2.7595794294121845e-07,4.7629751642741525e-08
1903,2.9323195738228947e-07,3.1321277793594504e-08
1904,2.7410588554488413e-07,6.234565219642718e-08
1905,2.342984628533884e-07,3.5609237114542225e-08
1906,2.453775985733486e-07,4.3725569554009525e-08
1907,2.7617068942831224e-07,3.5999903225114593e-08
1908,2.1462770916080842e-07,2.2101250607420297e-08
1909,2.381925914285432e-07,3.190570563305073e-08
1910,1.9345826018923873e-07,3.580580787421184e-08
1911,2.745313101293334e-07,3.405039405990351e-08
1912,2.3181924374560126e-07,4.428007899237585e-08
1913,2.2484676126532932e-07,3.818152588541679e-08
1914,2.276892898667171e-07,2.9465673123674208e-08
1915,2.0969756231448144e-07,2.35615239541076e-08
1916,2.64797828997132e-07,4.175235646108888e-08
1917,2.0836206238161736e-07,5.592876561877347e-08
1918,2.2857889092620098e-07,4.135095466040184e-08
1919,2.1822600482224175e-07,3.959374816897565e-08
1920,2.4761197181533134e-07,1.9687802943479937e-08
1921,2.1203692424087706e-07,2.1960967766521122e-08
1922,2.0363102271048206e-07,2.87739485571592e-08
1923,2.2081171513477216e-07,2.1231896685236507e-08
1924,1.8950688063235077e-07,1.5469949654622894e-08
1925,2.2106337516092367e-07,2.1996356291964503e-08
1926,2.5859040508890985e-07,2.452150482668003e-08
1927,1.4493992472885964e-07,1.672383753703599e-08
1928,2.1252436988028478e-07,2.6279895148917376e-08
1929,2.5511530887811773e-07,1.4482528509773829e-08
1930,2.951512604321138e-07,1.7856125467119455e-08
1931,1.8704785009759917e-07,1.7108034988666532e-08
1932,1.5233756045507363e-07,1.6439305472459864e-08
1933,1.5944220788099983e-07,2.6382523277135306e-08
1934,2.0009239420915037e-07,1.677421224144382e-08
1935,1.4242258306040867e-07,1.555876938397205e-08
1936,1.624711774006471e-07,1.9399542416920212e-08
1937,2.5434058437134865e-07,2.2664012666595568e-08
1938,1.8540257140653438e-07,1.4261736236420575e-08
1939,1.8199920415185034e-07,2.2941075705773528e-08
1940,2.3329202702981888e-07,7.607348750937604e-09
1941,2.6858673107810205e-07,2.066051862925633e-08
1942,5.006449512734434e-07,2.4273694165799498e-08
1943,3.251623377220625e-07,1.7419411690866582e-08
1944,1.670856821789357e-07,1.6065930807940276e-08
1945,1.7645882843808636e-07,6.535512131478072e-09
1946,1.767980171152317e-07,8.352662561605939e-09
1947,1.2874540833429649e-07,2.1457568166738383e-08
1948,1.7829895648802108e-07,8.697510267552389e-09
1949,1.7277934827308883e-07,1.079870937115146e-08
1950,2.0845308923433947e-07,7.444753036267571e-09
1951,1.7697927001680824e-07,1.7058242818279723e-08
1952,1.7609822067221614e-07,1.0544803585865736e-08
1953,1.8100030263479283e-07,1.4005975934594517e-08
1954,1.3192924086524727e-07,2.247683372758047e-08
1955,1.9052783706285936e-07,1.970977603349411e-08
1956,1.7965551646348388e-07,1.3081712602058815e-08
1957,2.31477991108342e-07,2.5621609389681055e-08
1958,2.556123281927114e-07,9.926692134953896e-09
1959,2.1082034362684965e-07,1.705164498488898e-08
1960,1.986279155596904e-07,1.7994166878754214e-08
1961,2.0913959231094736e-07,1.806521376934711e-08
1962,2.416285432849108e-07,1.3952304422915063e-08
1963,2.133797532000159e-07,1.4225317257476888e-08
1964,2.293656092833274e-07,1.5209921211400967e-08
1965,2.1450410364609596e-07,1.2585699593614663e-08
1966,2.0549968060556978e-07,2.6033650790679985e-08
1967,1.9770645359740158e-07,3.106111406969703e-08
1968,1.8280062505371397e-07,2.0660512856096602e-08
1969,1.630491064108508e-07,2.361714010468141e-08
1970,1.692330778291229e-07,3.587005403815624e-08
1971,1.6905328026339816e-07,2.3122788017637674e-08
1972,1.8468528922843674e-07,1.8468528206749824e-08
1973,1.3783009528145485e-07,1.653961112513258e-08
1974,2.3852424302361896e-07,1.9126943695546572e-08
1975,2.2560346923938823e-07,2.3988217634496323e-08
1976,1.5255116581069927e-07,2.5139517856320737e-08
1977,1.4280580318271063e-07,2.5270162573587385e-08
1978,1.188118274875194e-07,2.6732660751704884e-08
1979,1.281582141521298e-07,1.521513093294402e-08
1980,1.5804718556111652e-07,2.501466345172787e-08
1981,1.1449244580186146e-07,1.2651099223770501e-08
1982,1.3904804907483026e-07,1.3656505148951226e-08
1983,1.3388469954911386e-07,1.5156758848000607e-08
1984,1.786094572242547e-07,2.0296529845698075e-08
1985,1.0527226579348792e-07,1.924978554335155e-08
1986,1.0190625043815515e-07,1.3787316621716172e-08
1987,1.1305011188289527e-07,1.3443796853529477e-08
1988,2.4645836249614916e-07,1.6790351053952435e-08
1989,1.053719477228654e-07,1.4269117443177493e-08
1990,1.0897301572221352e-07,1.634595292454577e-08
1991,1.1781545167233176e-07,1.699824958567575e-08
1992,1.4160556649489564e-07,1.2672871863017576e-08
1993,1.0801454858322401e-07,1.2740177135484032e-08
1994,9.283870938681105e-08,2.0572213876857148e-08
1995,1.1441371272624679e-07,7.591431205877797e-09
1996,1.2117468917161034e-07,1.4412849136391515e-08
1997,7.719779804293836e-08,1.3905194440333446e-08
1998,8.201181977973704e-08,1.954932971059975e-08
1999,8.27206416420534e-08,1.6452724266313723e-08
2000,8.350079627739149e-08,1.5021307420148844e-08
2001,1.0339659703428872e-07,1.0953029011551152e-08
2002,1.0602556049787992e-07,7.886198694073698e-09
2003,8.500522735710447e-08,1.7917768657671473e-08
2004,1.0263163519041996e-07,1.1011978051644888e-08
2005,9.097574116267992e-08,1.035862429166201e-08
2006,7.782812000423078e-08,5.353256671281059e-09
2007,7.869124660220272e-08,2.6363564720188748e-08
2008,7.705965823778804e-08,9.792111205220166e-09
2009,6.53242375747709e-08,1.3350938798950551e-08
2010,8.077686158847186e-08,1.558851692173846e-08
2011,3.7474924913238894e-08,6.883149578085224e-09
2012,3.6765930244708755e-08,2.3829769546512836e-09
2013,2.8727987766430374e-08,5.299337635378265e-09
2014,3.3131311125145224e-08,6.27979110379151e-09
2015,2.1722439139115757e-08,5.098123617708339e-09
2016,2.7548822750800284e-08,4.556948179912368e-09
2017,2.440142932158551e-08,6.540589375658712e-09
2018,2.0135440093049795e-08,4.904786632398128e-09
2019,4.28565950505444e-08,1.5816123910550317e-08
