year,ancien_ADJ arrêt_NOUN,ancien_ADJ marais_NOUN
1873,2.2148215872430654e-08,1.4366410283628284e-08
1874,5.317402296256546e-08,1.2546679251101978e-08
1875,2.0597497041308088e-08,3.1468399441791917e-08
1876,1.3905833817773328e-08,2.5997864083748823e-08
1877,7.421779191219002e-09,2.2883819617014467e-08
1878,1.3889903893726796e-08,2.9591534445039258e-08
1879,2.077170613290491e-08,3.604501941367744e-08
1880,2.3104245627791897e-08,1.8611753915820373e-08
1881,2.1614773970668466e-08,2.9284532188089685e-08
1882,1.1979693681496428e-08,2.6621540527571597e-08
1883,1.7694149478941767e-08,1.4534479397809719e-08
1884,1.2543224237049344e-08,1.0562715146988921e-08
1885,1.0957580676151935e-08,2.707166940618677e-08
1886,9.680196089156823e-09,2.8395241213896583e-08
1887,3.3297517243457975e-08,3.395040970577412e-08
1888,2.092402917597269e-08,3.297119732792453e-08
1889,1.8795409673089125e-08,1.5036328349093964e-08
1890,2.0318598359381213e-08,1.6385966361553983e-08
1891,1.1473596295275001e-08,1.1473596295275001e-08
1892,3.008885940403161e-08,3.0715710863660206e-08
1893,9.23762488724833e-09,2.8328715373504565e-08
1894,2.457600345451283e-08,9.452309379653911e-09
1895,1.2037228991346183e-08,1.5648398132839247e-08
1896,2.181900704556483e-08,1.0024948871034667e-08
1897,2.3889525024856084e-08,2.330685422435863e-09
1898,6.7900258748920805e-09,2.9423445901954892e-08
1899,2.2110313580014918e-08,2.5979618456517528e-08
1900,1.8168686111152965e-08,1.816868544501915e-08
1901,2.5708198458929132e-08,1.397184767881754e-08
1902,1.0802624572647801e-08,1.5712908307818907e-08
1903,1.4040573148577096e-08,1.5120616980723867e-08
1904,1.7198800605910947e-08,1.3974025492302644e-08
1905,2.0643035725242953e-08,2.2707340008309984e-08
1906,8.230695236477459e-09,2.006231980544726e-08
1907,7.71426478252124e-09,3.085706040684144e-08
1908,1.4734167219643268e-08,2.259238951474174e-08
1909,1.540275351707976e-08,2.420432715366516e-08
1910,1.7101282390186157e-08,1.6032451921610402e-08
1911,7.980561100850991e-09,1.9153347241562813e-08
1912,1.6149205306348335e-08,2.3963337536514473e-08
1913,3.7120928331191294e-08,2.545434996115148e-08
1914,1.0714789944188396e-08,2.343860305842327e-08
1915,2.1205371680821372e-08,2.4739600590351074e-08
1916,2.0876177231343718e-08,1.4283700444650549e-08
1917,5.483212106582869e-09,2.412613364644045e-08
1918,8.040463406189247e-09,4.2499591401679027e-08
1919,1.3811772170413406e-08,3.038590001835928e-08
1920,2.4231141537711665e-08,1.1358348039891553e-08
1921,1.5145495524393482e-08,1.2116395886607734e-08
1922,1.475587119159627e-08,8.853522359686394e-09
1923,1.1677542488541803e-08,2.0170300985000722e-08
1924,1.675911143195208e-08,2.7072411645789884e-08
1925,1.4297631523163545e-08,1.539744931555731e-08
1926,1.8948435043242284e-08,1.89484357093761e-08
1927,1.0034302277972529e-08,1.672383709294678e-08
1928,1.2568645457733396e-08,2.5137291137511397e-08
1929,1.5596569369336066e-08,1.5596569369336066e-08
1930,1.575540586884472e-08,3.046045005117293e-08
1931,2.2810713318222042e-08,9.124285327288817e-09
1932,1.2055489939655217e-08,2.3015026440198483e-08
1933,1.261772819560747e-08,1.835305885045102e-08
1934,1.3179738189705859e-08,3.235026646564165e-08
1935,1.555876849579363e-08,1.6755597798123745e-08
1936,4.849885826274658e-09,9.699771208460106e-09
1937,1.510934133364117e-08,4.658713570471207e-08
1938,7.779128452511941e-09,2.7226950471970213e-08
1939,1.2235240376412548e-08,1.2235240376412548e-08
1940,7.607348528892999e-09,2.7893612752905028e-08
1941,2.9515025978810172e-09,3.246652768851277e-08
1942,6.068423541449874e-09,2.730790527039062e-08
1943,5.806470415592457e-09,1.0741970202232665e-07
1944,1.2852744646352221e-08,1.6065930807940276e-08
1945,1.742803235060819e-08,6.535512131478072e-09
1946,1.1136883415474585e-08,2.0881657292193267e-08
1947,5.960435700558264e-09,5.96043552292258e-08
1948,7.610321262063735e-09,9.784699050996437e-09
1949,8.835307596655184e-09,2.9451024952109606e-08
1950,1.808011518278363e-08,2.0207187256815473e-08
1951,1.2793682557799002e-08,4.157946853489136e-08
1952,5.799642011083961e-08,3.479785259941082e-08
1953,2.477980309834038e-08,1.8315506888910704e-08
1954,1.6613311615287785e-08,3.4203875509675186e-08
1955,8.447047061821422e-09,2.3464019616170617e-08
1956,2.441919733087161e-08,2.7907653077363648e-08
1957,1.5903067307476704e-08,2.2087593753994383e-08
1958,1.3235589513271862e-08,1.9026159703283696e-08
1959,2.712761748568937e-08,1.9376869886400527e-08
1960,8.997083078554624e-09,2.214666738886706e-08
1961,2.0149661827950638e-08,2.5013373372573255e-08
1962,6.341956293454132e-09,1.1415521361524128e-08
1963,1.4225316924409981e-08,2.1984581488609933e-08
1964,1.0951143047943646e-08,1.9468698209124113e-08
1965,1.0396882743624047e-08,1.4774517553828304e-08
1966,1.495550172592175e-08,1.7725039214155913e-08
1967,1.7749207659178978e-08,2.317257785655613e-08
1968,1.257596426995633e-08,1.1677681044375277e-08
1969,8.175163657142548e-09,2.1800437288721497e-08
1970,1.5635665040480973e-08,1.609553740289371e-08
1971,1.1304474689666222e-08,1.4387512847768846e-08
1972,9.234264020108185e-09,1.5390440699647456e-08
1973,5.513203671370093e-09,1.3783009400469837e-08
1974,7.313243344242437e-09,1.1813700240281833e-08
1975,1.770558810676448e-08,1.1422959911300268e-08
1976,1.0284348428424295e-08,1.599787480266457e-08
1977,5.876781727920388e-09,1.3516598174057037e-08
1978,2.970295565063452e-09,1.2475241728537867e-08
1979,1.2289143924704149e-08,7.607565244427406e-09
1980,4.548120546843393e-09,1.0233271341419936e-08
1981,1.2018544381930951e-08,1.2651099501326257e-08
1982,9.311253101884631e-09,1.427725515590339e-08
1983,7.57837881337764e-09,1.6419820836333088e-08
1984,8.69851302098823e-09,1.5657322549600394e-08
1985,8.421781494405423e-09,9.02333674446254e-09
1986,1.0790073723399018e-08,1.4986213270340443e-08
1987,2.4443267410134695e-09,1.6499205779396675e-08
1988,3.597932174415064e-09,8.395175221664886e-09
1989,4.390497743145261e-09,1.1525056464734007e-08
1990,1.0897301727652575e-08,1.6345952147389653e-08
1991,7.033758464558559e-09,1.0550637086215175e-08
1992,1.0468894195980738e-08,4.958949695321735e-09
1993,1.661762283333701e-09,1.32940979336027e-08
1994,1.002236071911966e-08,1.1604838756618108e-08
1995,1.626735190995987e-09,8.133676010491087e-09
1996,7.473328622609188e-09,1.49466583554414e-08
1997,1.917957792585412e-09,1.486417322560385e-08
1998,5.244941925219848e-09,1.5258013519314773e-08
1999,8.683382013430219e-09,1.828080506416363e-08
2000,4.859834756842929e-09,1.3695898082310975e-08
2001,5.257454027685071e-09,1.445799924226776e-08
2002,7.886198527540245e-09,1.5334274905409728e-08
2003,5.000307390368164e-09,1.0833999475323708e-08
2004,1.7619165015858584e-09,9.25006135577e-09
2005,7.656374201303606e-09,4.053374524914943e-09
2006,4.11788997345397e-09,9.882935358973555e-09
2007,4.7933754743212376e-09,6.790615098006825e-09
2008,4.6831836186811415e-09,1.4475295073701488e-08
2009,5.721831008997924e-09,1.525821580194986e-08
2010,5.196172381261022e-09,4.2514138876015295e-09
2011,6.118355100337425e-09,1.1089518608953242e-08
2012,4.425528388196653e-09,1.3276585830723775e-08
2013,6.414987652192394e-09,7.251725164802991e-09
2014,4.114345752981308e-09,5.197068386753045e-09
2015,5.319781060109108e-09,6.871383684270427e-09
2016,5.799752234025846e-09,1.1806638028355465e-08
2017,8.049956257139002e-09,9.307762061094849e-09
2018,5.937373259712331e-09,9.035133530232997e-09
2019,5.612172948588068e-09,9.438655024229803e-09
