year,en_ADP amant_NOUN,en_ADP mamans_NOUN
1800,1.3205490390078012e-07,0.0
1801,2.571677222285018e-07,0.0
1802,1.2531904758361634e-07,0.0
1803,8.971560561121805e-08,0.0
1804,9.393033728599676e-08,0.0
1805,1.3077237781544682e-07,0.0
1806,9.797675115663651e-08,0.0
1807,1.0533734240425474e-07,0.0
1808,3.285807395059237e-07,2.2660739951163578e-09
1809,1.1295152946289022e-07,0.0
1810,1.895502714788222e-07,0.0
1811,8.273353202525868e-08,0.0
1812,4.000812481308458e-08,0.0
1813,1.9267468509553964e-07,2.8757416448144113e-09
1814,5.66401889834367e-08,3.1466771410748606e-09
1815,5.124724800076308e-08,0.0
1816,6.721051448721482e-08,0.0
1817,1.4011860827167766e-07,0.0
1818,1.0013788864782214e-07,0.0
1819,8.694881836746049e-08,0.0
1820,1.3527788667033747e-07,0.0
1821,9.269798950661823e-08,0.0
1822,8.020492714422289e-08,1.0025615893027862e-09
1823,1.344045484907852e-07,0.0
1824,1.549484673901702e-07,0.0
1825,1.1975402847141936e-07,0.0
1826,1.0481501533377013e-07,0.0
1827,7.097299997704809e-08,0.0
1828,5.961995785952467e-08,1.8344602503717056e-09
1829,9.859152783064928e-08,0.0
1830,8.558205033537547e-08,0.0
1831,6.704218691311326e-08,0.0
1832,5.1413882484752094e-08,0.0
1833,8.224376379928344e-08,0.0
1834,6.90755317389602e-08,1.8669061851994684e-09
1835,8.31939672707449e-08,7.563087933704082e-10
1836,5.242185102671826e-08,6.720750067579218e-10
1837,6.888311654407175e-08,1.3915781860163179e-09
1838,9.278878110308142e-08,6.312161904276081e-10
1839,5.8029243632518046e-08,6.9914751765765e-10
1840,6.114901224263392e-08,0.0
1841,2.6966304300657384e-08,1.2841097074556274e-09
1842,2.884553929050071e-08,0.0
1843,5.552496529226403e-08,1.1813822142769936e-09
1844,5.54344694592146e-08,5.488561272137815e-10
1845,5.859239315952891e-08,0.0
1846,4.8006911779197026e-08,0.0
1847,2.480882876909618e-08,5.393223645455691e-10
1848,1.448139919091318e-08,0.0
1849,3.1841775438579134e-08,0.0
1850,5.0238568860550004e-08,6.788996032014438e-10
1851,4.51460699935069e-08,1.2898877521649865e-09
1852,6.705861466116403e-08,6.510545436100301e-10
1853,6.389967288633613e-08,5.971931837933653e-10
1854,4.883924714649268e-08,5.195664454227256e-10
1855,6.315255163258371e-08,0.0
1856,3.8828918469402396e-08,1.0354378465748937e-09
1857,6.541222319356166e-08,4.881509085841174e-10
1858,6.019221648889683e-08,9.787352039936081e-10
1859,5.3977035952001984e-08,5.092173349652285e-10
1860,4.0736935380536465e-08,1.3731551729012637e-09
1861,3.6312920226322376e-08,4.715963730639317e-10
1862,1.0210649042941e-07,1.8071945051545413e-09
1863,3.9457504485973516e-08,0.0
1864,4.8426750942631713e-08,0.0
1865,6.589582418614626e-08,4.706844358715045e-10
1866,3.6978658357611494e-08,0.0
1867,6.648351735805136e-08,0.0
1868,7.064019968971991e-08,0.0
1869,4.395167252368992e-08,0.0
1870,3.7271316699616364e-08,4.587239033071455e-09
1871,4.460894587055009e-08,0.0
1872,3.930770542392992e-08,1.8142017887967654e-09
1873,4.250063107003044e-08,1.1972008939764578e-09
1874,2.6288280330355462e-08,5.974609140757536e-10
1875,4.691652344401831e-08,0.0
1876,5.3204929795214184e-08,0.0
1877,5.071549180613033e-08,0.0
1878,3.5630622674531764e-08,6.039088673581716e-10
1879,6.598071289332097e-08,3.054662633950045e-09
1880,6.032775434761106e-08,1.9253538763308597e-09
1881,5.159655724895629e-08,6.972507571312292e-10
1882,4.8584312350996584e-08,2.6621540527571597e-09
1883,7.014466074650727e-08,1.2638677882037541e-09
1884,3.630933420595284e-08,6.601696966868076e-10
1885,4.383032292665234e-08,0.0
1886,2.9685934488377086e-08,6.453463874400711e-10
1887,4.1785117588233334e-08,1.9586773869484375e-09
1888,4.057993563399975e-08,1.268122939990235e-09
1889,5.0121094830046786e-08,6.265136742733546e-10
1890,6.357755033548074e-08,6.554386478008212e-10
1891,2.6771725059049345e-08,1.2748440081367107e-09
1892,3.1969413560872795e-08,0.0
1893,2.2786141140596072e-08,6.158416554491453e-10
1894,3.654892810622812e-08,0.0
1895,2.9491211028798148e-08,0.0
1896,3.6561579763727536e-08,1.769108692872834e-09
1897,2.7968225513319567e-08,0.0
1898,3.281845906144554e-08,1.6975064687230201e-09
1899,5.251199475253543e-08,1.6582735185011188e-09
1900,2.5955265159360863e-08,1.038210628578895e-09
1901,3.968004597121322e-08,0.0
1902,3.830021544359852e-08,1.9641135939885146e-09
1903,4.1581697640680204e-08,5.400220270956879e-10
1904,4.1384613069794796e-08,0.0
1905,4.231822342548597e-08,1.0321518084666081e-09
1906,6.121579276818778e-08,3.0865106026567446e-09
1907,6.942838304269117e-08,1.5428530120153994e-09
1908,5.549869630527837e-08,0.0
1909,5.8860523288739586e-08,0.0
1910,4.3287620377086e-08,1.068830135508847e-09
1911,4.788336838146279e-08,2.128149656499545e-09
1912,4.167537070998151e-08,0.0
1913,4.401481379368022e-08,1.060597942803554e-09
1914,4.1519810090040465e-08,6.696743715117748e-10
1915,4.712304768617059e-09,0.0
1916,3.296238504368887e-08,1.0987462051303964e-09
1917,2.631941953268324e-08,1.0966424435210342e-09
1918,4.135095466040184e-08,4.594550517822427e-09
1919,3.038589924120316e-08,2.762354511798293e-09
1920,6.43639692654574e-08,2.2716695191604686e-09
1921,6.512562800153887e-08,1.5145494858259667e-09
1922,4.057864688711277e-08,0.0
1923,6.47572857559453e-08,0.0
1924,5.930147373156558e-08,0.0
1925,6.268961239008775e-08,0.0
1926,6.13037629548785e-08,0.0
1927,1.1372209607340977e-07,0.0
