year,en_ADP airs_NOUN,en_ADP mères_NOUN
1876,2.0556450763820067e-08,8.464420275799966e-09
1877,7.421779191219002e-09,7.421779191219002e-09
1878,2.8383716710322915e-08,5.435179861734696e-09
1879,5.498392852132383e-09,8.553055375060126e-09
1880,1.2193908105473383e-08,5.776061628992579e-09
1881,2.022027217885025e-08,2.7890030285249168e-09
1882,9.983077475794744e-09,1.9966155395678697e-09
1883,7.583206784733676e-09,3.791603475633565e-09
1884,1.9805090900604227e-08,1.3203393933736152e-09
1885,1.6114089618213256e-08,3.2228178459270396e-09
1886,1.5488312854472497e-08,7.098810206329631e-09
1887,1.8933882017790893e-08,9.140494583448344e-09
1888,6.974675947901687e-09,5.072491537916335e-09
1889,8.771191772893872e-09,1.2530273485467092e-09
1890,1.1797895993481688e-08,3.932631831293776e-09
1891,1.1473596073230397e-08,3.824531802365527e-09
1892,1.0656471260972467e-08,9.402768785804483e-09
1893,2.3401982574000613e-08,3.695050043717174e-09
1894,9.452309157609307e-09,5.671385139294216e-09
1895,9.027921299420427e-09,5.416753268150387e-09
1896,1.4152869098893461e-08,9.435246139943843e-09
1897,1.6897470089816125e-08,8.740070001067579e-09
1898,5.6583546736987955e-09,7.3558613644664206e-09
1899,1.1055156790007459e-08,4.9748205555033564e-09
1900,6.748368974740515e-09,8.824790675987515e-09
1901,2.235495566438317e-09,8.941982265753268e-09
1902,8.838511256215043e-09,2.455141867585553e-09
1903,1.1880484596105134e-08,3.2401321625741275e-09
1904,1.2361637935498493e-08,1.0749250378694342e-09
1905,4.644683138099737e-09,8.773290538499623e-09
1906,2.0576738091193647e-09,4.115347618238729e-09
1907,8.742833790265081e-09,3.599990305858114e-09
1908,2.1118972570732808e-08,5.893666887857307e-09
1909,9.351672325408344e-09,6.60118004702781e-09
1910,1.2825961404061559e-08,1.068830135508847e-08
1911,1.702519769608557e-08,1.5961122201701983e-08
1912,6.772247651554153e-09,4.688478938419394e-09
1913,5.833288518886093e-09,7.954484182448596e-09
1914,7.36641797560722e-09,8.036092680185902e-09
1915,2.3561523843085297e-09,8.246533234057551e-09
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,2.1932848870420685e-09,3.2899273305631027e-09
1918,1.4932289182922887e-08,3.44591288836682e-09
1919,1.289098744416961e-08,1.8415696745321952e-09
1920,1.2872794385998532e-08,2.2716695191604686e-09
1921,2.2718242898012164e-08,4.543648568500203e-09
1922,2.1396012073182646e-08,2.2133805899215986e-09
1923,1.9108707505210987e-08,9.554353752605493e-09
1924,2.9650736976805092e-08,6.445812328337297e-09
1925,2.3096173862313663e-08,5.499089184013428e-09
1926,1.8948435376309192e-08,0.0
1927,2.0068604777989663e-08,6.689534925996554e-09
1928,6.8556245125250825e-09,2.2852082448565625e-09
1929,1.2254447234738564e-08,5.570202965543558e-09
1930,1.68057662230936e-08,3.1510811737689437e-09
1931,7.983749661377715e-09,3.4216069977333063e-09
1932,5.4797681947604815e-09,3.287861094491973e-09
1933,1.605892663292252e-08,6.882397318719313e-09
1934,2.3963160344919743e-09,0.0
1935,4.787313656606784e-09,0.0
1936,1.2124714565686645e-08,2.424942913137329e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,1.0372171566075394e-08,3.8895642262559704e-09
1939,0.0,9.176430282309411e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,1.1806010391524069e-08
1942,6.068423541449874e-09,6.068423541449874e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,7.152522574216391e-09,5.960435700558264e-09
1948,1.6307831529616124e-08,4.348755133776194e-09
1949,8.835307596655184e-09,9.817008539414473e-09
1950,7.444753036267571e-09,1.0635361480382244e-09
1951,1.3859821956785368e-08,2.1322803522849654e-09
1952,1.0544803696888039e-08,4.2179215675730575e-09
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,7.818028890937967e-09,4.886268056836229e-09
1955,1.2201290200408721e-08,5.631364707880948e-09
1956,1.744228317335228e-09,6.976913269340912e-09
1957,8.835037590415595e-09,8.835037701437898e-10
1958,1.1581141212690937e-08,7.445019267748876e-09
1959,5.425523585955716e-09,3.8753737996444215e-09
1960,2.2838749558218296e-08,3.460416619915918e-09
1961,4.863711378089164e-09,4.86371165564492e-09
1962,8.244543714397423e-09,6.976152100435229e-09
1963,1.6165133231993423e-08,3.879631726988464e-09
1964,6.083968384640315e-09,1.8251904432275978e-09
1965,1.2038495811328431e-08,7.113656441681826e-09
1966,6.092982229866095e-09,5.539074976468328e-09
1967,1.5284040255636455e-08,1.4791006197611978e-09
1968,1.5719955531734442e-08,2.245707841908029e-09
1969,8.629339798282842e-09,4.995933444718048e-09
1970,1.6095537708205043e-08,1.8394900047624674e-09
1971,9.762954888969944e-09,5.138397263237948e-09
1972,2.3598676068825597e-08,5.130146973897354e-09
1973,9.372446541089374e-09,6.064523994098181e-09
1974,9.563471792262135e-09,1.1251143350321513e-09
1975,3.4268881066168433e-09,1.1422960355389478e-09
1976,6.8562320265641574e-09,2.856763492431469e-09
1977,7.639816335114347e-09,7.052138428775834e-09
1978,1.1287123569125868e-08,5.940591130126904e-09
1979,1.1118749476679568e-08,9.363157360553487e-09
1980,6.253665585376211e-09,7.390696055153967e-09
1981,1.2018544381930951e-08,5.69299452024552e-09
1982,7.449002747961231e-09,8.069752976958e-09
1983,1.2630632317822688e-08,4.4207211225000265e-09
1984,1.0438215292118969e-08,1.739702604197646e-09
1985,7.82022557821449e-09,6.617113967877231e-09
1986,8.392279760016663e-09,8.991728306373403e-09
1987,1.2221634038134255e-08,1.4054879038383206e-08
1988,1.4991384134077634e-08,5.9965538645734284e-09
1989,4.939309850016116e-09,1.1525056464734007e-08
1990,8.717841171179685e-09,7.628111475810329e-09
1991,1.1722930182145319e-08,5.8614650910726596e-09
1992,7.713921945651236e-09,1.0468894195980738e-08
1993,8.862731548653358e-09,9.970573700002205e-09
1994,7.912389743403025e-09,7.3848970827405935e-09
1995,1.3556126887692699e-08,8.675921314704738e-09
1996,4.270473752399084e-09,1.3879039695297024e-08
1997,1.054876808126437e-08,1.2466725429760572e-08
1998,7.629006981701991e-09,1.7642078020685403e-08
1999,1.2339543165040823e-08,5.941261621567051e-09
2000,1.192868470667463e-08,7.510653543540968e-09
2001,7.0099388516098315e-09,9.200544992538084e-09
2002,1.0076809608960957e-08,1.2267420579359367e-08
2003,1.2500768864498468e-08,4.583615265119079e-09
2004,1.4535811221350059e-08,1.0131019578807354e-08
2005,1.1259373877692269e-08,9.457874483587148e-09
2006,1.070651389767363e-08,7.000412693969338e-09
2007,1.358123019601365e-08,1.1184542542119758e-08
2008,1.021785517307805e-08,1.0217855228589201e-08
2009,3.337734755248789e-09,1.0490023072406984e-08
2010,8.9752067999882e-09,1.558851697724961e-08
2011,2.2943831279320648e-09,1.8737462109674752e-08
2012,4.425528637996834e-09,1.1234033953089195e-08
2013,6.693900156395927e-09,1.2829975415407091e-08
2014,4.547434789836657e-09,9.961047500728348e-09
2015,6.871383573248124e-09,9.309617077235544e-09
2016,4.349813981230355e-09,7.042556010583567e-09
2017,4.024978267347379e-09,1.3081178806828575e-08
2018,1.8070267504555204e-09,7.486253394972664e-09
2019,7.652963041060445e-09,1.0969247454806208e-08
