year,certain_ADJ être_NOUN,certain_ADJ mètre_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,1.950339267864365e-08,0.0
1804,4.943701892301533e-09,0.0
1805,1.9900143755080535e-08,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.8081521108447305e-08,2.106114038724627e-08
1811,1.7549536934780008e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,2.5493642752394408e-08,2.3176038865813098e-09
1817,6.227493631882908e-09,0.0
1818,1.5497530370112145e-08,0.0
1819,4.140420006848444e-09,1.035105001712111e-09
1820,5.933240565525466e-09,7.119888678630559e-09
1821,4.930744257336528e-09,0.0
1822,7.017931125119503e-09,0.0
1823,1.680056804787e-08,8.894418535021487e-09
1824,1.0947446504872005e-08,2.5263338088166165e-09
1825,2.641632912414593e-09,9.68598712347557e-09
1826,8.80798456392995e-09,0.0
1827,4.608636583469661e-09,0.0
1828,1.8344602503717056e-09,0.0
1829,2.2290258527846163e-08,1.3717081692732336e-08
1830,1.0436835840010872e-09,4.174734336004349e-09
1831,9.354723218280014e-09,0.0
1832,4.058990921151917e-09,0.0
1833,5.791814139399776e-09,0.0
1834,1.7735608537350345e-08,6.534171426153534e-09
1835,8.31939672707449e-09,5.294161553592858e-09
1836,2.2850549896702432e-08,6.720750067579218e-10
1837,6.262101948095733e-09,9.74104708006962e-09
1838,1.7674054220151447e-08,1.8936485712828244e-09
1839,2.7266752411492234e-08,9.088918062616358e-09
1840,8.917564464638872e-09,1.4013314952876499e-08
1841,9.630822361827995e-09,3.852329122366882e-09
1842,3.152884531232303e-08,6.708265054555795e-10
1843,7.088293330070883e-08,5.31621990873532e-09
1844,2.7991662321369404e-08,1.097712254427563e-09
1845,2.622707206967334e-08,5.580227946389016e-10
1846,4.27378594736183e-08,2.3418005312692003e-09
1847,3.182001862001016e-08,4.853901280910122e-09
1848,1.6090443422100975e-09,8.045221711050488e-10
1849,3.100383594301093e-08,1.6758829879393033e-09
1850,3.055048125588655e-08,1.0183494048021657e-08
1851,1.2253933867611977e-08,1.2898877521649865e-09
1852,2.018269018577712e-08,3.906327261660181e-09
1853,2.20961471342207e-08,0.0
1854,2.4939190268469247e-08,5.195664454227256e-10
1855,2.600399184871094e-08,7.429711956774554e-09
1856,1.9155599773057475e-08,8.801221973442352e-09
1857,1.6597130780837688e-08,1.4644527812635033e-09
1858,5.334106800702898e-08,4.893676019968041e-10
1859,2.036869295451993e-08,2.036869339860914e-09
1860,1.5562426014525954e-08,1.8308735638683515e-09
1861,2.5466203368296192e-08,4.715963730639317e-10
1862,5.873382141752259e-08,4.9697850279528666e-09
1863,4.4452126868321784e-08,4.994620717013731e-09
1864,4.6988335888897836e-08,4.794727948009836e-10
1865,2.682901328876497e-08,3.294791106611683e-09
1866,2.822055417128766e-08,4.865612912574591e-10
1867,2.232293283555009e-08,0.0
1868,1.3831646938911035e-08,1.4819622196071691e-09
1869,2.2952539424636598e-08,0.0
1870,2.3509599600401998e-08,4.587239033071455e-09
1871,1.0621177271019633e-09,4.248470908407853e-09
1872,1.0885210954825197e-08,4.23313739617015e-09
1873,6.584604861359367e-09,2.3944017879529156e-09
1874,2.3898436563030145e-09,2.9873046258899194e-09
1875,2.5174719198162165e-08,3.432916173551348e-09
1876,2.9625471853478302e-08,1.269663130187837e-08
1877,4.9478527941460015e-09,3.710889595609501e-09
1878,2.5968081018845623e-08,1.8117265465633636e-09
1879,2.1382637882538802e-08,6.10932526790009e-10
1880,1.9895322722618403e-08,0.0
1881,1.2550513517339823e-08,1.3945015142624584e-09
1882,2.3293848627758962e-08,9.317538740560849e-09
1883,1.3270612164717477e-08,2.5277355764075082e-09
1884,6.601696966868076e-09,0.0
1885,2.127059772760731e-08,6.445635691854079e-10
1886,1.2906927970846027e-08,6.453463874400711e-10
1887,2.6115698492645834e-09,6.528924623161458e-10
1888,1.3315291091942072e-08,1.9021844099853524e-09
1889,1.0024218788373673e-08,5.012109394186837e-09
1890,1.7041404731799048e-08,2.6217545912032847e-09
1891,1.0198752065093686e-08,6.374220040683554e-10
1892,4.387958441043338e-09,0.0
1893,4.926733243593162e-09,0.0
1894,5.041231432301174e-09,1.2603078580752936e-09
1895,1.8055843487019274e-09,0.0
1896,5.307326134129653e-09,1.179405795248556e-09
1897,1.5149455023788505e-08,0.0
1898,9.619203211741478e-09,0.0
1899,6.080336234504102e-09,0.0
1900,9.863001082521805e-09,4.15284251431558e-09
1901,1.2295225337854987e-08,0.0
1902,7.856454153909453e-09,0.0
1903,1.0260418292773466e-08,2.7001101354784396e-09
1904,9.13686282189019e-09,0.0
1905,7.741138396966107e-09,0.0
1906,1.0288369267641428e-08,2.0576738091193647e-09
1907,1.1828539925318182e-08,0.0
1908,2.3083527977973972e-08,4.911389073214423e-10
1909,3.245580160182726e-08,0.0
1910,1.1757131268552712e-08,5.344150677544235e-10
1911,1.4897047151407605e-08,3.7242617878519013e-09
1912,3.3861237369592345e-08,0.0
1913,4.030272293675807e-08,0.0
1914,1.7411533548283842e-08,1.3393487430235496e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,3.29623865980011e-08,7.69122365795738e-09
1917,1.0966424213165737e-08,3.289927441585405e-09
1918,3.44591288836682e-09,0.0
1919,2.1178051312631396e-08,0.0
1920,1.2872794385998532e-08,5.300562211374427e-09
1921,1.6660044011018726e-08,1.5145494858259667e-09
1922,1.475587119159627e-08,1.4755870969551665e-09
1923,2.7601466001669905e-08,9.554353752605493e-09
1924,2.4494086758863887e-08,3.867487219366694e-09
1925,3.629398648286042e-08,3.299453377181294e-09
1926,2.229227646921572e-08,0.0
1927,2.4528294062520217e-08,0.0
1928,2.399468712610542e-08,0.0
1929,2.2280811862174232e-08,2.2280812750352652e-09
1930,2.520864939015155e-08,0.0
1931,3.5356606531422585e-08,0.0
1932,3.287861094491973e-08,2.1919073223131136e-09
1933,2.523545639121494e-08,1.1470662197865522e-09
1934,2.6359476379411717e-08,2.3963160344919743e-09
1935,4.308582379763948e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,2.2664012888640173e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,2.282204625281281e-08,2.5357829169792012e-09
1941,4.7224041566096275e-08,5.9030051957620344e-09
1942,2.7307905936524435e-08,0.0
1943,1.335488235554294e-07,0.0
1944,4.4984606262232774e-08,0.0
1945,4.574858536443571e-08,2.178504043826024e-09
1946,5.986074569364064e-08,4.1763312808029696e-09
1947,2.7418003867296648e-08,3.5762612871081956e-09
1948,4.67491183542279e-08,4.348755133776194e-09
1949,3.239612667016445e-08,0.0
1950,2.4461330738745346e-08,0.0
1951,3.731490771929913e-08,0.0
1952,6.959570697517847e-08,0.0
1953,5.925604895651304e-08,0.0
1954,8.893007930055319e-08,0.0
1955,3.003394466460918e-08,9.385607846468247e-10
1956,3.575668117150599e-08,0.0
1957,3.0922632010543794e-08,0.0
1958,2.0680609058576493e-08,0.0
1959,3.797866554577922e-08,1.5501495642666896e-09
1960,2.906750040665429e-08,0.0
1961,3.265634873628187e-08,6.948159270159238e-10
1962,2.980719671086263e-08,1.9025869768540815e-09
1963,2.5217607557692645e-08,6.466053248388448e-10
1964,3.3461826975944575e-08,6.083968329129164e-10
1965,3.502107759345563e-08,3.2832261354087677e-09
1966,2.215629990587331e-08,1.1078149508847446e-09
1967,2.7116845657815247e-08,0.0
1968,3.368561962702188e-08,3.5931326802796093e-09
1969,3.3609008909252225e-08,9.083515606356229e-10
1970,2.3913370839068193e-08,0.0
1971,2.363662865434435e-08,1.541519245584766e-09
1972,3.231992451446786e-08,3.5911027485013847e-09
1973,1.5436970424165253e-08,1.6539611902288698e-09
1974,1.518904291231138e-08,0.0
1975,1.5420996035686585e-08,0.0
1976,2.171140245366132e-08,1.142705374768127e-09
1977,2.2919448394720376e-08,0.0
1978,4.63366136571608e-08,0.0
1979,1.462993370893173e-08,1.7555920051037788e-09
1980,3.6953479443102566e-08,1.1370301367108482e-09
1981,1.2651098835192442e-08,6.325549528618524e-10
1982,3.9107263205551135e-08,6.207502289967692e-10
1983,3.978649232294629e-08,6.315316047889041e-10
1984,2.609553817478627e-08,0.0
1985,3.549179083961462e-08,0.0
1986,4.375974427262008e-08,1.7983456945813714e-09
1987,2.749867533680117e-08,0.0
1988,1.739000587974715e-08,5.996553809062277e-10
1989,2.0854864501984594e-08,0.0
1990,1.961514328741032e-08,5.44865097484859e-10
1991,2.6962739596569918e-08,0.0
1992,2.6447732115464362e-08,1.65298330578878e-09
1993,2.6588196533339215e-08,1.1078414852150331e-09
1994,2.637463225596548e-08,0.0
1995,1.3013881527967897e-08,5.422450821690461e-10
1996,1.3879040139386234e-08,0.0
1997,3.020783623242096e-08,9.58978896292706e-10
1998,2.8131962537258914e-08,0.0
1999,4.021776947582545e-08,9.140402323914998e-10
2000,2.2973763447176054e-08,4.4180314962005696e-10
2001,2.3220422917802352e-08,0.0
2002,3.943099508019188e-08,4.38122149670761e-10
2003,3.7502307037584615e-08,1.6667691671301554e-09
2004,2.7750184372621334e-08,0.0
2005,3.107587176476301e-08,3.1526248278623825e-09
2006,2.800165210814498e-08,0.0
2007,2.5964116190380082e-08,7.988958938831558e-10
2008,2.2564430490756848e-08,4.257439678578834e-10
2009,2.7655516543489966e-08,9.53638501499654e-10
2010,2.2674207067474583e-08,9.447586046817946e-10
2011,2.370862617340208e-08,0.0
2012,1.838296548317686e-08,0.0
2013,2.0639524478394122e-08,2.789125042035323e-10
2014,2.4036441198527214e-08,8.661780737106994e-10
2015,2.6155589361032128e-08,6.649726325136385e-10
2016,2.1127668642373365e-08,1.2428040818690533e-09
2017,2.264050280587071e-08,0.0
2018,1.8586561012501335e-08,7.744400121190154e-10
2019,2.4234383166898965e-08,2.55098775436835e-10
