year,ancien_ADJ être_NOUN,ancien_ADJ maître_NOUN
1800,0.0,7.923294234046807e-07
1801,0.0,4.976671625911422e-07
1802,0.0,5.43795152907478e-07
1803,0.0,4.875847969820768e-07
1804,0.0,8.354856233516728e-07
1805,0.0,6.737619937524642e-07
1806,5.76333825108577e-09,8.011039982491752e-07
1807,0.0,4.3558412698985194e-07
1808,0.0,8.883010043092554e-07
1809,2.259030518203531e-09,7.296668584899635e-07
1810,1.6380887757350138e-08,9.407309469189329e-07
1811,0.0,8.950263783447099e-07
1812,0.0,7.814919840143375e-07
1813,0.0,9.604977198041098e-07
1814,0.0,1.3750978951065917e-06
1815,0.0,1.1786867295526804e-06
1816,0.0,6.327058841293365e-07
1817,1.71256075987003e-08,8.578372518996957e-07
1818,0.0,1.0121079618841122e-06
1819,4.140420006848444e-09,9.119275183877562e-07
1820,0.0,8.294670541530991e-07
1821,0.0,9.58536705564228e-07
1822,3.0076847679083585e-09,9.14336169444141e-07
1823,0.0,7.342836298995792e-07
1824,0.0,9.524278237194039e-07
1825,1.6730341556581152e-08,8.831859297231404e-07
1826,2.642395191543301e-09,9.4685829821195e-07
1827,1.8434546111834038e-09,9.226490074176752e-07
1828,9.172301251858528e-10,8.787064444959469e-07
1829,0.0,9.507652459217475e-07
1830,5.218417697960831e-09,1.181449799547707e-06
1831,1.5591206103948707e-09,9.261176501240698e-07
1832,0.0,8.483290996341708e-07
1833,0.0,9.23215168313618e-07
1834,1.5868701908061666e-08,8.951814898239263e-07
1835,3.025235173481633e-09,9.431170795437538e-07
1836,1.3441500135158435e-09,1.0054242544077496e-06
1837,6.262101948095733e-09,9.754963574692965e-07
1838,1.2624323808552163e-09,9.91009441841939e-07
1839,4.894032734625853e-09,1.0410306154895466e-06
1840,1.2739377330817092e-09,1.0312525700051367e-06
1841,0.0,8.719104691579105e-07
1842,0.0,1.0612475653815068e-06
1843,2.3627644285539873e-09,9.882262070881609e-07
1844,5.488561272137815e-10,1.1959574699460518e-06
1845,5.580227835366713e-09,1.1149295757739708e-06
1846,0.0,1.0766427378516852e-06
1847,0.0,1.188666473694866e-06
1848,1.6090443422100975e-09,8.712974883806623e-07
1849,2.513824481908955e-09,1.0248024242542897e-06
1850,0.0,9.748998088809913e-07
1851,6.449438760824933e-09,1.0332000428547872e-06
1852,0.0,1.3040622350857234e-06
1853,2.388772735173461e-09,1.034935773525092e-06
1854,2.0782657816909023e-09,1.0505633649682267e-06
1855,1.0613874223963649e-09,1.1022508168423428e-06
1856,0.0,9.122207345058087e-07
1857,9.763018171682347e-10,9.83135975296534e-07
1858,1.468102750479261e-09,1.047736075676653e-06
1859,2.036869339860914e-09,1.0169070194798735e-06
1860,0.0,1.0765536000434395e-06
1861,6.13075279431996e-09,1.1629566891713239e-06
1862,0.0,1.184164205136895e-06
1863,0.0,1.1327800280014344e-06
1864,4.794727948009836e-10,1.049565957700338e-06
1865,0.0,9.107743608183227e-07
1866,4.865612912574591e-10,1.1920751230576343e-06
1867,4.85281148598915e-10,1.0957648814979848e-06
1868,8.89177353968762e-09,1.0087222532817464e-06
1869,1.4650557433881772e-09,1.0680256545825273e-06
1870,5.734048791339319e-10,9.392372124494841e-07
1871,1.0621177271019633e-09,1.009011830088724e-06
1872,1.8142017887967654e-09,9.857163367765764e-07
1873,5.986004469882289e-10,1.0200151905337407e-06
1874,0.0,9.780434844230967e-07
1875,2.2886108563824337e-09,9.806697160996691e-07
1876,1.209202959984168e-09,1.0544249318122922e-06
1877,0.0,9.728715504309093e-07
1878,3.0195443923020093e-09,1.06831482948877e-06
1879,0.0,1.2518007910244933e-06
1880,8.984985200299889e-09,1.2071968402693756e-06
1881,4.8807553554297556e-09,1.2397118833717968e-06
1882,6.655385131892899e-10,1.0888210315584956e-06
1883,1.516641390253426e-08,1.1785567348709947e-06
1884,6.601696966868076e-10,1.184344434079776e-06
1885,0.0,1.1266971249312974e-06
1886,2.5813855497602844e-09,1.3610355287241305e-06
1887,5.223139698529167e-09,1.4500741691847452e-06
1888,1.9021844099853524e-09,1.0886835823953334e-06
1889,0.0,9.867590566869922e-07
1890,6.554386478008212e-09,9.536632310513937e-07
1891,3.824531802365527e-09,9.86729205010306e-07
1892,0.0,9.390231516803738e-07
1893,1.847525021858587e-09,1.0420041025582805e-06
1894,6.301539290376468e-10,9.742179862826106e-07
1895,3.0093072478365457e-09,9.906639473200585e-07
1896,0.0,1.0001360735145681e-06
1897,0.0,9.287781406186468e-07
1898,0.0,9.33628573562828e-07
1899,4.9748205555033564e-09,9.076283848941102e-07
1900,5.19105292084987e-09,9.956439903646697e-07
1901,1.1177477832191585e-09,8.606657830867448e-07
1902,5.892340837476695e-09,8.25909717505624e-07
1903,2.1600881083827517e-09,8.861761511269606e-07
1904,2.6873125946735854e-09,9.523835862168539e-07
1905,7.2250627702885595e-09,8.241732176728078e-07
1906,5.144184633820714e-09,8.930304433718561e-07
1907,1.5428530120153994e-09,8.434263021328547e-07
1908,4.911389073214423e-10,7.78946320778573e-07
1909,1.6502950117569526e-09,8.653047078865939e-07
1910,2.67207544979442e-09,9.224004120511609e-07
1911,5.852411777418354e-09,8.384909762071402e-07
1912,5.209421061191932e-09,8.856015849545429e-07
1913,5.30298971401777e-10,8.601449117406901e-07
1914,1.3393487430235496e-09,8.524954964173048e-07
1915,1.1780761921542648e-09,6.008188346839916e-07
1916,4.394984820521586e-09,6.680377131473847e-07
1917,0.0,6.821115734467753e-07
1918,1.1486376294556067e-09,5.91548395156849e-07
1919,9.207848372660976e-10,7.283408116620649e-07
1920,0.0,7.746393304586263e-07
1921,7.572747429129834e-10,7.82264822696277e-07
1922,2.2133805899215986e-09,7.975547999805599e-07
1923,4.246379248229459e-09,7.558555061848438e-07
1924,3.867487219366694e-09,8.431122484608977e-07
1925,6.598906754362588e-09,8.479595052790501e-07
1926,1.1146138456652466e-09,7.401036121734705e-07
1927,6.689535148041159e-09,7.581472853956939e-07
1928,1.1426041224282812e-09,8.23817561723672e-07
1929,3.342121912552898e-09,8.188198847847161e-07
1930,1.0503603542488804e-09,8.087774610032739e-07
1931,5.7026783295555106e-09,7.721426555917787e-07
1932,0.0,7.189456199263589e-07
1933,5.735331320977366e-09,8.396524684428641e-07
1934,3.5944740517379614e-09,7.452542938324314e-07
1935,4.787313656606784e-09,8.282052412766916e-07
1936,0.0,7.311203020776702e-07
1937,3.777335333410292e-09,7.290257144632051e-07
1938,3.8895642262559704e-09,7.208659145163665e-07
1939,0.0,6.775264580483054e-07
1940,0.0,8.418799417597711e-07
1941,2.9515025978810172e-09,7.555846650575404e-07
1942,3.034211770724937e-09,8.192371581117186e-07
1943,5.806470415592457e-09,8.390349570674971e-07
1944,0.0,7.197536859848697e-07
1945,0.0,6.078026473232967e-07
1946,2.7842208538686464e-09,6.375865702068495e-07
1947,4.7683483828109274e-09,6.461111823341525e-07
1948,3.2615663503321457e-09,6.707955035878399e-07
1949,9.817008317369869e-10,6.999526931394939e-07
1950,3.190608444114673e-09,5.998343652890981e-07
1951,1.0661401761424827e-09,6.876604317085366e-07
1952,9.490323193972472e-09,5.999993177852048e-07
1953,4.3095309543161875e-09,5.656259425279586e-07
1954,4.886268278880834e-09,5.834204177546098e-07
1955,1.8771215692936494e-09,6.297742647376481e-07
1956,8.72114158667614e-10,6.37515476853423e-07
1957,6.18452644651768e-09,6.025495995487518e-07
1958,6.617794756635931e-09,4.839262333078409e-07
1959,0.0,6.216099563971511e-07
1960,6.920833350854139e-10,6.076491523288041e-07
1961,2.08444772553662e-09,5.829505553833769e-07
1962,2.5367825617905737e-09,6.893706450128434e-07
1963,6.466053248388448e-10,6.511315415735908e-07
1964,6.083968329129164e-10,5.62158658290457e-07
1965,1.0944086747954884e-09,6.500787534946539e-07
1966,1.1078149508847446e-09,6.763210382842999e-07
1967,1.479100675272349e-09,6.217153298848643e-07
1968,8.982831700699023e-10,7.374904882340161e-07
1969,4.087582022860303e-09,5.976953030284449e-07
1970,7.3579600190498695e-09,6.024329710641041e-07
1971,0.0,5.456978193763007e-07
1972,1.0260293725750103e-09,6.315211003027343e-07
1973,5.513203782392395e-10,5.485637792901343e-07
1974,5.625571675160757e-10,5.788713277610213e-07
1975,0.0,5.317388200865025e-07
1976,1.142705374768127e-09,4.776508397696944e-07
1977,2.9383909749824966e-09,4.789577161545822e-07
1978,1.1881182704343018e-09,5.352472669528652e-07
1979,2.3407893401383717e-09,5.342851530087955e-07
1980,2.8425752862659692e-09,5.616929108498425e-07
1981,1.2651099057237047e-09,5.617087932563436e-07
1982,6.207502289967692e-10,5.468809538555774e-07
1983,2.5261264191556165e-09,4.521766356901935e-07
1984,5.799008495621649e-10,4.969750460048772e-07
1985,1.8046674155058895e-09,5.359862180753794e-07
1986,0.0,5.670783522759848e-07
1987,3.0554083707556856e-09,5.32252140139633e-07
1988,3.597932174415064e-09,4.4974154800314636e-07
1989,2.1952488715726304e-09,4.867964271682013e-07
1990,1.089730194969718e-09,4.838402150042498e-07
1991,1.1722930404189924e-09,5.117059096448884e-07
1992,5.509944167592096e-10,5.818501289667211e-07
1993,3.323524566667402e-09,5.965726410650518e-07
1994,2.637463358823311e-09,5.290751650122161e-07
1995,5.422450821690461e-10,5.438718293504508e-07
1996,2.135236876199542e-09,4.93773541165865e-07
1997,2.397447240731765e-09,5.581257003228757e-07
1998,4.768129224785866e-10,5.321232379174035e-07
1999,5.484241505371301e-09,5.200888999468134e-07
2000,3.092622158362701e-09,5.297219578537238e-07
2001,5.257454027685071e-09,5.770055935272467e-07
2002,8.76244299341522e-10,5.7306378886679e-07
2003,2.5001538617175356e-09,5.729519285679885e-07
2004,2.642874807889939e-09,6.571948354405777e-07
2005,4.5037495954858286e-10,5.24236477339457e-07
2006,4.941467846020231e-09,6.708042441516682e-07
2007,1.997239706952314e-09,5.656182988644787e-07
2008,4.257439734089985e-09,5.653879675548978e-07
2009,3.337734755248789e-09,5.302230015047371e-07
2010,3.3066551718974324e-09,4.9458111028855e-07
2011,1.1471915639660324e-09,4.898507919293138e-07
2012,4.425528388196653e-09,6.294463528178085e-07
2013,4.462600067256517e-09,5.661923569988403e-07
2014,2.165445156521173e-09,6.327430632779851e-07
2015,2.881548027966474e-09,6.505649032817473e-07
2016,7.2496901815100045e-09,6.67800019726883e-07
2017,1.7609279590047322e-09,4.699161859633705e-07
2018,4.3884935685412074e-09,6.087098771700994e-07
2019,3.5713829116268414e-09,6.545834700943942e-07
