year,en_ADP arts_NOUN,en_ADP mare_NOUN
1800,5.345079756580162e-08,9.432493897065797e-09
1801,6.42919282256571e-08,2.3811825844433088e-09
1802,9.398928568771225e-08,0.0
1803,7.80135707145746e-08,1.950339223455444e-09
1804,6.921182560404304e-08,0.0
1805,2.558589917711629e-08,2.842877711017877e-09
1806,4.8988375134229045e-08,1.4408345627714425e-08
1807,4.27043254092041e-08,2.8469551160981155e-09
1808,4.5321479902327155e-09,0.0
1809,1.581321384946932e-08,0.0
1810,5.616304221689461e-08,0.0
1811,3.7606150637969904e-08,2.5070767684098882e-09
1812,5.06769564090348e-08,0.0
1813,4.3136123117903935e-08,2.8757416448144113e-09
1814,9.440030979135372e-09,3.1466771410748606e-09
1815,2.6972236000233352e-08,2.697223555614414e-09
1816,8.57513455798653e-08,0.0
1817,2.1796228488746294e-08,3.113746815941454e-09
1818,4.4108355412575406e-08,1.1921177378582115e-09
1819,9.212434237682032e-08,4.140420006848444e-09
1820,3.44127952800477e-08,1.1866481131050932e-09
1821,7.001656854299654e-08,1.97229765852569e-09
1822,3.308453244699194e-08,2.0051231786055723e-09
1823,6.32491954366543e-08,2.9648061783404955e-09
1824,3.1158117863583357e-08,8.421112696055388e-10
1825,4.3146671568905504e-08,0.0
1826,8.807984186454121e-08,1.7615968683770689e-09
1827,3.686909327837995e-08,2.7651818612639545e-09
1828,3.3937512911030865e-08,2.7516904310687096e-09
1829,3.686465693819585e-08,2.571952817387313e-09
1830,3.131050774207722e-08,2.0873671680021744e-09
1831,3.741889442743229e-08,1.5591206103948707e-09
1832,5.276688019861808e-08,1.3529969367098715e-09
1833,4.51761508202253e-08,3.475088550253247e-09
1834,2.4269779741459274e-08,1.0267983796552471e-08
1835,3.932805725526123e-08,2.2689263801112247e-09
1836,6.922372786100084e-08,1.3441500135158435e-09
1837,3.89641890974346e-08,6.957890930081589e-10
1838,4.102905393210676e-08,1.8936485712828244e-09
1839,2.8665047335785232e-08,6.9914751765765e-10
1840,5.8601136720959346e-08,5.732719632334238e-09
1841,3.2102741354123054e-08,1.0272877659645019e-08
1842,4.9641161403712886e-08,2.683306021822318e-09
1843,4.075768533784441e-08,7.088293507706567e-09
1844,5.1592476069117765e-08,5.488561272137815e-10
1845,1.3392547348889394e-08,2.2320911785556063e-09
1846,3.981060747726417e-08,2.3418005312692003e-09
1847,1.5101026207275936e-08,4.853901280910122e-09
1848,2.735375304041554e-08,1.6090443422100975e-09
1849,3.26797175986826e-08,2.513824481908955e-09
1850,3.6660578572877967e-08,1.4935791270431764e-08
1851,2.3217978650791338e-08,5.8044946626978344e-09
1852,4.9480144648228475e-08,1.9531636308300904e-09
1853,2.926246556178569e-08,3.5831591027601917e-09
1854,4.0006617019194834e-08,2.0782658372020535e-09
1855,1.0083180512765466e-08,0.0
1856,2.0708756043319454e-08,4.6594703095870216e-09
1857,1.3668224996266076e-08,3.417056471111124e-09
1858,4.8447393652395476e-08,1.9574704079872163e-09
1859,3.5645212559387573e-08,7.1290429115578036e-09
1860,3.249800525906288e-08,5.492620663849479e-09
1861,3.301174633651982e-08,3.7727710400226044e-09
1862,5.0149648683772696e-08,5.4215836819970775e-09
1863,3.9457503930862003e-08,4.4951587452324304e-09
1864,1.726102105692462e-08,2.397363974004918e-09
1865,3.4830647810402127e-08,5.648213119435752e-09
1866,2.7733993435141713e-08,3.8924903300596725e-09
1867,1.5043715606566366e-08,5.338092634588065e-09
1868,1.778354707937524e-08,5.433861693937558e-09
1869,1.12320943657096e-08,3.4184635122613827e-09
1870,2.5803219116937726e-08,1.1468097582678638e-09
1871,1.1683294776076991e-08,1.0621177271019633e-09
1872,1.8746751706544273e-08,6.652073447632745e-09
1873,5.566984079274917e-08,7.781805422268917e-09
1874,2.031367180022059e-08,5.377148060148329e-09
1875,1.3731665304828056e-08,8.010138330405425e-09
1876,6.16693476285235e-08,1.209202959984168e-08
1877,2.1028374708187414e-08,1.5462040314773162e-08
1878,2.5364172762110115e-08,3.623453259660181e-09
1879,1.7717042943843353e-08,7.331190321480108e-09
1880,2.7596738449986447e-08,1.1552123480029763e-08
1881,1.2550513517339823e-08,1.743126887276958e-08
1882,2.5290463057103807e-08,5.324308105514319e-09
1883,2.7805092117638708e-08,8.847074184359371e-09
1884,1.914492120391742e-08,9.902545450302114e-09
1885,3.931837805337679e-08,1.1602144245337342e-08
1886,4.130216729736347e-08,7.098810428374236e-09
1887,4.178511875396751e-08,1.0446279397058333e-08
1888,2.1558089979833994e-08,2.1558090423923204e-08
1889,2.6940088715399213e-08,1.7542383545787743e-08
1890,4.194807196045147e-08,1.4419650029573461e-08
1891,5.0993758771156195e-08,2.5496880162734215e-09
1892,4.701384459515623e-08,3.761107425503951e-09
1893,2.5249507429325746e-08,5.542574843531156e-09
1894,2.9617235108858608e-08,8.822155006527055e-09
1895,4.6343330728504384e-08,5.416753268150387e-09
1896,5.071444997284402e-08,7.076434549446731e-09
1897,2.4472196047398143e-08,1.5149455578900017e-08
1898,3.734514275599565e-08,7.355861253444118e-09
1899,3.59292577911674e-08,8.844125432005967e-09
1900,3.9971108201086736e-08,1.505405378132707e-08
1901,3.297355899434251e-08,1.229522550438844e-08
1902,3.731815834129293e-08,7.856454264931756e-09
1903,4.104167294904926e-08,1.566063789759653e-08
1904,5.159640092955442e-08,1.9348649793471395e-08
1905,2.3223415412942927e-08,1.5998353308788182e-08
1906,5.452835516450705e-08,1.9033483289465636e-08
1907,2.2114226339020604e-08,1.131425531042396e-08
1908,5.549869519505535e-08,2.1118972570732808e-08
1909,3.6306490647231016e-08,1.9253443006572724e-08
1910,3.42025641142385e-08,1.2825961515083861e-08
1911,5.32037401912433e-08,1.5429085564733214e-08
1912,6.355493675780366e-08,1.3544494747996794e-08
1913,2.0681660051202755e-08,1.696956736241262e-08
1914,5.0895253012051e-08,1.808120764223986e-08
1915,1.8849218963445935e-08,2.2383447761953335e-08
1916,4.944358011904626e-08,1.8678685709261345e-08
1917,3.728584374584898e-08,1.2063066656686772e-08
1918,6.776962369059447e-08,2.2972752589112133e-09
1919,2.1178050757519884e-08,6.445493971884986e-09
1920,4.46761680983343e-08,1.3630017114962811e-08
1921,4.240738515903786e-08,2.1960968432654937e-08
1922,3.32007097370024e-08,1.1066902949607993e-08
1923,3.6094222277682775e-08,1.2739137744688378e-08
1924,2.707241186783449e-08,2.0626598762341075e-08
1925,3.849362140151413e-08,1.429763130111894e-08
1926,3.566764272822098e-08,2.0063049888108253e-08
1927,4.682674314970825e-08,2.787306230267461e-08
1928,3.8848539829494655e-08,1.4853853147478446e-08
1929,3.3421218015305953e-08,2.1166771890790415e-08
1930,5.566909955234678e-08,1.8906486376479847e-08
1931,2.3951248984133144e-08,1.2545892325022123e-08
1932,4.7126008873021874e-08,1.9727165900818022e-08
1933,5.850037565480193e-08,9.176529758292418e-09
1934,5.990790441501304e-08,1.9170528275935794e-08
1935,6.582556189016486e-08,1.555876938397205e-08
1936,5.698615890281644e-08,1.6974599503782883e-08
1937,5.791914281516597e-08,1.510934188875268e-08
1938,3.889564470505036e-08,1.5558257571157696e-08
1939,3.8235125288110794e-08,2.9058696782158222e-08
1940,3.803674530900025e-08,2.5357829613881222e-08
1941,7.378756183840096e-08,8.854507793643052e-09
1942,5.158160121254696e-08,3.944475324146879e-08
1943,2.6129116870166058e-08,5.806470415592457e-09
1944,3.855823393905666e-08,1.2852744646352221e-08
1945,2.6142048525912287e-08,1.742803190651898e-08
1946,4.315542145860718e-08,1.9489545088902105e-08
1947,3.457052732969146e-08,2.145756705651536e-08
1948,2.3918153901902883e-08,1.9569398546082084e-08
1949,5.203014352694879e-08,2.1597418964347526e-08
1950,1.0103593162114066e-07,2.0207187478860078e-08
1951,5.01085888338082e-08,9.595261918349252e-09
1952,3.796129288691219e-08,1.4762725264461096e-08
1953,5.279175385730639e-08,1.616074141175261e-08
1954,3.811289239763482e-08,1.661331139324318e-08
1955,3.566531070475776e-08,4.6928039232341234e-09
1956,3.7500909488841216e-08,1.4825940475304833e-08
1957,3.003912851795576e-08,1.7670074847764283e-08
1958,4.880623505343351e-08,1.0753916701577992e-08
1959,4.960478516835565e-08,3.10029915073784e-08
1960,7.543708591128961e-08,8.997083078554624e-09
1961,4.446822099435366e-08,2.2234108942864594e-08
1962,5.77118033362467e-08,1.0781325887609938e-08
1963,8.082566393952106e-08,2.0691370394843034e-08
1964,7.848319272252269e-08,1.520992043424485e-08
1965,7.058936013493167e-08,5.472043540510896e-09
1966,6.979234279391733e-08,1.4401594139457075e-08
1967,7.543413310662217e-08,1.6763140986419955e-08
1968,7.051523109868896e-08,1.0779398124105555e-08
1969,1.2626086995370933e-07,1.2262745763269578e-08
1970,1.3106366436588246e-07,8.737577605888447e-09
1971,1.3051529534902073e-07,1.1818314327172175e-08
1972,1.1132418914483466e-07,1.3851396363229185e-08
1973,1.334195335322974e-07,1.8193573092517568e-08
1974,1.5020276666888321e-07,1.743927241504295e-08
1975,1.1765649432504688e-07,1.884788369821422e-08
1976,1.2512623959182179e-07,1.4855170149541408e-08
1977,1.569100801512846e-07,2.350712730025961e-08
1978,1.657425026113657e-07,1.7821774500603738e-08
1979,2.0598946381955585e-07,1.2289143924704149e-08
1980,2.0523393451377103e-07,1.0801786354264209e-08
1981,1.5371085165805098e-07,1.581387387705746e-08
1982,3.1720337467788795e-07,1.3656504593839713e-08
1983,2.1408921646592916e-07,1.4525227021167098e-08
1984,2.696539020963229e-07,1.797692716909438e-08
1985,3.326603521536242e-07,1.7445118460912568e-08
1986,4.5797868297725586e-07,1.3187867797803676e-08
1987,2.7804215485538464e-07,7.33298027855156e-09
1988,4.17360150439805e-07,7.795520118314414e-09
1989,3.605696310415851e-07,1.5366742545097622e-08
1990,3.639698877844211e-07,8.717841171179685e-09
1991,4.185086017738371e-07,1.4067516873605967e-08
1992,3.4051454278483106e-07,1.542784416885823e-08
1993,4.5975422180433156e-07,1.218625611532076e-08
1994,3.6502492362089356e-07,1.002236066360851e-08
1995,5.232664950227672e-07,1.138714633697191e-08
1996,3.9501881499148794e-07,1.014237538399243e-08
1997,4.909971869082597e-07,1.198723642570343e-08
1998,3.4425893347123093e-07,1.096669710598519e-08
1999,5.246590891738734e-07,1.1882523326400829e-08
2000,3.892285849182997e-07,1.8113928690333125e-08
2001,6.361519561681739e-07,7.448059946568719e-09
2002,5.555388691291796e-07,1.3143664545633982e-08
2003,4.6169506306981134e-07,1.500092217110449e-08
2004,3.9731216042171447e-07,1.2333415178034102e-08
2005,5.17480829742567e-07,9.007499190971657e-09
2006,5.270899150477959e-07,1.4412614990355621e-08
2007,4.841309169112407e-07,9.9861987290506e-09
2008,4.849223698144556e-07,1.3623807137985722e-08
2009,4.0481954499682615e-07,1.0013204043701762e-08
2010,3.80265337884822e-07,1.6533275637442557e-08
2011,5.74360592808798e-07,1.9502257309067517e-08
2012,4.54808154914943e-07,2.0085090535193473e-08
2013,3.7932100527271473e-07,1.8966049897262138e-08
2014,3.6596023633705954e-07,2.1654451481945003e-08
2015,3.6396168223706837e-07,2.1279123019191104e-08
2016,3.5005647902597303e-07,1.6777854328076103e-08
2017,4.857645619082973e-07,2.1382696474558927e-08
2018,4.0451583177558703e-07,1.961914775083784e-08
2019,3.499955180119585e-07,1.7091617954267946e-08
