year,ancien_ADJ archer_NOUN,ancien_ADJ marché_NOUN
1800,0.0,2.5153315874604232e-08
1801,0.0,3.809892135109294e-08
1802,0.0,4.923248297927785e-08
1803,0.0,1.950339223455444e-09
1804,0.0,4.943701892301533e-09
1805,0.0,1.7057266266107263e-08
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,3.3991109926745366e-08
1809,0.0,1.581321384946932e-08
1810,0.0,1.4040760110134443e-08
1811,0.0,1.0028307073639553e-08
1812,0.0,8.00162425207418e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,6.608021863030444e-08
1815,0.0,2.2656677223231725e-07
1816,0.0,3.2446456188495176e-08
1817,0.0,2.3353101674672416e-08
1818,0.0,1.7881766289917778e-08
1819,0.0,1.2421260464634543e-08
1820,0.0,4.153268307049984e-08
1821,0.0,1.4792232327920374e-08
1822,0.0,3.709477880420309e-08
1823,0.0,2.8659792761231984e-08
1824,0.0,3.2000229133188896e-08
1825,8.805443485471187e-09,1.7610886082763955e-08
1826,0.0,3.8755132436563144e-08
1827,0.0,1.6591091833717542e-08
1828,0.0,1.559291185060374e-08
1829,0.0,3.2578069852906566e-08
1830,0.0,6.262101504006523e-09
1831,1.5591206103948707e-09,2.182768810143898e-08
1832,6.764984572527055e-09,2.8412935226818092e-08
1833,2.3167257001688313e-09,3.8225973941763414e-08
1834,0.0,9.334530703952737e-09
1835,7.563087933704082e-10,3.327758690829796e-08
1836,3.36037508930076e-09,3.158752509557772e-08
1837,2.0873671680021744e-09,3.548524396546071e-08
1838,1.2624323808552163e-09,3.5979321522106034e-08
1839,5.5931801412612e-09,4.404629250220893e-08
1840,0.0,2.8026629905752998e-08
1841,1.2841097074556274e-09,3.7239181516213193e-08
1842,6.037438549100216e-09,3.8237109478700404e-08
1843,4.7255288571079745e-09,4.843667089637904e-08
1844,1.6465684371524958e-09,9.71475306865699e-08
1845,1.674068439427856e-09,5.1896120289995906e-08
1846,1.7563503984519002e-09,4.742146231251354e-08
1847,2.6966118227278457e-09,2.1572895470001185e-08
1848,0.0,4.666228736738276e-08
1849,0.0,2.0948537127196687e-08
1850,2.0366988096043315e-09,2.9192682049483665e-08
1851,1.9348316282474798e-09,2.7087642351375507e-08
1852,0.0,5.9245963690557346e-08
1853,0.0,2.5679306681070102e-08
1854,5.195664454227256e-10,2.805658844140524e-08
1855,5.306937111981824e-10,4.5108965451845506e-08
1856,2.0708756931497874e-09,4.1935233674461614e-08
1857,4.881509085841174e-10,2.5871998321491674e-08
1858,2.936205500958522e-09,5.87241126837057e-08
1859,5.092173349652285e-10,4.735721126358783e-08
1860,0.0,3.295572445494166e-08
1861,4.715963730639317e-10,3.81993056075558e-08
1862,4.066187830886747e-09,4.69870582442411e-08
1863,1.9978483312144135e-09,6.19332973794684e-08
1864,2.3973640850272204e-09,3.979624374483848e-08
1865,1.882737743486018e-09,6.495445159515612e-08
1866,1.4596839292835284e-09,8.9040718131983e-08
1867,0.0,4.416058452250127e-08
1868,9.87974813071446e-10,5.878450037855032e-08
1869,4.883519144627257e-10,4.8346840308965966e-08
1870,1.7202146374017957e-09,4.128514952128626e-08
1871,0.0,4.036047518418684e-08
1872,6.047339295989218e-10,3.9912439131484234e-08
1873,5.986004469882289e-10,9.278307144811038e-08
1874,1.7923826867161097e-09,6.034355171102845e-08
1875,3.432916173551348e-09,4.74886753809578e-08
1876,0.0,4.474051040759264e-08
1877,2.4739263970730008e-09,4.2675229017241634e-08
1878,0.0,6.76377946429163e-08
1879,6.10932526790009e-10,3.787781677200286e-08
1880,2.5671385017744797e-09,5.0059199008245514e-08
1881,6.9725074602899895e-09,8.297284082026124e-08
1882,1.3310770263785798e-09,4.592215896437324e-08
1883,6.951272890631799e-09,5.8769851207784995e-08
1884,0.0,6.13957817918731e-08
1885,1.933690763067375e-09,8.121500927327219e-08
1886,1.936039106809062e-09,4.3238207514395555e-08
1887,0.0,2.9380160526670807e-08
1888,5.706553452000662e-09,4.692054811350488e-08
1889,7.51816386923565e-09,8.144677587917926e-08
1890,3.9326319978272295e-09,4.915789819648353e-08
1891,3.1871101313640793e-09,4.9718916095287113e-08
1892,3.1342561879199593e-09,4.638699047099237e-08
1893,6.15841644346915e-09,5.04990153027407e-08
1894,3.780923574225881e-09,4.6631390970830466e-08
1895,1.444467478961542e-08,5.35656683453567e-08
1896,3.5382172747233653e-09,3.892039196484731e-08
1897,2.330685422435863e-09,6.176316347250577e-08
1898,2.26334195829736e-09,5.3188537352255594e-08
1899,0.0,6.577818112418754e-08
1900,0.0,8.201864165613415e-08
1901,0.0,6.315275108415008e-08
1902,4.910283735171106e-09,5.40131225301721e-08
1903,5.400220270956879e-10,7.344299834954882e-08
1904,0.0,1.0104295355972681e-07
1905,5.160759042333041e-10,8.515252369889481e-08
1906,3.600929110447737e-09,1.0957112966947236e-07
1907,5.142843484406967e-09,8.228549130961937e-08
1908,0.0,8.644044902084147e-08
1909,1.6502950117569526e-09,1.325737064017396e-07
1910,2.67207544979442e-09,1.710128252341292e-07
1911,7.448523575703803e-09,1.0002303574285776e-07
1912,0.0,6.876436076108661e-08
1913,0.0,7.63630525479897e-08
1914,0.0,4.8886229842004525e-08
1915,0.0,3.416420879531756e-08
1916,0.0,3.2962386153911893e-08
1917,0.0,5.044555262401218e-08
1918,0.0,3.216185273657857e-08
1919,9.207848372660976e-10,5.616787634998843e-08
1920,3.028892692213958e-09,3.634671053021066e-08
1921,4.543648568500203e-09,4.846558421256475e-08
1922,7.377935484775833e-10,6.27124551177971e-08
1923,3.1847844361720945e-09,4.2463792482294593e-08
1924,0.0,5.8012311066057975e-08
1925,0.0,3.849362406604939e-08
1926,0.0,4.346994098014534e-08
1927,0.0,5.351628051819546e-08
1928,0.0,5.7130204900168735e-08
1929,1.1140406375176326e-09,4.233354333749162e-08
1930,2.100720708497761e-09,5.146765613694981e-08
1931,1.1405356659111021e-09,5.5886246741465584e-08
1932,4.383814644626227e-09,5.6989589491962533e-08
1933,0.0,4.7029714789204036e-08
1934,4.7926320689839486e-09,2.7557634396657704e-08
1935,1.196828414151696e-09,3.8298509252854274e-08
1936,4.849885826274658e-09,2.9099314513558738e-08
1937,2.5182236296217297e-09,7.176937155684016e-08
1938,2.5930428915188486e-09,2.722695036094791e-08
1939,1.5294050470515685e-09,3.6705722017416065e-08
1940,2.5357829169792012e-09,2.028626333583361e-08
1941,0.0,3.246652724442356e-08
1942,0.0,4.551317789314169e-08
1943,3.193558839598154e-08,5.516146872608374e-08
1944,0.0,5.1410976809052045e-08
1945,0.0,4.1391577720872874e-08
1946,1.3921104269343232e-09,7.935029522343484e-08
1947,0.0,2.6225915883415496e-08
1948,0.0,3.9138794649673514e-08
1949,0.0,5.4975247909538894e-08
1950,0.0,1.808011429460521e-08
1951,0.0,4.371174588957416e-08
1952,0.0,4.1124735061792705e-08
1953,0.0,3.9863160883335524e-08
1954,0.0,4.397641362174909e-08
1955,1.8771215692936494e-09,2.3464019172081407e-08
1956,1.744228317335228e-09,5.407107805943667e-08
1957,1.7670075402875796e-09,3.9757669878515145e-08
1958,0.0,6.865961976743051e-08
1959,1.5501495642666896e-09,7.208195285102192e-08
1960,2.7683333403416555e-09,5.882708475901666e-08
1961,2.779263708063695e-09,3.265634834770381e-08
1962,0.0,5.517502066343383e-08
1963,1.939815863494232e-09,5.496145394356944e-08
1964,0.0,5.414731912845028e-08
1965,1.6416130677043839e-09,4.48707546674143e-08
1966,1.1078149508847446e-09,4.597431968456078e-08
1967,1.4791006197611978e-09,5.669885916326223e-08
1968,4.4914158503495116e-10,4.221930904879656e-08
1969,4.5417578031781147e-10,5.3138564770627283e-08
1970,0.0,6.438215294224392e-08
1971,0.0,5.857773022199808e-08
1972,2.0520587451500205e-09,5.694462990035731e-08
1973,0.0,4.410562937096074e-08
1974,0.0,4.275434600797823e-08
1975,1.1422960355389478e-09,6.910891192646318e-08
1976,5.713526873840635e-10,6.342014863269796e-08
1977,5.876781838942691e-10,5.524174773174906e-08
1978,1.1881182704343018e-09,5.168314287651299e-08
1979,5.851973350345929e-10,5.208256226296726e-08
1980,5.685150683554241e-10,4.6618236881901254e-08
1981,6.325549528618524e-10,5.123695140385465e-08
1982,0.0,5.338451913861064e-08
1983,0.0,6.315315936866739e-08
1984,5.799008495621649e-10,5.567048089183402e-08
1985,6.015558051686298e-10,5.474157671603308e-08
1986,0.0,7.073492613862697e-08
1987,1.2221633705067347e-09,6.721898365702472e-08
1988,1.1993107618124554e-09,4.977139700379496e-08
1989,0.0,7.628489773203739e-08
1990,5.44865097484859e-10,4.358920785429987e-08
1991,1.1722930404189924e-09,4.630557504103905e-08
1992,5.509944167592096e-10,1.195657911567949e-07
1993,1.1078414852150331e-09,4.985286550240886e-08
1994,5.274926606624319e-10,6.32991178362019e-08
1995,5.422450821690461e-10,6.127369528430293e-08
1996,0.0,6.03204433069493e-08
1997,1.438468344439059e-09,4.938741415827508e-08
1998,0.0,4.243635143286184e-08
1999,9.140402323914998e-10,5.895559535007422e-08
2000,0.0,6.980489697383518e-08
2001,2.190605918883648e-09,6.002260194426512e-08
2002,3.9430991805033955e-09,7.535700663474643e-08
2003,1.6667691671301554e-09,7.375453742186622e-08
2004,4.404791253964646e-10,5.10955786570122e-08
2005,2.251874686720612e-09,5.899912114415429e-08
2006,0.0,5.3944357147894806e-08
2007,7.988958938831558e-10,7.429731785357774e-08
2008,8.514879357157668e-10,1.0090131891127285e-07
2009,0.0,9.15492968101006e-08
2010,9.447586046817946e-10,1.0297868646702568e-07
2011,1.1471915639660324e-09,1.4607573617375635e-07
2012,6.808505426114664e-10,1.5897859462210562e-07
2013,1.6734750252211938e-09,8.45104893287818e-08
2014,1.7323561474213989e-09,1.1693404244894623e-07
2015,1.5516027351836215e-09,1.1193705834466883e-07
2016,8.285360175719347e-10,1.1226663243490975e-07
2017,1.2578056374223934e-09,7.84870702874585e-08
2018,1.8070267504555204e-09,1.014516388675446e-07
2019,5.1019755087367e-10,1.1122306686761618e-07
