year,en_ADP arbres_NOUN,en_ADP marbres_NOUN
1920,1.1282624967634547e-07,6.13350792377787e-08
1921,1.4161037142912392e-07,9.768844222435291e-08
1922,1.4977209161770588e-07,5.2383342108441866e-08
1923,1.6030081440021604e-07,4.671016995416721e-08
1924,1.405187077807568e-07,9.410885581928596e-08
1925,1.2867867549282153e-07,8.028669640225417e-08
1926,2.2292276469215722e-07,5.461607699430715e-08
1927,1.6166376326509635e-07,8.473411128306907e-08
1928,1.5882197601513326e-07,6.284322751071159e-08
1929,1.3368488227527564e-07,7.241263944024467e-08
1930,1.6805766078764606e-07,6.827342247106571e-08
1931,1.2089678591564734e-07,6.386999729102172e-08
1932,1.720647287983823e-07,5.150982218538047e-08
1933,1.1126542642792003e-07,5.964744076436546e-08
1934,1.1981579994824187e-07,6.949316855298093e-08
1935,1.4960355088078359e-07,3.4708023122220766e-08
1936,1.3094691553305893e-07,4.9711328387047615e-08
1937,1.1583829007122404e-07,5.162358363008934e-08
1938,1.8669908530277723e-07,4.148868626430158e-08
1939,1.3611705185212486e-07,5.505858169385647e-08
1940,1.3186071612381056e-07,4.564409294971483e-08
1941,1.8004165269758232e-07,4.132103725851266e-08
1942,1.517105943094066e-07,6.068423630267716e-08
1943,2.0903293318497163e-07,5.8064703267746154e-08
1944,1.8636480092482088e-07,3.855823393905666e-08
1945,1.7863733603462606e-07,3.0499055725385915e-08
1946,1.3364260098569503e-07,4.315542412314244e-08
1947,1.1801662225252585e-07,3.337843779149807e-08
1948,1.0654450077751676e-07,3.4790041070209554e-08
1949,1.668891387307525e-07,3.7304630495782476e-08
1950,1.6803870583892433e-07,6.274863295629984e-08
1951,1.1194471971620601e-07,2.4521224162299404e-08
1952,1.1072044259208269e-07,3.1634410646574906e-08
1953,1.292859224122367e-07,6.033343424860504e-08
1954,1.3290649603092675e-07,4.202190595492539e-08
1955,1.4923116031795303e-07,3.660387193349379e-08
1956,1.177354118642171e-07,9.15719837735196e-08
1957,1.387100945215991e-07,8.1282344410738e-08
1958,1.4393703562376459e-07,2.9780077070995503e-08
1959,1.147110664234674e-07,9.533420097795897e-08
1960,1.2180666481009794e-07,4.844583401109048e-08
1961,1.5285949928056652e-07,4.516303420132317e-08
1962,1.1732619498161512e-07,2.7904608401740916e-08
1963,1.4742600740191847e-07,5.043521511538529e-08
1964,1.5149080923038127e-07,2.798625509115027e-08
1965,1.3734828385736364e-07,3.83043037288644e-08
1966,1.0911977454952648e-07,4.985167123550127e-08
1967,1.1389075360579426e-07,4.042875190179984e-08
1968,1.2531050097575047e-07,5.344784881344822e-08
1969,1.5759900093281765e-07,5.268439196015606e-08
1970,1.379617480257167e-07,4.966623023960892e-08
1971,1.0944786787980831e-07,4.573173839617084e-08
1972,1.3748793603607368e-07,2.7702792948502974e-08
1973,1.2514972130839297e-07,3.914374602231874e-08
1974,1.473899749471208e-07,4.050411561706824e-08
1975,8.967023701345056e-08,4.112265727940212e-08
1976,1.2569758739422454e-07,4.513686135965145e-08
1977,1.0695743207778108e-07,3.467301112891619e-08
1978,1.2712866059860772e-07,4.81187889533885e-08
1979,1.1586907078253716e-07,2.63338808537128e-08
1980,1.3871767651219002e-07,3.6953480275769834e-08
1981,9.172046588901139e-08,2.9730083284107423e-08
1982,1.3284054622975106e-07,4.159026545380584e-08
1983,1.206225330729893e-07,2.7787390166622572e-08
1984,1.4207570436797212e-07,3.36342509399401e-08
1985,1.4557650729329907e-07,3.128090142467954e-08
1986,1.1629302154592125e-07,3.476801424540099e-08
1987,1.5277042564321164e-07,2.9943002743948455e-08
1988,1.1693279577951188e-07,3.2381390013824785e-08
1989,1.476304873904155e-07,2.8538234886354985e-08
1990,1.49293036211251e-07,2.9967580417178397e-08
1991,1.3246911684250406e-07,3.3996499837485317e-08
1992,9.807700657171736e-08,2.5345743281945943e-08
1993,1.1355375306720816e-07,3.43430848204207e-08
1994,1.0233357261579812e-07,3.797947201178431e-08
1995,1.5779332329657336e-07,3.741491028108612e-08
1996,1.1049851145195078e-07,3.096093337262573e-08
1997,1.0644665693337885e-07,2.013855748828064e-08
1998,1.1348147277434606e-07,3.433052953027982e-08
1999,1.1105588787474474e-07,3.97607493596297e-08
2000,1.1398521448935384e-07,3.578605500820231e-08
2001,9.813914103595778e-08,3.3735329196815655e-08
2002,1.0076809786596641e-07,2.8039817578928705e-08
2003,1.5334276942668978e-07,3.500215228768866e-08
2004,1.0307211795179683e-07,3.1274016265570026e-08
2005,1.035862382536834e-07,2.7472871977352042e-08
2006,9.88293606951629e-08,1.729513776638214e-08
2007,9.466916073286313e-08,3.595031472514165e-08
2008,9.664388239682964e-08,2.8524846484856425e-08
2009,9.297975145372561e-08,2.9085974517784052e-08
2010,9.116920551832663e-08,2.0312310056169736e-08
2011,8.871614909367054e-08,1.7972668686638826e-08
2012,8.98722731790258e-08,2.3489343803362317e-08
2013,9.678263762635808e-08,1.5340187786705428e-08
2014,9.766158126645053e-08,1.7540106256319632e-08
2015,1.1149374457009031e-07,2.659890441236712e-08
2016,1.0066712319289906e-07,4.7847954931512504e-08
2017,8.628546824263061e-08,1.3081178806828575e-08
2018,8.518840388660465e-08,2.6589107804397827e-08
2019,7.678472835337402e-08,1.9387506711154856e-08
