year,en_ADP hôtels_NOUN,en_ADP motel_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,2.145373123596528e-08,0.0
1804,2.2246657849223084e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,3.1466772298927026e-08,0.0
1815,7.821948599939788e-08,0.0
1816,4.6352077731626196e-09,0.0
1817,1.8682481339737933e-08,0.0
1818,1.3113295338484932e-08,0.0
1819,5.175524897538253e-09,0.0
1820,1.1866481131050932e-08,0.0
1821,1.0847637454958203e-08,0.0
1822,2.105379337535851e-08,0.0
1823,1.8777104315859106e-08,0.0
1824,8.421112696055388e-10,0.0
1825,8.805443041381977e-10,0.0
1826,5.284790383086602e-09,0.0
1827,1.1060727445055818e-08,0.0
1828,6.053718948351161e-08,0.0
1829,9.430493719264632e-09,0.0
1830,4.174734336004349e-09,0.0
1831,0.0,0.0
1832,2.3000948701223933e-08,0.0
1833,0.0,0.0
1834,9.334530925997342e-10,0.0
1835,1.663879345414898e-08,0.0
1836,2.688300027031687e-09,0.0
1837,1.1132625488130543e-08,0.0
1838,8.837027110075724e-09,0.0
1839,3.4957374772659477e-09,0.0
1840,6.3696887764308485e-09,0.0
1841,1.219904177673925e-08,0.0
1842,3.3541325272778977e-09,0.0
1843,7.088293507706567e-09,0.0
1844,1.920996517412732e-08,0.0
1845,3.348136878855712e-09,0.0
1846,2.9272506640865004e-09,0.0
1847,2.480882876909618e-08,0.0
1848,6.43617736884039e-09,0.0
1849,9.217356655710773e-09,0.0
1850,2.7155984128057753e-09,0.0
1851,5.159551008659946e-09,0.0
1852,4.557382027314816e-09,0.0
1853,5.3747388761848924e-09,0.0
1854,5.195664454227256e-10,0.0
1855,5.306937111981824e-10,5.306937111981824e-10
1856,1.5531567143511893e-09,5.177189232874468e-10
1857,5.369659827891837e-09,4.881509085841174e-10
1858,1.663849857891364e-08,0.0
1859,3.055304009791371e-09,0.0
1860,7.323494255473406e-09,0.0
1861,1.0375120318428799e-08,0.0
1862,1.3553959066214816e-09,0.0
1863,4.495158911765884e-09,0.0
1864,1.2466292886870178e-08,0.0
1865,3.294791106611683e-09,0.0
1866,1.3623716377253459e-08,1.4596839292835284e-09
1867,6.79393608038481e-09,0.0
1868,1.2843672791973404e-08,0.0
1869,4.395167341186834e-09,0.0
1870,7.454262984651905e-09,0.0
1871,5.3105884134652115e-09,0.0
1872,5.442605477412599e-09,0.0
1873,4.788803575905831e-09,0.0
1874,3.5847653734322193e-09,0.0
1875,5.149374260327022e-09,0.0
1876,9.673623679873344e-09,0.0
1877,9.27722432209066e-09,0.0
1878,1.268208649207736e-08,0.0
1879,7.94212251520321e-09,6.10932526790009e-10
1880,1.1552122813895949e-08,0.0
1881,2.7890030285249168e-09,0.0
1882,5.324308105514319e-09,0.0
1883,5.687405213450347e-09,0.0
1884,5.281357573494461e-09,0.0
1885,1.0957580620640783e-08,0.0
1886,2.5813855497602844e-09,0.0
1887,1.566941953967671e-08,1.3057849246322917e-09
1888,2.0924028731883482e-08,0.0
1889,3.759081934617825e-09,6.265136742733546e-10
1890,6.554386366985909e-09,6.554386478008212e-10
1891,1.0198752065093686e-08,0.0
1892,6.8953633913793055e-09,0.0
1893,6.774258043407144e-09,6.158416554491453e-10
1894,7.561847148451761e-09,0.0
1895,1.3842813118003505e-08,0.0
1896,5.307326134129653e-09,0.0
1897,1.1070755867592652e-08,0.0
1898,1.0185038590293516e-08,0.0
1899,1.2160672469008205e-08,0.0
1900,9.863001082521805e-09,0.0
1901,2.3472702892490815e-08,0.0
1902,4.910283735171106e-09,0.0
1903,1.0260418292773466e-08,0.0
1904,5.374625189347171e-09,0.0
1905,6.708986699521802e-09,0.0
1906,1.0802787109298606e-08,0.0
1907,1.131425531042396e-08,1.028568674676933e-09
1908,6.384805573134145e-09,4.911389073214423e-10
1909,1.6502950117569526e-08,5.500983557560346e-10
1910,9.085056262847502e-09,5.344150677544235e-10
1911,1.276889793899727e-08,0.0
1912,1.2502610502451716e-08,0.0
1913,1.7499866444836698e-08,0.0
1914,1.808120764223986e-08,0.0
1915,8.246533234057551e-09,0.0
1916,1.538244731591476e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,8.040463406189247e-09,0.0
1919,1.1049418269237776e-08,0.0
1920,1.1358347151713133e-08,0.0
1921,1.8931869405491852e-08,0.0
1922,1.9182632371439468e-08,0.0
1923,2.5478275489376756e-08,0.0
1924,4.1253198190815965e-08,0.0
1925,3.519416935660047e-08,0.0
1926,1.7833821530643945e-08,0.0
1927,2.2298449309232637e-08,0.0
1928,4.34189573184085e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,2.10072066408884e-08,0.0
1931,1.0264820993199919e-08,0.0
1932,1.753525857850491e-08,0.0
1933,1.605892663292252e-08,0.0
1934,1.5576054224197833e-08,0.0
1935,1.196828414151696e-08,0.0
1936,1.091224355320719e-08,0.0
1937,7.554670666820584e-09,0.0
1938,1.2965214679638848e-08,0.0
1939,1.070583532936098e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,2.4273694165799498e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.832055301382752e-08,0.0
1946,1.5313215584455975e-08,0.0
1947,1.907339353124371e-08,0.0
1948,1.7395020535104777e-08,0.0
1949,6.97007607186606e-08,0.0
1950,2.1270722072586068e-08,0.0
1951,3.5182626589858046e-08,0.0
1952,4.112473561690422e-08,0.0
1953,5.710128547775639e-08,0.0
1954,5.2771696346098906e-08,9.772536113672459e-10
1955,5.162084448784299e-08,0.0
1956,5.4943193106282706e-08,0.0
1957,4.0641172205369e-08,0.0
1958,3.4743422361316334e-08,0.0
1959,4.107896245386655e-08,3.100299128533379e-09
1960,4.221708493901133e-08,1.3841666701708277e-09
1961,4.238377115939329e-08,1.3896318540318475e-09
1962,3.361236977639237e-08,2.5367825617905737e-09
1963,5.496145405459174e-08,0.0
1964,5.962289151284494e-08,1.2167936658258327e-09
1965,4.2134733035936733e-08,0.0
1966,7.034624616153451e-08,1.1078149508847446e-09
1967,4.092178684800274e-08,1.4791006197611978e-09
1968,5.3896989982149535e-08,8.982831700699023e-10
1969,6.267625707323532e-08,1.8167031212712459e-09
1970,5.7484061954937715e-08,3.219107425067591e-09
1971,8.221435621180717e-08,3.5968783507200897e-09
1972,6.874396518696813e-08,6.669190977248718e-09
1973,6.891504966688444e-08,5.513203782392395e-10
1974,6.18812876496122e-08,5.625571675160757e-10
1975,6.453972645203976e-08,5.711480177694739e-09
1976,4.056603941648973e-08,1.142705374768127e-09
1977,4.58388988988645e-08,0.0
1978,4.81187889533885e-08,1.7821774056514528e-09
1979,5.910493072747158e-08,1.1703946700691858e-09
1980,5.457744833847755e-08,1.7055452605774235e-09
1981,5.629739163737213e-08,1.8976649140967083e-09
1982,4.779776929808577e-08,3.7245013739806154e-09
1983,6.189009837953563e-08,0.0
1984,6.494889248642721e-08,5.799008495621649e-10
1985,4.571824163690508e-08,3.609334831011779e-09
1986,5.035367678374314e-08,2.997242676272549e-09
1987,5.8052759044358027e-08,2.4443267410134695e-09
1988,6.236415828198005e-08,1.798966087207532e-09
1989,7.244321409416443e-08,1.6464366536794728e-09
1990,6.919786699199904e-08,3.2691906959314565e-09
1991,5.7442360201775955e-08,2.344586080837985e-09
1992,6.06093877308922e-08,5.509944056569793e-09
1993,6.20391205075066e-08,2.7696036575264316e-09
1994,7.068401686183279e-08,1.0549853213248639e-09
1995,6.01892011786731e-08,3.253470381991974e-09
1996,6.405710450962943e-08,2.6690460952494277e-09
1997,6.904647875671799e-08,7.192341833217597e-09
1998,5.960161431062261e-08,4.7681290027412615e-09
1999,6.078367675854679e-08,3.1991407301035224e-09
2000,6.450326139884055e-08,2.6508188977203417e-09
2001,7.316623396036448e-08,3.066848330846028e-09
2002,4.77553143696241e-08,4.38122149670761e-10
2003,4.0835843151398876e-08,2.5001538617175356e-09
2004,5.1536058975898413e-08,3.523833003171717e-09
2005,6.620511783239635e-08,4.503749373441224e-09
2006,6.259192986135531e-08,3.706100981659688e-09
2007,9.666640465866294e-08,3.1955835755326234e-09
2008,1.247429821660262e-07,6.811903485726134e-09
2009,1.2540346006062464e-07,1.0490023072406984e-08
2010,1.2943192473358067e-07,1.2754241218715379e-08
2011,1.9655216476621717e-07,2.0649448373433188e-08
2012,2.839146873157006e-07,2.0765941854961056e-08
2013,1.0654457582859322e-07,1.3666713094551142e-08
2014,9.02990606732601e-08,2.1004817440939405e-08
2015,1.221333008061265e-07,8.86630147078904e-09
2016,9.611017759425522e-08,1.2428039930512114e-08
2017,8.603390710959502e-08,1.0062445099379147e-08
2018,1.0300052366574164e-07,1.161660012627408e-08
2019,8.749888280590312e-08,1.4285530980373551e-08
