year,son_DET annuel_ADJ,son_DET manuel_NOUN
1892,4.387958441043338e-09,5.390920714276604e-07
1893,3.695050043717174e-09,5.407089700426582e-07
1894,3.150769645188234e-09,5.816320856055768e-07
1895,1.2037228991346183e-09,5.103785039040076e-07
1896,0.0,5.195282382075561e-07
1897,1.1653427112179315e-09,5.949074584066238e-07
1898,2.26334195829736e-09,6.269457095697817e-07
1899,4.9748205555033564e-09,5.588381828403044e-07
1900,4.15284251431558e-09,5.928182691405937e-07
1901,4.470991132876634e-09,5.845820845173932e-07
1902,4.910283735171106e-09,4.075535602332536e-07
1903,5.400220270956879e-09,6.469463844638312e-07
1904,1.1824175416563776e-08,6.33668298277712e-07
1905,6.708986699521802e-09,5.718121176556679e-07
1906,3.600929110447737e-09,5.884947009704433e-07
1907,1.028568674676933e-09,5.955412616387434e-07
1908,6.875944702500192e-09,6.21781869547533e-07
1909,2.7504918342913243e-09,5.600001173888813e-07
1910,4.275320542035388e-09,5.73427378913749e-07
1911,3.1922244847493175e-09,5.87369321181086e-07
1912,7.293189607793238e-09,5.579290212054389e-07
1913,5.302989602995467e-09,5.774955891268974e-07
1914,1.0714789944188396e-08,6.609685883063321e-07
1915,2.4739600590351074e-08,6.184900058769927e-07
1916,2.197492410260793e-09,5.131144789061182e-07
1917,0.0,5.263883675610259e-07
1918,8.040463406189247e-09,4.927655439246337e-07
1919,1.8415696745321952e-09,5.368175548525755e-07
1920,1.514446346106979e-09,6.277380260044652e-07
1921,7.572747429129834e-10,5.573542143366694e-07
1922,8.853522359686394e-09,5.282601671652287e-07
1923,7.431163684401554e-09,6.305873090362013e-07
1924,1.289162443462999e-09,6.187979630922769e-07
1925,2.1996355847875293e-09,5.972010743704459e-07
1926,4.458455382660986e-09,5.795991917523224e-07
1927,3.3447675740205796e-09,6.611490466212899e-07
1928,3.4278122562625413e-09,5.872985138211106e-07
1929,6.684243825105796e-09,6.16064480318812e-07
1930,1.575540586884472e-08,5.966046856542562e-07
1931,1.1405356659111021e-08,5.600030128505296e-07
1932,0.0,5.468808566000405e-07
1933,1.1470662197865522e-09,5.792684558691974e-07
1934,2.3963160344919743e-09,5.559453182257812e-07
1935,0.0,5.457537470832108e-07
1936,3.6374143697059935e-09,4.959008172988888e-07
1937,7.554670666820584e-09,5.388998558508717e-07
1938,1.2965214457594243e-09,4.369277233351454e-07
1939,3.058810094103137e-09,4.4811567789793116e-07
1940,0.0,4.513693665497698e-07
1941,2.9515025978810172e-09,4.899494325805165e-07
1942,0.0,4.5513175983558085e-07
1943,0.0,4.99356448635524e-07
1944,0.0,5.944394452228607e-07
1945,0.0,4.335223104945385e-07
1946,0.0,3.856145864844507e-07
1947,0.0,4.1127005157015617e-07
1948,3.2615663503321457e-09,4.1639330206066916e-07
1949,2.945102384188658e-09,3.8384502420996114e-07
1950,4.2541445921528975e-09,4.48812259357112e-07
1951,1.0661401761424827e-09,3.6568608363651833e-07
1952,3.1634410646574906e-09,4.091383987159247e-07
1953,0.0,3.8139349722854377e-07
1954,9.772536113672459e-10,3.879696777175923e-07
1955,6.569925492527773e-09,3.8574848204575574e-07
1956,8.72114114258693e-09,4.4216188022083713e-07
1957,6.184526224473075e-09,3.9757670367013276e-07
1958,5.790570245522986e-09,3.8631377030640124e-07
1959,7.750747821333448e-10,4.076893322935149e-07
1960,2.076250060767393e-09,4.3393624737930736e-07
1961,2.779263708063695e-09,3.474079637300065e-07
1962,2.5367825617905737e-09,4.1349555512937286e-07
1963,3.2330267352165265e-09,3.853767691630594e-07
1964,7.909158661334459e-09,3.814648141808874e-07
1965,1.6416130677043839e-09,4.656708831873857e-07
1966,5.539074754423723e-10,4.159845015117014e-07
1967,2.9582012395223956e-09,3.5892843808227326e-07
1968,1.7965663401398047e-09,3.714400844678778e-07
1969,1.8167031212712459e-09,3.4789865233086914e-07
1970,5.058597540852361e-09,3.6605850839421805e-07
1971,3.5968783507200897e-09,3.381065580843057e-07
1972,1.5390440033513642e-09,4.001514608553691e-07
1973,2.205281512956958e-09,3.2913825753766446e-07
1974,2.2502286700643026e-09,3.8591422013567467e-07
1975,3.4268881066168433e-09,3.364061806898633e-07
1976,0.0,3.205288585661492e-07
1977,4.11374712072643e-09,3.490808434536419e-07
1978,5.940591352171509e-10,3.130691615949033e-07
1979,5.851973350345929e-10,3.3356248052562876e-07
1980,1.7055452605774235e-09,3.2348508649526764e-07
1981,6.325549528618524e-10,3.7067719160788215e-07
1982,1.2415004579935385e-09,3.234108616467779e-07
1983,0.0,3.681829212620613e-07
1984,1.1598016991243298e-09,3.317032888361382e-07
1985,3.0077789148208467e-09,2.8152812547865835e-07
1986,2.3977941854269602e-09,3.8304762139951265e-07
1987,0.0,3.348727581897748e-07
1988,1.798966087207532e-09,3.831797799058734e-07
1989,2.1952488715726304e-09,3.9569361121039037e-07
1990,0.0,3.5416231414231447e-07
1991,1.1722930182145319e-08,4.554358321584573e-07
1992,1.65298330578878e-09,3.7853315637548235e-07
1993,4.985286850001103e-09,3.423230130472632e-07
1994,1.0549853213248639e-09,4.082793312321087e-07
1995,1.626735190995987e-09,3.719801302537462e-07
1996,2.135236876199542e-09,3.816735887340883e-07
1997,6.7128524960935465e-09,4.2243018949505995e-07
1998,0.0,3.609473777643757e-07
1999,3.656160929565999e-09,3.7110034156739857e-07
2000,8.836062992401139e-10,4.175039673981473e-07
2001,7.0099388516098315e-09,4.1490074420558187e-07
2002,2.6287327870022636e-09,5.139172878365628e-07
2003,3.333538334260311e-09,4.3669350491271075e-07
2004,1.3214374039449694e-09,4.5325302577836624e-07
2005,2.702249757291497e-09,3.9047509869938324e-07
2006,2.8825228870488218e-09,4.076711057621196e-07
2007,1.1983438685803094e-09,3.96651801626291e-07
2008,4.6831836186811415e-09,3.933874301864648e-07
2009,9.53638501499654e-10,3.15654339777538e-07
2010,1.4171379625338432e-09,3.316102690220646e-07
2011,1.911985902935953e-09,3.2274323746861455e-07
2012,3.404252713057332e-10,3.036593374527996e-07
2013,3.0680376017500066e-09,2.9313703886479914e-07
2014,1.5158115873603606e-09,2.819409572474285e-07
2015,1.10828768384863e-09,2.8992805356509166e-07
2016,0.0,2.645101200293709e-07
2017,1.0062445321423752e-09,2.867796944361345e-07
2018,2.5814667070633845e-10,2.844776272326044e-07
2019,1.7856913725466939e-09,2.8953711361801027e-07
