year,son_DET autel_NOUN,son_DET motel_NOUN
1911,2.883642660211905e-07,1.5961122423746588e-09
1912,3.0214643476078606e-07,0.0
1913,2.9696742553930733e-07,0.0
1914,2.9733542705745464e-07,1.3393487430235496e-09
1915,2.532863833115684e-07,0.0
1916,3.1314267112669825e-07,0.0
1917,2.9390018330133216e-07,0.0
1918,2.561462011385629e-07,0.0
1919,2.854433107657428e-07,0.0
1920,2.8244423200263213e-07,0.0
1921,1.946196148683299e-07,0.0
1922,2.700324448490221e-07,7.377935484775833e-10
1923,2.770762357329204e-07,0.0
1924,2.4751919536214473e-07,0.0
1925,2.6395628061059995e-07,1.0998177923937646e-09
1926,3.589056485342468e-07,0.0
1927,3.0102905812512404e-07,0.0
1928,2.6051373636093444e-07,0.0
1929,2.7293996263111353e-07,0.0
1930,2.447339619848776e-07,1.0503603542488804e-09
1931,2.577610649368012e-07,0.0
1932,2.0275143031156517e-07,0.0
1933,2.0417778512360485e-07,0.0
1934,2.2525370546588874e-07,0.0
1935,2.3338154075958073e-07,0.0
1936,2.1703239205805858e-07,0.0
1937,2.3293568451876467e-07,0.0
1938,2.3985646535606975e-07,0.0
1939,2.523518460861851e-07,0.0
1940,2.6118564533383903e-07,0.0
1941,2.3021720396698697e-07,0.0
1942,3.398317058866951e-07,0.0
1943,2.8451704414678147e-07,0.0
1944,3.0846586973609647e-07,0.0
1945,2.5052796059910065e-07,0.0
1946,2.3665877435519178e-07,0.0
1947,2.5153037297442893e-07,0.0
1948,2.6962282739795285e-07,0.0
1949,1.924133574693343e-07,0.0
1950,2.0951661583445969e-07,0.0
1951,2.2069101746069464e-07,0.0
1952,2.0773263997853064e-07,0.0
1953,2.1332178601340956e-07,0.0
1954,1.925189598850352e-07,9.772536113672459e-10
1955,2.168075416975057e-07,9.385607846468247e-10
1956,1.9622568747657e-07,2.616342476002842e-09
1957,2.0055535598917373e-07,0.0
1958,1.8777992016882905e-07,8.272243445794913e-10
1959,1.8679302193902458e-07,0.0
1960,1.6540791680785816e-07,6.920833350854139e-10
1961,2.320685221768315e-07,6.948159270159238e-10
1962,1.8708770810338393e-07,1.2683912808952869e-09
1963,1.7458343259946218e-07,1.2932106496776896e-09
1964,2.3301598517377897e-07,1.8251904432275978e-09
1965,2.314674363290692e-07,3.2832261354087677e-09
1966,1.8611291752179682e-07,2.769537488234164e-09
1967,2.1397656091437511e-07,1.4791006197611978e-09
1968,2.1424054286178773e-07,3.143991039733507e-09
1969,1.975664634112917e-07,4.5417576088890854e-09
1970,1.8348913410903833e-07,1.3796175313274261e-09
1971,2.0553590429628343e-07,5.138397485282553e-10
1972,2.0264080813348073e-07,1.5390440588625154e-09
1973,1.8910288668294584e-07,7.718485406371656e-09
1974,1.2826303552593288e-07,2.2502286700643026e-09
1975,1.51925370506234e-07,5.711480177694739e-09
1976,1.6169281469302632e-07,2.856763492431469e-09
1977,1.9099540393696657e-07,1.1753563677885381e-09
1978,1.72871206904901e-07,0.0
1979,1.6619603693257545e-07,1.1703946700691858e-09
1980,1.9898027159293008e-07,5.685150683554241e-10
1981,1.5624107257972142e-07,1.2651099057237047e-09
1982,1.694648171790547e-07,2.483000915987077e-09
1983,1.5725136304212128e-07,3.78918940668882e-09
1984,1.3163749879030462e-07,1.1598016991243298e-09
1985,1.9430252695684658e-07,3.0077789148208467e-09
1986,1.7563841714363093e-07,1.7983456945813714e-09
1987,1.8332451079405843e-07,2.4443267410134695e-09
1988,1.7689833864409366e-07,4.797243047249822e-09
1989,1.739734747374655e-07,0.0
1990,1.4983790497247185e-07,4.358920779878872e-09
1991,1.7174093658312017e-07,2.344586080837985e-09
1992,1.7631820958818878e-07,4.958949695321735e-09
1993,1.911026492606993e-07,2.7696036575264316e-09
1994,1.6299523442064867e-07,3.164955852952289e-09
1995,1.6972270822090962e-07,4.880205572987961e-09
1996,1.8042751692703973e-07,5.338092190498855e-10
1997,1.8268548129807272e-07,1.917957792585412e-09
1998,1.7499033955203913e-07,4.291316191284977e-09
1999,1.7960891196544537e-07,4.570201161957499e-10
2000,2.2708682134719993e-07,3.976228457602815e-09
2001,1.6999101393189164e-07,6.133696661692056e-09
2002,1.568477276947533e-07,8.762443215459825e-09
2003,1.4959252614410445e-07,1.6667691671301554e-09
2004,1.7090590509472037e-07,3.0833537945085254e-09
2005,1.364636119660645e-07,4.503749373441224e-09
2006,1.412436181347232e-07,1.6471559671771274e-09
2007,1.6257531698649075e-07,9.98619853476157e-09
2008,1.3879252969140055e-07,1.0643598891135753e-08
2009,2.0741637674071e-07,1.2874119548200724e-08
2010,1.6533274910246476e-07,2.267420740054149e-08
2011,1.8928661213446496e-07,2.141424282342541e-08
2012,2.1446792747292776e-07,3.131912429399364e-08
2013,1.9328636180482306e-07,2.6217775617176642e-08
2014,1.8319666794663902e-07,2.6851520451565136e-08
2015,2.1966262109263113e-07,3.2140343164677176e-08
2016,2.60367447740828e-07,3.00344303316713e-08
2017,2.3344872759900603e-07,2.0879574735843676e-08
2018,1.6702089777886897e-07,2.4007640875289837e-08
2019,1.9387507044221763e-07,2.448948188682465e-08
