year,en_ADP arc_NOUN,en_ADP marques_NOUN
1870,1.3698642078452394e-06,1.1468097582678638e-08
1871,2.2102669845480705e-06,7.434824311758348e-09
1872,1.2330524441495072e-06,9.071008721939222e-09
1873,1.2666384918702533e-06,1.0176207432266438e-08
1874,1.344287056781468e-06,6.572069999322139e-09
1875,1.1477383168312372e-06,1.8881038954532414e-08
1876,1.5248049294314114e-06,4.836811839936672e-09
1877,1.3235505775810452e-06,6.80329748092845e-09
1878,1.1836614248750266e-06,2.113680963589104e-08
1879,1.1057878737119609e-06,2.0160773384070296e-08
1880,1.1404513315937947e-06,9.626769603698904e-09
1881,1.1553445347090019e-06,6.2752567586699115e-09
1882,1.1054594324377831e-06,6.655385131892899e-09
1883,1.1431684470153414e-06,1.6430281413182257e-08
1884,1.1262494581387728e-06,1.7824582698722224e-08
1885,1.3336019719645265e-06,1.9981470700258797e-08
1886,1.3778145557807875e-06,7.744156427236248e-09
1887,1.5636774151062127e-06,1.697520346510828e-08
1888,1.262416390090948e-06,9.510921827882157e-09
1889,1.1991471637884388e-06,5.6386229019267375e-09
1890,1.2060071412633988e-06,9.831579994568074e-09
1891,1.3615333500638371e-06,1.5935549213530464e-08
1892,1.3408348422672134e-06,1.4417578020342603e-08
1893,1.1214476671739249e-06,2.278614097406262e-08
1894,1.429819235454488e-06,2.3945848637296763e-08
1895,1.5696546142862644e-06,1.444467434552621e-08
1896,1.458924998587463e-06,6.48673198488936e-09
1897,1.6798414890217828e-06,9.905413267397023e-09
1898,1.7603142623556778e-06,1.3014216371232123e-08
1899,1.6361632333428133e-06,1.4371703827009696e-08
1900,1.8127157090930268e-06,7.26747462209687e-09
1901,1.4307171340988134e-06,2.0119459875900247e-08
1902,2.3166719529399415e-06,1.7677022512430085e-08
1903,1.915998154800036e-06,1.5120616980723867e-08
1904,1.37375423037156e-06,8.061937784020756e-09
1905,1.4687519751532818e-06,1.5998352864698973e-08
1906,1.4635204479418462e-06,2.006231980544726e-08
1907,1.2702822687060689e-06,2.3657079850636364e-08
1908,1.3525965414373786e-06,1.620758327547378e-08
1909,1.9000397060153773e-06,1.870334465081669e-08
1910,1.5455283346454962e-06,6.412980813053082e-09
1911,1.448205807719205e-06,4.788336727123976e-09
1912,1.3633055004902417e-06,1.8753916364300238e-08
1913,2.285588607264799e-06,4.772690687104841e-09
1914,1.51480344356969e-06,1.2723813391790628e-08
1915,1.4808417745371116e-06,4.123266705846618e-08
1916,1.167967184301233e-06,1.648119329900055e-08
1917,1.0955458265016205e-06,7.676496771580332e-09
1918,1.5678903082516626e-06,1.9526840588923733e-08
1919,1.602165639269515e-06,2.301962176431971e-08
1920,1.3978340120957e-06,1.2872794385998532e-08
1921,1.5607432715114555e-06,1.060184651180407e-08
1922,1.4158258636598475e-06,8.853522359686394e-09
1923,1.414044277225912e-06,3.1847844361720945e-09
1924,1.6024289379856782e-06,1.5469948877466777e-08
1925,1.2911860949316178e-06,5.499089184013428e-09
1926,1.4612587619922124e-06,1.0031524944054127e-08
1927,1.3579756341641769e-06,1.5608915049369898e-08
1928,1.5859345694479998e-06,1.0283437212876834e-08
1929,1.2031638334519812e-06,2.0052731031228177e-08
1930,1.3413101669357275e-06,1.575540586884472e-08
1931,1.4952422588976333e-06,1.9389106320488736e-08
1932,1.5562542330371798e-06,9.863582839386709e-09
1933,1.2652139957936015e-06,9.176529758292418e-09
1934,1.5192644013950485e-06,1.3179738189705859e-08
1935,1.3081335055176169e-06,4.787313656606784e-09
1936,1.3822174196320702e-06,1.33371855781661e-08
1937,1.6330679954990046e-06,1.1332006444320086e-08
1938,1.2744806099362904e-06,2.3337385357535823e-08
1939,1.605875354471209e-06,9.176430282309411e-09
1940,1.7496902273705928e-06,2.5357829169792012e-09
1941,1.8122226492778282e-06,8.854508237732261e-09
1942,2.378822046011919e-06,6.068423541449874e-09
1943,2.0003290046588518e-06,1.1612940831184915e-08
1944,1.8925666154245846e-06,1.2852744646352221e-08
1945,1.8865845277105109e-06,1.3071024262956144e-08
1946,1.1638043133643805e-06,9.744772988540262e-09
1947,9.179070730169769e-07,1.6689218895749036e-08
1948,1.484012727814843e-06,5.435944139264848e-09
1949,1.157425231212983e-06,6.8719057111366055e-09
1950,1.0582184586382937e-06,8.508289184305795e-09
1951,1.078933905773738e-06,9.595261474260042e-09
1952,1.5711757441749796e-06,8.435843135146115e-09
1953,1.061221951204061e-06,1.0773827163745864e-08
1954,1.1287279448879417e-06,5.863521668203475e-09
1955,1.0577580269455211e-06,3.754243138587299e-09
1956,1.2235761914780596e-06,1.0465369904011368e-08
1957,1.2271867717572604e-06,1.767007518083119e-08
1958,1.0894544857364963e-06,9.099467845885556e-09
1959,1.0099224709847476e-06,1.240119618106661e-08
1960,1.0665004310794757e-06,2.2146666722733244e-08
1961,9.734370678415871e-07,1.528595028332802e-08
1962,9.804664387047524e-07,1.52206956482992e-08
1963,1.0921163493549102e-06,1.2932106940866106e-08
1964,8.304616585519398e-07,1.1559539936367713e-08
1965,9.444746638109791e-07,8.755269398363907e-09
1966,9.593677532393485e-07,9.416426749453422e-09
1967,8.914046816244081e-07,1.1832804958089582e-08
1968,9.584681492924574e-07,9.881114537702018e-09
1969,1.0945636859105434e-06,1.816703096291228e-08
1970,8.967513736024557e-07,1.977451802304131e-08
1971,1.8873333829105832e-06,2.4150468291850302e-08
1972,1.3015182958042715e-06,2.1546616935097518e-08
1973,1.3446704087982653e-06,1.929621262775072e-08
1974,8.252713428191782e-07,1.2938814464291681e-08
1975,1.1679976523737423e-06,2.8557401776652114e-08
1976,8.981664336715767e-07,1.8854638739185248e-08
1977,1.177119429485174e-06,2.52701610747863e-08
1978,1.6853457509569125e-06,1.7821774278559133e-08
1979,1.0041986797659774e-06,1.8141117053005473e-08
1980,1.0534583907428896e-06,2.5014662341504845e-08
1981,8.8114904883696e-07,2.1506869174459098e-08
1982,9.733363413033658e-07,1.6760255960868164e-08
1983,9.757163752510678e-07,1.7051353551345017e-08
1984,9.168232395495579e-07,1.9716628330002095e-08
1985,1.0906206853178446e-06,1.924978509926234e-08
1986,9.872917416942073e-07,2.1580148390487608e-08
1987,8.512367912771879e-07,1.8943532964499354e-08
1988,1.0451993830429274e-06,1.9188972077976985e-08
1989,8.287064474643557e-07,1.7561990972581043e-08
1990,7.235808539007849e-07,2.2339468941368068e-08
1991,7.91297793512058e-07,4.1616402768340777e-08
1992,7.708412113061058e-07,3.361066092111287e-08
1993,7.212047989924031e-07,3.157348160698348e-08
1994,8.26053508262703e-07,2.1099706870586488e-08
1995,7.564319162156607e-07,2.548551947256783e-08
1996,6.859448262730439e-07,4.644140272347386e-08
1997,1.1680363058985677e-06,4.123609365080938e-08
1998,8.725676252652192e-07,3.6237782996551005e-08
1999,8.153239150487934e-07,3.519054958545098e-08
2000,6.357547590596369e-07,3.49024489310068e-08
2001,8.162197673300398e-07,3.592593689205614e-08
2002,5.489670797942381e-07,2.9792305511477934e-08
2003,7.025432182672375e-07,3.0001844397720134e-08
2004,6.162302952361642e-07,3.2595454169115357e-08
2005,6.269219170462748e-07,2.2068373795036678e-08
2006,5.937997116234328e-07,2.4707340173790726e-08
2007,5.288690658744599e-07,2.396687684425025e-08
2008,6.211604386407998e-07,3.9168443821679944e-08
2009,5.349912157726067e-07,2.9085973407561028e-08
2010,6.433805879169086e-07,2.3146585093059002e-08
2011,7.667063641747518e-07,2.638540580468529e-08
2012,7.308930776162015e-07,3.029784778618705e-08
2013,7.078799626469845e-07,2.7891250198308626e-08
2014,7.304046789613494e-07,1.9922095972901843e-08
2015,6.521164550576941e-07,3.0588740429493555e-08
2016,6.402511871783645e-07,1.9470595802317803e-08
2017,6.18840374499996e-07,2.8174846150585964e-08
2018,6.631788096456148e-07,1.8328414341794996e-08
2019,6.665731007160502e-07,2.2193593407493495e-08
