year,en_ADP as_NOUN,en_ADP masses_NOUN
1841,3.820226459616549e-07,1.899198217358844e-06
1842,4.3268309024568907e-07,1.255787256404517e-06
1843,3.3964738710423603e-07,1.3379153860348936e-06
1844,2.6729294777538826e-07,1.5812545086646423e-06
1845,4.0456653921383534e-07,1.4408148452105252e-06
1846,2.915541785775133e-07,1.4443054521251497e-06
1847,3.537954720300718e-07,1.4664175411738256e-06
1848,2.5181543988894717e-07,1.8278743851851686e-06
1849,2.2875802829780412e-07,1.9750281960995153e-06
1850,2.8038552457587684e-07,1.5397443258180488e-06
1851,2.2637530627811486e-07,1.6923326873197198e-06
1852,2.793023943237216e-07,1.276717942033656e-06
1853,2.6037622324892595e-07,1.5544938722911184e-06
1854,2.9407460516717165e-07,1.2952791461628976e-06
1855,3.3539842902996497e-07,1.7358990902494043e-06
1856,2.8422767495150936e-07,1.909347346895629e-06
1857,3.1192843735761144e-07,1.4332110289672073e-06
1858,3.8366420923585665e-07,1.2806750078198093e-06
1859,3.7071023051282737e-07,1.2450363273686094e-06
1860,3.9272237825627165e-07,1.333333621289512e-06
1861,3.485097264110948e-07,1.3704590244856263e-06
1862,2.9186190375618537e-07,1.647709542140774e-06
1863,3.3064388560433144e-07,1.0483708674513537e-06
1864,3.2700043783862043e-07,1.466707235664444e-06
1865,3.1959472512888e-07,1.3470988191599531e-06
1866,4.5785417668309236e-07,1.2699249900549603e-06
1867,3.9550414143718626e-07,1.8464947686425148e-06
1868,2.711990786385954e-07,1.6355922642929954e-06
1869,4.0728548655888375e-07,1.565656216229172e-06
1870,4.512696407665828e-07,1.3515153103327293e-06
1871,3.8236238508737586e-07,1.8395878669252852e-06
1872,3.368367974543318e-07,1.4005637676284266e-06
1873,3.5137846432498065e-07,1.8209425682869096e-06
1874,3.5130700881680355e-07,1.8186710768475223e-06
1875,4.7317029022719836e-07,1.949324211381054e-06
1876,3.301123994159383e-07,1.8071538780972674e-06
1877,3.698519965844582e-07,1.5066211358494286e-06
1878,3.448319532139976e-07,1.4765571805241962e-06
1879,3.335691514116945e-07,1.0825724845453522e-06
1880,3.3244444619384694e-07,1.272017081888066e-06
1881,3.4653363067960186e-07,1.121876435306035e-06
1882,3.374280168610966e-07,1.2738406631740418e-06
1883,3.7536872571353186e-07,1.4578714431223716e-06
1884,3.096195948515401e-07,2.1336685023243263e-06
1885,4.447488609615746e-07,1.606896964823079e-06
1886,3.2331852700684394e-07,1.3552273867567521e-06
1887,3.042478760040268e-07,1.141908913648848e-06
1888,2.5869708109027556e-07,1.2820722821160757e-06
1889,2.982205120072301e-07,1.3990050422574285e-06
1890,2.890484358530898e-07,1.1358752081136458e-06
1891,2.3520871894611162e-07,1.3538842855709277e-06
1892,3.265894872317432e-07,1.4461458430758967e-06
1893,2.43873290228791e-07,1.4484595585173565e-06
1894,2.2307449065728235e-07,1.274801377348922e-06
1895,2.3773527124681948e-07,1.1718242576286286e-06
1896,3.036969786762711e-07,1.356906360605592e-06
1897,2.709421679236712e-07,1.2574048215974187e-06
1898,2.5858681684809426e-07,1.372716867287238e-06
1899,2.785899582136153e-07,1.1010936660227344e-06
1900,3.021192990226851e-07,1.20588163898816e-06
1901,2.749659515632885e-07,1.1054525581588592e-06
1902,2.828323433234914e-07,9.791105668455202e-07
1903,2.6299072075630647e-07,1.1696876844879966e-06
1904,3.004415365381874e-07,9.87318684586569e-07
1905,2.797131311016443e-07,1.067244933317113e-06
1906,2.9218967750876956e-07,1.1090862095386456e-06
1907,2.900563543795087e-07,8.753119427051814e-07
1908,3.0254155403142136e-07,9.876803197528261e-07
1909,3.2730850829665314e-07,9.956780022690737e-07
1910,3.8210678510175455e-07,1.1725066864087808e-06
1911,2.4526925279655387e-07,9.145722916770183e-07
1912,2.5682447457597846e-07,9.772874789426567e-07
1913,3.1817937240496974e-07,9.110536058898333e-07
1914,2.7858453233164937e-07,1.0674609876026864e-06
1915,1.9791680205827333e-07,1.9850582932967598e-06
1916,2.593041019682829e-07,2.0271868557131256e-06
1917,2.9719009653206285e-07,1.4826606182793967e-06
1918,2.9634850040594074e-07,1.431202484525329e-06
1919,2.541366124209077e-07,1.4677309909671976e-06
1920,3.4377930724360795e-07,1.1206902765792393e-06
1921,3.218417599648582e-07,1.0442818769718087e-06
1922,4.190667302061968e-07,1.034386571951984e-06
1923,3.980980638473852e-07,1.0488557276033816e-06
1924,4.486285209992502e-07,8.701846274661307e-07
1925,4.2233001984470775e-07,9.744385465193517e-07
1926,3.9791713002390594e-07,9.351610090746476e-07
1927,4.4708391400138936e-07,9.064319694829237e-07
1928,3.8734279761420964e-07,1.0923295388209908e-06
1929,4.3670392324557383e-07,1.0193471797759202e-06
1930,3.382160305154258e-07,9.043602784419846e-07
1931,3.3189588410920123e-07,9.740174427008697e-07
1932,3.704323338071802e-07,8.05525953717634e-07
1933,3.005313560233702e-07,9.325648424596267e-07
1934,3.2350267531455756e-07,9.189872081094563e-07
1935,4.057248297328897e-07,1.1130504162792931e-06
1936,3.297922339662307e-07,1.1106238027025483e-06
1937,3.9536109475157843e-07,1.0135850558867787e-06
1938,3.721016561542001e-07,1.0281414510870945e-06
1939,3.869394795685821e-07,9.283488537903395e-07
1940,2.865434600707317e-07,9.813479566744832e-07
1941,3.984528449407776e-07,9.326748227067583e-07
1942,5.643633826935002e-07,1.0255635825018317e-06
1943,5.458082172893342e-07,7.925832372635e-07
1944,4.7555155546774586e-07,8.611339090691672e-07
1945,5.969101186664716e-07,7.385128779624495e-07
1946,5.33178296180381e-07,6.55684008421531e-07
1947,5.364392037243704e-07,7.450544083908994e-07
1948,5.131530942392715e-07,7.632065179841163e-07
1949,4.476555710564156e-07,7.117330937944644e-07
1950,5.455940654819358e-07,6.838537673914402e-07
1951,4.2112536879912454e-07,8.251924921154341e-07
1952,3.9964806997083713e-07,6.875212210655235e-07
1953,4.6650671969850066e-07,7.714060448194004e-07
1954,4.944903166936854e-07,6.860320302948253e-07
1955,3.819942366867224e-07,6.654395683369785e-07
1956,4.6134837927702677e-07,6.130962404427009e-07
1957,5.16849691933885e-07,6.652783242078186e-07
1958,4.988162860541934e-07,6.377899688381206e-07
1959,4.402424780280967e-07,5.789808525946682e-07
1960,5.003762590938265e-07,5.232149941081232e-07
1961,4.967934006394614e-07,4.7594890295599157e-07
1962,5.098932955860391e-07,7.388379490436137e-07
1963,5.347425994228772e-07,4.927132750687235e-07
1964,4.404793096934867e-07,4.4169610879940535e-07
1965,4.985031392124029e-07,3.770237917422037e-07
1966,4.913159239450238e-07,4.065680805354077e-07
1967,4.7380523993112433e-07,3.8308707606127257e-07
1968,4.540821489928959e-07,5.034877190723819e-07
1969,4.446380916789394e-07,3.942245871968453e-07
1970,3.8583302530703634e-07,3.4720373998098353e-07
1971,4.377914790687498e-07,3.884628441142013e-07
1972,3.457718964483547e-07,4.1759395763563134e-07
1973,4.377483728834619e-07,3.2527903459644847e-07
1974,3.5159821631935984e-07,2.672146592885838e-07
1975,3.7410196407350327e-07,3.0899107184012564e-07
1976,3.982328118379286e-07,2.9081851593559804e-07
1977,3.9668278306592697e-07,3.167585544971985e-07
1978,4.877225388000284e-07,2.8455431966278866e-07
1979,4.3889798639895616e-07,2.7445756245469966e-07
1980,4.178585761849263e-07,2.853945773040323e-07
1981,4.0989559701998246e-07,1.9419437502499193e-07
1982,4.475609056697749e-07,2.2036633484656676e-07
1983,4.319676154551644e-07,2.7219011933254933e-07
1984,4.4884324790217534e-07,2.2384172232436939e-07
1985,4.511668638684796e-07,2.099429754487403e-07
1986,4.6577151557869456e-07,1.9422132879753917e-07
1987,4.3203475463826635e-07,2.0349020468657386e-07
1988,4.779253419684437e-07,2.2966801788149027e-07
1989,4.4289146305942495e-07,1.9153546626515805e-07
1990,4.544174814213875e-07,2.8006066010721753e-07
1991,3.974073312651427e-07,1.7936083607228426e-07
1992,4.3142863326295355e-07,1.6474732489335508e-07
1993,3.894062734488557e-07,1.9664186368117953e-07
1994,4.293790212273052e-07,1.687976549646919e-07
1995,4.370495325645152e-07,1.2796984094620711e-07
1996,4.099654749012416e-07,1.361213504136316e-07
1997,4.809279241513309e-07,1.4576478690742078e-07
1998,4.4105196650434664e-07,1.2254091719121618e-07
1999,4.935817319307034e-07,1.7001148835960045e-07
2000,3.8348513342612023e-07,1.3430815970494336e-07
2001,4.0920518795672933e-07,1.3844629886961002e-07
2002,4.937636735036222e-07,1.2442669028445152e-07
2003,4.891967542164366e-07,1.458423071198922e-07
2004,4.695507432317392e-07,1.5504864725457423e-07
2005,4.6793958929924884e-07,1.1439524116862998e-07
2006,4.7891058541083e-07,1.745985365175784e-07
2007,7.661411516313166e-07,1.0265812167009614e-07
2008,8.872504198009779e-07,1.1963405199821864e-07
2009,9.007115471248994e-07,1.1968163482478644e-07
2010,1.3127420475100848e-06,1.2376337421571293e-07
2011,1.4397254788356406e-06,1.097479928047207e-07
2012,1.8437432953710697e-06,1.429786207207684e-07
2013,1.957129092566845e-06,1.5423861066121702e-07
2014,2.121486572193021e-06,2.470773068363741e-07
2015,2.1358920470060383e-06,1.9195543110583912e-07
2016,2.1204307736333305e-06,2.8377358485265347e-07
2017,2.478631914076823e-06,9.685103324885702e-08
2018,2.6754321372779444e-06,1.585020603656062e-07
2019,2.4678255622356815e-06,1.6938558533574621e-07
