year,en_ADP archers_NOUN,en_ADP marchés_NOUN
1800,3.144164395507687e-08,3.144164395507687e-08
1801,4.7623651688866175e-09,2.1430643926123594e-08
1802,8.951360541686881e-09,1.1189200677108602e-08
1803,3.900678446910888e-09,9.751696339321825e-09
1804,2.4718509461507665e-09,0.0
1805,5.685755422035754e-09,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,8.540865792383556e-09
1808,3.6257183921861724e-08,1.3596443970698147e-08
1809,1.581321384946932e-08,9.036122072814123e-09
1810,3.2761775514700275e-08,9.360507036149102e-09
1811,2.5070767684098882e-09,5.264861258069686e-08
1812,1.3336041604361526e-08,0.0
1813,2.8757416448144113e-09,0.0
1814,3.1466771410748606e-09,2.5173417128598885e-08
1815,5.394447111228828e-09,0.0
1816,6.952811659743929e-09,0.0
1817,1.71256075987003e-08,6.227493631882908e-09
1818,1.9073883805731384e-08,4.768470951432846e-09
1819,9.315945348475907e-09,3.2088255608186955e-08
1820,1.1866481131050932e-09,0.0
1821,4.930744257336528e-09,2.9584465432996865e-08
1822,1.0025615893027862e-09,2.3058916553964082e-08
1823,9.882686669016039e-09,2.9648061783404955e-09
1824,2.5263338088166165e-09,1.0105335235266466e-08
1825,9.68598712347557e-09,1.3208164340028361e-08
1826,1.4092774947016551e-08,6.1655889282974385e-09
1827,1.8434546111834038e-09,1.6591091167583727e-08
1828,7.337841001486822e-09,1.1923991571904935e-08
1829,2.571952872898464e-09,1.7146351893870815e-08
1830,9.39315203396518e-09,3.757260902403914e-08
1831,1.5591206103948707e-09,1.2472964883158966e-08
1832,1.3529969367098715e-09,2.1647950987357945e-08
1833,1.0425265983826648e-08,1.0425265983826648e-08
1834,7.467624740797874e-09,1.213489042584115e-08
1835,1.739510224751939e-08,2.0420337421001022e-08
1836,1.8146025126952736e-08,1.2769425516978572e-08
1837,4.174734336004349e-09,1.948209416013924e-08
1838,1.4517972601879592e-08,1.2624323808552163e-08
1839,1.2584655095793096e-08,7.690622361167243e-09
1840,1.2102408852854296e-08,2.293087852933695e-08
1841,4.494383976094696e-09,1.926164472365599e-08
1842,2.683306021822318e-09,8.720745015011744e-09
1843,1.4767278067040479e-08,7.678984559333912e-09
1844,7.1351298203126134e-09,1.6465683927435748e-08
1845,7.812318791877715e-09,6.696273757711424e-09
1846,8.196302303531411e-09,1.1123552745573306e-08
1847,2.6966118227278457e-09,1.3483059113639229e-08
1848,9.65426583121598e-09,1.045878850192139e-08
1849,1.6758829879393033e-09,1.1731181359664333e-08
1850,8.146795238417326e-09,1.8330290174617403e-08
1851,6.449438760824933e-09,1.2898877521649865e-08
1852,1.1067927019325907e-08,3.1250618093281446e-08
1853,3.5831591027601917e-09,2.149895550473957e-08
1854,7.27393034694046e-09,1.4028294081924741e-08
1855,6.368324534378189e-09,2.600399184871094e-08
1856,1.1907535402144731e-08,3.986435714864456e-08
1857,4.393358121745905e-09,1.4156376515472857e-08
1858,1.1744822003834088e-08,8.808616946964776e-09
1859,5.601390684617513e-09,3.2080691658720184e-08
1860,1.1442959468865865e-08,2.1512764902809067e-08
1861,8.017138064531082e-09,1.7920662287451705e-08
1862,5.873382225018986e-09,1.9879140111811466e-08
1863,1.3485475847119233e-08,1.548332484446746e-08
1864,2.3973640850272204e-09,1.102787461348953e-08
1865,6.118897832863013e-09,8.47231973466478e-09
1866,5.838735717134114e-09,1.4596838404656864e-08
1867,4.367530337390235e-09,1.649955905236311e-08
1868,1.0373735648272486e-08,2.0253484223076157e-08
1869,2.9301114867763545e-09,1.5138908793232986e-08
1870,5.160643912205387e-09,1.0894693147633916e-08
1871,7.434824311758348e-09,5.3105884134652115e-09
1872,6.047339295989218e-10,6.652073114565837e-09
1873,1.0774807879254666e-08,1.3169209722718733e-08
1874,7.766991494406739e-09,7.169530746864439e-09
1875,8.58229087796758e-09,2.0025344937835143e-08
1876,6.650616057868319e-09,1.209202959984168e-08
1877,6.80329748092845e-09,1.5462040536817767e-08
1878,3.6234530931267273e-09,7.850815109122777e-09
1879,6.109325489944695e-09,1.221865097988939e-08
1880,1.2835692508872398e-09,1.4119262203848848e-08
1881,6.9725074602899895e-09,1.5339516323820135e-08
1882,1.9966155395678697e-09,1.8635077481121698e-08
1883,6.951272890631799e-09,8.847074184359371e-09
1884,1.9805090900604227e-09,1.4523733327109767e-08
1885,4.511945039809007e-09,1.0957580620640783e-08
1886,2.8395241713496944e-08,1.2906927970846027e-08
1887,3.264462256069578e-09,1.566941953967671e-08
1888,2.53624587998047e-09,2.346027505595316e-08
1889,6.265136853755848e-09,5.6386229019267375e-09
1890,2.6217545912032847e-09,9.831579994568074e-09
1891,5.099376032546843e-09,1.8485238229004608e-08
1892,6.268512375839919e-09,2.6954603882245465e-08
1893,7.390100087434348e-09,3.1407925149551374e-08
1894,3.150769645188234e-09,2.3945849747519787e-08
1895,7.22233739480771e-09,9.027921299420427e-09
1896,2.358811590497112e-09,2.6536630670648265e-08
1897,4.078699600285063e-09,1.748014144542509e-08
1898,6.224190496340043e-09,2.4330926606808134e-08
1899,2.2110313580014918e-09,1.2713430308508578e-08
1900,1.038210628578895e-09,1.1939421895590385e-08
1901,0.0,1.2854099118442264e-08
1902,4.910283846193408e-10,1.2275709337927765e-08
1903,5.400220270956879e-10,1.6200659924692218e-08
1904,2.1498500757388683e-09,1.3974025492302644e-08
1905,4.64468330463319e-09,2.3223415912543288e-08
1906,5.144184633820714e-09,1.18316245689698e-08
1907,4.114274698707732e-09,1.1828539925318182e-08
1908,2.4556945366072114e-09,1.1296195090437777e-08
1909,3.300590023513905e-09,9.351672325408344e-09
1910,4.2753204310130855e-09,1.7101282168141552e-08
1911,6.916486272601219e-09,1.1704822888702893e-08
1912,4.688478938419394e-09,4.323819524643113e-08
1913,7.954484182448596e-09,1.9090762748419365e-08
1914,6.696743715117748e-10,4.018046340092951e-09
1915,1.6493066468115103e-08,1.295883844676382e-08
1916,3.2962386153911893e-09,2.8567400889301098e-08
1917,2.1932848870420685e-09,2.7416060532914344e-08
1918,1.033773866510046e-08,1.2635013924011673e-08
1919,1.8415697411455767e-08,1.1970202606903513e-08
1920,4.543339038320937e-09,1.4387239843927091e-08
1921,7.572747429129834e-10,4.543648568500203e-09
1922,0.0,8.853522359686394e-09
1923,3.1847844361720945e-09,1.8047112249064412e-08
1924,1.289162443462999e-09,1.4180787211159895e-08
1925,6.598906754362588e-09,2.0896537833436923e-08
1926,6.687683296036084e-09,1.4489980437737415e-08
1927,1.3379070296082318e-08,1.3379070296082318e-08
1928,2.2852082448565625e-09,1.5996457491951332e-08
1929,8.912325100141061e-09,1.3368487650211591e-08
1930,0.0,9.453243521306831e-09
1931,2.2810713318222042e-09,2.5091784650044247e-08
1932,4.383814644626227e-09,6.575722188983946e-09
1933,0.0,1.261772819560747e-08
1934,5.990790086229936e-09,8.38710612072191e-09
1935,5.98414207075848e-09,1.555876849579363e-08
1936,0.0,1.091224310911798e-08
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,5.186085783037697e-09,5.186085783037697e-09
1939,0.0,3.364691281149135e-08
1940,0.0,2.2822046474857416e-08
1941,0.0,2.066051907334554e-08
1942,0.0,2.1239483061208375e-08
1943,0.0,2.9032351633873077e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,1.5249527862692958e-08
1946,1.3921104269343232e-09,1.9489545977080525e-08
1947,0.0,2.5033829231801974e-08
1948,1.0871887834440486e-09,1.9569398546082084e-08
1949,9.817008317369869e-10,4.221313587571274e-08
1950,3.190608444114673e-09,4.785912754989852e-08
1951,1.0661401761424827e-09,3.305034623757308e-08
1952,4.2179215675730575e-09,2.1089607171731473e-08
1953,0.0,2.3702419582605216e-08
1954,9.772536113672459e-10,2.9317607896928166e-08
1955,8.447047505910632e-09,1.0324168187025862e-08
1956,4.36057079333807e-09,1.4825940697349438e-08
1957,3.534015080575159e-09,3.0922631566454584e-08
1958,4.1361216673863055e-09,3.308897317255699e-08
1959,2.325224457422337e-09,1.6276571201956358e-08
1960,5.536666680683311e-09,2.4914999841030294e-08
1961,2.08444772553662e-09,2.153929301584867e-08
1962,3.170978146727066e-09,2.9807195656150753e-08
1963,6.466053248388448e-10,2.198458126656533e-08
1964,1.8251904432275978e-09,2.6769461258790983e-08
1965,2.188817349590977e-09,3.6115487489496445e-08
1966,1.6617224263271169e-09,1.6617224929404983e-08
1967,2.9582012395223956e-09,2.6623811821835375e-08
1968,4.4914158503495116e-10,2.335536153363904e-08
1969,2.2708788183223305e-09,4.178417298272841e-08
1970,6.438214850135182e-09,2.851209579546321e-08
1971,7.193756701440179e-09,4.2134857602960096e-08
1972,5.130146696341598e-09,1.744250005542014e-08
1973,5.513203782392395e-10,2.4809416354631963e-08
1974,1.1251143350321513e-09,3.3190873383048825e-08
1975,3.998036124386317e-09,3.255543745694922e-08
1976,3.999468700666142e-09,3.028169359708954e-08
1977,2.938390863960194e-09,2.7620874920586402e-08
1978,2.970295565063452e-09,2.5544542703315187e-08
1979,4.681578680276743e-09,2.9259866751729646e-08
1980,4.548120546843393e-09,3.013129928897129e-08
1981,3.795329828193417e-09,3.60556305922799e-08
1982,1.2415004579935385e-09,2.483000827169235e-08
1983,1.89459470334441e-09,4.0418022706489865e-08
1984,5.799008384599347e-09,2.3196033538397387e-08
1985,1.8046674155058895e-09,2.887467942525035e-08
1986,2.997242676272549e-09,2.997242726232585e-08
1987,6.110816852533674e-10,3.0554083707556856e-08
1988,1.798966087207532e-09,4.1376221338040864e-08
1989,1.6464366536794728e-09,2.7440610561590972e-08
1990,1.089730194969718e-09,3.8140555602694803e-08
1991,0.0,4.982245488394099e-08
1992,5.509944167592096e-10,3.361066092111287e-08
1993,1.661762283333701e-09,4.20979760495932e-08
1994,5.274926606624319e-10,3.059457387433184e-08
1995,3.253470381991974e-09,4.0668381884323423e-08
1996,0.0,4.3772356406179824e-08
1997,9.58978896292706e-10,9.9733804326263e-08
1998,3.337690568372409e-09,3.957547112243276e-08
1999,1.8280804647829996e-09,4.0217770141959264e-08
2000,1.7672125984802278e-09,5.1690968172479757e-08
2001,4.3812117822561447e-10,3.899278464003508e-08
2002,3.0668551032064784e-09,4.7317191054219165e-08
2003,8.333845835650777e-10,4.791961444317039e-08
2004,1.3214374039449694e-09,4.1405036566022346e-08
2005,1.8014998381943315e-09,2.9724747108161864e-08
2006,2.4707338397433887e-09,3.70610084288181e-08
2007,2.3966877371606188e-09,5.472436925835211e-08
2008,4.257439734089985e-09,4.725757951629106e-08
2009,1.907277002999308e-09,4.1483273260922715e-08
2010,2.3618964561933353e-09,2.9759895880943077e-08
2011,3.823971805871906e-09,7.265546564383385e-08
2012,2.7234021704458655e-09,4.493613747769132e-08
2013,5.578250084070646e-10,3.6537537662084674e-08
2014,1.0827225782605865e-09,3.746220011979773e-08
2015,2.881548111233201e-09,4.898631511540685e-08
2016,1.86420612280358e-09,3.749125437879641e-08
2017,2.5156112748447867e-09,6.138091573903992e-08
2018,1.290733298020541e-09,6.427852206059015e-08
2019,1.7856913725466939e-09,1.0739658762304316e-07
