year,en_ADP or_NOUN,en_ADP mort_NOUN
1860,8.530039849574678e-06,4.531412212127606e-08
1861,8.377909580303822e-06,7.026785997510387e-08
1862,9.247414709534496e-06,6.1896413439122e-08
1863,7.2911475399450865e-06,4.395266195444947e-08
1864,7.302370704564964e-06,5.130358893268294e-08
1865,7.4099853009101935e-06,5.365802757673066e-08
1866,8.710906513442751e-06,4.135771014546208e-08
1867,9.209665222442709e-06,6.502767391225461e-08
1868,8.792975677351933e-06,4.0506969001263826e-08
1869,6.798835329391295e-06,3.467298703707655e-08
1870,7.445089067914523e-06,3.039045815000918e-08
1871,6.073189069866203e-06,3.1863531591014294e-08
1872,7.06631590219331e-06,3.870297293762093e-08
1873,8.139169949572533e-06,5.806424319132475e-08
1874,7.414490028168075e-06,2.2703514068744823e-08
1875,7.726350304437801e-06,5.607096564830272e-08
1876,7.484966317861108e-06,7.134297175248605e-08
1877,9.371233318233863e-06,3.1542562228814575e-08
1878,1.0096752703248058e-05,5.193616203769125e-08
1879,9.032026355271228e-06,3.6655952273534353e-08
1880,7.997919965418987e-06,4.1074217804748514e-08
1881,1.044342207023874e-05,4.0440543136455176e-08
1882,7.564510724478168e-06,5.058092633625222e-08
1883,9.607290849089622e-06,9.163041170268116e-08
1884,7.816409379302058e-06,4.7532219049628566e-08
1885,9.4944216471049e-06,4.383032270460774e-08
1886,9.35300522542093e-06,4.1302168907186854e-08
1887,7.971164450282231e-06,4.3090902512865625e-08
1888,8.393071766477078e-06,5.0090855463480466e-08
1889,8.273739695141558e-06,4.009687648576232e-08
1890,7.080048362695379e-06,4.915789730830511e-08
1891,8.761365279497113e-06,3.187110086955158e-08
1892,9.089342711376958e-06,3.0715709975481786e-08
1893,9.538771337247454e-06,3.4487131816973715e-08
1894,1.042841722664889e-05,3.843938900516264e-08
1895,9.170563316729385e-06,5.296380689578939e-08
1896,9.294896699429955e-06,5.2483556833848866e-08
1897,1.0751451554824598e-05,3.7290965648750785e-08
1898,8.204048754123505e-06,3.451596430892323e-08
1899,8.074133802438155e-06,2.1004797901014172e-08
1900,9.301328645960893e-06,4.4643056584803276e-08
1901,7.562681275885552e-06,4.303328959842645e-08
1902,7.296681815205375e-06,3.5354044358726355e-08
1903,7.375620953098405e-06,2.4300991219305956e-08
1904,6.838135504949605e-06,3.7622375437251776e-08
1905,7.16468184691621e-06,3.302885842604297e-08
1906,7.4348899943288416e-06,6.224462961723631e-08
1907,7.372780146397417e-06,3.0857060961952953e-08
1908,7.036056103970623e-06,4.125566821500115e-08
1909,6.1825553530070465e-06,2.8605114166246892e-08
1910,6.2622757468489e-06,3.153048999671171e-08
1911,6.615885467908811e-06,3.139020654518987e-08
1912,6.261724138312275e-06,3.6465947317321223e-08
1913,6.590555585717084e-06,3.1287640034349806e-08
1914,7.541872946603689e-06,4.218948401746303e-08
1915,8.198232535505667e-06,3.1808056522031336e-08
1916,7.160529094107915e-06,2.6369909367218725e-08
1917,5.998634151183069e-06,2.5222776089961485e-08
1918,5.382516064855736e-06,1.780388307892622e-07
1919,6.98139047017321e-06,4.235610195912898e-08
1920,7.841045771783683e-06,3.256059688538926e-08
1921,7.103237294359133e-06,2.9533714251961385e-08
1922,8.12753387435805e-06,2.2871600668938896e-08
1923,8.043703928706236e-06,3.71558197542754e-08
1924,8.326700481120497e-06,3.6096549194120087e-08
1925,8.824938049656339e-06,2.8595261936104066e-08
1926,8.1400248745922e-06,4.5699169337609646e-08
1927,8.067579074122477e-06,2.4528294284564822e-08
1928,8.855182386469096e-06,3.427812322875923e-08
1929,1.1270749382674694e-05,3.564929929034122e-08
1930,7.525831733801169e-06,3.781297108762516e-08
1931,7.273195933521492e-06,3.763767786324479e-08
1932,7.509474471589783e-06,1.753525857850491e-08
1933,7.3159885687346105e-06,3.3264919041542385e-08
1934,7.547197128587868e-06,2.3963160344919743e-08
1935,7.015808023425052e-06,2.6330224223158893e-08
1936,6.872288395243231e-06,2.182448710641438e-08
1937,7.155532330216374e-06,3.021868422159457e-08
1938,6.883232344989665e-06,2.722695080503712e-08
1939,7.052086857584072e-06,2.294107481759511e-08
1940,5.931196028541308e-06,2.2822046474857416e-08
1941,5.746575425291667e-06,8.854507793643052e-09
1942,5.1793995226034895e-06,3.034211815133858e-08
1943,5.707760465156753e-06,6.677441199975931e-08
1944,6.905137070134515e-06,1.6065930807940276e-08
1945,6.2893413996789604e-06,2.6142048525912287e-08
1946,6.498371476482134e-06,4.5939643200654245e-08
1947,6.525484877784038e-06,4.529930830443618e-08
1948,5.5359651014441624e-06,3.6964417970963837e-08
1949,6.833619409007952e-06,4.0249734212238764e-08
1950,6.2078606788418256e-06,5.636741717829352e-08
1951,6.310483513516374e-06,4.9042446770286574e-08
1952,6.2530689319828525e-06,4.112473450668119e-08
1953,6.049504008842632e-06,2.801195209123364e-08
1954,6.1772202570864465e-06,3.811289173150101e-08
1955,6.206702437339118e-06,3.754243138587299e-08
1956,6.0036336435587145e-06,5.058262297907845e-08
1957,6.971728453208925e-06,3.3573144264664734e-08
1958,4.993953552911989e-06,2.8952852393349104e-08
1959,5.545659860217711e-06,4.1854038457245224e-08
1960,5.3352705435827374e-06,5.1214165797119904e-08
1961,6.085892891860567e-06,5.628008847846644e-08
1962,6.563290753547335e-06,3.551495614262379e-08
1963,6.0923152886971366e-06,3.362347511526309e-08
1964,5.8765049288922455e-06,5.658090640459079e-08
1965,6.6567408794071525e-06,3.9398713291838305e-08
1966,6.204317742231069e-06,4.486650717616669e-08
1967,6.0919228417333215e-06,5.4233690871541285e-08
1968,6.53456072541303e-06,4.1321025462393024e-08
1969,7.288158940355061e-06,3.360900660553945e-08
1970,6.666771696473006e-06,4.782674151160293e-08
1971,6.522681815113174e-06,4.984245671746379e-08
1972,6.21466006123228e-06,5.437955569176367e-08
1973,5.915667770750588e-06,4.3002988281415355e-08
1974,5.516998044186039e-06,4.162923183947953e-08
1975,6.028467396390624e-06,7.196465023895371e-08
1976,6.0900483731529675e-06,6.570556165819141e-08
1977,6.050147021596786e-06,5.465406927029903e-08
1978,5.6108883654815145e-06,6.831680199326229e-08
1979,5.7173779168806504e-06,7.314966854465865e-08
1980,5.888678970222827e-06,4.946081233470068e-08
1981,5.95044457440963e-06,6.262293950065612e-08
1982,5.961064289294882e-06,7.076552299700722e-08
1983,5.759568011853844e-06,6.567928600986761e-08
1984,6.095917797210859e-06,5.683028181380223e-08
1985,6.118424153100932e-06,4.2710460612660484e-08
1986,5.735523700423073e-06,6.294209803359152e-08
1987,5.65678328712238e-06,6.23303328950442e-08
1988,5.375311047828291e-06,6.35634688217479e-08
1989,6.06547246206901e-06,7.463846074529101e-08
1990,5.819704256282421e-06,5.2851913567852904e-08
1991,5.580114702752326e-06,7.73713406676535e-08
1992,5.430049895949196e-06,5.454844909102974e-08
1993,5.8560499383020215e-06,6.425480736371725e-08
1994,5.764439720223891e-06,6.224413306998855e-08
1995,5.808529294881737e-06,7.591431416820171e-08
1996,5.747524028265616e-06,7.366567311706262e-08
1997,5.329525265551638e-06,4.842843326358093e-08
1998,5.069474809715757e-06,6.961468934640891e-08
1999,5.412489372247364e-06,5.484241316633387e-08
2000,5.48984598935931e-06,8.659341621530814e-08
2001,5.306085768097546e-06,6.35275717586481e-08
2002,6.18234162175213e-06,8.324320832642229e-08
2003,6.024537015036913e-06,7.125437950783464e-08
2004,5.382214567362098e-06,6.2548036000587e-08
2005,5.035642516304506e-06,7.881561592260056e-08
2006,5.536914613912813e-06,6.423908105457343e-08
2007,6.016085535520688e-06,7.709345567485926e-08
2008,6.0127822507638484e-06,7.493094056343352e-08
2009,6.098518042563228e-06,7.867517703985527e-08
2010,6.364838554873131e-06,7.747020680515249e-08
2011,6.975689757382497e-06,1.0630642396924905e-07
2012,7.917270522739273e-06,7.251058342649941e-08
2013,8.129462912620511e-06,7.056486522882821e-08
2014,8.145538231474347e-06,6.821152120917162e-08
2015,8.120645361486822e-06,6.804886609756977e-08
2016,8.165222425304819e-06,7.063269791274251e-08
2017,7.38835069569177e-06,7.068868157489305e-08
2018,8.043333764362615e-06,7.073218677433601e-08
2019,7.576943971798755e-06,6.300939880965473e-08
