year,en_ADP athée_NOUN,en_ADP maté_NOUN
1800,4.7162467708972144e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,1.1189200677108602e-08,0.0
1803,0.0,0.0
1804,2.9662212241987618e-08,2.4718509461507665e-09
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,3.131650672116848e-08,0.0
1808,9.064295980465431e-09,2.039466551195801e-08
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,3.7081662185300956e-08,2.3176038865813098e-09
1817,0.0,0.0
1818,2.384235386898581e-08,0.0
1819,3.726378139390363e-08,0.0
1820,9.493184904840746e-09,0.0
1821,2.465372084259343e-08,9.86148829262845e-10
1822,9.023054303725075e-09,0.0
1823,6.917880934764753e-09,9.882686891060644e-10
1824,1.3473780313688621e-08,0.0
1825,1.8491430608946757e-08,0.0
1826,1.7615968683770689e-09,0.0
1827,1.8434546333878643e-08,0.0
1828,8.255071126672675e-09,4.586150570418113e-09
1829,3.429270423183084e-09,3.429270423183084e-09
1830,7.305785310052215e-09,1.0436835840010872e-09
1831,2.3386808933878456e-08,0.0
1832,2.705993873419743e-09,0.0
1833,2.20088942626262e-08,1.50587169400751e-08
1834,4.667265685043276e-09,0.0
1835,6.050470346963266e-09,7.563087933704082e-10
1836,1.1425274948351216e-08,0.0
1837,5.5663127440652715e-09,0.0
1838,7.574594285131298e-09,6.312161904276081e-10
1839,1.5381244722334486e-08,1.3982950353153e-09
1840,2.165694112932215e-08,3.821813088222825e-09
1841,1.4767261191650505e-08,3.2102742686390684e-09
1842,1.6770663080478698e-08,1.341653010911159e-09
1843,3.2488010504039266e-08,5.906911071384968e-10
1844,1.4270259640625227e-08,2.7442805805577564e-09
1845,2.511102614732863e-08,0.0
1846,1.1709002656346001e-08,3.5127007969038004e-09
1847,1.1865092020002521e-08,5.393223645455691e-10
1848,1.850401076808339e-08,4.82713291560799e-09
1849,5.02764896381791e-09,1.6758829879393033e-09
1850,9.504594444820214e-09,2.0366988096043315e-09
1851,1.1608989325395669e-08,1.9348316282474798e-09
1852,2.278690836021724e-08,0.0
1853,1.4929829372789527e-08,1.7915795513800958e-09
1854,1.0910895298366086e-08,6.754363734984281e-09
1855,1.6982198758341838e-08,5.306937111981824e-10
1856,1.2425253714809514e-08,5.177189232874468e-10
1857,1.610898081594314e-08,4.881509085841174e-10
1858,1.663849857891364e-08,4.893676130990343e-09
1859,2.7497735644033128e-08,1.5276520048956854e-09
1860,3.661747127736703e-09,4.577183909670879e-10
1861,5.187560159214399e-09,2.357981809808507e-09
1862,1.9879140111811466e-08,9.035972525772706e-10
1863,7.991393324857654e-09,9.989241656072068e-10
1864,2.3014694150447212e-08,6.233146443435089e-09
1865,1.97687466396701e-08,4.706844358715045e-10
1866,1.9462451206209153e-08,4.865612912574591e-10
1867,2.329349513274792e-08,9.7056229719783e-10
1868,1.0867722721741302e-08,0.0
1869,8.30198221279943e-09,5.371870948067681e-09
1870,9.17447806614291e-09,1.1468097582678638e-09
1871,1.0621177271019633e-08,1.0621176826930423e-08
1872,9.071008832961525e-09,1.8142017887967654e-09
1873,1.5563610844537834e-08,1.7958012854535355e-09
1874,9.559374625212058e-09,5.974609140757536e-10
1875,9.7265964171811e-09,1.716458086775674e-09
1876,1.813804484385173e-08,1.209202959984168e-09
1877,1.9172929910382663e-08,1.2369631985365004e-09
1878,2.113680963589104e-08,1.2078177347163432e-09
1879,1.5273313280772527e-08,4.27652757650776e-09
1880,2.4387816210946767e-08,4.492492600149944e-09
1881,1.1853263259808955e-08,2.091752326904839e-09
1882,1.1314154946262533e-08,1.9966155395678697e-09
1883,1.0110942305630033e-08,1.2638677882037541e-09
1884,1.650424152899177e-08,1.3203393933736152e-09
1885,7.7347630522695e-09,6.445635691854079e-10
1886,1.2906927304712212e-08,6.453463874400711e-10
1887,1.566941915109865e-08,6.528924623161458e-10
1888,1.521747483579361e-08,1.9021844099853524e-09
1889,1.2530273707511697e-08,6.891650361495749e-09
1890,1.1797895382859025e-08,1.3108772956016423e-09
1891,7.649063604731055e-09,1.2748440081367107e-09
1892,1.817868522380195e-08,3.1342561879199593e-09
1893,9.853466487186324e-09,0.0
1894,1.1342770278588432e-08,6.301539290376468e-10
1895,3.0093072478365457e-09,3.611168697403855e-09
1896,6.48673198488936e-09,1.179405795248556e-09
1897,8.740070001067579e-09,1.7480140668268973e-09
1898,3.960848538042683e-09,1.13167097914868e-09
1899,8.291367592505594e-09,1.1055156790007459e-09
1900,1.8168686000130663e-08,0.0
1901,4.470991243898936e-09,5.588738916095792e-10
1902,1.0311596243539611e-08,7.856454153909453e-09
1903,4.860198465905796e-09,1.0800440541913758e-09
1904,1.0964235297450386e-07,5.912087708281888e-09
1905,1.90948084011211e-08,6.192911072844254e-09
1906,3.0865106026567446e-09,5.144184633820714e-09
1907,8.228549397415463e-09,1.028568674676933e-09
1908,5.402527980535865e-09,3.929111258571538e-09
1909,2.2003934230241384e-09,1.1001967115120692e-09
1910,5.344150677544235e-10,2.67207544979442e-09
1911,4.25629931299909e-09,2.128149656499545e-09
1912,5.730363294986773e-09,4.167536982180309e-09
1913,8.484783542428431e-09,5.302989602995467e-09
1914,7.366418142140674e-09,2.678697486047099e-09
1915,0.0,1.1780762143587253e-08
1916,1.0987462051303964e-09,7.69122365795738e-09
1917,2.0836205649743533e-08,5.483212106582869e-09
1918,8.040463406189247e-09,6.89182577673364e-09
1919,1.8415696745321952e-09,1.749491218561161e-08
1920,4.543339038320937e-09,5.300562211374427e-09
1921,6.058197943303867e-09,6.058197943303867e-09
1922,8.853522359686394e-09,2.2133805899215986e-09
1923,6.369568872344189e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,9.02413699321869e-09
1925,8.798542339150117e-09,4.399271169575059e-09
1926,1.114613823460786e-08,4.458455382660986e-09
1927,4.4596899506643695e-09,0.0
1928,1.1426041446327417e-08,4.570416489713125e-09
1929,1.1140406375176326e-09,5.570202965543558e-09
1930,7.352522590764465e-09,1.05036033204442e-08
1931,0.0,5.7026783295555106e-09
1932,3.287861094491973e-09,7.6716757391182e-09
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,8.377798899061872e-09,2.393656828303392e-09
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,6.295559185076627e-09,6.295559185076627e-09
1938,7.779128452511941e-09,6.482607339819424e-09
1939,3.058810094103137e-09,9.176430282309411e-09
1940,1.2678914584896006e-08,7.607348528892999e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,1.4516175816936538e-08,2.9032352077962287e-09
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,0.0,1.089252066321933e-08
1946,1.1136883415474585e-08,8.352662561605939e-09
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,6.523132700664291e-09,5.435944139264848e-09
1949,2.945102384188658e-09,5.890204768377316e-09
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,4.264560704569931e-09
1952,8.435843135146115e-09,1.0544804140977249e-08
1953,3.232148326759443e-09,3.232148326759443e-09
1954,8.795282724349818e-09,6.840775057526116e-09
1955,7.508486277174597e-09,6.569925492527773e-09
1956,5.232684952005684e-09,4.360570571293465e-09
1957,1.0602045463770082e-08,1.1485549400447326e-08
1958,1.0753916868111446e-08,5.790570245522986e-09
1959,1.4726421193600459e-08,5.425523585955716e-09
1960,4.844583401109048e-09,2.7683333403416555e-09
1961,1.181187059273725e-08,2.779263708063695e-09
1962,1.5220695481765745e-08,7.610347907416326e-09
1963,1.4871922360271128e-08,3.879631726988464e-09
1964,2.0077095319592786e-08,7.300761772910391e-09
1965,1.0396882466068291e-08,7.1136563306595235e-09
1966,8.30861190959098e-09,3.8773522170743036e-09
1967,1.4297973249810525e-08,7.395503320850594e-09
1968,1.1677681044375277e-08,3.5931326802796093e-09
1969,2.2708788183223305e-09,5.904285060864822e-09
1970,1.0577067222072856e-08,6.438214850135182e-09
1971,7.193756590417877e-09,7.707596338946132e-09
1972,3.5911027485013847e-09,3.5911027485013847e-09
