year,en_ADP onde_NOUN,en_ADP mondes_NOUN
1800,3.144164395507687e-08,5.65949598296811e-08
1801,1.1905912700171939e-08,1.1905912700171939e-08
1802,2.4616241489638924e-08,2.2378401354217203e-09
1803,1.3652374342143503e-08,5.851017448321727e-09
1804,2.4718509905596875e-08,2.4718509461507665e-09
1805,2.842877711017877e-09,0.0
1806,5.4751712497136396e-08,1.4408345627714425e-08
1807,1.1387820464392462e-08,5.693910232196231e-09
1808,2.039466551195801e-08,6.798221985349073e-09
1809,1.3554183553310395e-08,0.0
1810,3.510190182964834e-08,2.3401267590372754e-09
1811,2.757784400841956e-08,0.0
1812,0.0,0.0
1813,2.8757416004054903e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,2.697223555614414e-09,2.697223555614414e-09
1816,2.3176038865813098e-08,1.1588019432906549e-08
1817,7.784366928831332e-09,4.670620334934483e-09
1818,7.152706427149269e-09,5.9605886892910576e-09
1819,2.3807414706311647e-08,3.0018044272495104e-08
1820,1.779972080839798e-08,1.1866481131050932e-09
1821,5.9168927535324656e-09,2.070912508145284e-08
1822,2.7069162911175226e-08,4.010246357211145e-09
1823,2.7671523739059012e-08,0.0
1824,8.421112696055388e-10,8.421112696055388e-10
1825,2.641632912414593e-09,8.805443485471187e-09
1826,1.145037931138404e-08,2.642395191543301e-09
1827,1.1982455028203276e-08,4.608636583469661e-09
1828,6.420610709767516e-09,5.503380862137419e-08
1829,4.115124596637543e-08,8.57317605795771e-10
1830,8.349468672008697e-09,5.218417697960831e-09
1831,1.5591206548037917e-08,4.677361609140007e-09
1832,1.7588959622116818e-08,1.6235963684607668e-08
1833,2.3167257001688313e-09,2.6642345218874652e-08
1834,8.401078055442213e-09,2.5203233278148218e-08
1835,1.4369867074037757e-08,7.563087933704082e-09
1836,3.024337402735e-08,2.016224964762614e-09
1837,2.0177884252348122e-08,7.653680356156656e-09
1838,2.9667161172142187e-08,6.312161904276081e-10
1839,1.1885507689157748e-08,1.1885507911202353e-08
1840,1.0191501864653674e-08,1.6561190641084522e-08
1841,7.0626033910059505e-09,9.630822361827995e-09
1842,7.379091560011375e-09,6.037438549100216e-09
1843,8.269675610961258e-09,1.2404513027863828e-08
1844,6.586273748609983e-09,3.2931368743049916e-09
1845,6.138250796539069e-09,1.7298706467272496e-08
1846,5.269050973311096e-09,4.0981511517657054e-09
1847,1.4561703842730367e-08,6.47186837454683e-09
1848,1.206783295515379e-08,8.045221711050488e-10
1849,1.256912263158938e-08,0.0
1850,1.6972489191857676e-08,6.1100964288129944e-09
1851,2.0638204034639784e-08,6.449438760824933e-09
1852,6.510545436100301e-09,1.9531636308300904e-09
1853,8.957897534855874e-09,3.5831591027601917e-09
1854,8.313063126763609e-09,2.0782657372819813e-08
1855,5.837630823180007e-09,1.2736649068756378e-08
1856,1.9673318973900678e-08,8.28350277259915e-09
1857,1.8061584228235006e-08,1.4644527368545823e-08
1858,1.1255455234504552e-08,1.3702292633865909e-08
1859,1.323965115318515e-08,1.0693564256314403e-08
1860,1.6020143434047895e-08,1.2358396972445007e-08
1861,7.545541969022906e-09,1.8863854922557266e-09
1862,1.671654992208005e-08,2.710791813242963e-09
1863,6.493007020935693e-09,6.99246927027275e-09
1864,1.2945765348604255e-08,6.712618905169165e-09
1865,4.706844247692743e-09,1.7415323905201063e-08
1866,2.6760870852626795e-08,5.352174259343201e-09
1867,6.308654931785895e-09,8.249779526181555e-09
1868,5.433861360870651e-09,1.2349684830326169e-08
1869,1.2208797528501236e-08,6.348574999037737e-09
1870,1.1468097582678638e-08,1.0894693147633916e-08
1871,1.1683295220166201e-08,7.434824311758348e-09
1872,1.0280476914203973e-08,7.861540751719076e-09
1873,9.577607151811662e-09,2.3944017879529156e-09
1874,2.3898436563030145e-09,2.9873046258899194e-09
1875,1.2015206607429718e-08,8.010138330405425e-09
1876,1.3301232115736639e-08,9.069021977836655e-09
1877,4.329371083855449e-09,7.421779191219002e-09
1878,1.2078177569208037e-08,3.6234530931267273e-09
1879,1.0996785704264767e-08,1.710611030603104e-08
1880,1.9895322722618403e-08,2.5671385017744797e-09
1881,1.3945015142624584e-09,2.7890030285249168e-09
1882,9.317538740560849e-09,3.3276925659464496e-09
1883,2.7173157945981075e-08,2.5277355764075082e-09
1884,7.2618666635548834e-09,2.6406787867472303e-09
1885,4.511945039809007e-09,1.933690763067375e-09
1886,2.3877817056927597e-08,5.808117542471791e-09
1887,5.223139698529167e-09,3.9173548849191775e-09
1888,1.4583413587843097e-08,3.1703073499755874e-09
1889,8.771191772893872e-09,3.132568426877924e-09
1890,9.176140736144589e-09,7.209825181320184e-09
1891,1.2748440525456317e-08,5.099376032546843e-09
1892,2.382034658410248e-08,1.56712811616444e-08
1893,2.278614097406262e-08,3.695050043717174e-09
1894,1.3233232287745977e-08,5.671385139294216e-09
1895,1.3240951446391591e-08,1.3240951446391591e-08
1896,1.2383760683576384e-08,5.307326134129653e-09
1897,1.6897470089816125e-08,2.330685422435863e-09
1898,2.2633418694795182e-08,6.7900258748920805e-09
1899,1.1607914629507832e-08,5.527578395003729e-10
1900,2.491705508589348e-08,4.671947717582725e-09
1901,1.5648469187112823e-08,2.235495566438317e-09
1902,1.4730851205513318e-08,4.4192554615740676e-09
1903,1.296052865029651e-08,1.6200660812870638e-09
1904,1.666133897515465e-08,5.912087708281888e-09
1905,1.0837593933388234e-08,2.0643036169332163e-09
1906,1.6461390472954918e-08,3.0865106026567446e-09
1907,2.262851062084792e-08,2.057137349353866e-09
1908,1.4734167663732478e-08,2.2592390180875555e-08
1909,3.4106097501762633e-08,2.7504918342913243e-09
1910,1.2291546447329438e-08,1.6032452032632705e-09
1911,1.4365010514438836e-08,1.276889793899727e-08
1912,3.1777467768279166e-08,6.251305251225858e-09
1913,2.0681659052002033e-08,5.833288518886093e-09
1914,1.4732836284281348e-08,2.0090231700464756e-09
1915,2.591767689352764e-08,1.1780761921542648e-09
1916,1.7579939282086343e-08,2.197492410260793e-09
1917,3.289927263949721e-08,0.0
1918,3.5607765624945387e-08,0.0
1919,1.5653341733923298e-08,1.1970202606903513e-08
1920,2.8774479687854182e-08,3.028892692213958e-09
1921,2.6504615391331754e-08,8.330022005509363e-09
1922,2.2133805899215986e-08,3.6889677978990676e-09
1923,3.1847843473542525e-08,7.431163684401554e-09
1924,4.640984840875717e-08,9.024137215263295e-09
1925,1.9796720707176974e-08,1.0998177923937646e-09
1926,3.343841470382358e-08,5.57306911730393e-09
1927,2.4528294062520217e-08,4.4596899506643695e-09
1928,1.0283437212876834e-08,1.5996457491951332e-08
1929,3.119313873867213e-08,4.4561625500705304e-09
1930,3.466189113510154e-08,5.2518016602221e-09
1931,2.2810713318222042e-08,0.0
1932,4.4934100884574946e-08,1.0959536611565568e-09
1933,3.211785326584504e-08,6.882397318719313e-09
1934,2.875579241390369e-08,1.1981580172459871e-09
1935,3.351119559624749e-08,1.3165112555668657e-08
1936,4.4861444337129797e-08,9.699771652549316e-09
1937,6.799204044227736e-08,6.295559185076627e-09
1938,6.482607517455108e-08,9.075650453382877e-09
1939,5.352917753498332e-08,6.117620188206274e-09
1940,3.803674530900025e-08,5.0715658339584024e-09
1941,4.132103725851266e-08,1.4757512545315876e-08
