year,en_ADP onde_NOUN,en_ADP mondes_NOUN
1942,3.3376331032286544e-08,0.0
1943,2.322588166236983e-08,1.1612940831184915e-08
1944,4.177142187700156e-08,6.4263723231761105e-09
1945,6.971212940243277e-08,1.089252066321933e-08
1946,7.238973864787113e-08,4.1763312808029696e-09
1947,2.7418003867296648e-08,2.3841741914054637e-09
1948,8.153915587172378e-08,5.435944139264848e-09
1949,7.068246077324147e-08,2.945102384188658e-09
1950,9.997239658332546e-08,3.190608444114673e-09
1951,1.0448173526356186e-07,0.0
1952,7.90860283927941e-08,6.326882129314981e-09
1953,1.023513576114965e-07,1.1851209791302608e-08
1954,6.547599440409613e-08,5.863521668203475e-09
1955,6.288357212724804e-08,1.8771215692936494e-09
1956,5.05826207586324e-08,8.72114114258693e-09
1957,1.6786572132332367e-07,6.184526224473075e-09
1958,1.2904699531191e-07,8.272243334772611e-09
1959,9.920957211306813e-08,5.425523363911111e-09
1960,8.37420870425376e-08,2.076250060767393e-09
1961,8.685199048841241e-08,9.72742331128984e-09
1962,7.229830600863352e-08,1.4586499841318101e-08
1963,5.819448034571906e-08,7.759263453976928e-09
1964,7.361601461752798e-08,9.734349326606662e-09
1965,6.949495201524769e-08,6.5664522708175355e-09
1966,8.419393537906217e-08,5.539074976468328e-09
1967,7.198289608822961e-08,1.2818872185960117e-08
1968,8.488775904424983e-08,6.737123747768692e-09
1969,5.768032451669569e-08,4.9959334169624725e-09
1970,8.32369195791216e-08,1.1956685419534097e-08
1971,8.735275969229406e-08,1.4387513402880359e-08
1972,6.05357328709033e-08,1.0773308467548759e-08
1973,9.70323839055709e-08,8.821126051827832e-09
1974,6.469407765052893e-08,1.012602890426706e-08
1975,5.88282453861666e-08,6.282628195464213e-09
1976,7.770396592832185e-08,2.285410694025103e-09
1977,6.464460255983795e-08,1.586731068758951e-08
1978,6.118808926203201e-08,2.0198010819427736e-08
1979,7.256446821202189e-08,5.266775904289034e-09
1980,8.69828085114932e-08,9.664756106531058e-09
1981,1.246133223276047e-07,1.771153890217647e-08
1982,1.253915513643733e-07,1.738100563475342e-08
1983,1.0672884087625789e-07,8.209910973278056e-09
1984,1.188796758810895e-07,6.958810416790584e-09
1985,9.083492358286094e-08,1.4437339324047116e-08
1986,8.871838730328818e-08,1.1389522214244607e-08
1987,9.593982497335674e-08,9.166225112267057e-09
1988,5.81665702270584e-08,1.0194141530917022e-08
1989,5.7625282323670035e-08,1.2073869015694072e-08
1990,6.32043537507343e-08,5.993515905799995e-09
1991,5.4511627212150415e-08,1.2309077312977479e-08
1992,5.67524232053529e-08,1.322386644631024e-08
1993,4.819110444032049e-08,1.717154241021035e-08
1994,7.068401686183279e-08,1.529728693716592e-08
1995,4.771756678678685e-08,1.572510655023507e-08
1996,4.110330920070737e-08,1.0676184380997711e-08
1997,3.6920688728514506e-08,1.8700088588730068e-08
1998,3.0516027038629545e-08,1.3350761607355821e-08
1999,3.1991408633302854e-08,1.0511462811280126e-08
2000,3.843687323978884e-08,1.63467162028752e-08
2001,3.8992784112679146e-08,1.7524847351069184e-08
2002,5.082216958385288e-08,1.7086764003693133e-08
2003,3.7502307037584615e-08,1.2084076850271686e-08
2004,3.655976854588516e-08,2.026203915761471e-08
2005,2.9724747108161864e-08,1.6213499098860495e-08
2006,3.500206346984669e-08,2.3060183096390574e-08
2007,3.754810862233171e-08,2.2369084723417032e-08
2008,2.809910171208685e-08,8.51487946817997e-09
2009,2.5271420511785436e-08,1.573503527474429e-08
2010,3.7317963830219014e-08,2.4563723499682055e-08
2011,4.1298896746866376e-08,1.3383901986685487e-08
2012,4.153188370992211e-08,1.4297861561374248e-08
2013,3.68164521091785e-08,1.059867482666732e-08
2014,3.572984397237633e-08,6.0632466269971985e-09
2015,3.2805317573547654e-08,1.7732604051801104e-08
2016,3.583418362040902e-08,2.4441811685704806e-08
2017,2.7671724467381864e-08,1.2326495379966218e-08
2018,2.917057351226049e-08,9.809573597863164e-09
2019,3.392813852087784e-08,1.4285531590996214e-08
