year,en_ADP arche_NOUN,en_ADP marches_NOUN
1800,3.144164484325529e-09,8.174827570428533e-08
1801,4.7623651688866175e-09,2.6193008650921e-08
1802,0.0,1.3427040812530322e-08
1803,1.950339223455444e-09,6.241085515057421e-08
1804,1.9774807569206132e-08,1.4831105232815389e-08
1805,2.842877711017877e-09,9.950071699904584e-08
1806,5.76333825108577e-09,1.2391177506287931e-07
1807,0.0,2.8469550272802735e-08
1808,2.2660739951163578e-09,5.6651849433819734e-08
1809,4.518061036407062e-09,1.3780086760561971e-07
1810,4.680253518074551e-09,5.148278958699848e-08
1811,5.0141535368197765e-09,3.760615285841595e-08
1812,1.8670457180292033e-08,5.601137331723294e-08
1813,0.0,1.6104153610640992e-07
1814,0.0,3.1152103474596515e-07
1815,0.0,9.979727444431319e-08
1816,3.476405652236281e-08,7.416332614695875e-08
1817,9.341240669868967e-09,1.0275364559220179e-07
1818,1.7881765401739358e-08,1.1086694939876907e-07
1819,8.280840013696888e-09,7.763287612760905e-08
1820,1.1866481131050932e-09,7.001224133773576e-08
1821,3.94459531705138e-09,5.5224333550540905e-08
1822,1.0025615893027862e-09,8.421517350143404e-08
1823,9.882686891060644e-10,1.4033415318692732e-07
1824,6.736890156844311e-09,8.757957203897604e-08
1825,5.283265824829186e-09,1.2679838334861415e-07
1826,2.642395191543301e-09,6.253669226907732e-08
1827,0.0,1.2812009231311094e-07
1828,3.668920500743411e-09,7.521286704559316e-08
1829,8.573175946935407e-09,7.115736427865116e-08
1830,1.1480519646056564e-08,6.679574937606958e-08
1831,1.2472964883158966e-08,9.822459645647541e-08
1832,2.705993873419743e-09,1.204167290325131e-07
1833,1.2741991461950875e-08,6.02348677603004e-08
1834,5.600718555598405e-09,5.787409307345115e-08
1835,2.0420337421001022e-08,8.24376584773745e-08
1836,1.747394939854985e-08,8.938597773067158e-08
1837,2.0873671680021744e-09,5.357576071673975e-08
1838,1.8936486156917454e-08,1.249808008196851e-07
1839,1.1885507689157748e-08,7.620707842548313e-08
1840,7.64362617644565e-09,1.2803074866951647e-07
1841,1.0272877659645019e-08,8.603535084361624e-08
1842,2.683306021822318e-09,1.5496091654298993e-07
1843,5.31621990873532e-09,3.307870244384503e-08
1844,1.3172547497219966e-08,4.610391357573462e-08
1845,7.812318791877715e-09,5.747634901354104e-08
1846,8.196301637397596e-09,7.552306557911947e-08
1847,1.294373674909366e-08,7.226919507274943e-08
1848,5.63165514222419e-09,4.505324063819316e-08
1849,2.513824481908955e-09,5.111443179828257e-08
1850,1.0862393651223101e-08,8.350465208195601e-08
1851,1.2898877521649865e-08,5.3530343269159175e-08
1852,3.906327261660181e-09,5.468858077506411e-08
1853,7.763511611358354e-09,6.569124955113637e-08
1854,5.195664343204953e-09,4.1045748133683446e-08
1855,2.175844215912548e-08,6.156047049898916e-08
1856,5.177189343896771e-09,6.575030653266367e-08
1857,1.9526036842965055e-08,6.297146626366157e-08
1858,9.787352261980686e-09,4.404308384664546e-08
1859,1.0693564034269798e-08,4.226503924620317e-08
1860,1.2816115280145368e-08,7.506581312100025e-08
1861,1.1789909493131745e-08,6.130753149591328e-08
1862,1.7620147119146168e-08,7.183598427218385e-08
1863,1.4983863039219614e-08,7.491931341974123e-08
1864,3.835782536043553e-08,5.2742008316286615e-08
1865,4.236159922843541e-09,3.953749150298336e-08
1866,1.1190909532388105e-08,4.087114879869347e-08
1867,1.4073153309368536e-08,7.279217584255093e-08
1868,2.6181332657415624e-08,6.668829788392117e-08
1869,1.12320943657096e-08,7.813630875652677e-08
1870,1.2614907340946502e-08,8.486392033546508e-08
1871,1.4869647957382881e-08,9.771483178155904e-08
1872,1.3304146673220885e-08,9.312902449210014e-08
1873,1.0774807712721213e-08,8.79942660958477e-08
1874,1.0156835705821265e-08,8.603437318122076e-08
1875,7.437985338754061e-09,5.778742462325681e-08
1876,2.0556450763820067e-08,4.776351758550845e-08
1877,1.6699003291265058e-08,4.4530676035492434e-08
1878,1.2682086270032755e-08,7.971596938105563e-08
1879,1.0385853066452455e-08,4.581993806596074e-08
1880,1.4761046607247863e-08,6.738738278500023e-08
1881,6.9725074602899895e-09,7.809208568687609e-08
1882,1.6638463051776853e-08,3.4608003574021495e-08
1883,8.847074184359371e-09,4.613117354779206e-08
1884,5.281357573494461e-09,5.149323811792783e-08
1885,8.379326565943757e-09,2.127059772760731e-08
1886,2.065108462012688e-08,5.0982364496743315e-08
1887,5.027272109714431e-08,6.724792456225259e-08
1888,1.8387781741679987e-08,3.106901047544852e-08
1889,4.385595886446936e-09,4.636201111907212e-08
1890,4.5880703680722945e-09,4.1948073459252555e-08
1891,8.92390783491237e-09,6.246735395620817e-08
1892,8.775916882086676e-09,5.0774948689991106e-08
1893,3.3255450393454566e-08,5.296238136942577e-08
1894,8.192000855444803e-09,5.1042466697737154e-08
1895,1.504653623918273e-08,6.078800396380757e-08
1896,3.479247046023204e-08,8.137900109339569e-08
1897,1.4566784223291052e-08,7.399926360562858e-08
1898,2.6594268121016285e-08,5.2056865484928494e-08
1899,8.291367592505594e-09,8.401919338041353e-08
1900,1.8168686111152965e-08,5.5544267740792463e-08
1901,6.14761275219422e-09,6.985923328706178e-08
1902,1.0311596021495006e-08,5.4995178189187754e-08
1903,1.7820726228023887e-08,4.212171944573129e-08
1904,1.0211787859759625e-08,6.503296745563603e-08
1905,1.2901897328276846e-08,6.296126375815447e-08
1906,9.259531807970234e-09,7.356183573392627e-08
1907,1.1314255032868203e-08,5.8114128620445626e-08
1908,3.732655784460803e-08,5.255186152908209e-08
1909,3.850688656825696e-09,3.685659066832159e-08
1910,2.6720753498743477e-08,5.2907090264397993e-08
1911,2.128149745317387e-08,6.756875314817279e-08
1912,7.293189607793238e-09,4.2196312832754046e-08
1913,6.363587878865928e-09,5.409049452786974e-08
1914,7.366418142140674e-09,9.308473458702338e-08
1915,3.534228465440492e-09,1.1309531089409575e-07
1916,1.7579939282086343e-08,5.273981829034824e-08
1917,2.0836205649743533e-08,3.289927263949721e-08
1918,3.101321510712296e-08,1.0222874990972741e-07
1919,6.4454939163738345e-09,7.182121919413476e-08
1920,1.9687803387569147e-08,5.906340794226139e-08
1921,9.844571380313027e-09,4.922285828934392e-08
1922,2.0658219135327727e-08,3.8365264742878935e-08
1923,6.369568872344189e-09,6.688047449188161e-08
1924,1.933743654092268e-08,3.093989942026809e-08
1925,2.3096173862313663e-08,5.389107182729447e-08
1926,1.4489979882625903e-08,4.904300965336006e-08
1927,2.5643217327342427e-08,5.351628118432927e-08
1928,1.82816659588525e-08,6.284322751071159e-08
1929,3.676334259239411e-08,5.124586976990031e-08
1930,1.470504518152893e-08,6.617270287279098e-08
1931,2.167017854048936e-08,5.018357018826691e-08
1932,1.53433514782364e-08,3.835837958376942e-08
1933,3.211785326584504e-08,3.4411986149507356e-08
1934,9.585264137967897e-09,4.313368862085554e-08
1935,9.574627313213568e-09,8.258116146464545e-08
1936,1.8187071404440758e-08,3.6374142808881516e-08
1937,1.6368453259474336e-08,5.288269733227935e-08
1938,9.075650453382877e-09,6.223303028463079e-08
1939,9.176430282309411e-09,7.647025057622159e-08
1940,2.2822046474857416e-08,4.564409294971483e-08
1941,2.066051862925633e-08,8.264207451702532e-08
1942,2.730790527039062e-08,6.371844563091145e-08
1943,2.9032351855917682e-08,9.580676163523094e-08
1944,2.8918675454292497e-08,8.032965581605822e-08
1945,2.6142048525912287e-08,7.84261473540937e-08
1946,1.3921104269343232e-08,7.099762910911522e-08
1947,9.53669654357725e-09,5.4836007734593295e-08
1948,3.913879709216417e-08,8.262635020628295e-08
1949,1.8652315247891238e-08,5.792034940554913e-08
1950,1.914365022059883e-08,7.12569248051409e-08
1951,3.198420650551981e-08,1.204738424576135e-07
1952,3.690681538159879e-08,6.432330224015459e-08
1953,2.0470272588113403e-08,1.422145174956313e-07
1954,3.615838295445428e-08,9.479359874831061e-08
1955,3.191106623390283e-08,6.663781482174613e-08
1956,2.1802854632824165e-08,7.674604773910687e-08
1957,3.3573142932397104e-08,8.835037590415595e-08
1958,2.8952852393349104e-08,8.934022927009622e-08
1959,2.325224279786653e-08,8.913360061146847e-08
1960,2.2146666722733244e-08,1.2526707848792284e-07
1961,2.848745239703021e-08,1.2576168728628545e-07
1962,3.2343976386073336e-08,1.0273969053287146e-07
1963,3.36234755593523e-08,9.699079739355909e-08
1964,2.1902286206909594e-08,9.12595226054691e-08
1965,2.7360216592331454e-08,9.576076226425201e-08
1966,1.5509408868297214e-08,9.416427371178315e-08
1967,8.874604162656397e-09,7.198290186138934e-08
1968,2.919420261093819e-08,8.264204853780655e-08
1969,1.77128555989281e-08,7.403065266364806e-08
1970,2.115413444414571e-08,7.633883569724276e-08
1971,1.9525910111006795e-08,7.964516157699109e-08
1972,3.437198259348406e-08,1.010638925325047e-07
1973,4.0246387555953334e-08,8.214673385964488e-08
1974,2.8690414932697195e-08,7.200731577672315e-08
1975,2.227477224892027e-08,7.082235242705792e-08
1976,3.6566571992580066e-08,6.342015085314401e-08
1977,2.4094805095575822e-08,1.5984846868377645e-07
1978,1.0099005187669263e-08,1.9960386610229364e-07
1979,1.4044736262874835e-08,1.3166940682207695e-07
1980,2.8994268430615477e-08,7.618102082496137e-08
1981,4.68090675109778e-08,7.843681260055746e-08
1982,2.855450986771757e-08,6.952402831217341e-08
1983,2.084054351314535e-08,7.010000757645685e-08
1984,2.3775934387959552e-08,6.726850038107912e-08
1985,5.293691107688403e-08,7.278825364664954e-08
1986,4.136194947657046e-08,8.751948854524016e-08
1987,3.2998411836349106e-08,7.088547776534782e-08
1988,3.238138979178018e-08,7.195864504261351e-08
1989,2.524536246717446e-08,5.927171908837181e-08
1990,5.121731938562135e-08,6.211462277860846e-08
1991,7.678519109433068e-08,6.154538267910681e-08
1992,4.683452609066663e-08,6.501734084451982e-08
1993,2.991171987876129e-08,4.819110555054351e-08
1994,4.694684807571292e-08,7.01565240346369e-08
1995,2.4943273835287272e-08,4.446409818115171e-08
1996,2.5622842514394506e-08,5.3914729569726205e-08
1997,3.5002731380018304e-08,4.986690171904229e-08
1998,4.386678753576234e-08,4.9588542383460776e-08
1999,2.6964186994327122e-08,4.4787970665538523e-08
2000,4.152949673041917e-08,2.8275401575683645e-08
2001,3.548781588036398e-08,4.6440845835604705e-08
2002,3.154479494282825e-08,4.6002824660718034e-08
2003,4.250261365079666e-08,3.5835537204320644e-08
2004,4.9774142862890614e-08,3.876216220222162e-08
2005,2.747287319859737e-08,3.738112142048777e-08
2006,5.0650047711542356e-08,3.7061007762684284e-08
2007,3.634976480926255e-08,3.9145897551273734e-08
2008,4.470311698590024e-08,4.598035019398594e-08
2009,6.198650015498686e-08,4.196009228962794e-08
2010,5.0072205604045905e-08,3.590082864324273e-08
2011,4.282848564685082e-08,4.588766430724256e-08
2012,7.421270847851602e-08,5.582974438311794e-08
2013,5.410902542690721e-08,3.68164521091785e-08
2014,6.12820997281105e-08,4.634052641616648e-08
2015,5.1424550132073144e-08,3.657349267882637e-08
2016,5.116210047284575e-08,3.604131748602413e-08
2017,5.182159235062045e-08,3.0438897624662786e-08
2018,5.6017826155496664e-08,3.252648161922167e-08
2019,4.821366744733879e-08,2.98465569481543e-08
