year,en_ADP air_NOUN,en_ADP mères_NOUN
1912,4.625965921434272e-07,4.688478938419394e-09
1913,5.09087001221431e-07,7.954484182448596e-09
1914,3.0202313938687553e-07,8.036092680185902e-09
1915,1.8377989163820274e-07,8.246533234057551e-09
1916,1.50528225217883e-07,2.197492410260793e-09
1917,1.381769423325352e-07,3.2899273305631027e-09
1918,2.6303800471083605e-07,3.44591288836682e-09
1919,2.642652502382603e-07,1.8415696745321952e-09
1920,2.854731246948461e-07,2.2716695191604686e-09
1921,2.6504616346123555e-07,4.543648568500203e-09
1922,2.751969887526684e-07,2.2133805899215986e-09
1923,2.558443532585386e-07,9.554353752605493e-09
1924,2.2947091282699006e-07,6.445812328337297e-09
1925,3.277457034656095e-07,5.499089184013428e-09
1926,2.920288224572687e-07,0.0
1927,2.129501930347999e-07,6.689534925996554e-09
1928,2.31948637186008e-07,2.2852082448565625e-09
1929,2.551153110985638e-07,5.570202965543558e-09
1930,2.468346705919444e-07,3.1510811737689437e-09
1931,4.573547949249246e-07,3.4216069977333063e-09
1932,3.9563927378694075e-07,3.287861094491973e-09
1933,3.8082598163846626e-07,6.882397318719313e-09
1934,3.774197683270586e-07,0.0
1935,5.732808050495919e-07,0.0
1936,4.692264652383926e-07,2.424942913137329e-09
1937,4.293571240765459e-07,1.2591118148108649e-09
1938,4.2914859399445504e-07,3.8895642262559704e-09
1939,4.909389987872714e-07,9.176430282309411e-09
1940,6.187310546135194e-07,5.0715658339584024e-09
1941,4.574829119974311e-07,1.1806010391524069e-08
1942,4.247896423503761e-07,6.068423541449874e-09
1943,9.929064368474627e-07,2.9032352077962287e-09
1944,4.6269882147953467e-07,0.0
1945,9.389352637612092e-07,4.357008087652048e-09
1946,4.134568101221703e-07,4.1763312808029696e-09
1947,5.161737379744125e-07,5.960435700558264e-09
1948,4.435730192042797e-07,4.348755133776194e-09
1949,4.7317980900185574e-07,9.817008539414473e-09
1950,5.221962715573625e-07,1.0635361480382244e-09
1951,4.659032604159563e-07,2.1322803522849654e-09
1952,5.388395063476992e-07,4.2179215675730575e-09
1953,5.289949411846351e-07,1.0773827385790469e-09
1954,6.74304979852991e-07,4.886268056836229e-09
1955,5.406109884198429e-07,5.631364707880948e-09
1956,5.843164938568179e-07,6.976913269340912e-09
1957,5.009466179650701e-07,8.835037701437898e-10
1958,6.444077458311881e-07,7.445019267748876e-09
1959,4.7512084933032384e-07,3.8753737996444215e-09
1960,5.294437523950535e-07,3.460416619915918e-09
1961,4.3703921681625957e-07,4.86371165564492e-09
1962,4.7564672556177356e-07,6.976152100435229e-09
1963,4.4615768057809646e-07,3.879631726988464e-09
1964,4.7637472228023725e-07,1.8251904432275978e-09
1965,4.5801002546141945e-07,7.113656441681826e-09
1966,5.383980679063427e-07,5.539074976468328e-09
1967,5.166991521310393e-07,1.4791006197611978e-09
1968,4.051256959902716e-07,2.245707841908029e-09
1969,4.514507359054676e-07,4.995933444718048e-09
1970,3.7893495408169997e-07,1.8394900047624674e-09
1971,4.3933299265219716e-07,5.138397263237948e-09
1972,3.729616903092037e-07,5.130146973897354e-09
1973,4.1018235097389777e-07,6.064523994098181e-09
1974,4.0672883683257055e-07,1.1251143350321513e-09
1975,4.1065541767082436e-07,1.1422960355389478e-09
1976,4.079458255645818e-07,2.856763492431469e-09
1977,4.01384201875743e-07,7.052138428775834e-09
1978,3.386137139571588e-07,5.940591130126904e-09
1979,3.440960313350061e-07,9.363157360553487e-09
1980,3.2234804003827833e-07,7.390696055153967e-09
1981,2.859148393596911e-07,5.69299452024552e-09
1982,3.0478835211233957e-07,8.069752976958e-09
1983,2.7345319608684804e-07,4.4207211225000265e-09
1984,2.52836773739773e-07,1.739702604197646e-09
1985,3.0739501566401373e-07,6.617113967877231e-09
1986,2.673540528963514e-07,8.991728306373403e-09
1987,3.611492629396196e-07,1.4054879038383206e-08
1988,2.5065594289053195e-07,5.9965538645734284e-09
1989,1.909866496063728e-07,1.1525056464734007e-08
1990,2.2557414969259781e-07,7.628111475810329e-09
1991,2.3035557727979494e-07,5.8614650910726596e-09
1992,1.630943504693505e-07,1.0468894195980738e-08
1993,2.2046045700108152e-07,9.970573700002205e-09
1994,1.524453796530878e-07,7.3848970827405935e-09
1995,2.125600774283143e-07,8.675921314704738e-09
1996,2.0605035411236372e-07,1.3879039695297024e-08
1997,1.0980308384755944e-07,1.2466725429760572e-08
1998,1.316003657159115e-07,1.7642078020685403e-08
1999,1.6955446535682483e-07,5.941261621567051e-09
2000,1.9483518709506598e-07,7.510653543540968e-09
2001,1.296838689768265e-07,9.200544992538084e-09
2002,1.305603966050839e-07,1.2267420579359367e-08
2003,1.5042591949843143e-07,4.583615265119079e-09
2004,1.700249482594618e-07,1.0131019578807354e-08
2005,1.5763123639711552e-07,9.457874483587148e-09
2006,2.2442499875152677e-07,7.000412693969338e-09
2007,1.6417310089167358e-07,1.1184542542119758e-08
2008,1.4092124867026712e-07,1.0217855228589201e-08
2009,2.5891284249901503e-07,1.0490023072406984e-08
2010,2.116259318896141e-07,1.558851697724961e-08
2011,2.2255517517777434e-07,1.8737462109674752e-08
2012,2.291062098924712e-07,1.1234033953089195e-08
2013,1.5284404897286663e-07,1.2829975415407091e-08
2014,1.4768336260850834e-07,9.961047500728348e-09
2015,2.0569820136095984e-07,9.309617077235544e-09
2016,1.6715714334925025e-07,7.042556010583567e-09
2017,1.4439609019589739e-07,1.3081178806828575e-08
2018,1.3449441449431276e-07,7.486253394972664e-09
2019,1.9004859225235649e-07,1.0969247454806208e-08
