year,en_ADP arc_NOUN,en_ADP marque_NOUN
1800,1.3991532341606217e-06,3.332814317857924e-07
1801,8.738940096009173e-07,3.1431610114651676e-07
1802,1.3359905324250576e-06,3.625301019383187e-07
1803,1.92108404917235e-06,2.7109715894368946e-07
1804,1.16177000109019e-06,2.2741028260497842e-07
1805,1.9274709757155506e-06,2.9281639135625426e-07
1806,1.3976094805911998e-06,2.6511355599723174e-07
1807,9.480360745328653e-07,3.3309373748124926e-07
1808,9.245582077710424e-07,2.2660740262026025e-07
1809,1.3328279919733177e-06,3.094871934283816e-07
1810,2.6654042812879197e-06,4.1186231358736336e-07
1811,1.9379704099264927e-06,3.158916683787538e-07
1812,1.0722177421484957e-06,3.253994136365179e-07
1813,9.432432648281974e-07,2.013019202440347e-07
1814,1.3750978951065917e-06,2.8949429520253034e-07
1815,4.612252268998418e-07,2.0498898756216022e-07
1816,1.5296185438273824e-06,3.476405936453375e-07
1817,1.591124600963667e-06,2.1173478614855412e-07
1818,8.154085548994772e-07,2.5272895198824585e-07
1819,8.767339636506222e-07,3.2191766874412053e-07
1820,7.606414555993979e-07,2.6462252744607895e-07
1821,5.19700449785887e-07,2.81052423001249e-07
1822,7.138238515835837e-07,3.047787089371923e-07
1823,6.176679221425729e-07,2.0358335461878596e-07
1824,6.80425898735848e-07,2.770546139174712e-07
1825,1.376290697407967e-06,2.412691457731597e-07
1826,8.305929100060894e-07,2.677627266578497e-07
1827,8.949971856964112e-07,1.6959782800363143e-07
1828,1.3143907153789769e-06,2.0637678233015322e-07
1829,2.284751417391817e-06,1.9203914991550164e-07
1830,1.2837308531743474e-06,1.7951357311751792e-07
1831,1.6308401882270118e-06,1.559120619276655e-07
1832,1.6682452042005025e-06,2.6789339813149127e-07
1833,1.1884802688655327e-06,2.490480239814019e-07
1834,1.2050879831804195e-06,1.6148739123700295e-07
1835,9.642936902309884e-07,2.246237187364386e-07
1836,7.117274094525783e-07,2.0901532804540324e-07
1837,8.72519535732863e-07,2.428303904622453e-07
1838,7.833393169676128e-07,1.9378336446607136e-07
1839,1.3150964832675527e-06,2.3211697641745133e-07
1840,9.802951126403059e-07,2.108366983222254e-07
1841,8.76404897098837e-07,1.8170151738772233e-07
1842,1.0022148444477352e-06,1.5361926664070324e-07
1843,8.169258194357099e-07,2.1501156766134955e-07
1844,1.1169222489115782e-06,2.2722644055228614e-07
1845,1.0167175332753686e-06,1.6963893223476134e-07
1846,1.256375981029123e-06,2.4998720338231806e-07
1847,9.227805435330083e-07,2.017065705572918e-07
1848,1.247813884219795e-06,2.2285264122956505e-07
1849,8.371035278287309e-07,1.60046822239579e-07
1850,2.290607199029182e-06,2.2607356164883186e-07
1851,1.2640899740290479e-06,2.0444720894019497e-07
1852,1.2942964531248435e-06,2.070353417593651e-07
1853,1.756345113790303e-06,2.699313199627795e-07
1854,1.1669462764984928e-06,1.8600478313146596e-07
1855,1.162219177786028e-06,2.2289135870323662e-07
1856,1.0509694448046503e-06,2.2365457219564178e-07
1857,1.2413677268341416e-06,2.1966791052818735e-07
1858,8.975001719591091e-07,3.0145043528051474e-07
1859,1.358591816824628e-06,2.1438049135902304e-07
1860,1.0078958894155221e-06,2.2062026613922647e-07
1861,7.30031160856015e-07,2.3438340185366613e-07
1862,1.0432030421725358e-06,2.001467862555728e-07
1863,1.5333486089730286e-06,2.552251254783755e-07
1864,1.4566383015335305e-06,2.239137983917061e-07
1865,9.145398394139193e-07,2.428731704640086e-07
1866,1.4553048686138936e-06,2.851249121249566e-07
1867,1.3854777307642507e-06,2.567137347142534e-07
1868,1.1169055369464331e-06,1.7684749575863634e-07
1869,1.3532231832869002e-06,3.8140283820098375e-07
1870,1.3698642078452394e-06,1.9610446289064498e-07
1871,2.2102669845480705e-06,1.1895718898813357e-07
1872,1.2330524441495072e-06,1.3364619633193797e-07
1873,1.2666384918702533e-06,1.7179832356717384e-07
1874,1.344287056781468e-06,2.0851385751363694e-07
1875,1.1477383168312372e-06,1.9796484218570498e-07
1876,1.5248049294314114e-06,2.5816484594543e-07
1877,1.3235505775810452e-06,1.7874118896088476e-07
1878,1.1836614248750266e-06,2.0049773974406548e-07
1879,1.1057878737119609e-06,2.0832799263459378e-07
1880,1.1404513315937947e-06,1.5787901475050603e-07
1881,1.1553445347090019e-06,2.1196422927971525e-07
1882,1.1054594324377831e-06,2.222898620729552e-07
1883,1.1431684470153414e-06,3.4061236525717575e-07
1884,1.1262494581387728e-06,1.630619212988904e-07
1885,1.3336019719645265e-06,2.0368208719645509e-07
1886,1.3778145557807875e-06,1.8844114080263097e-07
1887,1.5636774151062127e-06,1.5734708036507783e-07
1888,1.262416390090948e-06,2.2065338711740878e-07
1889,1.1991471637884388e-06,2.4120776886960016e-07
1890,1.2060071412633988e-06,1.5271720299470104e-07
1891,1.3615333500638371e-06,1.7019166875797964e-07
1892,1.3408348422672134e-06,1.535785534301226e-07
1893,1.1214476671739249e-06,1.872158605920049e-07
1894,1.429819235454488e-06,1.9093663383706883e-07
1895,1.5696546142862644e-06,1.8176215665910433e-07
1896,1.458924998587463e-06,1.7219323922290641e-07
1897,1.6798414890217828e-06,1.631479791264212e-07
1898,1.7603142623556778e-06,2.0313494719648162e-07
1899,1.6361632333428133e-06,1.8075180996390827e-07
1900,1.8127157090930268e-06,1.8220596287310542e-07
1901,1.4307171340988134e-06,1.872227495258727e-07
1902,2.3166719529399415e-06,1.5467394193224848e-07
1903,1.915998154800036e-06,1.706469658913079e-07
1904,1.37375423037156e-06,2.11760227131208e-07
1905,1.4687519751532818e-06,2.0126959654476195e-07
1906,1.4635204479418462e-06,1.5895530025566984e-07
1907,1.2702822687060689e-06,2.190851269290306e-07
1908,1.3525965414373786e-06,2.0431378766616604e-07
1909,1.9000397060153773e-06,2.0243618992221712e-07
1910,1.5455283346454962e-06,1.8009787838835223e-07
1911,1.448205807719205e-06,2.2239163444126575e-07
1912,1.3633055004902417e-06,2.240051084623218e-07
1913,2.285588607264799e-06,2.3439214347220627e-07
1914,1.51480344356969e-06,1.8884817620801186e-07
1915,1.4808417745371116e-06,2.0380717868917486e-07
1916,1.167967184301233e-06,1.9447807320105426e-07
1917,1.0955458265016205e-06,1.4804672332502378e-07
1918,1.5678903082516626e-06,2.664839371391281e-07
1919,1.602165639269515e-06,2.1546365758240427e-07
1920,1.3978340120957e-06,2.36253632657224e-07
1921,1.5607432715114555e-06,1.900759656336959e-07
1922,1.4158258636598475e-06,2.220758528181932e-07
1923,1.414044277225912e-06,2.1019577900460718e-07
1924,1.6024289379856782e-06,2.8103741156471074e-07
1925,1.2911860949316178e-06,2.8375300176186613e-07
1926,1.4612587619922124e-06,2.44100418989035e-07
1927,1.3579756341641769e-06,1.951114367848561e-07
1928,1.5859345694479998e-06,2.1595217869485595e-07
1929,1.2031638334519812e-06,2.2503621210923086e-07
1930,1.3413101669357275e-06,1.8171233762132033e-07
1931,1.4952422588976333e-06,2.6916641093777116e-07
1932,1.5562542330371798e-06,2.19190733563579e-07
1933,1.2652139957936015e-06,2.362956479373679e-07
1934,1.5192644013950485e-06,2.0488502627813432e-07
1935,1.3081335055176169e-06,2.4774349416389896e-07
1936,1.3822174196320702e-06,2.1339497324746048e-07
1937,1.6330679954990046e-06,2.2915834896330978e-07
1938,1.2744806099362904e-06,2.0485039442519337e-07
1939,1.605875354471209e-06,2.3094015855207317e-07
1940,1.7496902273705928e-06,2.1807732419887316e-07
1941,1.8122226492778282e-06,2.685867324103697e-07
1942,2.378822046011919e-06,2.882501302092777e-07
1943,2.0003290046588518e-06,2.7290411752645127e-07
1944,1.8925666154245846e-06,2.1849666254070144e-07
1945,1.8865845277105109e-06,2.3309993357756298e-07
1946,1.1638043133643805e-06,2.436193273780418e-07
1947,9.179070730169769e-07,1.811972416554397e-07
1948,1.484012727814843e-06,2.391815330238245e-07
1949,1.157425231212983e-06,2.228460836972701e-07
1950,1.0582184586382937e-06,1.7122931272872677e-07
1951,1.078933905773738e-06,2.0896347674437266e-07
1952,1.5711757441749796e-06,2.0035127934470154e-07
1953,1.061221951204061e-06,2.2732776017164724e-07
1954,1.1287279448879417e-06,2.26722835616755e-07
1955,1.0577580269455211e-06,2.0554481805490354e-07
1956,1.2235761914780596e-06,1.9709780696430812e-07
1957,1.2271867717572604e-06,2.2706046964859894e-07
1958,1.0894544857364963e-06,2.4403119508464854e-07
1959,1.0099224709847476e-06,1.5889033200267022e-07
1960,1.0665004310794757e-06,1.9793583461158448e-07
1961,9.734370678415871e-07,1.8273659418976962e-07
1962,9.804664387047524e-07,1.756721887957724e-07
1963,1.0921163493549102e-06,1.816960918388233e-07
1964,8.304616585519398e-07,1.7826027209899564e-07
1965,9.444746638109791e-07,2.1122087900948827e-07
1966,9.593677532393485e-07,1.8611290841796801e-07
1967,8.914046816244081e-07,2.055949906987209e-07
1968,9.584681492924574e-07,1.6797895507902894e-07
1969,1.0945636859105434e-06,1.8394118395104186e-07
1970,8.967513736024557e-07,2.1062160160401078e-07
1971,1.8873333829105832e-06,1.8652383504402792e-07
1972,1.3015182958042715e-06,1.9135448203755345e-07
1973,1.3446704087982653e-06,2.475428546588887e-07
1974,8.252713428191782e-07,1.5976623335411944e-07
1975,1.1679976523737423e-06,1.502119317819961e-07
1976,8.981664336715767e-07,1.8111879596105496e-07
1977,1.177119429485174e-06,1.8276790819671263e-07
1978,1.6853457509569125e-06,1.7643555993984705e-07
1979,1.0041986797659774e-06,1.5507729644870238e-07
1980,1.0534583907428896e-06,1.7623967624169623e-07
1981,8.8114904883696e-07,1.9356182001661892e-07
1982,9.733363413033658e-07,2.0360606944880288e-07
1983,9.757163752510678e-07,1.7998650159167795e-07
1984,9.168232395495579e-07,1.4555511695935053e-07
1985,1.0906206853178446e-06,1.6242006362077177e-07
1986,9.872917416942073e-07,1.396715055279607e-07
1987,8.512367912771879e-07,1.7354719333839697e-07
1988,1.0451993830429274e-06,1.5950833165412348e-07
1989,8.287064474643557e-07,1.618996052776822e-07
1990,7.235808539007849e-07,1.8144007857268107e-07
1991,7.91297793512058e-07,1.4946736226484347e-07
1992,7.708412113061058e-07,1.9725600308717617e-07
1993,7.212047989924031e-07,1.8777912558221033e-07
1994,8.26053508262703e-07,1.5402785846774236e-07
1995,7.564319162156607e-07,1.605045472086175e-07
1996,6.859448262730439e-07,1.798937099284359e-07
1997,1.1680363058985677e-06,1.730956902257219e-07
1998,8.725676252652192e-07,1.7594396162223802e-07
1999,8.153239150487934e-07,1.645272353079097e-07
2000,6.357547590596369e-07,1.74954044473985e-07
2001,8.162197673300398e-07,1.4545622872841335e-07
2002,5.489670797942381e-07,1.8970689019681686e-07
2003,7.025432182672375e-07,1.5875976622226062e-07
2004,6.162302952361642e-07,1.484414703378789e-07
2005,6.269219170462748e-07,1.936612358255374e-07
2006,5.937997116234328e-07,1.692452757939833e-07
2007,5.288690658744599e-07,1.7855323122817346e-07
2008,6.211604386407998e-07,1.5326782465407973e-07
2009,5.349912157726067e-07,1.5448943724294395e-07
2010,6.433805879169086e-07,1.5588516699693855e-07
2011,7.667063641747518e-07,1.6328360863404612e-07
2012,7.308930776162015e-07,1.3753181615783205e-07
2013,7.078799626469845e-07,1.372249474052012e-07
2014,7.304046789613494e-07,1.4573446449617222e-07
2015,6.521164550576941e-07,1.2878303090602117e-07
2016,6.402511871783645e-07,1.284230830567168e-07
2017,6.18840374499996e-07,1.1697592805504087e-07
2018,6.631788096456148e-07,1.1203565164485951e-07
2019,6.665731007160502e-07,1.135189537926351e-07
