year,un_DET autel_NOUN,un_DET motel_NOUN
1864,4.181961855920235e-06,3.835782358407869e-09
1865,3.9786955028375814e-06,8.001635187770972e-09
1866,3.8107479696236624e-06,3.892490385570824e-09
1867,3.861382054992646e-06,3.88224918879132e-09
1868,3.4109829414319393e-06,9.87974813071446e-10
1869,3.542504686038228e-06,3.9068152046795035e-09
1870,3.6812593080526312e-06,5.160643912205387e-09
1871,3.340360272829912e-06,1.0621177271019633e-09
1872,3.482662684461957e-06,3.023669647994609e-09
1873,3.3252255065008285e-06,5.986004469882289e-10
1874,3.4927564342979167e-06,5.974609140757536e-10
1875,3.903225746171302e-06,2.8607636259891933e-09
1876,3.305961001842661e-06,4.232210137899983e-09
1877,3.7659345650808973e-06,4.9478527941460015e-09
1878,4.114431334301116e-06,9.662541822219595e-09
1879,3.3002575889895525e-06,6.10932526790009e-10
1880,3.618381811065774e-06,8.343200352811664e-09
1881,3.760970670896313e-06,1.1156012114099667e-08
1882,4.2534567228358355e-06,1.9966155395678697e-09
1883,4.321795756823121e-06,5.687405213450347e-09
1884,3.6639418681261304e-06,4.621187876807653e-09
1885,3.476131354318568e-06,4.511945039809007e-09
1886,3.6120037663067706e-06,2.5813855497602844e-09
1887,3.2559746685478785e-06,1.3057849246322917e-09
1888,3.3104350336543575e-06,6.340614699951175e-10
1889,3.3549807909594165e-06,6.265136742733546e-10
1890,3.0602430456383445e-06,0.0
1891,2.946164471495649e-06,6.374220040683554e-10
1892,3.202582902872564e-06,3.1342561879199593e-09
1893,2.585303157331964e-06,2.463366621796581e-09
1894,2.891776311741978e-06,6.301539290376468e-10
1895,3.061067374687809e-06,6.018614495673091e-09
1896,2.8335223518638486e-06,1.179405795248556e-09
1897,2.964631931945405e-06,1.1653427112179315e-09
1898,2.802583182415219e-06,2.8291774478717002e-09
1899,2.8737880484186462e-06,4.4220627160029835e-09
1900,2.6905227628049033e-06,3.633737311048435e-09
1901,2.8217542933361983e-06,1.1177477832191585e-09
1902,2.713913993090955e-06,1.9641135384773634e-09
1903,2.588325678232195e-06,5.400220270956879e-10
1904,2.9055222654505997e-06,3.2247751136083025e-09
1905,2.631987136680891e-06,2.0643036724443675e-09
1906,2.6379377686680527e-06,3.0865107691901983e-09
1907,3.071306068136437e-06,1.028568674676933e-09
1908,2.912944900401726e-06,1.964555629285769e-09
1909,2.7895486596207775e-06,1.1001967115120692e-09
1910,2.7597193650308327e-06,2.137660271017694e-09
1911,2.6612511874191114e-06,2.128149656499545e-09
1912,2.5791843896172395e-06,5.2094211167030835e-09
1913,2.423466234802163e-06,6.893886794756554e-09
1914,2.3987735815467204e-06,8.036092513652449e-09
1915,2.1865093486894693e-06,1.1780761921542648e-09
1916,2.387575463558278e-06,1.0987462051303964e-09
1917,1.973956386791542e-06,2.1932848870420685e-09
1918,1.9653189724522235e-06,0.0
1919,2.0155980351432845e-06,4.603924352863942e-09
1920,2.499593641402953e-06,5.300562211374427e-09
1921,1.94392425356682e-06,7.572747429129834e-10
1922,2.123369910123074e-06,3.6889677423879164e-09
1923,2.4108817697765517e-06,3.1847844361720945e-09
1924,2.243142581903612e-06,0.0
1925,2.365708091645047e-06,0.0
1926,2.8957666700080154e-06,1.1146138456652466e-09
1927,2.4294161349303067e-06,1.1149224876660924e-09
1928,2.4874491302284696e-06,0.0
1929,2.3071782422334763e-06,2.2280812750352652e-09
1930,2.3643611939405673e-06,6.3021621254932825e-09
1931,2.5958592502206557e-06,1.1405356659111021e-09
1932,2.2193061681718973e-06,3.2878609834696704e-09
1933,2.1415727147200414e-06,0.0
1934,2.2992651906861283e-06,0.0
1935,2.661746435705936e-06,2.393656828303392e-09
1936,1.935104450012659e-06,2.424942913137329e-09
1937,2.325579529838251e-06,0.0
1938,2.1379638610596885e-06,0.0
1939,2.708576296583942e-06,4.588215141154706e-09
1940,2.7969685305606617e-06,0.0
1941,2.697673423313063e-06,2.9515025978810172e-09
1942,3.298188090639087e-06,0.0
1943,2.360330221051754e-06,0.0
1944,2.740847897086951e-06,0.0
1945,1.9584751527190747e-06,2.178504043826024e-09
1946,1.8445462828253767e-06,0.0
1947,1.9085314519884378e-06,0.0
1948,1.9775964048562855e-06,2.174377566888097e-09
1949,1.7974942139176164e-06,5.890204768377316e-09
1950,1.7165472954161487e-06,0.0
1951,2.0224678891622716e-06,2.1322803522849654e-09
1952,1.7188030057013748e-06,3.1634410646574906e-09
1953,1.99962241964613e-06,1.939289007157896e-08
1954,1.7854423575158762e-06,7.818028890937967e-09
1955,2.0019502642298903e-06,8.447047061821422e-09
1956,1.7573100166146105e-06,3.488456634670456e-09
1957,1.8756785564733036e-06,1.1485549011869267e-08
1958,1.946458894508396e-06,2.9780076737928596e-08
1959,1.6392832193901086e-06,1.9376869220266713e-08
1960,2.0977045736003674e-06,3.0451666077624395e-08
1961,1.9753617337414653e-06,1.8065213658324808e-08
1962,1.751648333936373e-06,4.5662086056719176e-08
1963,1.83765233430222e-06,5.431484761952987e-08
1964,1.7260218712067399e-06,3.467861892092472e-08
1965,2.1696653007552413e-06,3.2832258967108174e-08
1966,1.90987303128054e-06,6.3145454975988e-08
1967,1.967203864694511e-06,4.930335512076667e-08
1968,1.8881911998391843e-06,5.8388405332898685e-08
1969,1.7467600983422926e-06,5.5863619619067606e-08
1970,1.8840976352407779e-06,6.392227835938513e-08
1971,1.8282418778881038e-06,7.810364299754013e-08
1972,2.1551747977355262e-06,1.0003786438117501e-07
1973,2.2422200132155012e-06,7.277428998309077e-08
1974,1.7489902361944587e-06,6.638174498974081e-08
1975,1.7551378164171183e-06,6.168398458683555e-08
1976,1.8037604903042848e-06,7.084773456789151e-08
1977,1.976949377535675e-06,7.052138145668962e-08
1978,1.8154447047891153e-06,6.534650631717653e-08
1979,1.8187933505942055e-06,7.080888064781021e-08
1980,1.9591029669641102e-06,6.87903247698074e-08
1981,1.735730748464448e-06,6.388805351420501e-08
1982,1.787139890296885e-06,7.635228016500406e-08
1983,1.7171344062205662e-06,9.22036138550908e-08
1984,1.7397025118270903e-06,7.248760430789147e-08
1985,1.8509871608785033e-06,1.0828004415319725e-07
1986,1.8091356963623184e-06,1.0430404545624938e-07
1987,1.6945295406856076e-06,1.124390325846214e-07
1988,1.7707822870249856e-06,7.075933416977875e-08
1989,1.7874814446372511e-06,8.780995319757068e-08
1990,1.6329606751241954e-06,8.009516649920556e-08
1991,1.7009972381742955e-06,8.499124781735645e-08
1992,2.000660835221879e-06,1.1019888390695343e-07
1993,1.6678553542703867e-06,1.0746062345523555e-07
1994,1.732285948463641e-06,7.490395848019915e-08
1995,1.6527630108953417e-06,6.83228797981883e-08
1996,1.666552336132554e-06,7.099662546750096e-08
1997,1.8119906144420383e-06,5.7538734110629264e-08
1998,1.7494266657536173e-06,8.630313685920044e-08
1999,1.8161979156161578e-06,6.85530171795623e-08
2000,1.922727307146488e-06,7.90827641150571e-08
2001,1.8453663557238542e-06,7.404247578945977e-08
2002,1.859390351910406e-06,7.404264312782516e-08
2003,1.8684482014919013e-06,1.2667445414837886e-07
2004,1.861905317923629e-06,8.809582641156055e-08
2005,1.5997319060545578e-06,1.0493736357641836e-07
2006,1.671451549611902e-06,9.265252076673391e-08
2007,1.6648990666112695e-06,1.9652838414985219e-07
2008,1.6046289630367028e-06,1.9669371287278636e-07
2009,1.7637544615922707e-06,2.484228303067937e-07
2010,1.3443915491961889e-06,3.1507698028399034e-07
2011,1.2622931535588577e-06,4.0916499477461343e-07
2012,1.3215308918290702e-06,4.851060175781186e-07
2013,1.259847802970171e-06,4.604845393885171e-07
2014,1.3031648791184125e-06,4.480306186049887e-07
2015,1.5258905392556699e-06,4.6481586801760955e-07
2016,1.7490395265440384e-06,4.3539566707551103e-07
2017,2.0074579047957286e-06,4.3998043341986204e-07
2018,1.291765975963699e-06,4.902205335000076e-07
2019,1.6045712527557043e-06,4.428514741583456e-07
