year,ancien_ADJ auteur_NOUN,ancien_ADJ moteur_NOUN
1800,2.9869562201412236e-07,0.0
1801,2.500241755853949e-07,0.0
1802,5.303681120949477e-07,0.0
1803,3.939685093712342e-07,0.0
1804,3.608902297003169e-07,0.0
1805,3.837884852142537e-07,0.0
1806,2.939302383708764e-07,0.0
1807,4.071145731643355e-07,0.0
1808,5.438577410643575e-07,0.0
1809,3.343365051478031e-07,0.0
1810,4.633450885194179e-07,0.0
1811,7.471088956378935e-07,0.0
1812,4.320877451391425e-07,0.0
1813,6.182844645152841e-07,0.0
1814,3.7445456868567817e-07,0.0
1815,7.687087002494764e-07,0.0
1816,4.704735907523627e-07,0.0
1817,5.324506924253569e-07,0.0
1818,6.06787918799867e-07,0.0
1819,7.59767092350927e-07,0.0
1820,4.5329957742978877e-07,0.0
1821,4.171409431208417e-07,0.0
1822,4.5817063210051856e-07,0.0
1823,3.3205828620097577e-07,0.0
1824,4.14318757080423e-07,0.0
1825,3.795145857576898e-07,0.0
1826,4.03405692850356e-07,0.0
1827,4.110903659149123e-07,0.0
1828,2.861757858463321e-07,0.0
1829,3.394977842186009e-07,0.0
1830,3.9868713064272754e-07,0.0
1831,4.006940059753106e-07,0.0
1832,3.3013125744218996e-07,0.0
1833,2.803238109416739e-07,0.0
1834,2.4549817001506824e-07,0.0
1835,3.509272801238694e-07,0.0
1836,3.5754391092268634e-07,0.0
1837,4.4739238092006417e-07,0.0
1838,5.245406669018848e-07,0.0
1839,3.719464738427547e-07,0.0
1840,4.28043091416086e-07,0.0
1841,3.5120399388688384e-07,0.0
1842,3.414506863919087e-07,6.708265054555795e-10
1843,4.6723665403369807e-07,0.0
1844,2.3875241078608056e-07,0.0
1845,3.688530796353007e-07,0.0
1846,4.303058460664033e-07,1.7563503984519002e-09
1847,4.098849899492052e-07,3.235934187273415e-09
1848,2.8962796860820816e-07,0.0
1849,2.93279526886181e-07,0.0
1850,2.708809461182682e-07,0.0
1851,3.2569664654147346e-07,1.2898877521649865e-09
1852,3.8412218827943434e-07,6.510545436100301e-10
1853,2.884443119910429e-07,5.971931837933653e-10
1854,3.351203474721842e-07,2.0782657816909023e-09
1855,3.348677353187668e-07,1.0613874223963649e-09
1856,3.013124070250228e-07,0.0
1857,3.231559120298044e-07,0.0
1858,2.559392660028692e-07,3.4255731584664773e-09
1859,2.5562711392090876e-07,1.5276520048956854e-09
1860,2.622726356094063e-07,4.577183909670879e-10
1861,2.1033198499553762e-07,2.357981809808507e-09
1862,2.692719718588865e-07,0.0
1863,2.662132919661886e-07,9.989241656072068e-10
1864,2.205574787250697e-07,0.0
1865,3.054742112595932e-07,0.0
1866,2.695549596865021e-07,0.0
1867,2.5525788593938614e-07,4.85281148598915e-10
1868,2.6329529489999004e-07,2.4699371437009177e-09
1869,2.475944143043307e-07,9.767038289254515e-10
1870,2.0413214008030423e-07,1.1468097582678638e-09
1871,1.1046024184224734e-07,3.18635318130589e-09
1872,2.805965380048292e-07,0.0
1873,2.0951016210801754e-07,0.0
1874,2.533234351176361e-07,0.0
1875,1.9453191657525792e-07,0.0
1876,1.5417337873024906e-07,0.0
1877,1.7441180943933432e-07,6.184815992682502e-10
1878,1.8841956261894666e-07,6.039088784604019e-09
1879,2.724759156080836e-07,1.221865053580018e-09
1880,1.726400613577539e-07,6.417846254436199e-10
1881,1.1992713666586496e-07,2.091752326904839e-09
1882,2.0432032954431634e-07,3.3276925659464496e-09
1883,1.1943550459747598e-07,6.951272890631799e-09
1884,1.769254822647781e-07,2.6406787867472303e-09
1885,1.579180680111314e-07,1.933690763067375e-09
1886,1.4068551479340385e-07,5.162771099520569e-09
1887,1.4233056333523564e-07,6.528924623161458e-10
1888,1.0652232873553658e-07,1.268122939990235e-09
1889,1.0274824546741002e-07,6.265136742733546e-10
1890,1.1142456912693888e-07,0.0
1891,1.1473596117639318e-07,7.0116419337296065e-09
1892,1.278776466939746e-07,1.8805537127519756e-09
1893,1.1393070331600086e-07,7.390100087434348e-09
1894,1.0586585830196782e-07,1.8904617871129403e-09
1895,8.967735709575209e-08,3.611168697403855e-09
1896,1.3386255659497692e-07,6.486732040400511e-09
1897,8.681803365107044e-08,3.4960281336537946e-09
1898,9.958704794144069e-08,2.26334195829736e-09
1899,1.0834053476571626e-07,3.3165470370022376e-09
1900,1.0849301190773986e-07,5.19105292084987e-09
1901,6.594711976504186e-08,9.500856101851696e-09
1902,5.745032050086252e-08,5.4013122863239005e-09
1903,6.804277319361063e-08,1.5660639007819555e-08
1904,9.45934033325102e-08,8.599400302955473e-09
1905,8.87650557501729e-08,2.0126959654476195e-08
1906,9.61962527412652e-08,6.173021205313489e-09
1907,8.434263065737468e-08,9.771402353919711e-09
1908,5.8445529305117816e-08,6.875944702500192e-09
1909,4.675835896250646e-08,1.1001967337165297e-08
1910,6.359539006517423e-08,5.34415089958884e-09
1911,6.012022679691142e-08,1.5961122201701983e-08
1912,6.407587826995353e-08,1.1981668990301841e-08
1913,6.41661728195686e-08,4.242391771214216e-09
1914,7.701255100300841e-08,5.357394972094198e-09
1915,8.010918151057922e-08,0.0
1916,4.2851102222130066e-08,3.2962386153911893e-09
1917,4.386569685266295e-08,5.483212106582869e-09
1918,3.6756403254400993e-08,6.89182577673364e-09
1919,3.867296172188617e-08,6.4454939163738345e-09
1920,7.420786829470671e-08,6.815008557481406e-09
1921,5.755288157160976e-08,1.438822039290244e-08
1922,5.016996240669869e-08,5.164555005876537e-09
1923,4.0340601970001444e-08,0.0
1924,3.609654797287476e-08,6.445812328337297e-09
1925,7.148815939217457e-08,0.0
1926,5.907453304310195e-08,1.0031524944054127e-08
1927,5.0171511389862644e-08,5.574612327308159e-09
1928,4.1133748851507335e-08,1.1426041224282812e-09
1929,6.907051641746875e-08,2.2280812750352652e-09
1930,6.512234307365361e-08,2.100720708497761e-09
1931,7.071321306284517e-08,2.2810713318222042e-09
1932,4.60300545457315e-08,0.0
1933,5.735331098932761e-08,2.408838994938378e-08
1934,4.7926320689839486e-08,1.1981580172459871e-08
1935,5.984141893122796e-08,2.393656828303392e-09
1936,6.183604739362636e-08,8.487299751891442e-09
1937,3.777335422228134e-08,8.813782592653752e-09
1938,6.612259317861913e-08,5.186085783037697e-09
1939,4.8940961505650193e-08,3.058810094103137e-09
1940,3.0429394115571995e-08,2.5357829169792012e-09
1941,8.854507882460894e-08,2.9515025978810172e-09
1942,5.461581054078124e-08,3.034211770724937e-09
1943,5.5161468504039135e-08,0.0
1944,4.4984606262232774e-08,3.2131861615880553e-09
1945,6.753362669087437e-08,4.357008087652048e-09
1946,3.7586980639048306e-08,6.960552134671616e-09
1947,3.457052599742383e-08,4.7683483828109274e-09
1948,1.9569398546082084e-08,2.174377566888097e-09
1949,4.712163814701853e-08,2.945102384188658e-09
1950,4.4668517773516214e-08,7.444753258312176e-09
1951,2.7719645245838365e-08,6.396841278899501e-09
1952,4.639713679921442e-08,3.1634410646574906e-09
1953,2.9089333608567358e-08,4.3095309543161875e-09
1954,4.983993417972954e-08,1.9545072227344917e-09
1955,3.472674947602172e-08,4.6928039232341234e-09
1956,2.703553825256222e-08,1.744228317335228e-09
1957,4.59421976017893e-08,0.0
1958,2.8125628048769613e-08,8.272243445794913e-10
1959,3.022791705831196e-08,1.5501495642666896e-09
1960,2.906750040665429e-08,2.076250060767393e-09
1961,5.697490690348417e-08,2.08444772553662e-09
1962,3.8685933401172434e-08,1.9025869768540815e-09
1963,2.7157422977097667e-08,1.939815863494232e-09
1964,6.327326929067567e-08,2.4335873316516654e-09
1965,6.566452270817535e-08,1.0944086747954884e-09
1966,6.813061936838949e-08,3.3234448526542337e-09
1967,1.0403007877357595e-07,1.9721342336964653e-09
1968,6.24306786267681e-08,3.5931326802796093e-09
1969,5.540944658655178e-08,2.2708788183223305e-09
1970,7.265985679794085e-08,2.7592350626548523e-09
1971,5.652237211606348e-08,3.083038491169532e-09
1972,5.2327497668258616e-08,1.5390440033513642e-09
1973,1.0309691234056118e-07,5.513203782392395e-10
1974,4.612968629302827e-08,3.3753431161187564e-09
1975,3.541117576943975e-08,1.1422960355389478e-09
1976,2.8567633481024757e-08,2.285410749536254e-09
1977,3.6436048844734614e-08,1.1753563677885381e-09
1978,3.1485134943665116e-08,1.1881182704343018e-09
1979,3.92082202260724e-08,1.7555920051037788e-09
1980,3.354238842234736e-08,1.1370301367108482e-09
1981,2.530219789242949e-08,2.5302198114474095e-09
1982,2.0484757556893385e-08,4.345251713999687e-09
1983,5.052253015946917e-08,0.0
1984,3.131464687555763e-08,5.799008495621649e-10
1985,3.428868144972341e-08,2.4062232206745193e-09
1986,2.09806990114636e-08,1.7983456945813714e-09
1987,2.749867622497959e-08,3.0554083707556856e-09
1988,1.679035033230747e-08,3.597932174415064e-09
1989,2.908704743731505e-08,2.7440609784434855e-09
1990,1.3621627881210685e-08,0.0
1991,2.05151273746651e-08,5.861465202094962e-10
1992,2.6998726587734723e-08,3.30596661157756e-09
1993,3.2127402349590994e-08,1.661762283333701e-09
1994,3.745197885152152e-08,2.1099706426497278e-09
1995,3.0907969961191384e-08,3.253470381991974e-09
1996,2.081855887681172e-08,1.067618438099771e-09
1997,1.774110913732585e-08,2.876936688878118e-09
1998,2.050295544453462e-08,1.9072516899143466e-09
1999,3.701862927307786e-08,4.570201161957499e-10
2000,1.546311012567969e-08,2.2090156370779823e-09
2001,2.5849148932444166e-08,1.7524847129024579e-09
2002,2.9354183750385232e-08,3.9430991805033955e-09
2003,2.1667998784113962e-08,1.2500769308587678e-09
2004,1.5857248514272726e-08,5.285749615779878e-09
2005,1.6663874058409078e-08,1.8014998381943315e-09
2006,2.841343960113818e-08,1.6471559671771274e-09
2007,3.555086758311177e-08,1.997239706952314e-09
2008,1.915847780420421e-08,4.257439678578834e-10
2009,2.860915548907883e-08,2.384096253749135e-09
2010,1.4643758761145875e-08,2.8342759250676863e-09
2011,1.4913490858914358e-08,1.911985902935953e-09
2012,1.4978711604385353e-08,1.7021263287730903e-09
2013,1.5340187786705428e-08,1.6734750252211938e-09
