year,en_ADP auteurs_NOUN,en_ADP moteur_NOUN
1853,2.149895550473957e-08,1.6124216628554677e-08
1854,1.6626126253527218e-08,7.79349651480743e-09
1855,2.4411910715116392e-08,5.306937111981824e-10
1856,1.449613024062657e-08,4.141751386299575e-09
1857,1.7085282633111376e-08,4.393358121745905e-09
1858,1.4191660291373864e-08,2.936205500958522e-09
1859,2.5460867192350634e-08,7.129042689513199e-09
1860,2.471679313997832e-08,5.950338888283113e-09
1861,2.6880993431177558e-08,4.715963730639317e-10
1862,2.2589931703009825e-08,5.421583626485926e-09
1863,1.2486552236623538e-08,1.4983863039219614e-09
1864,1.9658385475018747e-08,1.9178911792039344e-09
1865,1.5061901559310087e-08,2.3534221238463715e-09
1866,1.7029644638899555e-08,9.731225825149181e-10
1867,1.261730986357179e-08,9.220341823379385e-09
1868,1.8771521559379778e-08,1.333765986544222e-08
1869,1.31855019125382e-08,1.3673853160867111e-08
1870,2.1789384963000202e-08,4.013834153937523e-09
1871,2.7615060460561835e-08,0.0
1872,1.269941218851045e-08,3.0236697590169115e-09
1873,5.9860045809045914e-09,4.788803575905831e-09
1874,1.4936523129449597e-08,5.377148060148329e-09
1875,3.432916173551348e-09,2.0025344937835143e-08
1876,1.8138044621807126e-08,3.627608879952504e-09
1877,8.040260790487253e-09,6.184815992682502e-10
1878,1.6305540029293297e-08,1.2078177347163432e-09
1879,1.9549840857280287e-08,1.0385853066452455e-08
1880,1.9895323166707612e-08,2.5671385017744797e-09
1881,1.6036766581351003e-08,1.673401861523871e-08
1882,1.2645231750596508e-08,1.2645231528551903e-08
1883,1.3902545337174388e-08,1.516641390253426e-08
1884,1.1222884843675729e-08,0.0
1885,7.7347630522695e-09,1.2891271383708158e-09
1886,2.0651084398082276e-08,1.1616235084943582e-08
1887,1.4363634337488662e-08,2.6115698492645834e-09
1888,1.9655906235982457e-08,1.2047167707862627e-08
1889,1.2530273707511697e-08,8.771191772893872e-09
1890,9.83157938394541e-09,1.1142456735058204e-08
1891,6.3742202627281586e-09,5.736798147637501e-09
1892,4.387958441043338e-09,1.4417578242387208e-08
1893,1.4164357686752282e-08,3.202376674948937e-08
1894,8.82215478448245e-09,1.071261657159539e-08
1895,1.2639090662958097e-08,7.76401236635138e-08
1896,8.845543852942228e-09,2.94851449922362e-08
1897,5.826713334045053e-09,4.253501018069983e-08
1898,7.921696743018458e-09,4.9793523970720344e-08
1899,8.844125432005967e-09,4.4220627160029835e-08
1900,4.15284251431558e-09,3.6856476981483866e-08
1901,9.500856157362847e-09,4.0238919751800495e-08
1902,1.1293653123800595e-08,2.1065118005481054e-07
1903,8.100330184390714e-09,1.0044409748388716e-07
1904,1.4511488011237361e-08,6.933266405440008e-08
1905,6.708986699521802e-09,4.489860216949637e-08
1906,1.3374879870298173e-08,9.259532163241602e-08
1907,1.6457098794830927e-08,1.1931396670661343e-07
1908,1.2769611368312894e-08,1.0412144746396734e-07
1909,4.400786846048277e-09,8.966603104454407e-08
1910,1.1222716089775986e-08,1.0795184124390289e-07
1911,9.576673676292558e-09,1.3141324473053828e-07
1912,3.125652792146383e-09,1.932695283812791e-07
1913,1.749986605625864e-08,3.7280017295415746e-07
1914,1.0714790221744153e-08,1.7880306302231475e-07
1915,1.5314990053916233e-08,6.950649833470379e-08
1916,8.789969641043172e-09,1.0547963569251806e-07
1917,9.869782324756216e-09,1.32693742216361e-07
1918,9.189101035644853e-09,2.0216022278418677e-07
1919,1.749491218561161e-08,1.758698999765329e-07
1920,1.2872794385998532e-08,1.8249077982090967e-07
1921,1.060184651180407e-08,2.953371449621045e-07
1922,2.065821974595039e-08,1.9772866721723403e-07
1923,1.0615948120573648e-08,1.5499284700126736e-07
1924,3.867487330388997e-09,1.7661525930634525e-07
1925,1.3197813508725176e-08,1.0448268739082778e-07
1926,2.1177663178661987e-08,2.3852734898355266e-07
1927,6.689535148041159e-09,9.699825653797234e-08
1928,1.8281665847830197e-08,1.3939769871740282e-07
1929,2.0052731031228177e-08,1.2922870951115328e-07
1930,4.201441416995522e-09,9.87338708569041e-08
1931,9.124285327288817e-09,2.805717826959153e-07
1932,1.4247397928102146e-08,1.6768090915775247e-07
1933,1.7205993074753678e-08,2.9364895226535737e-07
1934,1.9170528275935794e-08,9.824896096688462e-08
1935,2.6330225111337313e-08,1.6994962948047032e-07
1936,1.4549657478823974e-08,6.911087524485993e-08
1937,1.76275650742852e-08,1.057653946645587e-07
1938,1.4261735792331365e-08,1.5169301548212388e-07
1939,1.6823456405745674e-08,1.0094073132904668e-07
1940,7.607348528892999e-09,4.81798743123818e-08
1941,2.9515025978810172e-09,1.121570960549434e-07
1942,3.034211815133858e-08,8.799214157306778e-08
1943,2.9032352077962287e-09,1.1322617154974068e-07
1944,1.927911696952833e-08,1.0924833304670756e-07
1945,2.6142048525912287e-08,8.06046500656521e-08
1946,1.3921104269343232e-08,7.378185529205439e-08
1947,2.6225916327504706e-08,3.9338875268413176e-08
1948,9.784699273041042e-09,1.0437012321062866e-07
1949,1.668891336237266e-08,8.540797580280923e-08
1950,1.4889506516624351e-08,6.274863295629984e-08
1951,1.2793682557799002e-08,9.382033283600322e-08
1952,1.0544804140977249e-08,1.0966596164507791e-07
1953,1.0773827163745864e-08,5.386913670690774e-08
1954,2.73631017844167e-08,4.593092128857279e-08
1955,1.970977603349411e-08,4.035811329572425e-08
1956,1.9186511268642903e-08,6.45364508500279e-08
1957,2.915562513639003e-08,5.1243219445495924e-08
1958,1.0753916868111446e-08,9.513080101442029e-08
1959,1.1626121954044777e-08,1.48039276837153e-07
1960,1.7302082544468078e-08,4.014083287984249e-08
1961,1.459113452284555e-08,6.739714564218957e-08
1962,2.7904608401740916e-08,7.10299090656008e-08
1963,1.8751554753393407e-08,3.879631904624148e-08
1964,1.5209921211400967e-08,6.874883951013544e-08
1965,2.407699106754535e-08,5.581484074923537e-08
1966,2.1048484843966264e-08,5.81602854765606e-08
1967,2.218651040664099e-08,4.683818843886911e-08
1968,1.661823867404877e-08,2.4253646202510026e-08
1969,2.3617140659792923e-08,1.9529558414888015e-08
1970,1.1956684753400282e-08,3.357069289222636e-08
1971,2.209510840955886e-08,3.1858064630796434e-08
1972,2.052058717394445e-08,4.2067203054330093e-08
1973,1.3783009900070198e-08,3.3630541906859435e-08
1974,1.1251143128276908e-08,2.6440186928766707e-08
1975,1.4849848462006321e-08,4.3407247574123176e-08
1976,1.5426522170791657e-08,2.0568696967870892e-08
1977,1.939338006851088e-08,2.9971587878208084e-08
1978,3.029701645118621e-08,2.970295653881294e-08
1979,2.457828751634139e-08,3.6282234106010947e-08
1980,1.705545149555121e-08,2.1603572264439208e-08
1981,1.138598904049104e-08,2.4037088763861902e-08
1982,1.924325765401136e-08,3.227901146374279e-08
1983,2.210360638965625e-08,2.5261265079734585e-08
1984,2.6095538452342026e-08,4.349256244040589e-08
1985,1.564045071233977e-08,6.135869057288801e-08
1986,2.0980699844130868e-08,4.615753823600244e-08
1987,1.649920600144128e-08,2.0165694891716157e-08
1988,1.4391729530327524e-08,2.278690480750356e-08
1989,2.359892548042808e-08,4.170972900396919e-08
1990,2.288433365027487e-08,2.942271493111548e-08
1991,1.4653663171770859e-08,2.8135033858234237e-08
1992,1.7631821336294706e-08,3.0855687782604946e-08
1993,1.2740176913439427e-08,2.049506697687775e-08
1994,2.7429619020580276e-08,2.5319646823618314e-08
1995,2.0063068872921974e-08,3.199246023655178e-08
1996,1.494665791135219e-08,3.042712393153124e-08
1997,2.205651428166533e-08,2.6371919759071716e-08
1998,2.0979768700080115e-08,2.8131962537258914e-08
1999,2.3765046652801658e-08,3.564757022900267e-08
2000,2.0322944216388805e-08,2.783359853708589e-08
2001,2.7601635088636556e-08,2.1467938537966802e-08
2002,2.322047415459494e-08,2.891606243338174e-08
2003,2.0001230893740285e-08,2.7918384049030465e-08
2004,2.334539442316874e-08,2.334539317416784e-08
2005,2.161799728117586e-08,6.935774621297242e-08
2006,1.976587071794711e-08,4.570857825569874e-08
2007,1.797515847279385e-08,2.7162460725094206e-08
2008,1.5326783397995314e-08,4.2148652568130274e-08
2009,1.8119131084404216e-08,2.9562793102400065e-08
2010,1.700565521733921e-08,4.771030859274106e-08
2011,9.177532456217108e-09,4.7799648683621854e-08
2012,1.2595735121578855e-08,4.9702091331482734e-08
2013,1.0040849929282558e-08,5.271446212873343e-08
2014,1.4508482817920942e-08,3.572984397237633e-08
2015,9.531274436369586e-09,2.9480453633823345e-08
2016,1.2013772254793054e-08,3.272717208346876e-08
2017,1.0565567365450335e-08,2.4149869659595424e-08
2018,8.002546847407643e-09,3.046130814254866e-08
2019,7.652963374127353e-09,2.984655722571006e-08
