year,en_ADP airs_NOUN,en_ADP mers_NOUN
1839,5.2436064379435265e-08,1.8876983531868063e-08
1840,7.0066574764382494e-09,3.821813265858509e-08
1841,1.733548060656176e-08,2.632424900284036e-08
1842,6.708265054555795e-09,3.018719141323345e-08
1843,1.3585895075607368e-08,3.9576305843613824e-08
1844,1.0977122322231025e-08,2.9089374464774664e-08
1845,5.580227835366713e-09,3.7387527573873314e-08
1846,9.952652035849496e-09,2.4003455667553908e-08
1847,9.168480197274675e-09,1.5101026207275936e-08
1848,2.735375304041554e-08,2.896279838182636e-08
1849,6.703531951757213e-09,3.351765998083067e-08
1850,2.0366988096043315e-09,2.851378333446064e-08
1851,3.8696632564949596e-09,2.579775504329973e-08
1852,5.859490670445666e-09,3.059956199535918e-08
1853,1.1943863675867306e-09,3.523439673358553e-08
1854,7.27393034694046e-09,4.260444780301853e-08
1855,1.2736649068756378e-08,4.139410947345823e-08
1856,1.0872097000458325e-08,2.3815070804289462e-08
1857,7.322263684272912e-09,3.172980811427806e-08
1858,2.4468379322684086e-08,2.0553439838977283e-08
1859,1.3748867822016564e-08,4.430190947424251e-08
1860,1.373155189554609e-08,2.6089948951257824e-08
1861,1.2733101684148096e-08,9.431927516789784e-09
1862,1.0843167252971853e-08,2.4397126097142063e-08
1863,9.489779628779615e-09,2.8469338886338846e-08
1864,1.3904711160250827e-08,2.1096802527154068e-08
1865,7.530950973944073e-09,1.7415324293779122e-08
1866,1.0704348518686402e-08,1.216403244796993e-08
1867,2.426405742994575e-08,2.329349513274792e-08
1868,1.1855697756857353e-08,2.1735445443482604e-08
1869,1.5627261262807224e-08,1.4650557211837167e-08
1870,8.027668307875047e-09,1.7202147262196377e-08
1871,6.37270636261178e-09,1.1683295220166201e-08
1872,1.269941263259966e-08,1.9956219787786722e-08
1873,1.496501056408306e-08,3.412022664406322e-08
1874,3.5847653734322193e-09,1.3144139998644278e-08
1875,6.293679799540541e-09,3.089624556196213e-08
1876,2.0556450763820067e-08,3.3253080289341597e-08
1877,7.421779191219002e-09,4.7004601100297805e-08
1878,2.8383716710322915e-08,1.3889904337816006e-08
1879,5.498392852132383e-09,2.3215436684154156e-08
1880,1.2193908105473383e-08,2.888030792291829e-08
1881,2.022027217885025e-08,1.5339516323820135e-08
1882,9.983077475794744e-09,1.9300615994310988e-08
1883,7.583206784733676e-09,1.8326083761621703e-08
1884,1.9805090900604227e-08,8.582206056928499e-09
1885,1.6114089618213256e-08,2.127059772760731e-08
1886,1.5488312854472497e-08,3.355801275750636e-08
1887,1.8933882017790893e-08,1.0446279397058333e-08
1888,6.974675947901687e-09,2.8532765261601867e-08
1889,8.771191772893872e-09,7.51816386923565e-09
1890,1.1797895993481688e-08,1.7696843102044113e-08
1891,1.1473596073230397e-08,8.286486163910922e-09
1892,1.0656471260972467e-08,3.6984221907232495e-08
1893,2.3401982574000613e-08,1.354851614232544e-08
1894,9.452309157609307e-09,1.6384001710889606e-08
1895,9.027921299420427e-09,2.888934957923084e-08
1896,1.4152869098893461e-08,1.4152869098893461e-08
1897,1.6897470089816125e-08,5.2440420894583895e-09
1898,5.6583546736987955e-09,9.05336783318944e-09
1899,1.1055156790007459e-08,1.3818945987509323e-08
1900,6.748368974740515e-09,1.4015843596837385e-08
1901,2.235495566438317e-09,5.58873880507349e-09
1902,8.838511256215043e-09,7.365425602756659e-09
1903,1.1880484596105134e-08,2.1060859722865644e-08
1904,1.2361637935498493e-08,2.6873125946735854e-09
1905,4.644683138099737e-09,9.28936660926638e-09
1906,2.0576738091193647e-09,1.4403716441790948e-08
1907,8.742833790265081e-09,3.599990305858114e-09
1908,2.1118972570732808e-08,1.080505640516094e-08
1909,9.351672325408344e-09,1.925344328412848e-08
1910,1.2825961404061559e-08,1.2825961626106164e-08
1911,1.702519769608557e-08,1.1172785363555704e-08
1912,6.772247651554153e-09,4.375913675858101e-08
1913,5.833288518886093e-09,1.484837142129436e-08
1914,7.36641797560722e-09,2.6786974971493294e-08
1915,2.3561523843085297e-09,8.246533234057551e-09
1916,1.0987462051303964e-09,1.648119329900055e-08
1917,2.1932848870420685e-09,1.2063066989753679e-08
1918,1.4932289182922887e-08,6.89182577673364e-09
1919,1.289098744416961e-08,6.4454939163738345e-09
1920,1.2872794385998532e-08,9.843901693784574e-09
1921,2.2718242898012164e-08,3.862101216611791e-08
1922,2.1396012073182646e-08,9.591315908163978e-09
1923,1.9108707505210987e-08,2.441668023323018e-08
1924,2.9650736976805092e-08,1.0313299547703991e-08
1925,2.3096173862313663e-08,2.4195990988573612e-08
1926,1.8948435376309192e-08,1.671920735191179e-08
1927,2.0068604777989663e-08,1.7838759802657478e-08
1928,6.8556245125250825e-09,1.2568645679778001e-08
1929,1.2254447234738564e-08,2.6736975522467787e-08
1930,1.68057662230936e-08,2.10072066408884e-08
1931,7.983749661377715e-09,1.3686427990933225e-08
1932,5.4797681947604815e-09,1.4247397928102146e-08
1933,1.605892663292252e-08,3.670611903316967e-08
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,4.787313656606784e-09,1.9149254626427137e-08
1936,1.2124714565686645e-08,2.0612015205756506e-08
1937,3.777335333410292e-09,1.888667711114067e-08
1938,1.0372171566075394e-08,3.8895642262559704e-09
1939,0.0,2.5999884911698246e-08
1940,2.5357829169792012e-09,3.296517903095264e-08
1941,0.0,1.4757512545315876e-08
1942,6.068423541449874e-09,9.102635090130207e-09
1943,2.0322646676618206e-08,2.0322646676618206e-08
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,2.227376683094917e-08
1947,7.152522574216391e-09,1.4305045148432782e-08
1948,1.6307831529616124e-08,2.0656587551570738e-08
1949,8.835307596655184e-09,2.5524220959027843e-08
1950,7.444753036267571e-09,4.2541444145172136e-08
1951,1.3859821956785368e-08,2.7719644468682247e-08
1952,1.0544803696888039e-08,3.585233443459401e-08
1953,5.386913581872932e-09,4.201792691560513e-08
1954,7.818028890937967e-09,2.6385847728960243e-08
1955,1.2201290200408721e-08,3.0972505893345215e-08
1956,1.744228317335228e-09,2.0058624983221307e-08
1957,8.835037590415595e-09,3.003912818488885e-08
1958,1.1581141212690937e-08,3.22617488279775e-08
1959,5.425523585955716e-09,2.1702093122577537e-08
1960,2.2838749558218296e-08,4.6369581951921646e-08
1961,4.863711378089164e-09,4.655266749864495e-08
1962,8.244543714397423e-09,1.0781325887609938e-08
1963,1.6165133231993423e-08,2.9097239173658807e-08
1964,6.083968384640315e-09,2.1293889262974375e-08
1965,1.2038495811328431e-08,2.3529786119524942e-08
1966,6.092982229866095e-09,2.3818020888910496e-08
1967,1.5284040255636455e-08,4.1907852743605645e-08
1968,1.5719955531734442e-08,3.099076989476757e-08
1969,8.629339798282842e-09,2.043791091921321e-08
1970,1.6095537708205043e-08,3.127132974789504e-08
1971,9.762954888969944e-09,2.620582717494102e-08
1972,2.3598676068825597e-08,1.692948464748767e-08
1973,9.372446541089374e-09,1.9847533394568018e-08
1974,9.563471792262135e-09,3.3753430273009144e-08
1975,3.4268881066168433e-09,4.454954405375133e-08
1976,6.8562320265641574e-09,4.285145038807059e-08
1977,7.639816335114347e-09,3.290997740990065e-08
1978,1.1287123569125868e-08,3.5049489865990324e-08
1979,1.1118749476679568e-08,5.734933772316708e-08
1980,6.253665585376211e-09,4.4912688679232815e-08
1981,1.2018544381930951e-08,2.6567308353264707e-08
1982,7.449002747961231e-09,4.1590266564028866e-08
1983,1.2630632317822688e-08,2.7155859338989785e-08
1984,1.0438215292118969e-08,3.015484395518797e-08
1985,7.82022557821449e-09,2.5265343595037848e-08
1986,8.392279760016663e-09,4.076250281759286e-08
1987,1.2221634038134255e-08,2.6887593707058954e-08
1988,1.4991384134077634e-08,2.2187249371086182e-08
1989,4.939309850016116e-09,1.920842829239433e-08
1990,8.717841171179685e-09,2.5608660081388734e-08
1991,1.1722930182145319e-08,1.4653663171770859e-08
1992,7.713921945651236e-09,1.928480486412809e-08
1993,8.862731548653358e-09,1.1632335983335906e-08
1994,7.912389743403025e-09,3.745197840743231e-08
1995,1.3556126887692699e-08,2.1147558093570495e-08
1996,4.270473752399084e-09,1.6548084902368032e-08
1997,1.054876808126437e-08,1.91795770376757e-08
1998,7.629006981701991e-09,1.7642078020685403e-08
1999,1.2339543165040823e-08,2.650716607321968e-08
2000,1.192868470667463e-08,1.4579504048484182e-08
2001,7.0099388516098315e-09,2.5849149126733195e-08
2002,1.0076809608960957e-08,1.7086764003693133e-08
2003,1.2500768864498468e-08,1.12506919336397e-08
2004,1.4535811221350059e-08,1.0571498704203819e-08
2005,1.1259373877692269e-08,8.106749049829887e-09
2006,1.070651389767363e-08,1.8118715416903797e-08
2007,1.358123019601365e-08,1.4380126256430259e-08
2008,1.021785517307805e-08,1.5326782953906104e-08
2009,3.337734755248789e-09,6.675469510497578e-09
2010,8.9752067999882e-09,1.3226620521056276e-08
2011,2.2943831279320648e-09,1.7207874181135452e-08
2012,4.425528637996834e-09,1.3957436095779485e-08
2013,6.693900156395927e-09,1.561910067948702e-08
2014,4.547434789836657e-09,1.818974029732523e-08
2015,6.871383573248124e-09,2.0614150567088707e-08
2016,4.349813981230355e-09,2.0713400772365276e-08
2017,4.024978267347379e-09,1.0565567976072998e-08
2018,1.8070267504555204e-09,2.529837372922117e-08
2019,7.652963041060445e-09,1.632632107284593e-08
