year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP mer_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,7.005198478182706e-06
1801,3.333655484993869e-08,7.1435474868764e-08,5.286225462697303e-06
1802,2.2378401354217203e-09,2.2378401354217203e-09,1.056484339301278e-05
1803,1.950339267864365e-08,5.0708818033484704e-08,6.213780832098337e-06
1804,4.943701892301533e-09,4.943701892301533e-09,5.307064191439892e-06
1805,5.685755422035754e-09,2.842877711017877e-09,5.083065475641746e-06
1806,0.0,3.1698359492793315e-08,4.5011673011075e-06
1807,2.8469551160981155e-09,0.0,5.252632111485411e-06
1808,1.1330369531492579e-08,6.118399653587403e-08,7.725046081041853e-06
1809,9.036122072814123e-09,9.036122072814123e-09,4.621976544827433e-06
1810,4.212228077449254e-08,7.020380277111826e-09,5.482916940913185e-06
1811,5.0141535368197765e-09,2.5070767684098882e-09,5.894137376394326e-06
1812,8.00162425207418e-09,1.8670457180292033e-08,3.8434469842307806e-06
1813,0.0,0.0,4.3596241132703994e-06
1814,1.2586708564299443e-08,3.1466771410748606e-09,4.191373985218405e-06
1815,2.697223555614414e-09,3.506390644503199e-08,4.064715683593789e-06
1816,0.0,1.4832664874120383e-07,4.417353100194532e-06
1817,1.556873407970727e-09,6.227493631882908e-09,3.5247614729172483e-06
1818,7.152706427149269e-09,2.384235475716423e-09,4.787544742201888e-06
1819,1.7596784473994376e-08,3.933399084221634e-08,5.455003356580335e-06
1820,1.1866481131050932e-09,2.3732962262101864e-08,5.157172746628191e-06
1821,7.88919063410276e-09,1.7750678149575094e-08,4.613203999137561e-06
1822,5.012807946513931e-09,1.2030739071633434e-08,4.426309274663254e-06
1823,2.8659792761231984e-08,1.4824030780680175e-08,5.343568978410929e-06
1824,1.0105335235266466e-08,0.0,7.644686222718633e-06
1825,1.584979791857677e-08,0.0,5.0851433144316616e-06
1826,2.642395191543301e-09,1.1450379977517855e-08,7.036698627782556e-06
1827,1.8434546111834038e-09,2.21214555007343e-08,6.1764948333653535e-06
1828,8.255071293206129e-09,4.5861504760491556e-08,5.492374152371582e-06
1829,1.0287811491593857e-08,2.8291481157793896e-08,5.799753418689324e-06
1830,4.174734336004349e-09,1.0436835840010872e-09,5.204849982565207e-06
1831,0.0,9.35472388441383e-09,4.519890751453204e-06
1832,5.411987746839486e-09,2.705993873419743e-09,3.493438013757455e-06
1833,8.108539617524002e-09,2.3167257001688313e-09,6.4231220715527115e-06
1834,1.213489042584115e-08,9.334530703952737e-09,4.834353754645804e-06
1835,1.2100940693926532e-08,6.050470346963266e-09,6.4301374536057665e-06
1836,1.68018754465038e-08,1.3441500135158435e-09,6.002301901730789e-06
1837,2.7831563720326358e-09,0.0,5.851586390548391e-06
1838,3.787297142565649e-09,6.312161904276081e-10,5.8614737632467495e-06
1839,1.4682098203877558e-08,5.593180252283503e-09,6.643299602870911e-06
1840,3.4396318682183846e-08,1.7198159563136528e-08,6.010438320380729e-06
1841,2.0545755319290038e-08,4.044945711711989e-08,4.860997141697965e-06
1842,8.049918065466954e-09,1.542900918138912e-08,5.37868680083875e-06
1843,1.1813821920725331e-08,2.3627644840651385e-09,3.7083587465236434e-06
1844,6.586273748609983e-09,2.195424508855126e-09,4.14276584070894e-06
1845,2.17628883802945e-08,6.696273757711424e-09,4.617080623270375e-06
1846,1.2879903366069811e-08,1.7563503984519002e-09,4.604565479127132e-06
1847,4.0988499705463255e-08,6.47186837454683e-09,3.6355720549607895e-06
1848,2.413566457803995e-09,8.045221711050488e-10,3.842397839015632e-06
1849,1.6758829879393033e-09,1.6758829879393033e-09,3.349252167605954e-06
1850,4.752297222410107e-09,1.5614690873633208e-08,4.292003308314918e-06
1851,4.514607354622058e-09,1.2898877521649865e-09,3.955440925906828e-06
1852,5.859490670445666e-09,1.9531636308300904e-09,3.828851872889061e-06
1853,3.58315901394235e-08,2.209614846648833e-08,4.247835282411572e-06
1854,1.2989160858012383e-08,0.0,3.8499872658803724e-06
1855,4.776243400783642e-09,5.306937111981824e-10,3.962159226489348e-06
1856,4.141751386299575e-09,4.6594703095870216e-09,4.003520235329461e-06
1857,2.245494101771328e-08,4.881509085841174e-10,3.7197099356234276e-06
1858,1.3212924976357954e-08,3.4255732694887797e-09,3.7710666651591396e-06
1859,5.601390462572908e-09,1.5276520048956854e-09,3.825749866903649e-06
1860,1.1900677776566226e-08,2.746310290291376e-09,3.4681321952056976e-06
1861,1.4147890858851042e-08,3.018216815364738e-08,3.990648671958752e-06
1862,2.3041730301542884e-08,1.8071945329101169e-09,3.5425530975352615e-06
1863,8.490855130105501e-09,2.0477944673302773e-08,4.288381325601165e-06
1864,9.589456340108882e-09,4.794728170054441e-09,5.642435692898573e-06
1865,1.3179164426446732e-08,9.413688994985847e-09,4.295936798737188e-06
1866,1.3137154475373336e-08,2.919367858567057e-09,4.180048027713212e-06
1867,1.747012134956094e-08,1.0190904120577216e-08,4.069567690834219e-06
1868,7.903798859842937e-08,1.975949570631741e-08,3.394681477253414e-06
1869,3.271957993433716e-08,2.5882650689368347e-08,3.535179537550448e-06
1870,3.2110673231500186e-08,1.0321287824410774e-08,3.2959311777602807e-06
1871,2.6552942955504477e-08,3.3987767267262825e-08,3.1544896756940943e-06
1872,1.0280476914203973e-08,1.3304146229131675e-08,3.858202430429003e-06
1873,2.334541804316359e-08,1.855661402316855e-08,3.604771986243094e-06
1874,4.361464789326419e-08,3.823749850084823e-08,4.051382271441639e-06
1875,1.94531928343622e-08,1.4303817408301e-08,3.671503975510859e-06
1876,3.506688628363008e-08,1.3905833817773328e-08,3.6675126366958466e-06
1877,7.421779191219002e-09,4.329371083855449e-09,3.683057823167246e-06
1878,5.1332254003000344e-08,2.0532901601200138e-08,3.7985866931933288e-06
1879,2.3215436684154156e-08,9.16398767980553e-09,3.51652772201394e-06
