year,divin_ADJ auteur_NOUN,divin_ADJ moteur_NOUN
1800,5.973912653445268e-08,0.0
1801,6.667311436281409e-08,0.0
1802,1.320325679898815e-07,0.0
1803,6.826187259889593e-08,0.0
1804,1.0628959312697361e-07,0.0
1805,3.980028662198265e-08,0.0
1806,5.4751715161671655e-08,1.729001475325731e-08
1807,6.547996811434587e-08,0.0
1808,3.852325836106729e-08,0.0
1809,5.421673243688474e-08,0.0
1810,2.106114083133548e-08,0.0
1811,1.2535384286138651e-08,0.0
1812,3.467370657261881e-08,0.0
1813,3.738464116054274e-08,0.0
1814,1.1013369682899565e-07,3.1466771410748606e-09
1815,8.900837755732027e-08,0.0
1816,2.1090194657347183e-07,0.0
1817,1.292204961922394e-07,3.113746815941454e-09
1818,1.2755659462015956e-07,1.1921177378582115e-09
1819,1.0454560772643617e-07,1.035105001712111e-09
1820,8.899860848288199e-08,4.746592452420373e-09
1821,1.0157333107940758e-07,0.0
1822,8.321261191213125e-08,0.0
1823,1.3341627180807336e-07,0.0
1824,9.347435003803639e-08,0.0
1825,1.8579485328018563e-07,0.0
1826,1.6735170405013378e-07,0.0
1827,1.0139000106157425e-07,0.0
1828,1.3941897591962515e-07,9.172301251858528e-10
1829,1.0716469917015914e-07,0.0
1830,1.0019362717272884e-07,0.0
1831,9.354723751187066e-08,0.0
1832,1.3529969855596846e-07,0.0
1833,9.151066626689186e-08,0.0
1834,1.4468522624433433e-07,0.0
1835,1.5958114829572878e-07,0.0
1836,1.1492482626662692e-07,0.0
1837,7.236206633898234e-08,0.0
1838,7.258986234326414e-08,1.8936485712828244e-09
1839,8.249940575133508e-08,0.0
1840,9.936714473468555e-08,6.369688665408546e-10
1841,1.2905302426702292e-07,0.0
1842,7.915752986420443e-08,2.0124795163667386e-09
1843,8.978505050549757e-08,0.0
1844,1.2843233060388926e-07,0.0
1845,6.473064334544532e-08,0.0
1846,1.1006462719009846e-07,0.0
1847,6.202207014638361e-08,5.393223645455691e-10
1848,1.0941501749073268e-07,0.0
1849,1.0809445316617428e-07,1.005529792763582e-08
1850,1.0115604087701513e-07,2.0366988096043315e-09
1851,1.4059776276553748e-07,0.0
1852,9.049658311610642e-08,6.510545436100301e-10
1853,9.196775430098114e-08,1.1943863675867306e-09
1854,8.936542483795051e-08,5.195664454227256e-10
1855,1.1303776048521286e-07,0.0
1856,1.2425253864689623e-07,0.0
1857,6.150701215013044e-08,4.881509085841174e-10
1858,7.927755063530384e-08,0.0
1859,7.48549489060224e-08,5.092173349652285e-10
1860,7.369266183387957e-08,0.0
1861,7.781340105594836e-08,0.0
1862,7.770936694129205e-08,0.0
1863,9.739510381523431e-08,4.994620828036034e-10
1864,8.294879272341404e-08,9.589455896019672e-10
1865,6.401308461079225e-08,4.706844358715045e-10
1866,6.130672325355135e-08,9.731225825149181e-10
1867,8.104195359237565e-08,0.0
1868,8.249589522613121e-08,0.0
1869,8.546158658528924e-08,1.953407657850903e-09
1870,6.708837219093766e-08,0.0
1871,4.142259157902117e-08,0.0
1872,5.3821318957147923e-08,0.0
1873,5.3874039451784483e-08,1.1972008939764578e-09
1874,3.883495747203369e-08,1.1949218281515073e-09
1875,4.1194995858973016e-08,0.0
1876,3.506688628363008e-08,1.813804439976252e-09
1877,6.55590488563007e-08,6.184815992682502e-10
1878,8.333942247418236e-08,4.22736201599605e-09
1879,5.5594860270957724e-08,1.832797580370027e-09
1880,3.27310152314908e-08,0.0
1881,5.020205495753771e-08,6.972507571312292e-10
1882,2.5956001792337702e-08,1.3310770263785798e-09
1883,3.033282602871168e-08,0.0
1884,2.772712726084592e-08,1.3203393933736152e-09
1885,4.3185759412978086e-08,0.0
1886,2.7104549049639104e-08,0.0
1887,2.4809913679035844e-08,0.0
1888,3.297119732792453e-08,0.0
1889,2.8193115397812107e-08,0.0
1890,1.573052765824201e-08,2.6217545912032847e-09
1891,2.2309770031370135e-08,6.374220040683554e-10
1892,1.8805536683430546e-08,1.2537024751679837e-09
1893,2.278614141815183e-08,0.0
1894,2.079507943619774e-08,0.0
1895,1.444467478961542e-08,0.0
1896,3.243365931382414e-08,0.0
1897,2.6220210780358855e-08,5.826713556089658e-10
1898,2.319925496152564e-08,0.0
1899,9.39688327150634e-09,0.0
1900,1.764958090788582e-08,0.0
1901,1.7325090695408107e-08,3.353243460679778e-09
1902,1.2766738111125164e-08,0.0
1903,2.9161189907256357e-08,0.0
1904,1.2361637935498493e-08,5.374625189347171e-10
1905,2.580379465655369e-08,0.0
1906,1.491813494958194e-08,0.0
1907,7.71426522661045e-09,0.0
1908,1.7189861534205875e-08,9.822778146428846e-10
1909,1.3202360149566772e-08,5.500983557560346e-10
1910,1.977335806202518e-08,0.0
1911,2.606983384723094e-08,0.0
1912,1.4065436815258181e-08,5.209421227725386e-10
1913,1.7499866444836698e-08,5.30298971401777e-10
1914,1.2723812670145662e-08,6.696743715117748e-10
1915,7.0684572639478915e-09,1.1780761921542648e-09
1916,8.789969418998567e-09,1.0987462051303964e-09
1917,1.096642432418804e-08,0.0
1918,1.8378202071289707e-08,0.0
1919,1.3811772281435708e-08,0.0
1920,7.572231730534895e-09,0.0
1921,2.347551686376903e-08,0.0
1922,8.115729144275718e-09,0.0
1923,1.0615948564662858e-08,2.1231896241147297e-09
1924,7.734974438733389e-09,0.0
1925,1.869690202660479e-08,0.0
1926,8.916910432255065e-09,0.0
1927,1.0034302277972529e-08,0.0
1928,1.3711249802206282e-08,0.0
1929,2.2280812750352652e-09,0.0
1930,2.10072066408884e-08,2.100720708497761e-09
1931,9.124285327288817e-09,0.0
1932,9.863583172453616e-09,0.0
1933,1.1470662197865522e-08,0.0
1934,3.5944740517379614e-09,0.0
1935,1.196828414151696e-09,0.0
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,7.779128452511941e-09,0.0
1939,7.647025235257843e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,8.854507793643052e-09,0.0
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,0.0
1946,2.0881657292193267e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,7.610321262063735e-09,2.174377566888097e-09
1949,8.835307485632882e-09,0.0
1950,1.4889506516624351e-08,0.0
1951,5.3307008807124134e-09,0.0
1952,9.490323193972472e-09,0.0
1953,7.541679392097933e-09,0.0
1954,8.795282502305213e-09,0.0
1955,1.8771215692936494e-09,0.0
1956,8.72114114258693e-09,0.0
1957,4.4175189062301e-09,0.0
1958,5.790570245522986e-09,8.272243445794913e-10
1959,4.650448692800069e-09,0.0
1960,7.612916741450704e-09,1.3841666701708277e-09
1961,1.3201502779836005e-08,0.0
1962,7.610347685371721e-09,1.2683912808952869e-09
1963,7.759263453976928e-09,0.0
1964,1.5209921100378665e-08,0.0
1965,9.302474013317408e-09,0.0
1966,8.862519607077957e-09,0.0
1967,1.2325838905091757e-08,9.860671168482327e-10
1968,8.98283158967672e-09,0.0
1969,1.2716921293787209e-08,0.0
1970,1.4715920038099739e-08,0.0
1971,1.1818314327172175e-08,0.0
1972,5.130146973897354e-09,2.565073486948677e-09
1973,6.615844538870874e-09,5.513203782392395e-10
1974,4.500457340128605e-09,0.0
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,1.7140580066410394e-09,5.713526873840635e-10
1977,4.701425304620699e-09,1.1753563677885381e-09
1978,7.128709400561206e-09,0.0
1979,7.607565133405103e-09,0.0
1980,5.685150794576543e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,2.483000915987077e-09,0.0
1983,8.209910973278056e-09,0.0
1984,4.639206629963866e-09,0.0
1985,5.414002135495366e-09,0.0
1986,5.395037083744114e-09,0.0
1987,1.1610552075325131e-08,0.0
1988,7.795519785247507e-09,0.0
1989,6.036934507847036e-09,0.0
1990,9.80757208779437e-09,5.44865097484859e-10
1991,4.103025696977625e-09,5.861465202094962e-10
1992,7.162927251336271e-09,5.509944167592096e-10
1993,8.862732159276021e-09,0.0
1994,6.8574046441227665e-09,5.274926606624319e-10
1995,5.9646960148818096e-09,0.0
1996,8.007138063703678e-09,0.0
1997,9.58978896292706e-09,0.0
1998,8.105819793158275e-09,9.536258449571733e-10
1999,8.226361730701015e-09,0.0
2000,1.0603275590881367e-08,0.0
2001,6.571817756650944e-09,0.0
2002,8.324320677211006e-09,0.0
2003,8.750538516011375e-09,4.1669229178253886e-10
2004,3.0833538500196767e-09,0.0
2005,3.15262471684008e-09,0.0
2006,7.000412693969338e-09,0.0
2007,7.988958938831558e-09,0.0
2008,5.960415494499216e-09,0.0
2009,8.582746735541491e-09,0.0
2010,1.1337102812092326e-08,0.0
2011,5.353560678100777e-09,0.0
2012,7.829781156765137e-09,3.404252713057332e-10
2013,6.693900267418229e-09,0.0
2014,4.76397932214212e-09,4.330890368553497e-10
2015,1.1969507496267795e-08,1.10828768384863e-09
2016,1.387797846086336e-08,1.0356699942093428e-09
2017,4.528100561174142e-09,0.0
2018,4.904786632398128e-09,2.5814667070633845e-10
2019,1.0969247454806208e-08,5.1019755087367e-10
