year,son_DET hôtel_NOUN,son_DET motel_NOUN
1973,1.2382655896203687e-06,7.718485406371656e-09
1974,1.2432513880611396e-06,2.2502286700643026e-09
1975,1.2291104809492026e-06,5.711480177694739e-09
1976,1.3323945182719399e-06,2.856763492431469e-09
1977,1.1330435718548415e-06,1.1753563677885381e-09
1978,1.3348509018129562e-06,0.0
1979,1.125334436302694e-06,1.1703946700691858e-09
1980,1.0597121331556991e-06,5.685150683554241e-10
1981,1.0841992299504e-06,1.2651099057237047e-09
1982,1.3377167871198026e-06,2.483000915987077e-09
1983,1.156334410445936e-06,3.78918940668882e-09
1984,1.1482037276522306e-06,1.1598016991243298e-09
1985,1.2295801061767975e-06,3.0077789148208467e-09
1986,1.1821125145417e-06,1.7983456945813714e-09
1987,1.1573886986582238e-06,2.4443267410134695e-09
1988,1.4367743492726959e-06,4.797243047249822e-09
1989,1.3122100526175018e-06,0.0
1990,1.2455616644757583e-06,4.358920779878872e-09
1991,1.297142206979629e-06,2.344586080837985e-09
1992,1.2480023006133933e-06,4.958949695321735e-09
1993,1.1815129923320455e-06,2.7696036575264316e-09
1994,1.319786610665119e-06,3.164955852952289e-09
1995,1.2021573105869265e-06,4.880205572987961e-09
1996,1.256053085540998e-06,5.338092190498855e-10
1997,1.1632414125273272e-06,1.917957792585412e-09
1998,1.190125034966627e-06,4.291316191284977e-09
1999,1.3121047253150664e-06,4.570201161957499e-10
2000,1.147362784337247e-06,3.976228457602815e-09
2001,1.2372542155247856e-06,6.133696661692056e-09
2002,1.2236751754102215e-06,8.762443215459825e-09
2003,1.2509102216284873e-06,1.6667691671301554e-09
2004,1.2989729398782401e-06,3.0833537945085254e-09
2005,1.2795152173339375e-06,4.503749373441224e-09
2006,1.4721455929844751e-06,1.6471559671771274e-09
2007,1.4831501768952648e-06,9.98619853476157e-09
2008,1.6271934342171335e-06,1.0643598891135753e-08
2009,1.7046288292021927e-06,1.2874119548200724e-08
2010,1.6953692636434425e-06,2.267420740054149e-08
2011,1.791913264881373e-06,2.141424282342541e-08
2012,2.069104914070863e-06,3.131912429399364e-08
2013,2.1225241120248484e-06,2.6217775617176642e-08
2014,2.4359093426795653e-06,2.6851520451565136e-08
2015,2.4371246531984525e-06,3.2140343164677176e-08
2016,2.329429083403056e-06,3.00344303316713e-08
2017,1.7946370860499883e-06,2.0879574735843676e-08
2018,2.0749829214850024e-06,2.4007640875289837e-08
2019,2.1935943230744215e-06,2.448948188682465e-08
