year,en_ADP amant_NOUN,en_ADP maman_NOUN
1800,1.3205490390078012e-07,0.0
1801,2.571677222285018e-07,0.0
1802,1.2531904758361634e-07,0.0
1803,8.971560561121805e-08,7.801356671777171e-09
1804,9.393033728599676e-08,2.4718509461507665e-09
1805,1.3077237781544682e-07,0.0
1806,9.797675115663651e-08,5.76333825108577e-09
1807,1.0533734240425474e-07,0.0
1808,3.285807395059237e-07,2.2660739951163578e-09
1809,1.1295152946289022e-07,0.0
1810,1.895502714788222e-07,2.3401267590372754e-09
1811,8.273353202525868e-08,0.0
1812,4.000812481308458e-08,0.0
1813,1.9267468509553964e-07,2.8757416448144113e-09
1814,5.66401889834367e-08,0.0
1815,5.124724800076308e-08,0.0
1816,6.721051448721482e-08,4.6352077731626196e-09
1817,1.4011860827167766e-07,0.0
1818,1.0013788864782214e-07,1.1921177378582115e-09
1819,8.694881836746049e-08,1.035105001712111e-09
1820,1.3527788667033747e-07,0.0
1821,9.269798950661823e-08,0.0
1822,8.020492714422289e-08,0.0
1823,1.344045484907852e-07,0.0
1824,1.549484673901702e-07,1.6842225392110777e-09
1825,1.1975402847141936e-07,1.7610886082763955e-09
1826,1.0481501533377013e-07,8.807984341885344e-10
1827,7.097299997704809e-08,0.0
1828,5.961995785952467e-08,1.8344602503717056e-09
1829,9.859152783064928e-08,0.0
1830,8.558205033537547e-08,4.174734336004349e-09
1831,6.704218691311326e-08,0.0
1832,5.1413882484752094e-08,1.3529969367098715e-09
1833,8.224376379928344e-08,0.0
1834,6.90755317389602e-08,0.0
1835,8.31939672707449e-08,5.294161553592858e-09
1836,5.242185102671826e-08,6.720750067579218e-10
1837,6.888311654407175e-08,2.087367279024477e-09
1838,9.278878110308142e-08,6.312161904276081e-10
1839,5.8029243632518046e-08,6.9914751765765e-10
1840,6.114901224263392e-08,6.369688665408546e-10
1841,2.6966304300657384e-08,6.420548537278137e-10
1842,2.884553929050071e-08,6.708265054555795e-10
1843,5.552496529226403e-08,1.7720733214154905e-09
1844,5.54344694592146e-08,5.488561272137815e-10
1845,5.859239315952891e-08,2.2320912340667576e-09
1846,4.8006911779197026e-08,0.0
1847,2.480882876909618e-08,3.235934187273415e-09
1848,1.448139919091318e-08,0.0
1849,3.1841775438579134e-08,0.0
1850,5.0238568860550004e-08,4.073397619208663e-09
1851,4.51460699935069e-08,7.094382636907426e-09
1852,6.705861466116403e-08,5.208436348880241e-09
1853,6.389967288633613e-08,4.180352064508952e-09
1854,4.883924714649268e-08,1.0391328908454511e-09
1855,6.315255163258371e-08,0.0
1856,3.8828918469402396e-08,5.177189232874468e-10
1857,6.541222319356166e-08,1.9526036343364694e-09
1858,6.019221648889683e-08,9.787352039936081e-10
1859,5.3977035952001984e-08,9.675129808428551e-09
1860,4.0736935380536465e-08,1.8308735638683515e-09
1861,3.6312920226322376e-08,3.772770984511453e-09
1862,1.0210649042941e-07,2.710791813242963e-09
1863,3.9457504485973516e-08,2.996772441310469e-09
1864,4.8426750942631713e-08,3.3563096746291876e-09
1865,6.589582418614626e-08,1.4120533076145136e-09
1866,3.6978658357611494e-08,9.731225825149181e-10
1867,6.648351735805136e-08,1.94112459439566e-09
1868,7.064019968971991e-08,4.939874176379533e-09
1869,4.395167252368992e-08,1.953407657850903e-09
1870,3.7271316699616364e-08,3.4404292748035914e-09
1871,4.460894587055009e-08,2.1242354542039266e-09
1872,3.930770542392992e-08,1.8142017887967654e-09
1873,4.250063107003044e-08,3.5916026819293734e-09
1874,2.6288280330355462e-08,1.1949218281515073e-09
1875,4.691652344401831e-08,0.0
1876,5.3204929795214184e-08,6.04601479992084e-10
1877,5.071549180613033e-08,1.2369631985365004e-09
1878,3.5630622674531764e-08,2.4156354694326865e-09
1879,6.598071289332097e-08,6.10932526790009e-09
1880,6.032775434761106e-08,1.9253538763308597e-09
1881,5.159655724895629e-08,6.972507571312292e-10
1882,4.8584312350996584e-08,6.655385131892899e-10
1883,7.014466074650727e-08,2.5277355764075082e-09
1884,3.630933420595284e-08,2.6406787867472303e-09
1885,4.383032292665234e-08,1.9336907075562237e-09
1886,2.9685934488377086e-08,0.0
1887,4.1785117588233334e-08,5.8760321608453125e-09
1888,4.057993563399975e-08,6.340614699951175e-10
1889,5.0121094830046786e-08,2.5060546970934183e-09
1890,6.357755033548074e-08,3.2771931834929546e-09
1891,2.6771725059049345e-08,6.374220040683554e-10
1892,3.1969413560872795e-08,6.268512375839919e-10
1893,2.2786141140596072e-08,1.8475249663474358e-09
1894,3.654892810622812e-08,5.671385361338821e-09
1895,2.9491211028798148e-08,4.213030146971164e-09
1896,3.6561579763727536e-08,9.435246306477296e-09
1897,2.7968225513319567e-08,6.409385022720926e-09
1898,3.281845906144554e-08,1.13167097914868e-09
1899,5.251199475253543e-08,6.080336234504102e-09
1900,2.5955265159360863e-08,2.5955265714472375e-09
1901,3.968004597121322e-08,7.265360424391076e-09
1902,3.830021544359852e-08,3.4371988033576883e-09
1903,4.1581697640680204e-08,2.7001101354784396e-09
1904,4.1384613069794796e-08,1.6123875568041512e-09
1905,4.231822342548597e-08,4.128607344888735e-09
1906,6.121579276818778e-08,1.5432553013283723e-09
1907,6.942838304269117e-08,5.657127544189677e-09
1908,5.549869630527837e-08,3.929111258571538e-09
1909,5.8860523288739586e-08,2.2003934230241384e-09
1910,4.3287620377086e-08,2.6720753387721174e-09
1911,4.788336838146279e-08,5.320374252271165e-09
1912,4.167537070998151e-08,2.6047105583515417e-09
1913,4.401481379368022e-08,2.121195941118259e-09
1914,4.1519810090040465e-08,5.357395083116501e-09
1915,4.712304768617059e-09,3.5342285764627945e-09
1916,3.296238504368887e-08,3.2962386153911893e-09
