year,un_DET air_NOUN,un_DET maire_NOUN
1800,3.1539114957013226e-05,5.093546455725573e-07
1801,2.9183774074681423e-05,3.286031962090874e-07
1802,2.820126178448845e-05,5.348437923657912e-07
1803,3.28456627585183e-05,7.625826512480671e-07
1804,3.575037993641672e-05,4.993139057773988e-07
1805,3.487073780661376e-05,6.538618713136657e-07
1806,3.055722015687934e-05,8.155123651931717e-07
1807,2.429306718454427e-05,8.028413596150585e-07
1808,2.6828049868754533e-05,9.33622501975151e-07
1809,2.871905564916233e-05,6.596369033218252e-07
1810,4.341403035823532e-05,6.833170331788097e-07
1811,3.0200246897038596e-05,7.069956673433353e-07
1812,2.5333143298666982e-05,5.147711732433891e-07
1813,3.3326970822145086e-05,4.744973765014038e-07
1814,2.6513900877489505e-05,1.1453905131020292e-06
1815,2.3487422566859095e-05,9.278448800387196e-07
1816,2.6483259148335492e-05,6.558818910207265e-07
1817,2.63189456291002e-05,5.324506986426059e-07
1818,2.873718946716508e-05,1.118206395034349e-06
1819,2.4065156139840838e-05,8.601722569778758e-07
1820,2.803930794925691e-05,6.348567689329343e-07
1821,3.1554789529764093e-05,7.31722430202808e-07
1822,2.90572434380465e-05,6.255984459357933e-07
1823,2.759740365831931e-05,7.293422710219488e-07
1824,2.4607332676396254e-05,8.437954974738204e-07
1825,2.7951998561093205e-05,6.278280988425422e-07
1826,2.211420704156808e-05,8.5349369527421e-07
1827,1.9799625064820248e-05,8.479891171475629e-07
1828,2.5229331214404738e-05,1.2767842818561803e-06
1829,2.8438082637194384e-05,1.0459274548679787e-06
1830,2.8202417325928764e-05,9.69582035992289e-07
1831,2.4743244182445778e-05,1.250414790376908e-06
1832,2.7678257595198374e-05,1.4734136932759156e-06
1833,2.8152851399454448e-05,1.540622619700116e-06
1834,2.4972671269551938e-05,1.6596795919809892e-06
1835,3.5641052249957283e-05,1.2100941120252173e-06
1836,2.651873523973336e-05,1.0746479066625625e-06
1837,2.4754087718292794e-05,1.289297246742649e-06
1838,2.219482431087272e-05,1.0736987743342752e-06
1839,2.432054471057654e-05,1.4185702710278747e-06
1840,2.5315690649563294e-05,1.1866729483500649e-06
1841,2.1713653779897868e-05,1.1113969584641836e-06
1842,2.5270704668400867e-05,1.3020742066771618e-06
1843,2.5331198287403822e-05,1.087462333515532e-06
1844,2.3661187839252307e-05,1.1163733582009172e-06
1845,2.451003473424862e-05,1.5758564124723762e-06
1846,2.186480668342483e-05,1.1246497457761961e-06
1847,1.578380854994066e-05,1.265250279658403e-06
1848,1.847504712770842e-05,3.596214170897838e-06
1849,1.6754639375449187e-05,1.5619229678520696e-06
1850,1.928482288349187e-05,1.3177441502421061e-06
1851,1.788106975197934e-05,1.3505124698554027e-06
1852,1.9730208109081104e-05,1.1940340094440671e-06
1853,2.2908330208792904e-05,1.6524335819667613e-06
1854,2.0007464314630852e-05,8.380606519864386e-07
1855,2.352989844212061e-05,1.4238511951703003e-06
1856,2.1180916718321896e-05,1.415961296657997e-06
1857,2.4517379443977916e-05,1.3018985214330314e-06
1858,2.46998507122953e-05,9.092450063974411e-07
1859,2.4695004597674597e-05,6.655470556893306e-07
1860,2.4408291039890173e-05,7.86817894393721e-07
1861,2.2439498692961024e-05,8.512314337849602e-07
1862,2.0613763794585793e-05,1.1340145267269008e-06
1863,2.1721606714208974e-05,1.1927154979218813e-06
1864,2.1351882665499033e-05,9.987418145840365e-07
1865,2.2113225568887174e-05,1.0312696030467805e-06
1866,2.1114326898441504e-05,8.694850350821071e-07
1867,2.1764374352528648e-05,1.101102938605436e-06
1868,1.992794636862527e-05,9.035029631121461e-07
1869,2.50837080244537e-05,1.1227210769959584e-06
1870,2.09889112881001e-05,1.419750439879408e-06
1871,2.01069500462836e-05,1.6006114478273048e-06
1872,2.1711157586423724e-05,1.1477850208052587e-06
1873,1.8843342772356664e-05,1.3791754263081657e-06
1874,2.2388652652693963e-05,1.3568336854064e-06
1875,2.1245746324893844e-05,1.1368673895617576e-06
1876,2.011146435165756e-05,1.101583894325131e-06
1877,2.215895831625403e-05,1.2332522558722303e-06
1878,1.896938061918263e-05,1.3690614046879546e-06
1879,2.147794315021656e-05,1.0935692316138557e-06
1880,1.945505873379716e-05,1.105794950717609e-06
1881,2.04810446433612e-05,1.39798782328171e-06
1882,2.0781439602046703e-05,1.173344443827773e-06
1883,1.929357392782549e-05,1.962786694065244e-06
1884,2.0509492458131717e-05,1.3810750587595066e-06
1885,1.8393266913108164e-05,1.2040446915051461e-06
1886,1.7636026484524336e-05,1.104833028620078e-06
1887,1.7835063403026652e-05,1.822875709933669e-06
1888,1.7643394585320493e-05,1.536330909601702e-06
1889,1.7111341108488887e-05,1.1872434111381835e-06
1890,1.6275197523896168e-05,1.2826934518983535e-06
1891,1.6628427616183217e-05,1.1658448073603722e-06
1892,1.5423674184944502e-05,1.2280015226906471e-06
1893,1.481714993190053e-05,1.4355268911359076e-06
1894,1.569272407664357e-05,1.231320727157481e-06
1895,1.5525617072853493e-05,1.199509910065899e-06
1896,1.4793286666758831e-05,1.169380839272094e-06
1897,1.3938081778519518e-05,1.3290733864579352e-06
1898,1.3961990276811775e-05,1.2255996750809572e-06
1899,1.5758573226776207e-05,1.0109940866698253e-06
1900,1.5428328921984757e-05,1.030943149515906e-06
1901,1.3971288638003898e-05,1.1725174360321944e-06
1902,1.1476806619725721e-05,1.0453994292447533e-06
1903,1.3185177763830325e-05,1.543922921953822e-06
1904,1.2110643297091883e-05,1.146407498708868e-06
1905,1.2142749923782503e-05,1.15033318692781e-06
1906,1.3283313492706839e-05,1.2104265980639184e-06
1907,1.2883337106472936e-05,1.3381678805046704e-06
1908,1.3774972487112791e-05,1.1659637983996163e-06
1909,1.504739084623452e-05,1.0864442643310213e-06
1910,1.671062418040492e-05,1.3312279349975142e-06
1911,1.3323812723342598e-05,1.2077249298414472e-06
1912,1.3645037213905198e-05,1.458637994389278e-06
1913,1.4613448968248122e-05,1.4026407457734535e-06
1914,1.374104839158008e-05,1.3139010910379056e-06
1915,1.1356654525229715e-05,1.3147330282237135e-06
1916,1.1479700447125651e-05,1.3130017215701173e-06
1917,1.2827426701278455e-05,1.2183697961631879e-06
1918,1.3087577485748625e-05,9.189100982354148e-07
1919,1.4362401714151929e-05,9.8339822152127e-07
1920,1.5164908489850859e-05,7.60252081732915e-07
1921,1.5552909076177457e-05,6.974500337264544e-07
1922,1.7338148865064795e-05,9.045349216307841e-07
1923,1.7457926446695637e-05,8.768772925549229e-07
1924,1.6222821102473972e-05,7.103285204479448e-07
1925,1.7909432244778145e-05,9.139485754872112e-07
1926,1.7172856075831078e-05,7.378743589470105e-07
1927,2.3597334376290746e-05,7.927099119342529e-07
1928,1.667287932605177e-05,7.929672705131452e-07
1929,1.805191473636114e-05,7.519774225528408e-07
1930,1.5514872444555294e-05,8.812523413226359e-07
1931,1.3473148243292599e-05,5.383328414154676e-07
1932,1.473728892165127e-05,5.753756955328981e-07
1933,1.3357585928019944e-05,8.316230086791165e-07
1934,1.349245724213688e-05,7.272819022574595e-07
1935,1.4838278360684853e-05,7.827257864079229e-07
1936,1.2701850693019878e-05,6.680717561380334e-07
1937,1.310609464155732e-05,6.698474948052535e-07
1938,1.3181733834244369e-05,5.989929157124152e-07
1939,1.3350176260473745e-05,5.39879984273739e-07
1940,1.0624929984714981e-05,7.32841282768959e-07
1941,1.530058963794545e-05,7.585361458950501e-07
1942,1.3041042009831472e-05,8.344082331745994e-07
1943,1.6551344515391975e-05,6.822602536260547e-07
1944,1.5567886464395997e-05,6.362108635471486e-07
1945,1.981567294251363e-05,5.816605952446707e-07
1946,1.7207877675673444e-05,5.470993755807285e-07
1947,1.791945305740228e-05,8.39229306492939e-07
1948,1.6742707515504662e-05,7.50160280560408e-07
1949,1.641305571808971e-05,7.549279317231594e-07
1950,1.552550067174252e-05,6.753454684371718e-07
1951,1.6365251013894522e-05,6.67403723397797e-07
1952,1.5768699569207456e-05,5.757463004130159e-07
1953,1.4376594833720446e-05,6.701320778290665e-07
1954,1.75143399587796e-05,5.355349568247902e-07
1955,1.3482425316624358e-05,5.631364476954559e-07
1956,1.605649313773938e-05,6.375154342208589e-07
1957,1.4166099816748101e-05,5.972485332961242e-07
1958,1.3793965564445898e-05,5.939470764104726e-07
1959,1.3715722985807588e-05,6.595886681282082e-07
1960,1.7021790455373775e-05,6.277195829795801e-07
1961,1.5989798640703157e-05,6.072691327574375e-07
1962,1.557901660476091e-05,6.690764280392614e-07
1963,1.532713233132199e-05,8.858493085739383e-07
1964,1.3951147934676555e-05,7.811815159186608e-07
1965,1.343113055440881e-05,6.232657394633634e-07
1966,1.70730893671589e-05,6.46963918882193e-07
1967,1.518641997222403e-05,6.177710325516728e-07
1968,1.543564914641138e-05,7.060505637923598e-07
1969,1.3014861082183415e-05,6.267625920486353e-07
1970,1.1234225553380384e-05,7.353361368700462e-07
1971,1.257520048625338e-05,8.015900299085388e-07
1972,1.3318886857405232e-05,8.131282669410211e-07
1973,1.0676870488168788e-05,7.58616824469982e-07
1974,8.631877491893647e-06,8.826521842308921e-07
1975,8.27307945883149e-06,9.361115829165101e-07
1976,9.147928338393285e-06,1.1049960910725076e-06
1977,9.010869234771235e-06,1.020797029127607e-06
1978,1.1328707415714234e-05,1.033662872629293e-06
1979,1.2395064800330147e-05,7.613417380980536e-07
1980,1.0682967086950157e-05,8.374227089547048e-07
1981,1.0616802768481648e-05,6.565920589451935e-07
1982,1.0022632991990577e-05,8.994670857020992e-07
1983,1.0061561496854665e-05,1.0502370741960476e-06
1984,1.0698011166709875e-05,7.869254758929856e-07
1985,1.0190956658107098e-05,8.030769773625934e-07
1986,1.1076610263671682e-05,7.157415415903756e-07
1987,1.0793535906827856e-05,8.035723961796748e-07
1988,1.056892578787938e-05,1.0134176058329558e-06
1989,1.0576160576647453e-05,1.1113446944932548e-06
1990,9.99173622062699e-06,9.180977080802677e-07
1991,9.949251108309909e-06,8.663245321116619e-07
1992,9.992834804961603e-06,9.763621022784719e-07
1993,1.0580439905538697e-05,9.82101489910292e-07
1994,1.0117836637846267e-05,9.879937774570635e-07
1995,1.045665447918509e-05,1.1040109644255836e-06
1996,9.494330640791304e-06,1.2112131315689112e-06
1997,9.994957736125798e-06,1.119128398840985e-06
1998,1.0455076932203156e-05,1.0704450357224005e-06
1999,1.004256037617779e-05,9.30949987321128e-07
2000,1.0408440630271798e-05,1.1062750608914484e-06
2001,9.863421922773341e-06,1.172412240180165e-06
2002,1.1255357861728044e-05,9.743836670850214e-07
2003,1.1734471456747997e-05,1.028813288783681e-06
2004,1.1697363362372926e-05,9.254466153407748e-07
2005,1.2009698963311166e-05,7.953621796730204e-07
2006,1.3022827204167697e-05,8.878170856263523e-07
2007,2.0383430154424786e-05,7.861135706832556e-07
2008,2.2352835571837204e-05,9.28973349800799e-07
2009,2.4871368111689662e-05,7.643412693880691e-07
2010,3.40325672993913e-05,7.425802763805223e-07
2011,4.048668643008568e-05,5.793317665592213e-07
2012,5.103144911799973e-05,5.933612454711579e-07
2013,5.7959690764164407e-05,6.339681286604559e-07
2014,5.990400916289218e-05,7.910371078168055e-07
2015,6.080620511283996e-05,7.11077388082515e-07
2016,6.210975544718167e-05,7.144051599183854e-07
2017,5.494396981475802e-05,6.457574199814076e-07
2018,6.407226038618319e-05,5.743763598076157e-07
2019,6.030356615838173e-05,6.665730758470545e-07
