year,son_DET arbre_NOUN,son_DET marbre_NOUN
1800,1.6349655851399802e-07,2.829748080301897e-08
1801,5.548155304069269e-07,4.762365191091078e-08
1802,4.2518962573012686e-07,3.1329761895904085e-08
1803,5.090385570838407e-07,1.950339179046523e-08
1804,3.58418390078441e-07,7.415553104905825e-08
1805,3.2693094453861704e-07,2.842877711017877e-09
1806,1.4120178715160137e-07,8.06867319624871e-08
1807,2.3060336085123367e-07,3.9857372513552036e-08
1808,1.9941450890570422e-07,5.6651847657462895e-08
1809,2.7334269248058263e-07,1.581321384946932e-08
1810,2.8315534450484847e-07,4.446240797761902e-08
1811,3.033562894216857e-07,4.7634459487966296e-08
1812,3.0406173934238723e-07,1.0668832928217853e-08
1813,2.7319546802573313e-07,3.163315653864629e-08
1814,1.9824066210816227e-07,4.72001566720337e-08
1815,2.4005289223083537e-07,1.0788894222457657e-08
1816,3.731342221868772e-07,4.1716871734820415e-08
1817,2.1173478170766202e-07,2.0239355080775567e-08
1818,2.5749743493008737e-07,1.549753014806754e-08
1819,3.063910911649259e-07,8.280840013696888e-09
1820,2.1596995924966222e-07,4.6279275522920216e-08
1821,2.0807739609107756e-07,3.648750634965836e-08
1822,2.8673262875145156e-07,3.0076847679083585e-08
1823,1.7887662817628325e-07,3.4589404229734555e-08
1824,3.2337073463395427e-07,3.8737120178211626e-08
1825,2.3070261345736753e-07,2.905796225860513e-08
1826,3.170874367519616e-07,1.056958154332932e-08
1827,1.778933713114661e-07,2.488663675137559e-08
1828,2.293075264114819e-07,3.760643574324263e-08
1829,2.529087028690924e-07,3.0863434308248117e-08
1830,2.953624647084041e-07,3.339787468803479e-08
1831,4.194034524118706e-07,3.897801348351493e-08
1832,3.6666216374214855e-07,3.9236911608675484e-08
1833,2.942241605907725e-07,1.4132026127100517e-07
1834,2.4829851619223575e-07,4.667265329771908e-08
1835,3.1613706141797593e-07,4.0084366048631637e-08
1836,3.185635661928643e-07,4.906147416106066e-08
1837,3.1032193881230796e-07,6.331680424409569e-08
1838,2.9477795804311313e-07,3.219202726612025e-08
1839,3.71946470290041e-07,4.4046291947097416e-08
1840,2.624311690180292e-07,5.7327198987877637e-08
1841,2.2343508776501153e-07,8.603534951134861e-08
1842,3.555380367892269e-07,7.110760691375617e-08
1843,2.610854825668696e-07,3.1306630177141415e-08
1844,2.612555287662133e-07,7.519329070504455e-08
1845,2.4497200801221197e-07,2.7901139010300113e-08
1846,2.5993987273764674e-07,3.571245699163228e-08
1847,2.8853747569002053e-07,3.235934098455573e-08
1848,2.88018930483247e-07,1.0458788002321029e-08
1849,2.3127184878291018e-07,1.75967720394965e-08
1850,3.4555989003592913e-07,6.721106160512136e-08
1851,2.863550889742328e-07,6.642922145694286e-08
1852,2.5846865847611866e-07,7.356916142953196e-08
1853,3.666766155152601e-07,5.2552999729726935e-08
1854,3.4499213152905384e-07,4.9878379648760074e-08
1855,3.624638189592133e-07,6.209116776290102e-08
1856,3.127022210058783e-07,6.41971486525783e-08
1857,3.5195681930000333e-07,6.687667497562444e-08
1858,3.944302782166176e-07,7.389451006645231e-08
1859,3.406663946492472e-07,4.430190791993027e-08
1860,3.474082624910224e-07,6.728460233418332e-08
1861,3.862374264862467e-07,4.102888606638544e-08
1862,3.271022150919123e-07,4.2469071842576867e-08
1863,3.541186184286005e-07,3.49623441309177e-08
1864,3.5864566139132137e-07,4.8426752385921645e-08
1865,2.937070775477224e-07,3.530133302342975e-08
1866,2.5301187334125785e-07,6.082016312802807e-08
1867,4.086067200148591e-07,8.346835933537022e-08
1868,3.225737881251689e-07,5.977247496957716e-08
1869,3.125452252561445e-07,6.739256219745471e-08
1870,3.5665783970628695e-07,6.020751275315206e-08
1871,2.984550855344992e-07,1.4869648623516696e-08
1872,3.3986047709433365e-07,5.926392443456052e-08
1873,2.2447516145884805e-07,1.3648089725037948e-07
1874,3.781927622181769e-07,5.556386550864545e-08
1875,4.325474480815217e-07,6.522540996201087e-08
1876,3.6941149161862086e-07,7.073837537951988e-08
1877,3.704704667484293e-07,5.566334282391949e-08
1878,3.3577331715051173e-07,1.0145668660754836e-07
1879,3.237942420852846e-07,8.430868958519966e-08
1880,3.504144059363057e-07,6.995452395130997e-08
1881,3.012123275247802e-07,1.0458761301457287e-07
1882,3.613874035579556e-07,6.988154721554451e-08
1883,4.094931718157113e-07,9.668588474287532e-08
1884,4.007230094416059e-07,5.8755102116947455e-08
1885,2.868307904524414e-07,3.8029249194160286e-08
1886,3.497777409933178e-07,6.066256069692244e-08
1887,3.995701947090424e-07,6.26776761603054e-08
1888,3.3668664833896855e-07,9.130484968089547e-08
1889,2.938349239478555e-07,4.9494579990039256e-08
1890,4.194807319279903e-07,4.784702278826103e-08
1891,3.9520164918371847e-07,5.864282337508797e-08
1892,4.958393211573764e-07,6.581937839200691e-08
1893,3.744317220721882e-07,4.8035648403388365e-08
1894,4.5056006459098796e-07,7.24677029495524e-08
1895,3.5449639668172495e-07,6.921406359161608e-08
1896,3.485144013382069e-07,8.78657289149487e-08
1897,3.321226739183558e-07,5.302309347143819e-08
1898,3.6609556841593616e-07,3.677930848766664e-08
1899,3.460264004218061e-07,5.472302788689376e-08
1900,3.561062378309998e-07,4.568126676929296e-08
1901,3.336477236715041e-07,3.576792950710228e-08
1902,1.7382404409183039e-06,3.535404236032491e-08
1903,3.21313120332789e-07,8.478346114060287e-08
1904,2.461578318957436e-07,5.482117693134114e-08
1905,2.9622757935499067e-07,4.696290806238679e-08
1906,3.585496510805086e-07,6.173021177557914e-08
1907,3.0445633658615634e-07,5.451413898072133e-08
1908,3.3250105091475746e-07,6.483033820892103e-08
1909,2.910020417967729e-07,7.811396984802599e-08
1910,3.585925028026793e-07,5.344150533215242e-08
1911,3.3518357600570425e-07,6.544060382474015e-08
1912,3.610128778142041e-07,5.730363517031378e-08
1913,3.84466755987134e-07,6.522677598042037e-08
1914,2.497885440710945e-07,5.0895253012051e-08
1915,3.2397095461877967e-07,2.9451904026700504e-08
1916,2.274404664603935e-07,2.3073669863649116e-08
1917,2.6100088901248597e-07,3.070598797449975e-08
1918,2.0905204234367147e-07,4.364823080749147e-08
1919,2.8544328728452584e-07,7.182121741777792e-08
1920,3.0818982743596735e-07,8.178010579840134e-08
1921,3.12754461440079e-07,7.194110018815536e-08
1922,2.641300800299007e-07,7.082818187509332e-08
1923,2.7495306698099853e-07,6.581887523893215e-08
1924,2.965073724325862e-07,6.574728650399209e-08
1925,2.7935373037024647e-07,3.959344052617553e-08
1926,2.4855888636210466e-07,8.136681239889754e-08
1927,3.110633759462189e-07,8.473411128306907e-08
1928,2.4908770024367755e-07,7.198406304365079e-08
1929,3.007909845642587e-07,8.689516706184008e-08
1930,2.5523757973822114e-07,4.621585658615146e-08
1931,2.4065302106635045e-07,3.42160717536899e-08
1932,2.0275142875725294e-07,3.835837958376942e-08
1933,2.32854447723696e-07,3.6706120587481905e-08
1934,2.6119845486505255e-07,2.7557634396657704e-08
1935,2.214132628353127e-07,5.0266791618014395e-08
1936,2.6189384438879415e-07,5.092380206406233e-08
1937,2.4300858081360843e-07,3.273690651894867e-08
1938,2.2948429057034758e-07,4.019216603978748e-08
1939,2.6305765654655033e-07,3.5176316970364496e-08
1940,2.332920274739081e-07,3.803674530900025e-08
1941,2.1545968786895742e-07,6.198155277914452e-08
1942,2.12394823728701e-07,6.371844563091145e-08
1943,3.425817451940816e-07,6.67744117777147e-08
1944,2.98826325462187e-07,1.317406344014671e-07
1945,2.614204865913905e-07,7.842614202502318e-08
1946,3.034800801771098e-07,5.0115974481457215e-08
1947,3.3140022637212496e-07,4.4107222763045684e-08
1948,3.0006409379446097e-07,4.8923494366803766e-08
1949,2.80766427884771e-07,3.730463127293859e-08
1950,2.414227084912568e-07,6.274863451061208e-08
1951,2.8252713468734925e-07,2.4521223385143287e-08
1952,2.91036590382987e-07,3.374337198547295e-08
1953,2.9304809601171655e-07,3.9863160883335524e-08
1954,2.619039676243773e-07,2.443134050622575e-08
1955,2.383944406325611e-07,3.6603872377583e-08
1956,2.267496881369624e-07,5.232685040823526e-08
1957,2.579831097637708e-07,5.1243219445495924e-08
1958,2.2252335141192958e-07,3.639787121700877e-08
1959,2.0772004249991483e-07,3.720358865422213e-08
1960,2.699125136729208e-07,3.737249848478896e-08
1961,2.4179593749451556e-07,3.4045979535601845e-08
1962,3.006087254675549e-07,4.62962830849456e-08
1963,2.2825168066731294e-07,3.4916687763342225e-08
1964,2.7621214893081003e-07,5.232212685335469e-08
1965,2.473363602817358e-07,9.959118862923333e-08
1966,2.4648883023559165e-07,3.21266337977022e-08
1967,2.2137206645567176e-07,4.2893921081699204e-08
1968,2.6679010556307503e-07,4.760900773614907e-08
1969,2.2845042413344174e-07,3.678823767838679e-08
1970,2.1154135665391038e-07,2.9891712577390095e-08
1971,2.2043724934306397e-07,3.545494231538271e-08
1972,2.508641783194321e-07,3.4371985424552776e-08
1973,2.4258097308660354e-07,5.017015269892511e-08
1974,2.00832905861148e-07,3.037808854466917e-08
1975,2.404533190336622e-07,3.08419934036408e-08
1976,2.5310922868726493e-07,2.28541078839406e-08
1977,2.6798126384619536e-07,2.1156414953260594e-08
1978,2.8396026774402117e-07,5.465344210531242e-08
1979,2.3466413412442932e-07,3.101545908990033e-08
1980,3.0529258943090554e-07,3.922754143736995e-08
1981,3.4727267106404724e-07,2.719986330612656e-08
1982,2.594735857286423e-07,3.3520513142981656e-08
1983,2.9239913423850794e-07,2.9050454486423405e-08
1984,3.38082191575495e-07,2.551563760277986e-08
1985,3.0258258032489493e-07,4.030423861323129e-08
1986,3.278983520260681e-07,3.416856597660001e-08
1987,3.0676301276955087e-07,2.016569633500609e-08
1988,3.2501323055100784e-07,2.9383114386050124e-08
1989,2.875776075050851e-07,2.8538235663511102e-08
1990,2.860541803428873e-07,3.2691905627046935e-08
1991,3.141745228418813e-07,2.813503263698891e-08
1992,3.091078539796399e-07,4.242657025699259e-08
1993,3.0521032012842397e-07,3.877445209354846e-08
1994,2.9434089121593843e-07,2.479215582829042e-08
1995,3.069107123998549e-07,2.6570008415660595e-08
1996,3.0640649395508035e-07,3.683283678057592e-08
1997,3.370810679470537e-07,2.685140843006195e-08
1998,3.323386033038389e-07,2.9562400527538557e-08
1999,3.436791393696126e-07,2.5136106085454912e-08
2000,3.3577039593168934e-07,3.004261417416387e-08
2001,3.868610081170232e-07,2.453478592512326e-08
2002,3.688988416961081e-07,3.15447949983394e-08
2003,3.408542896821132e-07,3.416876703798977e-08
2004,3.4313323249435257e-07,4.096455996638326e-08
2005,3.391323479817743e-07,2.792324715894523e-08
2006,4.0478858576165067e-07,3.870816411843947e-08
2007,3.4592192821314427e-07,4.1143138673760404e-08
2008,3.5166452838630846e-07,4.683183715825656e-08
2009,4.215082194392039e-07,3.957599670201262e-08
2010,4.723793010086297e-07,3.779034296602646e-08
2011,5.957748558937936e-07,3.862211783722813e-08
2012,5.971059491294284e-07,3.9148905256469746e-08
2013,6.880771517003836e-07,3.5421887256692486e-08
2014,6.494170206039485e-07,4.114345819594689e-08
2015,6.658592681674236e-07,5.1202890150037206e-08
2016,6.69871347724893e-07,6.814708708446915e-08
2017,5.876468218701802e-07,3.647636503956164e-08
2018,7.003519399972902e-07,4.3368639568441836e-08
2019,6.520324724590409e-07,4.6683074961251236e-08
