year,un_DET arrêt_NOUN,un_DET marais_NOUN
1800,3.8012949374888194e-06,1.5406405751150487e-06
1801,4.290890942115766e-06,1.8739906799680739e-06
1802,3.9341229012279655e-06,1.9424452659677627e-06
1803,5.458999581264834e-06,1.6675400118515427e-06
1804,5.986822827708238e-06,1.475694972441488e-06
1805,7.195323568964795e-06,1.569268553325287e-06
1806,9.503745189931578e-06,2.8960775750874745e-06
1807,3.188589758451599e-05,1.770806107970202e-06
1808,3.0825403655398986e-05,1.948823609154715e-06
1809,2.940128126738273e-05,2.7853845665504195e-06
1810,2.1487044108425835e-05,1.3174913497948637e-06
1811,1.4154955465528474e-05,1.4666398922003054e-06
1812,4.567327547988498e-05,1.3442729622781258e-06
1813,3.353402252059823e-05,1.363101503670805e-06
1814,1.10259564394255e-05,1.3341911500042158e-06
1815,2.3800300994025747e-05,1.1085588800252566e-06
1816,1.0848703631438639e-05,1.1796603480718204e-06
1817,8.797891453582452e-06,1.4260959968481757e-06
1818,9.199572531315425e-06,1.550945139427995e-06
1819,1.540960826673654e-05,1.3042323239176312e-06
1820,1.0683392702048877e-05,1.4797501695085202e-06
1821,1.2530007069244675e-05,1.2701597000841502e-06
1822,1.2563099687668e-05,1.0366487401824998e-06
1823,1.5207478156753496e-05,1.4665907777100529e-06
1824,1.8453183983524468e-05,1.5351688631426441e-06
1825,2.6081722012349928e-05,1.434406629918783e-06
1826,3.0419255409697143e-05,1.7334113113776084e-06
1827,4.250637474001451e-05,1.4120861777655591e-06
1828,3.952252976091586e-05,1.3813485484348575e-06
1829,2.7460740838591846e-05,1.4582972767129831e-06
1830,2.3392080088058265e-05,1.5300401123852225e-06
1831,1.694764131343618e-05,1.3954129602922194e-06
1832,2.712488303302507e-05,1.2339331512123408e-06
1833,1.7888597341197965e-05,1.6993183109548227e-06
1834,1.785415672372892e-05,1.4916580397539292e-06
1835,1.619559664334247e-05,1.5980804803916726e-06
1836,1.3454269947033026e-05,1.4725163701712063e-06
1837,1.533797500030687e-05,1.251724608408722e-06
1838,1.526533213791481e-05,1.3451217313331654e-06
1839,1.797718053353492e-05,1.2682535874830592e-06
1840,1.5098710079541888e-05,1.4115230264621914e-06
1841,1.5711082397729115e-05,1.1820229577352848e-06
1842,1.7990225614994415e-05,1.1544924181094984e-06
1843,1.6235736062242268e-05,1.0862809940448415e-06
1844,1.901621816102761e-05,1.2261445441197338e-06
1845,1.9226675291861284e-05,1.2929388439886225e-06
1846,1.8140172429070844e-05,1.1539221862477689e-06
1847,2.3567309455074792e-05,1.1455207058475025e-06
1848,1.8118643012599023e-05,1.3676877159696232e-06
1849,2.1300472837992857e-05,9.359806210085253e-07
1850,1.9884290267668803e-05,1.395138713888855e-06
1851,1.7565046935175133e-05,1.0319102337064123e-06
1852,1.9090220803263946e-05,1.013691877105316e-06
1853,1.5873992026627093e-05,1.1448193788510252e-06
1854,1.695968786918911e-05,1.474009998503334e-06
1855,1.793850866960156e-05,1.0751854944146544e-06
1856,1.813724760779678e-05,1.1514068578577508e-06
1857,1.6198799940525532e-05,1.1486190381049255e-06
1858,1.5049032555225494e-05,9.209898212958478e-07
1859,1.5589688359796128e-05,9.899184831851926e-07
1860,1.2194533141496322e-05,8.751575606424922e-07
1861,1.2620862264611787e-05,9.898807711294921e-07
1862,1.526085435443747e-05,1.148923868043994e-06
1863,1.559020918762144e-05,1.084332147627265e-06
1864,1.3288109016684757e-05,8.92298846366657e-07
1865,1.4349756355613863e-05,9.733753767449116e-07
1866,1.4394429427966315e-05,1.029077099090614e-06
1867,1.5259665957501056e-05,9.560038787270742e-07
1868,1.2323998021201987e-05,8.28416889753214e-07
1869,1.3037531417126047e-05,8.468021945873261e-07
1870,1.2220404983054323e-05,8.646945541812556e-07
1871,1.1796941265629357e-05,9.420984046215608e-07
1872,1.0844089189276929e-05,8.200191956575509e-07
1873,1.244789612542263e-05,9.667397335988426e-07
1874,1.3087381063314751e-05,8.878268928924626e-07
1875,1.0906947323974236e-05,9.532063973693994e-07
1876,1.3105946067071272e-05,8.518834935244968e-07
1877,1.3357965315208276e-05,9.870966160008265e-07
1878,1.559413513518848e-05,9.922223140890196e-07
1879,1.2764824532496277e-05,8.412541081526115e-07
1880,1.384586141739419e-05,7.252166476234834e-07
1881,1.2579798124079389e-05,7.969575959165809e-07
1882,1.2458880817689533e-05,8.984769657160996e-07
1883,1.387537207619971e-05,8.354166132207297e-07
1884,1.3449636924178776e-05,9.407418275486634e-07
1885,1.4392459775081079e-05,7.786327840264562e-07
1886,1.4101463847282503e-05,8.247526874782807e-07
1887,1.9029203031095676e-05,8.729172407129226e-07
1888,1.7746746095781418e-05,8.160370881249435e-07
1889,1.3862241587503377e-05,7.668527448601026e-07
1890,1.5507022965266515e-05,6.318428615870175e-07
1891,1.4771617372844048e-05,6.539949826134261e-07
1892,1.6714361663616728e-05,7.183714920699913e-07
1893,1.7122245964174e-05,7.316198793461126e-07
1894,1.5932812118535367e-05,7.190056194872341e-07
1895,1.3739292825221128e-05,6.921406612292458e-07
1896,1.4057337494932653e-05,6.663642881932219e-07
1897,1.4752073610679872e-05,6.269543852965853e-07
1898,1.4991811411846356e-05,6.954118276780719e-07
1899,1.5207474120870756e-05,6.025060361736223e-07
1900,1.5647391620632334e-05,5.767259807498704e-07
1901,1.4991233143746285e-05,5.767578743487434e-07
1902,1.659381337049126e-05,5.170528982745282e-07
1903,1.500991220382275e-05,5.5352259753505e-07
1904,1.3437100250257572e-05,5.379999601373697e-07
1905,1.5474535985049442e-05,4.768541224109413e-07
1906,1.4839943446531834e-05,5.391105259988649e-07
1907,1.4428760977125421e-05,5.538842109409359e-07
1908,1.3290709802049605e-05,5.11766748090281e-07
1909,1.3870180353592332e-05,5.154421431896594e-07
1910,1.4368283700605389e-05,5.023501596923552e-07
1911,1.485129246248107e-05,5.581072191063186e-07
1912,1.5424575423139686e-05,5.136489420465296e-07
1913,1.3591563003956253e-05,5.133293932146898e-07
1914,1.3184548663502937e-05,4.5403921200559694e-07
1915,1.0987916223115235e-05,5.890380796458317e-07
1916,1.0718269230380884e-05,4.4279472799502173e-07
1917,9.352166586040767e-06,4.4743010652048554e-07
1918,9.266059365131696e-06,3.4229400824870027e-07
1919,9.646142302699445e-06,4.585508399657101e-07
1920,1.0477697131250352e-05,3.8012603775783305e-07
1921,1.2332976885076619e-05,4.475493780020656e-07
1922,1.2359517135962506e-05,4.13902183193926e-07
1923,1.1454608252137177e-05,4.320690880632583e-07
1924,9.564295943675916e-06,4.5249602020902557e-07
1925,9.509024241793895e-06,4.410269287546953e-07
1926,9.425174432919903e-06,5.684530552940714e-07
1927,9.314062797471934e-06,4.7384206958156483e-07
1928,9.385350729473885e-06,4.159079054488757e-07
1929,9.86148804571485e-06,5.002042300361609e-07
1930,9.305142132376432e-06,4.1909377035409534e-07
1931,9.10261510256305e-06,4.858681945663079e-07
1932,9.098607236524003e-06,4.822195993625655e-07
1933,9.163911812493097e-06,3.6017879168070976e-07
1934,8.643512231287787e-06,4.361295093957551e-07
1935,9.134194769444548e-06,4.404328501905752e-07
1936,8.111434141255813e-06,4.6922645768887605e-07
1937,9.438302157604994e-06,4.3943002747681703e-07
1938,9.909313092748562e-06,4.3563119511702553e-07
1939,9.428782192344443e-06,4.5729210196299164e-07
1940,8.251437407125195e-06,4.767271926109373e-07
1941,8.199274262210565e-06,5.843975348085451e-07
1942,9.612383223611687e-06,5.400896867513438e-07
1943,8.332285236889447e-06,4.790338157256713e-07
1944,7.1139943376152814e-06,4.369933268577597e-07
1945,7.110636993878927e-06,3.9866624756967894e-07
1946,6.754519773721768e-06,5.053360947471219e-07
1947,9.775114422794218e-06,5.078291156479509e-07
1948,8.73773650766907e-06,4.6857837943115044e-07
1949,7.84378952722875e-06,3.956254399639647e-07
1950,8.35939393439844e-06,4.2860507321051955e-07
1951,9.464126264902006e-06,3.9340572222101855e-07
1952,9.24041145111687e-06,4.513176197207258e-07
1953,9.70290869162227e-06,4.277209555425543e-07
1954,8.137590889134572e-06,4.0360574526943083e-07
1955,8.867521898991981e-06,4.476934907238217e-07
1956,9.414472346591651e-06,4.0030041326133414e-07
1957,9.460558221263682e-06,4.391013748161754e-07
1958,9.26822167279795e-06,4.3015665607271103e-07
1959,8.470017402117946e-06,3.8133679369778406e-07
1960,8.44756938178648e-06,3.76493336062822e-07
1961,9.295942152931502e-06,3.932658203531503e-07
1962,8.030185071561391e-06,3.437340354572882e-07
1963,8.19313601496674e-06,3.478736694262352e-07
1964,8.3180016474671e-06,3.820732041859287e-07
1965,8.030770906941598e-06,4.0219517405404304e-07
1966,8.325229543970636e-06,3.777648887037799e-07
1967,7.5675719131140795e-06,3.786497710933645e-07
1968,7.0977842483443965e-06,4.3072676980671076e-07
1969,6.982952790224317e-06,4.278335903329378e-07
1970,7.437057945480774e-06,3.1685213963683623e-07
1971,6.884424820441382e-06,3.79727584931544e-07
1972,7.030353458503669e-06,3.083218382826658e-07
1973,7.409194431318156e-06,3.296895898508012e-07
1974,8.166080085914018e-06,3.3303384627814125e-07
1975,7.92867666277175e-06,3.067064917594564e-07
1976,7.694406484404226e-06,3.2509968184157856e-07
1977,7.135000810620795e-06,3.620097634993158e-07
1978,7.940194560518421e-06,3.4752458688558363e-07
1979,8.287564504882994e-06,3.6574832051883277e-07
1980,6.943843199991306e-06,3.7521995110978423e-07
1981,6.5798366648550655e-06,3.6308652884287085e-07
1982,6.493047585820477e-06,4.1528189509421054e-07
1983,6.46056851039134e-06,3.157657957331139e-07
1984,6.892701321703498e-06,3.5779882701092447e-07
1985,6.793369649926717e-06,3.326603472686429e-07
1986,6.786956650017828e-06,3.4588181074823865e-07
1987,7.117268371104046e-06,3.501497998215086e-07
1988,7.295407378649088e-06,3.31609412818068e-07
1989,8.02528085230847e-06,3.4300764228945013e-07
1990,7.0380226553368175e-06,3.841298923390468e-07
1991,7.738892733755165e-06,3.346896546574385e-07
1992,6.976691091509224e-06,3.3059663762102787e-07
1993,7.176043018475298e-06,3.4398478288011347e-07
1994,7.335840248146042e-06,3.312653964471224e-07
1995,7.15167041676068e-06,3.6872666431264634e-07
1996,7.498418181484112e-06,3.16015065671138e-07
1997,7.307898556518921e-06,3.2797077498258886e-07
1998,7.271397024055659e-06,3.0134576300966387e-07
1999,7.702160221612075e-06,3.477923122829907e-07
2000,7.228341175391506e-06,3.0263514450012963e-07
2001,7.353863741954569e-06,3.391057905588468e-07
2002,7.792440698040082e-06,2.992374321664215e-07
2003,6.875006057782684e-06,3.550218421466411e-07
2004,6.761795255272318e-06,3.0349010460284376e-07
2005,7.119076798289825e-06,3.112090904977549e-07
2006,6.282664596568566e-06,2.8125187201410995e-07
