year,un_DET annuel_ADJ,un_DET manuel_ADJ
1916,1.4283700444650549e-08,4.394984820521586e-09
1917,1.3159709100207806e-08,1.0966424435210342e-09
1918,5.743188147278033e-09,0.0
1919,1.8415697411455767e-08,1.8415696745321952e-09
1920,1.4387239843927091e-08,5.300562211374427e-09
1921,1.9689142760626055e-08,7.572747429129834e-09
1922,7.377935595798135e-09,1.1804696775641332e-08
1923,6.369568872344189e-09,8.492758496458919e-09
1924,2.578324886925998e-09,6.445812328337297e-09
1925,8.798542339150117e-09,2.1996355847875293e-09
1926,1.0031524944054127e-08,4.458455382660986e-09
1927,2.2298449753321847e-09,1.0034302388994831e-08
1928,7.998228745975666e-09,2.2852082448565625e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,2.100720708497761e-09
1931,1.1405356659111021e-08,1.1405356659111021e-08
1932,1.0959536389520963e-08,5.4797681947604815e-09
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,1.4361940969820353e-08
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,1.2591118370153254e-08,0.0
1938,1.5558256905023882e-08,1.2965214457594243e-09
1939,9.176430282309411e-09,3.058810094103137e-09
1940,1.5214697057785997e-08,0.0
1941,0.0,8.854508237732261e-09
1942,0.0,0.0
1943,5.806470415592457e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,1.0728784083369192e-08
1948,3.2615663503321457e-09,6.523132700664291e-09
1949,5.890204768377316e-09,2.945102384188658e-09
1950,6.381216888229346e-09,1.0635361480382244e-09
1951,2.1322803522849654e-09,4.264560815592233e-09
1952,5.272402070488624e-09,2.1089607837865287e-09
1953,5.386913581872932e-09,5.386913581872932e-09
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,5.631364707880948e-09,2.815682353940474e-09
1956,4.360570571293465e-09,4.36057079333807e-09
1957,5.301022731885041e-09,3.534015080575159e-09
1958,9.099467845885556e-09,3.3088974338291166e-09
1959,3.8753737996444215e-09,6.975672928177801e-09
1960,3.460416619915918e-09,3.460416619915918e-09
1961,4.16889545107324e-09,2.08444772553662e-09
1962,6.341956293454132e-09,1.2683912808952869e-09
1963,4.526237162849611e-09,6.466053470433053e-09
1964,6.692365273064382e-09,4.258777774879263e-09
1965,3.2832261354087677e-09,7.1136563306595235e-09
1966,7.754704434148607e-09,4.985167390003653e-09
1967,5.423369309198733e-09,1.4791006197611978e-09
1968,8.533689727086013e-09,3.143991039733507e-09
1969,1.0446043141598693e-08,5.904285060864822e-09
1970,5.518470125309705e-09,1.8394900047624674e-09
1971,1.3359833239690033e-08,5.138397263237948e-09
1972,5.130146973897354e-09,4.104117490300041e-09
1973,6.064523994098181e-09,1.102640756478479e-09
1974,1.012602890426706e-08,2.2502286700643026e-09
1975,9.138368284311582e-09,7.4249242310031605e-09
1976,4.570821499072508e-09,2.856763492431469e-09
1977,7.05213826224238e-09,2.938390863960194e-09
1978,1.4257419245211622e-08,1.1881182704343018e-09
1979,4.681578680276743e-09,2.925986564150662e-09
1980,9.664756106531058e-09,3.97960553399912e-09
1981,5.060439622894819e-09,4.427884725544118e-09
1982,7.449002858983533e-09,3.7245013739806154e-09
1983,1.1999100379966876e-08,1.89459470334441e-09
1984,9.858314165001048e-09,4.059305780401701e-09
1985,6.617113856854928e-09,1.8046674155058895e-09
1986,1.2588419195935785e-08,5.994485352545098e-09
1987,1.649920555735207e-08,3.0554083707556856e-09
1988,1.0793796967334401e-08,1.1993107618124554e-09
1989,1.0427432250992297e-08,9.329808037250586e-09
1990,1.2531897075618303e-08,7.083246433836621e-09
1991,1.6412103009955104e-08,1.0550637363770932e-08
1992,1.4325854780228298e-08,9.366905473484621e-09
1993,2.1048988330107932e-08,1.1078414852150331e-09
1994,6.85740436656701e-09,8.967375175750192e-09
1995,7.049185846152994e-09,8.133675954979935e-09
1996,9.60856638698715e-09,3.736664311304594e-09
1997,9.110299181713799e-09,5.27438381858758e-09
1998,1.0489884516573511e-08,7.629006759657386e-09
1999,6.398281460207045e-09,6.398281460207045e-09
2000,7.068850393920911e-09,8.83606254831193e-09
2001,6.133696661692056e-09,6.1336963841363e-09
2002,6.133709984368352e-09,8.324320677211006e-09
2003,6.667076668520622e-09,4.583615098585625e-09
2004,4.845270407116686e-09,4.8452703238499595e-09
2005,9.457874483587148e-09,4.053374524914943e-09
2006,4.117890028965121e-09,6.176834765891925e-09
2007,1.078509459517818e-08,3.994479413904628e-09
2008,4.257439817356712e-09,7.663391338175174e-09
2009,1.0013204265746367e-08,2.860915504498962e-09
2010,3.3066551718974324e-09,4.723793189942427e-09
2011,3.823972000160936e-09,3.823971916894209e-09
2012,4.085103366691101e-09,3.404252768568483e-09
2013,3.0680376017500066e-09,3.6258624991347688e-09
2014,1.2992670966882613e-09,3.031623174720721e-09
2015,1.5516027351836215e-09,1.5516027351836215e-09
2016,3.1070099826280284e-09,3.5212781579474495e-09
2017,1.2578056374223934e-09,4.276539400382973e-09
2018,1.0325866828253538e-09,2.8396133222585718e-09
2019,3.5713827450933877e-09,4.08158040698936e-09
