year,ton_DET archer_NOUN,ton_DET marché_NOUN
1990,5.44865097484859e-10,8.717841559757744e-09
1991,0.0,4.68917216167597e-09
1992,0.0,1.2121876835635703e-08
1993,0.0,4.985286850001103e-09
1994,0.0,4.2199412852994556e-09
1995,5.422450821690461e-10,3.795715741716776e-09
1996,0.0,2.135236876199542e-09
1997,0.0,5.753873377756236e-09
1998,0.0,8.582632937681467e-09
1999,0.0,7.769341892061021e-09
2000,0.0,6.627047355323157e-09
2001,0.0,1.1829271784336015e-08
2002,0.0,7.448076377869484e-09
2003,0.0,8.750538071922165e-09
2004,0.0,5.285749615779878e-09
2005,0.0,6.7556245042510454e-09
2006,0.0,2.8825228870488218e-09
2007,0.0,9.187303195989927e-09
2008,4.257439678578834e-10,1.192083087797613e-08
2009,0.0,1.7642312055698994e-08
2010,4.723793023408973e-10,2.2674207067474583e-08
2011,0.0,2.2943831667898706e-08
2012,1.3617010852229328e-09,2.4510619645035092e-08
2013,1.1156500168141292e-09,2.1476262324071627e-08
2014,1.0827225782605865e-09,2.533570819807096e-08
2015,0.0,2.504730184371695e-08
2016,1.6570720351438695e-09,2.092053419389117e-08
2017,1.0062445321423752e-09,1.8363962794865074e-08
2018,7.744400121190154e-10,2.5040226336869864e-08
2019,1.02039510174734e-09,3.112205004818236e-08
